trial_number,gamma,theta,m0,beta_prime,narma10_nrmse,ti46_accuracy,kr_threshold,gr_threshold
33,0.0943188636211563,0.2,0.1738949959522309,50.0,2.285130265518067,0.9622641509433962,39,5
34,0.077617267680771,0.2,0.1163947016955687,50.0,1.149745932521893,0.9647798742138365,29,4
60,0.1024529606198127,0.2,0.1868504719719258,50.0,1.3367952552284565,0.9522012578616352,44,6
65,0.0579334589250467,0.2,0.0718955978692112,50.0,1.1825638495100523,0.9773584905660377,16,3
71,0.1451341063826008,0.2,0.1825634100095717,50.0,0.9859657002059724,0.42641509433962266,78,25
74,0.0674087689787963,0.2,0.0848363752017415,50.0,1.3497525424077255,0.9786163522012579,21,4
75,0.0803693539165892,0.2,0.1252877470050915,50.0,1.7122419240238598,0.9635220125786164,31,4
78,0.073688186994433,0.2,0.1153986489519022,50.0,2.8676903020864213,0.9723270440251572,28,4
87,0.1337134619168911,0.2,0.184929784074949,50.0,1.0774457717200896,0.6427672955974842,68,18
90,0.0911277470879576,0.2,0.1729216472120517,50.0,5.083775804889505,0.9610062893081761,38,5
93,0.0684438775604583,0.2,0.1115599699101161,50.0,1.5021352157636112,0.969811320754717,23,3
105,0.0729813960909893,0.2,0.1117692945040871,50.0,2.7424099646134423,0.9761006289308176,27,4
106,0.088117492023788,0.2,0.1650630698540463,50.0,1.4895115266636592,0.9547169811320755,36,5
119,0.0694130206495871,0.2,0.1048197460399945,50.0,1.5648241230217292,0.9748427672955975,23,4
120,0.0818023050165036,0.2,0.1513343036530909,50.0,6.854827117378684,0.959748427672956,32,4
127,0.1517379783711,0.2,0.1855796096074041,50.0,0.9749055059462368,0.3836477987421384,84,28
139,0.1276702699226881,0.2,0.1860617770004425,50.0,0.9752059286463503,0.7811320754716982,63,14
144,0.1459300779546258,0.2,0.1838258035020054,50.0,0.9827808237514667,0.48427672955974843,79,25
157,0.0790402970030527,0.2,0.1299726481269687,50.0,1.9236190719487036,0.9748427672955975,30,4
168,0.1166705787709655,0.2,0.1844640604764258,50.0,0.9666652388064612,0.8842767295597485,54,10
174,0.123491184742915,0.2,0.1853407236401778,50.0,0.9999558753536314,0.8176100628930818,60,13
176,0.1262226323162211,0.2,0.185960205239812,50.0,0.980617121235851,0.7962264150943397,62,14
202,0.0899419885275748,0.2,0.1712966921458562,50.0,2.183824657949982,0.9584905660377359,37,5
204,0.0680931101625674,0.2,0.1011051972052154,50.0,1.5786323919324206,0.9773584905660377,21,3
211,0.0666592886282139,0.2,0.0980576783710811,50.0,1.347683482778757,0.9748427672955975,20,3
247,0.0642365145990106,0.2,0.0833349841620083,50.0,1.1971303800817903,0.979874213836478,19,3
250,0.0615871877796834,0.2,0.079188025293466,50.0,1.2354588259320827,0.9786163522012579,17,3
252,0.0719404679432657,0.2,0.1101373489008955,50.0,2.176834566155435,0.9773584905660377,26,4
267,0.0480297911638143,0.2,0.0516554082018051,50.0,0.636642332765109,0.9786163522012579,11,2
291,0.1152364931616622,0.2,0.1437178963763719,50.0,0.9885652148184645,0.7974842767295598,53,14
294,0.1160696501551001,0.2,0.1459306306907261,50.0,0.9888669362906053,0.8301886792452831,55,13
295,0.1181753413091659,0.2,0.1500636917594064,50.0,0.9910284042238041,0.8238993710691824,57,14
310,0.0834402826183178,0.2,0.1527213159820399,50.0,4.056962448113724,0.9735849056603774,34,4
311,0.0975618879746597,0.2,0.1873357089396279,50.0,2.950028361754575,0.9672955974842767,40,5
317,0.0461017084626238,0.2,0.0329842736491231,50.0,0.7602086144916335,0.9823899371069182,9,2
320,0.0469977017253415,0.2,0.0412889799229431,50.0,0.6463807283312971,0.9748427672955975,10,2
329,0.1210170650012993,0.2,0.1682841328419631,50.0,0.9975048705742224,0.7723270440251573,59,14
336,0.1177053407909674,0.2,0.1468206954363019,50.0,1.0157338921467647,0.8364779874213837,56,14
337,0.123437239889437,0.2,0.1702434808231895,50.0,1.0970975617005976,0.8,61,15
341,0.0994690923449876,0.2,0.187428652563784,50.0,2.3530675472993825,0.9534591194968554,41,5
351,0.1013756153124585,0.2,0.1880849846363976,50.0,1.356967096616791,0.9534591194968554,43,6
352,0.0493402879074055,0.2,0.0518125007642678,50.0,0.6456227076456925,0.9761006289308176,11,2
364,0.0533878749591413,0.2,0.0561155135769405,50.0,0.8032023384482746,0.9761006289308176,13,3
367,0.0578430239725703,0.2,0.060112674154498,50.0,1.1469956545364046,0.9735849056603774,15,3
376,0.1486643056339795,0.2,0.1851854185446167,50.0,0.9779517251686383,0.4930817610062893,81,26
382,0.0462427657282329,0.2,0.0352197435796543,50.0,0.7290951941692596,0.979874213836478,9,2
393,0.05940275975672,0.2,0.0758163302631674,50.0,1.2247346398281738,0.9823899371069182,16,3
