trial_number,gamma,theta,m0,beta_prime,narma10_nrmse,ti46_accuracy
29,0.0444751040765176,0.115778246093144,0.008,50.0,0.6096855919482252,0.9408805031446541
123,0.0514171176785651,0.1508530214279542,0.008,43.75673561995022,0.6280715001782494,0.9534591194968554
233,0.056001375454759,0.1342532894947821,0.008,34.5688901952477,0.6981233241394573,0.8855345911949686
240,0.0611158166493802,0.1061492837979248,0.008,27.993597878040845,0.7671397730478031,0.8088050314465409
299,0.1057046277838658,0.1021689046460473,0.008,20.0,0.6477621511404988,0.7786163522012579
