trial_number,gamma,theta,m0,beta_prime,narma10_nrmse,ti46_accuracy
32,0.0491763279870063,0.1580809543708663,0.0041063161347978,50.0,0.6826675470923236,0.8842767295597485
41,0.0149184076271239,0.2762081466886893,0.008,20.0,0.8283949559624205,0.8276729559748428
125,0.0837321590511601,0.2868042994315107,0.008,22.704781153923648,0.6517058233355985,0.8955974842767296
263,0.1215713644048436,0.01,0.008,25.527042007198744,1.8844232210013716,0.7169811320754716
