result_schema_version,study_id,run_id,frontier_point_id,frontier_scope,endpoint_ref,family,family_role,source_trial_id,source_optuna_trial_number,MC,CQ,KR,GR,beta_prime,theta,gamma,m0,Nvirt,geometry_mode,morphology_scheme,morphology_n_instances,morphology_beta_spread,morphology_weights_mode,pareto_rank,duplicate_count,frontier_algorithm,dominance_epsilon,generated_at_utc
1.0,uniform_vs_heterogeneous_tims_frontier_real_smoke_v1,real_smoke_test_20260311_runtimefix,uniform_frontier_0001,family_primary_endpoint,comparison.primary_endpoint,uniform,baseline,uniform_trial_0001,0,5.552975752956628,75.0,79.0,4.0,28.766077801515568,0.21221087710398318,0.057509109560284585,0.013497510085996384,100,uniform,,,,,0,1,pareto_nondominated,0.0,2026-03-11T22:29:24Z
1.0,uniform_vs_heterogeneous_tims_frontier_real_smoke_v1,real_smoke_test_20260311_runtimefix,heterogeneous_frontier_0001,family_primary_endpoint,comparison.primary_endpoint,heterogeneous,candidate,heterogeneous_trial_0001,0,4.962004338196499,64.0,69.0,5.0,28.766077801515568,0.21221087710398318,0.057509109560284585,0.013497510085996384,100,distributional_beta,random,3,3.0,equal,0,1,pareto_nondominated,0.0,2026-03-11T22:29:24Z
