timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 03:11:47,318,162.0,2.950856535727467,0.0156000895523827,0.5883604670826516,0.0058845236045556,0.3438491851897433,37.76687573530968,387,2.950856535945301,260,98,162,0.8058822418421621,True,0.9132075471698113,True
