timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 10:22:27,384,77.0,5.499593593532322,0.069274461903986,0.3875693695463503,0.0058845236045556,0.4126924447161653,37.58409019257157,267,5.499593593661457,170,93,77,0.6118366890421988,True,0.7811320754716982,True
