trial_number,gamma,theta,m0,beta_prime,narma10_nrmse,ti46_accuracy,kr_threshold,gr_threshold
271,0.5,0.2,0.0717096187494382,50.0,5.945454924794501,0.10062893081761007,0,0
83,0.0920522486364612,0.2,0.2,50.0,10.595180415548723,0.9572327044025157,0,0
124,0.0856928448838104,0.2,0.1555172529696178,50.0,1.3548131436288333,0.9685534591194969,0,0
323,0.1171329014032011,0.2,0.1474695369860524,50.0,0.96844197457954,0.8264150943396227,0,0
398,0.0790952344850297,0.2,0.1255309921141865,50.0,1.2298067616606436,0.9610062893081761,0,0
51,0.1605000173274233,2.0,0.2,50.0,3.395515958517566,0.8,0,0
29,0.0624571937945978,0.4815773053752086,0.0391674030216916,50.0,1.1021526539013602,0.9836477987421384,0,0
67,0.5,0.2,0.2,50.0,5.548616231350034,0.18364779874213835,0,0
143,0.0648846128640232,0.2,0.0850269641036761,50.0,1.2217350445577655,0.9786163522012579,0,0
61,0.0491007607183917,0.2,0.0536057886619942,50.0,0.6420317819285116,0.9786163522012579,0,0
237,0.044742717519992,0.2635340538407418,0.036694939803148,50.0,0.6224895223059755,0.9811320754716981,0,0
246,0.0998486460712218,0.2,0.1844767840675467,50.0,1.565843007809887,0.9534591194968554,0,0
40,0.041671428500839,0.2,0.0323919699486475,50.0,0.5740849889388536,0.979874213836478,0,0
229,0.0876083347424887,0.2,0.1691110353711193,50.0,6.443714447536105,0.9572327044025157,0,0
0,0.1512058274221941,0.2477810549485823,0.1149560513515174,50.0,1.0512771433154606,0.1660377358490566,0,0
189,0.1208403917693285,0.2,0.1846789349557633,50.0,1.0591841134585653,0.8666666666666667,0,0
391,0.0637489563777779,0.2,0.0820329841402372,50.0,1.2330442671010806,0.979874213836478,0,0
239,0.0528339046972629,0.2,0.1576377512033265,50.0,0.8418147129940453,0.969811320754717,0,0
129,0.5,1.1563352845461246,0.0578052129886684,50.0,3.6202684423399725,0.1018867924528302,0,0
80,0.0430518504695459,0.2,0.0364530793606008,50.0,0.5796825120790032,0.9773584905660377,0,0
181,0.0662685501047851,0.2,0.0975373500277621,50.0,1.3302152635956455,0.9723270440251572,0,0
112,0.113178322362606,0.2,0.2,50.0,1.2714333721434958,0.9459119496855346,0,0
354,0.0633504889391358,0.2,0.08265484532941,50.0,1.1778546795573062,0.9773584905660377,0,0
110,0.0431669998318072,0.2197677877299871,0.0354563659871832,50.0,0.5881272244887941,0.979874213836478,0,0
326,0.0954104417178837,0.2,0.1865744471683449,50.0,2.150235155083599,0.9559748427672956,0,0
109,0.0993137678183786,0.2,0.1800292972482793,50.0,1.1970725167778014,0.9584905660377359,0,0
26,0.0433724618570944,0.2,0.1184132648457526,50.0,0.7464887623640694,0.9849056603773585,0,0
191,0.112152496037947,0.2,0.2,50.0,1.2685521053449376,0.9446540880503145,0,0
107,0.0553309537505119,0.2,0.0692726984551436,50.0,0.9873749715759442,0.9786163522012579,0,0
359,0.0790946548700348,0.2,0.125441673254057,50.0,1.2317211281168452,0.9647798742138365,0,0
115,0.0433603820089401,0.2,0.0360259106186424,50.0,0.5866412201291299,0.979874213836478,0,0
309,0.0794309137524556,0.2,0.1541048317262946,50.0,11.64533976826909,0.9710691823899371,0,0
198,0.0666232590704014,0.2,0.0977825191711514,50.0,1.3597704043228582,0.9748427672955975,0,0
387,0.0877763109400849,0.2,0.169390638979263,50.0,6.15888231052997,0.9635220125786164,0,0
362,0.0952693258169713,0.2,0.1872604233706094,50.0,2.5415776614512753,0.9584905660377359,0,0
102,0.0551905194089131,0.2,0.0689086954479598,50.0,0.9949692187359582,0.9748427672955975,0,0
73,0.1119568413474572,0.2,0.1904729248392725,50.0,1.2213773449840277,0.9421383647798742,0,0
365,0.057627270215812,0.2,0.0596934384719401,50.0,1.1679678804289124,0.9761006289308176,0,0
228,0.1122356021366692,0.2,0.2,50.0,1.260704173720896,0.9534591194968554,0,0
156,0.1579665586497269,0.2,0.1953859385224707,50.0,0.9909180131314694,0.43647798742138366,0,0
