trial_number,gamma,theta,m0,beta_prime,narma10_nrmse,ti46_accuracy,kr_threshold,gr_threshold
281,0.0421580709070177,0.0521299468321077,0.008,50.0,0.7747813437123905,0.8578616352201258,0,0
81,0.0284435260898862,0.1789577245090462,0.001,50.0,0.7729698539300465,0.889308176100629,0,0
119,0.045550495168012,0.0800155256794139,0.0038729638853626,50.0,0.6893896302856392,0.7874213836477988,0,0
325,0.0517068280867947,0.0602954185187958,0.008,50.0,0.8765698625250208,0.869182389937107,0,0
398,0.0514204880469255,0.0619795372889111,0.008,50.0,0.8823969455838692,0.8578616352201258,0,0
51,0.0486827963641144,0.1578192116499659,0.0072211351925691,50.0,0.6471568921650889,0.9358490566037736,0,0
33,0.0486903611462772,0.203831470043968,0.0032493048577542,50.0,0.5923630428788591,0.8402515723270441,0,0
62,0.0329828919056303,0.01,0.008,50.0,0.7964000786084058,0.769811320754717,0,0
145,0.0473903819246764,0.1123712176859477,0.008,50.0,0.6122217728801723,0.9358490566037736,0,0
58,0.0465174547204502,0.0539630594686352,0.008,50.0,0.9365398227984498,0.8515723270440252,0,0
244,0.0497673861934027,0.1124782496470215,0.008,50.0,0.6645755259622879,0.9333333333333333,0,0
255,0.0446264352405635,0.0698539784426904,0.0030343210798798,50.0,0.739079680364158,0.759748427672956,0,0
41,0.0494374756799294,0.0908622988454889,0.0064440118384621,50.0,0.6092997169683538,0.8666666666666667,0,0
238,0.0520616464908565,0.1089381889336217,0.008,50.0,0.8006484576501214,0.9509433962264151,0,0
0,0.0450915447555045,0.3743464707358402,0.0016991140712779,50.0,0.6353545347285532,0.8125786163522013,0,0
190,0.046356531028949,0.1026570565113085,0.0031046676264588,50.0,0.6015966080854451,0.7886792452830189,0,0
390,0.0496778231307233,0.110669821393792,0.008,50.0,0.6592418681486717,0.9283018867924528,0,0
248,0.0445263942022298,0.0695458579389903,0.002996973412803,50.0,0.7524349931407258,0.7622641509433963,0,0
129,0.0474022880810258,0.1117285928540392,0.00750405176593,50.0,0.6180885301963261,0.919496855345912,0,0
78,0.0446343851589996,0.063444688869478,0.0026505107259538,50.0,0.7583909800877526,0.7660377358490567,0,0
177,0.0510650892323299,0.124498847621137,0.008,50.0,0.8149930450840536,0.9421383647798742,0,0
106,0.0401698459905219,0.0771342569694486,0.0029223848521075,50.0,0.7427191247675806,0.769811320754717,0,0
353,0.049643888213058,0.1113176587841564,0.008,50.0,0.6563569283100003,0.9358490566037736,0,0
103,0.0471294551992096,0.079088596092413,0.008,50.0,0.6411998564183493,0.9031446540880503,0,0
327,0.0517054915420581,0.0603088225531223,0.008,50.0,0.8766409048022298,0.8754716981132076,0,0
101,0.034093523916136,0.4996322917766843,0.008,50.0,0.6589700209712669,0.9748427672955975,0,0
32,0.0398887307587675,0.6,0.0027782238021457,50.0,0.6696494234287219,0.9018867924528302,0,0
199,0.0511773240478093,0.0615148291110583,0.008,50.0,0.8872332807452765,0.8729559748427673,0,0
110,0.0472875298605678,0.0805090590214986,0.008,50.0,0.6301700437108965,0.9044025157232705,0,0
359,0.0402420648103175,0.6,0.005430631962797,50.0,0.631134516181661,0.9647798742138365,0,0
