timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 06:10:02,330,70.0,6.044097040715041,0.0537462791359035,0.0842976310616293,0.0058845236045556,0.4331340339328041,47.884114292673885,388,6.044097040698025,108,38,70,0.5777152752659775,True,0.8704402515723271,True
