timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 08:28:52,364,112.0,3.668964355836964,0.0170052570787062,0.3875693695463503,0.005263302416213,0.4837945426144974,40.66463236801917,315,3.66896435516807,193,81,112,0.8019123297064594,True,0.13459119496855346,True
