timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 01:18:38,97,5.0,6.118972468642788,0.0537462791359035,0.0842976310616293,0.0048760086247219,0.4020356216520404,47.884114292673885,378,6.118972468638788,86,81,5,0.5880216197560466,True,0.5018867924528302,True
