result_schema_version,study_id,run_id,trial_id,family,family_role,family_trial_index,optuna_study_name,optuna_trial_number,status,failure_code,failure_message,global_seed,trial_seed,input_signal_seed,mask_seed,morphology_seed,beta_prime,theta,gamma,m0,Nvirt,geometry_mode,morphology_scheme,morphology_n_instances,morphology_beta_spread,morphology_weights_mode,MC,KR,GR,CQ,CQ_formula,runtime_seconds,started_at_utc,finished_at_utc,resolved_config_path,trial_log_path
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0001,uniform,baseline,1,uniform_fixed_repeated_eval_study,0,completed,,,1234,557384437,4284584593,1099293797,,20.0,0.2,0.05,0.01,100,uniform,,,,,3.695236080817649,81.0,1.0,80.0,KR_minus_GR,95.0728823998943,2026-03-13T16:42:01Z,2026-03-13T16:43:36Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0002,uniform,baseline,2,uniform_fixed_repeated_eval_study,1,completed,,,1234,1420838081,3315515159,3245661404,,20.0,0.2,0.05,0.01,100,uniform,,,,,3.212799602839156,83.0,1.0,82.0,KR_minus_GR,94.98562669986859,2026-03-13T16:43:36Z,2026-03-13T16:45:11Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0003,uniform,baseline,3,uniform_fixed_repeated_eval_study,2,completed,,,1234,2877095840,2219982920,2590698115,,20.0,0.2,0.05,0.01,100,uniform,,,,,3.578931478247708,81.0,1.0,80.0,KR_minus_GR,95.07537019997835,2026-03-13T16:45:11Z,2026-03-13T16:46:46Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0004,uniform,baseline,4,uniform_fixed_repeated_eval_study,3,completed,,,1234,3324148202,3070274865,3406246820,,20.0,0.2,0.05,0.01,100,uniform,,,,,3.796476061549033,87.0,1.0,86.0,KR_minus_GR,94.77090789983049,2026-03-13T16:46:46Z,2026-03-13T16:48:21Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0005,uniform,baseline,5,uniform_fixed_repeated_eval_study,4,completed,,,1234,2730107343,836280899,272808745,,20.0,0.2,0.05,0.01,100,uniform,,,,,3.6630340974853466,79.0,1.0,78.0,KR_minus_GR,94.66729640006088,2026-03-13T16:48:21Z,2026-03-13T16:49:55Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0006,uniform,baseline,6,uniform_fixed_repeated_eval_study,5,completed,,,1234,845667455,3180735762,2366377893,,20.0,0.2,0.05,0.01,100,uniform,,,,,2.9859338722333906,77.0,1.0,76.0,KR_minus_GR,94.80506659997627,2026-03-13T16:49:55Z,2026-03-13T16:51:30Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0007,uniform,baseline,7,uniform_fixed_repeated_eval_study,6,completed,,,1234,2553641544,1534643511,559736296,,20.0,0.2,0.05,0.01,100,uniform,,,,,3.1671458285134264,82.0,1.0,81.0,KR_minus_GR,94.83559589996003,2026-03-13T16:51:30Z,2026-03-13T16:53:05Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0008,uniform,baseline,8,uniform_fixed_repeated_eval_study,7,completed,,,1234,820649975,3784784527,2505475035,,20.0,0.2,0.05,0.01,100,uniform,,,,,2.936453998051178,80.0,1.0,79.0,KR_minus_GR,94.8694845000282,2026-03-13T16:53:05Z,2026-03-13T16:54:40Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0009,uniform,baseline,9,uniform_fixed_repeated_eval_study,8,completed,,,1234,2861565625,3653215253,3702444616,,20.0,0.2,0.05,0.01,100,uniform,,,,,3.7794708191952955,79.0,1.0,78.0,KR_minus_GR,94.57716370001435,2026-03-13T16:54:40Z,2026-03-13T16:56:14Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828,uniform_trial_0010,uniform,baseline,10,uniform_fixed_repeated_eval_study,9,completed,,,1234,173019452,3335379282,3227370497,,20.0,0.2,0.05,0.01,100,uniform,,,,,3.1291329777378287,86.0,1.0,85.0,KR_minus_GR,94.64016530010849,2026-03-13T16:56:14Z,2026-03-13T16:57:49Z,results/raw/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_02/uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_02_2718281828/resolved_config.yaml,
