timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 01:42:57,269,4.0,6.2118149600034815,0.0670777918742046,0.0958188534606277,0.0043057686346228,0.4055105807072985,41.7965657362074,125,6.211814959979276,15,11,4,0.6674398679596938,True,0.2591194968553459,True
