study_name,directions,n_objectives,sampler_name,creation_time,n_trials,n_completed_trials
CQ_MC_Pareto_SoftGate_Tri,"['MAXIMIZE', 'MAXIMIZE']",2,NSGAIISampler,2025-09-06T20:35:59.033816,600,600
