number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,attr_gating_status,attr_softgate_score,attr_softgate_info.Sat,attr_softgate_info.Drift,attr_softgate_info.LagRatio,attr_softgate_info.THD,attr_softgate_info.z_sat,attr_softgate_info.z_drift,attr_softgate_info.z_lag,attr_softgate_info.z_thd,attr_CQ,attr_GR,attr_KR,attr_MC
303,COMPLETE,"[-5.0, -5.0]",2025-09-05T09:25:25.208173,2025-09-05T09:25:25.888782,0.680609,0.44159304019903267,0.5209207702200044,0.09904139755829162,50.0,penalized,0.2577451692628106,0.856,0.17061932294875756,2.108,11.399415589834708,0.14400000000000002,0.8293806770512424,0.0,0.0,,,,
304,COMPLETE,"[5.0, 5.999861185328161]",2025-09-05T09:25:25.899791,2025-09-05T09:33:28.129093,482.229302,0.054491652422439966,0.15655485837628175,0.03019951784164931,50.0,passed,0.6649474880687609,0.237,0.03528060884622671,0.088,0.5251294388787292,0.763,0.9647193911537733,0.43999999999999995,0.3435882014015885,5.0,4.0,9.0,5.999861185328161
305,COMPLETE,"[4.0, 6.099791016134992]",2025-09-05T09:33:28.140104,2025-09-05T09:41:30.279904,482.1398,0.054491652422439966,0.05186927231648184,0.03444029250841273,50.0,passed,0.5975269346853426,0.32,0.034467793991389065,0.012,0.3754244672672404,0.6799999999999999,0.9655322060086109,0.06000000000000005,0.5307194159159496,4.0,4.0,8.0,6.099791016134992
306,COMPLETE,"[12.0, 4.605632207664199]",2025-09-05T09:41:30.290913,2025-09-05T09:49:32.623715,482.332802,0.054491652422439966,0.16888521590617497,0.09280597684120843,50.0,passed,0.5759953532651927,0.521,0.043563627147110984,0.044,0.29905495979211816,0.479,0.9564363728528891,0.21999999999999986,0.6261813002598523,12.0,3.0,15.0,4.605632207664199
307,COMPLETE,"[4.0, 5.0080241109623955]",2025-09-05T09:49:32.637727,2025-09-05T09:57:34.877091,482.239364,0.054491652422439966,0.564946947382212,0.010687579858477743,50.0,passed,0.6689367411840229,0.195,0.003646925303422331,0.124,0.7436061099604862,0.8049999999999999,0.9963530746965776,0.6199999999999999,0.0704923625493924,4.0,4.0,8.0,5.0080241109623955
308,COMPLETE,"[-5.0, -5.0]",2025-09-05T09:57:34.888100,2025-09-05T09:57:35.558700,0.6706,0.251978516034178,0.29769267274661476,0.03856934887256219,50.0,penalized,0.3023529478074051,0.719,0.18398820877037944,2.408,4.978050866060658,0.281,0.8160117912296205,0.0,0.0,,,,
309,COMPLETE,"[-5.0, -5.0]",2025-09-05T09:57:35.569709,2025-09-05T09:57:36.240309,0.6706,0.1368410774199516,0.17361878822397442,0.0043010586503049305,50.0,penalized,0.5166126105436819,0.127,0.15574955782527256,2.456,2.1639388246352436,0.873,0.8442504421747274,0.0,0.0,,,,
310,COMPLETE,"[4.0, 6.120489243888738]",2025-09-05T09:57:36.252319,2025-09-05T10:05:38.927679,482.67536,0.054491652422439966,0.15655485837628175,0.017766519352954382,50.0,passed,0.665951771322768,0.218,0.028707224338115126,0.1,0.602285690370813,0.782,0.9712927756618849,0.5,0.2471428870364838,4.0,4.0,8.0,6.120489243888738
311,COMPLETE,"[7.0, 5.900410614433955]",2025-09-05T10:05:38.938689,2025-09-05T10:13:41.217039,482.27835,0.054491652422439966,0.15655485837628175,0.03564245579868995,50.0,passed,0.6659584022902769,0.245,0.03811549020314962,0.084,0.49105090063574264,0.755,0.9618845097968504,0.42000000000000004,0.38618637420532176,7.0,4.0,11.0,5.900410614433955
312,COMPLETE,"[10.0, 5.02289102977809]",2025-09-05T10:13:41.228048,2025-09-05T10:21:43.391839,482.163791,0.054491652422439966,0.2964717076536738,0.05417129115450986,50.0,passed,0.6709148234514823,0.268,0.04518925676077031,0.08,0.4159514494333001,0.732,0.9548107432392297,0.4,0.4800606882083749,10.0,3.0,13.0,5.02289102977809
313,COMPLETE,"[8.0, 5.341125440681405]",2025-09-05T10:21:43.403849,2025-09-05T10:29:45.657790,482.253941,0.039355550798491824,0.15655485837628175,0.06056425442926398,50.0,passed,0.6266972367944194,0.384,0.03217761143945544,0.032,0.2514334413828673,0.616,0.9678223885605446,0.16000000000000003,0.6857081982714159,8.0,1.0,9.0,5.341125440681405
314,COMPLETE,"[6.0, 5.903726594020888]",2025-09-05T10:29:45.669801,2025-09-05T10:37:47.949123,482.279322,0.054491652422439966,0.15655485837628175,0.034430780467640275,50.0,passed,0.665655347102567,0.241,0.03749522604199405,0.084,0.49848338554773836,0.759,0.9625047739580059,0.42000000000000004,0.3768957680653271,6.0,4.0,10.0,5.903726594020888
315,COMPLETE,"[-5.0, -5.0]",2025-09-05T10:37:47.961133,2025-09-05T10:37:48.635737,0.674604,0.4891972596355454,0.15655485837628175,0.034430780467640275,50.0,penalized,0.2922852677928256,0.747,0.18505892882869757,2.408,5.356758349919182,0.253,0.8149410711713024,0.0,0.0,,,,
316,COMPLETE,"[-5.0, -5.0]",2025-09-05T10:37:48.646746,2025-09-05T10:37:49.330357,0.683611,0.232955149310276,0.16888521590617497,0.07619111164928845,50.0,penalized,0.29077329138459945,0.779,0.14630683446160211,1.192,5.819545119549642,0.22099999999999997,0.8536931655383979,0.0,0.0,,,,
317,COMPLETE,"[-5.0, -5.0]",2025-09-05T10:37:49.343368,2025-09-05T10:37:50.028982,0.685614,0.6652353819235727,0.2964717076536738,0.034430780467640275,50.0,penalized,0.28450277643032634,0.757,0.20218889427869455,2.396,5.916902333533314,0.243,0.7978111057213054,0.0,0.0,,,,
318,COMPLETE,"[4.0, 6.079870348755146]",2025-09-05T10:37:50.040992,2025-09-05T10:45:53.225191,483.184199,0.054491652422439966,0.15655485837628175,0.02443619512883993,50.0,passed,0.6619082156681497,0.233,0.03212206992907254,0.092,0.5620450673983285,0.767,0.9678779300709275,0.45999999999999996,0.29744366575208947,4.0,4.0,8.0,6.079870348755146
319,COMPLETE,"[-5.0, -5.0]",2025-09-05T10:45:53.237202,2025-09-05T10:45:53.909803,0.672601,0.25322730259025533,0.07987285866308844,0.06563883086775078,50.0,penalized,0.31888274730367294,0.721,0.11506901078530819,1.164,4.231089731910756,0.279,0.8849309892146918,0.0,0.0,,,,
320,COMPLETE,"[3.0, 3.5328292361262945]",2025-09-05T10:45:53.921813,2025-09-05T10:53:56.673461,482.751648,0.013157543671607375,0.15655485837628175,0.034430780467640275,50.0,passed,0.6764274695469158,0.265,0.0014141502923310679,0.0,0.12187597152000557,0.735,0.998585849707669,0.0,0.847655035599993,3.0,1.0,4.0,3.5328292361262945
321,COMPLETE,"[7.0, 4.807488571628966]",2025-09-05T10:53:56.685044,2025-09-05T11:01:59.483250,482.798206,0.054491652422439966,0.47457643180049097,0.027374501605115103,50.0,passed,0.6758779262926201,0.221,0.020222532169723573,0.112,0.6148657626597958,0.779,0.9797774678302764,0.56,0.2314177966752553,7.0,3.0,10.0,4.807488571628966
322,COMPLETE,"[9.0, 4.9034905417986]",2025-09-05T11:01:59.494259,2025-09-05T11:10:02.127996,482.633737,0.054491652422439966,0.42916925649980825,0.034430780467640275,50.0,passed,0.6807979779697532,0.222,0.028398505225934526,0.104,0.5536095828950525,0.778,0.9716014947740654,0.52,0.3079880213811844,9.0,3.0,12.0,4.9034905417986
323,COMPLETE,"[6.0, 6.105267609179893]",2025-09-05T11:10:02.140007,2025-09-05T11:18:05.387853,483.247846,0.054491652422439966,0.1069671241422181,0.034430780467640275,50.0,passed,0.6545694036151495,0.25,0.04217281282917594,0.068,0.4615495727102261,0.75,0.957827187170824,0.33999999999999997,0.42306303411221735,6.0,4.0,10.0,6.105267609179893
324,COMPLETE,"[-5.0, -5.0]",2025-09-05T11:18:05.397862,2025-09-05T11:18:06.074467,0.676605,0.7940915258676491,0.15655485837628175,0.022255223097210237,50.0,penalized,0.2966872470876907,0.723,0.20105101164923733,1.24,4.851743208119858,0.277,0.7989489883507627,0.0,0.0,,,,
325,COMPLETE,"[9.0, 4.869473327600195]",2025-09-05T11:18:06.085476,2025-09-05T11:26:09.559018,483.473542,0.054491652422439966,0.06051635570110212,0.09026593517659487,50.0,passed,0.5583357279621058,0.481,0.01534220933540978,0.0,0.27791487881616694,0.519,0.9846577906645902,0.0,0.6526064014797913,9.0,3.0,12.0,4.869473327600195
326,COMPLETE,"[5.0, 6.08230177579518]",2025-09-05T11:26:09.570028,2025-09-05T11:34:12.704962,483.134934,0.054491652422439966,0.09906854879083565,0.034430780467640275,50.0,passed,0.6493887556786433,0.259,0.04289153034013547,0.064,0.45295344694529144,0.741,0.9571084696598645,0.31999999999999995,0.43380819131838577,5.0,5.0,10.0,6.08230177579518
327,COMPLETE,"[11.0, 5.178131490652591]",2025-09-05T11:34:12.716973,2025-09-05T11:42:15.980416,483.263443,0.054491652422439966,0.15655485837628175,0.067722154015908,50.0,passed,0.6190366885260682,0.395,0.04554665669970676,0.056,0.34930658919602,0.605,0.9544533433002932,0.2799999999999999,0.563366763504975,11.0,3.0,14.0,5.178131490652591
328,COMPLETE,"[11.0, 5.52745618851036]",2025-09-05T11:42:15.992428,2025-09-05T11:50:19.254046,483.261618,0.054491652422439966,0.10940170418090282,0.06794593232560361,50.0,passed,0.6016945377348935,0.422,0.04072284171196211,0.044,0.3376990073484644,0.5780000000000001,0.959277158288038,0.21999999999999986,0.5778762408144196,11.0,3.0,14.0,5.52745618851036
329,COMPLETE,"[2.0, 5.651685937935853]",2025-09-05T11:50:19.265056,2025-09-05T11:58:22.735994,483.470938,0.054491652422439966,0.16888521590617497,0.001960192740584349,50.0,passed,0.6684437431900047,0.191,0.021066582541125787,0.108,0.6697584446988556,0.8089999999999999,0.9789334174588742,0.54,0.16280194412643056,2.0,4.0,6.0,5.651685937935853
330,COMPLETE,"[6.0, 5.903726594020888]",2025-09-05T11:58:22.748004,2025-09-05T12:06:26.871662,484.123658,0.054491652422439966,0.15655485837628175,0.034430780467640275,50.0,passed,0.665655347102567,0.241,0.03749522604199405,0.084,0.49848338554773836,0.759,0.9625047739580059,0.42000000000000004,0.3768957680653271,6.0,4.0,10.0,5.903726594020888
331,COMPLETE,"[-5.0, -5.0]",2025-09-05T12:06:26.882671,2025-09-05T12:06:27.555273,0.672602,0.7850265977780047,0.07482103367091214,0.03856934887256219,50.0,penalized,0.30581742676286194,0.725,0.16173029294855212,1.192,5.536072841436854,0.275,0.8382697070514479,0.0,0.0,,,,
332,COMPLETE,"[-5.0, -5.0]",2025-09-05T12:06:27.566282,2025-09-05T12:06:28.253896,0.687614,0.4293537739346232,0.07987285866308844,0.04188056912189273,50.0,penalized,0.30608054798425244,0.735,0.14667780806299024,1.2,4.978241509692726,0.265,0.8533221919370098,0.0,0.0,,,,
333,COMPLETE,"[8.0, 5.689160238338692]",2025-09-05T12:06:28.265907,2025-09-05T12:14:31.896641,483.630734,0.054491652422439966,0.20240626699073733,0.034430780467640275,50.0,passed,0.6706786453685283,0.238,0.03436665135707948,0.092,0.5177187671688073,0.762,0.9656333486429205,0.45999999999999996,0.35285154103899097,8.0,4.0,12.0,5.689160238338692
334,COMPLETE,"[8.0, 5.828692888752537]",2025-09-05T12:14:31.907650,2025-09-05T12:22:35.962314,484.054664,0.054491652422439966,0.14006526568324365,0.047237041174356086,50.0,passed,0.6596473966160317,0.264,0.0430329059311527,0.068,0.4207775076047207,0.736,0.9569670940688473,0.33999999999999997,0.4740281154940992,8.0,4.0,12.0,5.828692888752537
335,COMPLETE,"[4.0, 6.130057786110856]",2025-09-05T12:22:35.974325,2025-09-05T12:30:39.999313,484.024988,0.054491652422439966,0.152049361907205,0.017766519352954382,50.0,passed,0.6616835668889914,0.221,0.029489860634314864,0.096,0.598375871809719,0.779,0.9705101393656851,0.48,0.2520301602378513,4.0,4.0,8.0,6.130057786110856
336,COMPLETE,"[5.0, 6.2364996778001895]",2025-09-05T12:30:40.011323,2025-09-05T12:38:42.289302,482.277979,0.054491652422439966,0.10940170418090282,0.026000780829037982,50.0,passed,0.6543115562214854,0.242,0.040642273775817375,0.076,0.5073115013382409,0.758,0.9593577262241826,0.38,0.36586062332719893,5.0,4.0,9.0,6.2364996778001895
337,COMPLETE,"[6.0, 5.903726594020888]",2025-09-05T12:38:42.300311,2025-09-05T12:46:46.512884,484.212573,0.054491652422439966,0.15655485837628175,0.034430780467640275,50.0,passed,0.665655347102567,0.241,0.03749522604199405,0.084,0.49848338554773836,0.759,0.9625047739580059,0.42000000000000004,0.3768957680653271,6.0,4.0,10.0,5.903726594020888
338,COMPLETE,"[6.0, 6.140005955987685]",2025-09-05T12:46:46.523893,2025-09-05T12:54:50.449207,483.925314,0.054491652422439966,0.11509187413840515,0.034430780467640275,50.0,passed,0.6582009040988248,0.246,0.041385967798419535,0.072,0.46941041580628096,0.754,0.9586140322015805,0.36,0.41323698024214883,6.0,4.0,10.0,6.140005955987685
339,COMPLETE,"[19.0, 1.779773219483017]",2025-09-05T12:54:50.460216,2025-09-05T13:02:54.974055,484.513839,0.07897467170455848,0.4083943472670089,0.074426843336727,50.0,passed,0.6306222448738531,0.339,0.04627582307012637,0.116,0.6206351974344616,0.661,0.9537241769298737,0.5800000000000001,0.22420600320692308,19.0,8.0,27.0,1.779773219483017
340,COMPLETE,"[-5.0, -5.0]",2025-09-05T13:02:54.985065,2025-09-05T13:02:55.653663,0.668598,0.6540291278606345,0.15655485837628175,0.034430780467640275,50.0,penalized,0.2874091288502061,0.756,0.19196348459917553,2.404,5.765795152806035,0.244,0.8080365154008244,0.0,0.0,,,,
341,COMPLETE,"[-5.0, -5.0]",2025-09-05T13:02:55.664672,2025-09-05T13:02:56.329266,0.664594,0.5801767989716756,0.23069045502279206,0.017766519352954382,50.0,penalized,0.294357343329368,0.722,0.211770626682528,2.4,4.401806499048181,0.278,0.788229373317472,0.0,0.0,,,,
342,COMPLETE,"[7.0, 5.6306990004390025]",2025-09-05T13:02:56.340276,2025-09-05T13:11:00.104446,483.76417,0.039355550798491824,0.2964717076536738,0.034430780467640275,50.0,passed,0.6982532442328417,0.202,0.036974231275380756,0.056,0.31121279179325195,0.798,0.9630257687246192,0.2799999999999999,0.6109840102584351,7.0,1.0,8.0,5.6306990004390025
343,COMPLETE,"[-5.0, -5.0]",2025-09-05T13:11:00.114455,2025-09-05T13:11:00.788057,0.673602,0.37986378215990124,0.15655485837628175,0.074426843336727,50.0,penalized,0.27944224288644764,0.799,0.16363102845420927,2.072,7.51550080216409,0.20099999999999996,0.8363689715457907,0.0,0.0,,,,
344,COMPLETE,"[8.0, 5.76854730107032]",2025-09-05T13:11:00.799066,2025-09-05T13:19:05.822275,485.023209,0.054491652422439966,0.15655485837628175,0.04188056912189273,50.0,passed,0.6635191798464444,0.253,0.04091126868099388,0.076,0.4548120119332284,0.747,0.9590887313190061,0.38,0.43148498508346456,8.0,4.0,12.0,5.76854730107032
345,COMPLETE,"[5.0, 5.957229718074988]",2025-09-05T13:19:05.833285,2025-09-05T13:27:10.834559,485.001274,0.054491652422439966,0.07987285866308844,0.04188056912189273,50.0,passed,0.6321746389698893,0.29,0.04176003035986194,0.044,0.39954141376058044,0.71,0.958239969640138,0.21999999999999986,0.5005732327992745,5.0,5.0,10.0,5.957229718074988
346,COMPLETE,"[12.0, 4.658372658044855]",2025-09-05T13:27:10.845569,2025-09-05T13:35:14.823931,483.978362,0.054491652422439966,0.15655485837628175,0.09280597684120843,50.0,passed,0.5769129885595691,0.52,0.04230743511042259,0.044,0.29804061065130105,0.48,0.9576925648895774,0.21999999999999986,0.6274492366858737,12.0,3.0,15.0,4.658372658044855
347,COMPLETE,"[4.0, 6.094641580864222]",2025-09-05T13:35:14.835941,2025-09-05T13:43:18.450978,483.615037,0.054491652422439966,0.15655485837628175,0.016606198748303342,50.0,passed,0.6651969616279707,0.216,0.02815578319978345,0.1,0.6086563702883337,0.784,0.9718442168002166,0.5,0.23917953713958284,4.0,4.0,8.0,6.094641580864222
348,COMPLETE,"[9.0, 4.904816265002934]",2025-09-05T13:43:18.461987,2025-09-05T13:51:22.725604,484.263617,0.054491652422439966,0.4101248953634248,0.03856934887256219,50.0,passed,0.6815521959264315,0.229,0.03280449672648302,0.1,0.520386719567791,0.771,0.967195503273517,0.5,0.34951660054026124,9.0,3.0,12.0,4.904816265002934
349,COMPLETE,"[-5.0, -5.0]",2025-09-05T13:51:22.736614,2025-09-05T13:51:23.411217,0.674603,0.6560803882881566,0.10303263081659009,0.034430780467640275,50.0,penalized,0.29467920997742425,0.747,0.17548316009030293,1.22,5.479196420845789,0.253,0.824516839909697,0.0,0.0,,,,
350,COMPLETE,"[3.0, 6.1153559918971805]",2025-09-05T13:51:23.423227,2025-09-05T13:59:27.144358,483.721131,0.054491652422439966,0.04659780279788932,0.017766519352954382,50.0,passed,0.5934709674037504,0.289,0.03841045903624858,0.004,0.3991056713487499,0.7110000000000001,0.9615895409637514,0.020000000000000018,0.5011179108140627,3.0,4.0,7.0,6.1153559918971805
351,COMPLETE,"[7.0, 5.764346947287075]",2025-09-05T13:59:27.155368,2025-09-05T14:07:31.164757,484.009389,0.054491652422439966,0.1846457457949117,0.034430780467640275,50.0,passed,0.6676510071639807,0.239,0.03544528049297414,0.088,0.5113506908511026,0.761,0.9645547195070259,0.43999999999999995,0.3608116364361218,7.0,4.0,11.0,5.764346947287075
352,COMPLETE,"[9.0, 5.613624691767305]",2025-09-05T14:07:31.175767,2025-09-05T14:15:35.083065,483.907298,0.054491652422439966,0.1677479539259852,0.047237041174356086,50.0,passed,0.6670517110127556,0.259,0.042667507075103556,0.076,0.4305256488738743,0.741,0.9573324929248964,0.38,0.46184293890765715,9.0,3.0,12.0,5.613624691767305
353,COMPLETE,"[-5.0, -5.0]",2025-09-05T14:15:35.094074,2025-09-05T14:15:35.761671,0.667597,0.6236859613120234,0.42742937312933993,0.034430780467640275,50.0,penalized,0.28507941982457863,0.759,0.19708232070168547,2.388,6.3003600240485955,0.241,0.8029176792983146,0.0,0.0,,,,
354,COMPLETE,"[-5.0, -5.0]",2025-09-05T14:15:35.772681,2025-09-05T14:15:36.445282,0.672601,0.4915206260567506,0.16888521590617497,0.034430780467640275,50.0,penalized,0.2914065730094321,0.748,0.18717370796227156,2.408,5.420919409312674,0.252,0.8128262920377285,0.0,0.0,,,,
355,COMPLETE,"[5.0, 5.342699459766471]",2025-09-05T14:15:36.456291,2025-09-05T14:23:39.992375,483.536084,0.054491652422439966,0.04483425127047117,0.07564008266063614,50.0,passed,0.5819962899060819,0.417,0.0055557380695658515,0.0,0.2826591023061068,0.583,0.9944442619304341,0.0,0.6466761221173665,5.0,4.0,9.0,5.342699459766471
356,COMPLETE,"[14.0, 2.4816044085456532]",2025-09-05T14:23:40.003385,2025-09-05T14:31:43.511326,483.507941,0.11338198123158749,0.021209471145828475,0.08721827436586217,50.0,passed,0.5513439829828171,0.441,0.006062252665341377,0.016,0.4351618154033904,0.5589999999999999,0.9939377473346587,0.08000000000000007,0.4560477307457621,14.0,1.0,15.0,2.4816044085456532
357,COMPLETE,"[2.0, 6.176953998757744]",2025-09-05T14:31:43.523336,2025-09-05T14:39:47.036282,483.512946,0.054491652422439966,0.11360045657727304,0.010311844996058701,50.0,passed,0.6569919821020547,0.217,0.036996873350915276,0.088,0.5832351982408657,0.783,0.9630031266490847,0.43999999999999995,0.2709560021989179,2.0,5.0,7.0,6.176953998757744
358,COMPLETE,"[19.0, 1.959166974815108]",2025-09-05T14:39:47.048292,2025-09-05T14:47:50.662328,483.614036,0.07897467170455848,0.4604175211819641,0.09280597684120843,50.0,passed,0.6132644356762762,0.427,0.06596157747315501,0.1,0.4831806798217402,0.573,0.934038422526845,0.5,0.3960241502228248,19.0,7.0,26.0,1.959166974815108
359,COMPLETE,"[-5.0, -5.0]",2025-09-05T14:47:50.674339,2025-09-05T14:47:51.341935,0.667596,0.46341611030273144,0.152049361907205,0.06794593232560361,50.0,penalized,0.2823252914447286,0.786,0.17029883422108535,2.408,7.737952778897539,0.21399999999999997,0.8297011657789146,0.0,0.0,,,,
360,COMPLETE,"[13.0, 2.4922608875618457]",2025-09-05T14:47:51.352945,2025-09-05T14:55:55.522477,484.169532,0.11338198123158749,0.021209471145828475,0.07036182505944102,50.0,passed,0.5530084849132696,0.41,0.015714948806675136,0.016,0.4622511115402468,0.5900000000000001,0.9842850511933249,0.08000000000000007,0.4221861105746916,13.0,1.0,14.0,2.4922608875618457
361,COMPLETE,"[-5.0, -5.0]",2025-09-05T14:55:55.533486,2025-09-05T14:55:56.207089,0.673603,0.1066782693269091,0.16667419049952342,0.017766519352954382,50.0,penalized,0.45075139238552625,0.348,0.10979443045789493,1.608,2.656986895410051,0.652,0.8902055695421051,0.0,0.0,,,,
362,COMPLETE,"[-5.0, -5.0]",2025-09-05T14:55:56.218098,2025-09-05T14:55:56.890699,0.672601,0.6986837374689145,0.49865233848449686,0.047237041174356086,50.0,penalized,0.28781549628214514,0.765,0.17773801487141944,2.38,7.979558191501002,0.235,0.8222619851285806,0.0,0.0,,,,
363,COMPLETE,"[-5.0, -5.0]",2025-09-05T14:55:56.900708,2025-09-05T14:55:57.570307,0.669599,0.37232468089266374,0.152049361907205,0.01756940581233178,50.0,penalized,0.31738544261731383,0.676,0.18405822953074452,1.54,3.7405704462011893,0.32399999999999995,0.8159417704692555,0.0,0.0,,,,
364,COMPLETE,"[12.0, 4.937469732225366]",2025-09-05T14:55:57.582317,2025-09-05T15:04:02.827811,485.245494,0.054491652422439966,0.2434634999466773,0.067722154015908,50.0,passed,0.644991790165592,0.346,0.04887301021514013,0.068,0.35875982912249155,0.654,0.9511269897848599,0.33999999999999997,0.5515502135968856,12.0,3.0,15.0,4.937469732225366
365,COMPLETE,"[9.0, 4.3804320112251105]",2025-09-05T15:04:02.838820,2025-09-05T15:12:08.615788,485.776968,0.054491652422439966,0.5702238735762103,0.03824494675715203,50.0,passed,0.6778112795126519,0.233,0.03136105643706199,0.1,0.5311938255123303,0.767,0.968638943562938,0.5,0.3360077181095872,9.0,3.0,12.0,4.3804320112251105
366,COMPLETE,"[9.0, 5.5594087971480395]",2025-09-05T15:12:08.627799,2025-09-05T15:20:13.831255,485.203456,0.054491652422439966,0.15655485837628175,0.05126140954802584,50.0,passed,0.6611652006447426,0.268,0.04393053826154321,0.068,0.4082086591594859,0.732,0.9560694617384567,0.33999999999999997,0.48973917605064266,9.0,3.0,12.0,5.5594087971480395
367,COMPLETE,"[-5.0, -5.0]",2025-09-05T15:20:13.843265,2025-09-05T15:20:14.514865,0.6716,0.692610837551641,0.4631836426132979,0.034430780467640275,50.0,penalized,0.286760794494723,0.757,0.19315682202110782,2.384,6.410020667669632,0.243,0.8068431779788922,0.0,0.0,,,,
368,COMPLETE,"[11.0, 5.306234123120489]",2025-09-05T15:20:14.526876,2025-09-05T15:28:18.616336,484.08946,0.054491652422439966,0.11360045657727304,0.074426843336727,50.0,passed,0.590435995672058,0.453,0.04011493562420815,0.04,0.32394108168756014,0.5469999999999999,0.9598850643757919,0.20000000000000007,0.5950736478905498,11.0,3.0,14.0,5.306234123120489
369,COMPLETE,"[4.0, 6.120489243888738]",2025-09-05T15:28:18.627347,2025-09-05T15:36:23.180220,484.552873,0.054491652422439966,0.15655485837628175,0.017766519352954382,50.0,passed,0.665951771322768,0.218,0.028707224338115126,0.1,0.602285690370813,0.782,0.9712927756618849,0.5,0.2471428870364838,4.0,4.0,8.0,6.120489243888738
370,COMPLETE,"[8.0, 4.5263201641652016]",2025-09-05T15:36:23.191231,2025-09-05T15:44:28.048376,484.857145,0.054491652422439966,0.5405701543221395,0.034430780467640275,50.0,passed,0.6769508911571401,0.229,0.027395924737969757,0.104,0.5602005106334697,0.771,0.9726040752620302,0.52,0.299749361708163,8.0,3.0,11.0,4.5263201641652016
371,COMPLETE,"[-5.0, -5.0]",2025-09-05T15:44:28.059386,2025-09-05T15:44:28.728984,0.669598,0.45876224637368646,0.11509187413840515,0.034430780467640275,50.0,penalized,0.2985198572208715,0.74,0.1699205711165139,1.228,5.053574963492031,0.26,0.8300794288834861,0.0,0.0,,,,
372,COMPLETE,"[10.0, 4.876143140223256]",2025-09-05T15:44:28.740995,2025-09-05T15:52:33.082681,484.341686,0.054491652422439966,0.06972540001824838,0.09280597684120843,50.0,passed,0.557901971654831,0.5,0.020410604907634033,0.008,0.2799815084730419,0.5,0.979589395092366,0.040000000000000036,0.6500231144086976,10.0,3.0,13.0,4.876143140223256
373,COMPLETE,"[11.0, 4.902710868562718]",2025-09-05T15:52:33.093691,2025-09-05T16:00:37.522455,484.428764,0.054491652422439966,0.18165555729524271,0.07716484605089367,50.0,passed,0.5983779792651812,0.468,0.04670952640254584,0.056,0.32857855653672924,0.532,0.9532904735974541,0.2799999999999999,0.5892768043290885,11.0,3.0,14.0,4.902710868562718
374,COMPLETE,"[4.0, 6.003641315655667]",2025-09-05T16:00:37.534465,2025-09-05T16:08:42.047305,484.51284,0.054491652422439966,0.17361878822397442,0.02226572707142039,50.0,passed,0.6675943134796778,0.224,0.028590447673853964,0.1,0.5874322984074348,0.776,0.971409552326146,0.5,0.26570962699070655,4.0,4.0,8.0,6.003641315655667
375,COMPLETE,"[8.0, 4.946646505573122]",2025-09-05T16:08:42.058314,2025-09-05T16:16:46.056693,483.998379,0.054491652422439966,0.43479587372865836,0.030535979742219697,50.0,passed,0.6782180355830817,0.221,0.024189492449447757,0.108,0.5855383652182252,0.779,0.9758105075505522,0.54,0.2680770434772185,8.0,3.0,11.0,4.946646505573122
376,COMPLETE,"[3.0, 6.390138752256249]",2025-09-05T16:16:46.068703,2025-09-05T16:24:50.266260,484.197557,0.054491652422439966,0.061744696865318895,0.017766519352954382,50.0,passed,0.6239275971790479,0.266,0.048861493779737517,0.04,0.44302811750407095,0.734,0.9511385062202625,0.20000000000000007,0.4462148531199114,3.0,4.0,7.0,6.390138752256249
377,COMPLETE,"[-5.0, -5.0]",2025-09-05T16:24:50.277270,2025-09-05T16:24:50.948871,0.671601,0.11338198123158749,0.29742971170063254,0.08721827436586217,50.0,penalized,0.43870983014921194,0.434,0.037560679403152206,1.128,1.4190994560968178,0.5660000000000001,0.9624393205968478,0.0,0.0,,,,
378,COMPLETE,"[11.0, 4.092030851948451]",2025-09-05T16:24:50.959880,2025-09-05T16:32:54.570914,483.611034,0.054491652422439966,0.4996416572290181,0.06103534146825067,50.0,passed,0.671393390120218,0.28,0.04914582492757558,0.08,0.39328061459155217,0.72,0.9508541750724244,0.4,0.5083992317605598,11.0,2.0,13.0,4.092030851948451
379,COMPLETE,"[14.0, 3.8118327015559643]",2025-09-05T16:32:54.581923,2025-09-05T16:40:58.794477,484.212554,0.054491652422439966,0.3083846793047826,0.09280597684120843,50.0,passed,0.5855242395095015,0.519,0.050691904403436135,0.056,0.30461113755855784,0.481,0.9493080955965638,0.2799999999999999,0.6192360780518027,14.0,2.0,16.0,3.8118327015559643
380,COMPLETE,"[12.0, 4.938268982489548]",2025-09-05T16:40:58.805488,2025-09-05T16:49:02.260381,483.454893,0.054491652422439966,0.10940170418090282,0.09068920540348548,50.0,passed,0.5709784495151076,0.51,0.03534472520257077,0.032,0.29474147673699935,0.49,0.9646552747974292,0.16000000000000003,0.6315731540787508,12.0,3.0,15.0,4.938268982489548
381,COMPLETE,"[-5.0, -5.0]",2025-09-05T16:49:02.272391,2025-09-05T16:49:02.950998,0.678607,0.5608066323640581,0.30525912114525644,0.0746730176315092,50.0,penalized,0.26912893137852717,0.815,0.1824842744858914,2.396,9.41352789110963,0.18500000000000005,0.8175157255141086,0.0,0.0,,,,
