number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,attr_gating_status,attr_narma10_nrmse,attr_CQ,attr_GR,attr_KR,attr_MC
117,COMPLETE,"[-5.0, -5.0]",2025-08-29T17:10:04.819167,2025-08-29T17:10:44.669119,39.849952,0.011043218924956522,0.219539258020155,0.003985620121967853,20.0,penalized,0.8910847122521979,,,,
118,COMPLETE,"[7.0, 3.6841560520273733]",2025-08-29T17:10:44.679128,2025-08-29T17:19:28.789251,524.110123,0.06970003754606036,0.447938547011886,0.002728184881014467,20.0,passed,0.8425086281471619,7.0,1.0,8.0,3.6841560520273733
119,COMPLETE,"[5.0, 2.734136283225462]",2025-08-29T17:19:28.799260,2025-08-29T17:28:12.477418,523.678158,0.030903340581500516,0.5572991960181867,0.0026861554836927442,20.0,passed,0.8679331943070197,5.0,1.0,6.0,2.734136283225462
120,COMPLETE,"[2.0, 4.703699719939714]",2025-08-29T17:28:12.489429,2025-08-29T17:36:54.862759,522.37333,0.12768524788954416,0.5446835383354937,0.006757120934045845,20.0,passed,0.6945236030910862,2.0,3.0,5.0,4.703699719939714
121,COMPLETE,"[-5.0, -5.0]",2025-08-29T17:36:54.874771,2025-08-29T17:37:34.718373,39.843602,0.4478858433853726,0.5446835383354937,0.004429391519116369,20.0,penalized,1.018706314354939,,,,
122,COMPLETE,"[5.0, 4.130360588505665]",2025-08-29T17:37:34.728375,2025-08-29T17:46:16.729674,522.001299,0.06104004227539345,0.184192529789343,0.0069621371310606165,20.0,passed,0.8467282007101701,5.0,1.0,6.0,4.130360588505665
123,COMPLETE,"[4.0, 3.9717597857142573]",2025-08-29T17:46:16.740684,2025-08-29T17:54:59.875680,523.134996,0.06104004227539345,0.30080635989636884,0.0058674294670397024,20.0,passed,0.8454617256925964,4.0,1.0,5.0,3.9717597857142573
124,COMPLETE,"[-5.0, -5.0]",2025-08-29T17:54:59.887691,2025-08-29T17:55:39.746937,39.859246,0.15934920387184376,0.2729963333849318,0.007665544381080207,20.0,penalized,3.768801739288391,,,,
125,COMPLETE,"[-5.0, -5.0]",2025-08-29T17:55:39.757637,2025-08-29T17:56:19.416174,39.658537,0.4365863588307085,0.12042002763888307,0.003329882110572603,20.0,penalized,1.0052847890711922,,,,
126,COMPLETE,"[5.0, 2.8323527231872507]",2025-08-29T17:56:19.426501,2025-08-29T18:05:01.181342,521.754841,0.030903340581500516,0.36604033208048153,0.0026861554836927442,20.0,passed,0.8701548302392673,5.0,1.0,6.0,2.8323527231872507
127,COMPLETE,"[6.0, 3.671219560290349]",2025-08-29T18:05:01.192352,2025-08-29T18:13:44.882189,523.689837,0.05475228919781017,0.05535248308098672,0.0065853099002202735,20.0,passed,0.8447023264777974,6.0,1.0,7.0,3.671219560290349
128,COMPLETE,"[-5.0, -5.0]",2025-08-29T18:13:44.893199,2025-08-29T18:14:24.766828,39.873629,0.14958377484626423,0.15002434436348136,0.0062556277786289145,20.0,penalized,1.0515156747294918,,,,
129,COMPLETE,"[2.0, 4.78226008877295]",2025-08-29T18:14:24.777045,2025-08-29T18:23:06.711971,521.934926,0.12768524788954416,0.5446835383354937,0.00629023466150719,20.0,passed,0.8179781973687544,2.0,3.0,5.0,4.78226008877295
130,COMPLETE,"[-5.0, -5.0]",2025-08-29T18:23:06.722981,2025-08-29T18:23:46.537516,39.814535,0.17438549804838122,0.20218052709552034,0.005577019284237824,20.0,penalized,1.5566233328429209,,,,
131,COMPLETE,"[4.0, 3.5604935802114337]",2025-08-29T18:23:46.547830,2025-08-29T18:32:29.655306,523.107476,0.06104004227539345,0.5476276211219836,0.0049359090114830684,20.0,passed,0.8452376613238577,4.0,1.0,5.0,3.5604935802114337
132,COMPLETE,"[6.0, 4.332341049964226]",2025-08-29T18:32:29.665315,2025-08-29T18:41:12.280485,522.61517,0.06970003754606036,0.0949802874495004,0.007181167753717741,20.0,passed,0.8386422210592085,6.0,1.0,7.0,4.332341049964226
133,COMPLETE,"[-5.0, -5.0]",2025-08-29T18:41:12.291493,2025-08-29T18:41:51.985844,39.694351,0.3622988835307844,0.47997144690226023,0.002588037350207255,20.0,penalized,2.9856044525830137,,,,
134,COMPLETE,"[-5.0, -5.0]",2025-08-29T18:41:51.995741,2025-08-29T18:42:31.790240,39.794499,0.19326204566613486,0.3291690395546133,0.007923617244630646,20.0,penalized,5.721849033130059,,,,
135,COMPLETE,"[-5.0, -5.0]",2025-08-29T18:42:31.800769,2025-08-29T18:43:11.641113,39.840344,0.011043218924956522,0.5572991960181867,0.005650823023820563,20.0,penalized,0.8880605396068834,,,,
136,COMPLETE,"[-5.0, -5.0]",2025-08-29T18:43:11.651766,2025-08-29T18:43:51.480118,39.828352,0.2037287868023681,0.542920202610021,0.0066853357677115685,20.0,penalized,7.135658873592383,,,,
137,COMPLETE,"[7.0, 3.9206140975487993]",2025-08-29T18:43:51.490617,2025-08-29T18:52:34.033670,522.543053,0.06131403231476834,0.12255418036205905,0.00454145878469977,20.0,passed,0.8454460137000159,7.0,1.0,8.0,3.9206140975487993
138,COMPLETE,"[-5.0, -5.0]",2025-08-29T18:52:34.045681,2025-08-29T18:53:13.915898,39.870217,0.2152831124986203,0.15185510912114447,0.007665544381080207,20.0,penalized,6.791773475495532,,,,
139,COMPLETE,"[8.0, 4.671319396710218]",2025-08-29T18:53:13.926908,2025-08-29T19:01:56.615962,522.689054,0.08678236843528564,0.11106081415946266,0.004317229667924632,20.0,passed,0.8278439017459812,8.0,1.0,9.0,4.671319396710218
140,COMPLETE,"[-5.0, -5.0]",2025-08-29T19:01:56.626971,2025-08-29T19:02:36.504782,39.877811,0.18113568350235776,0.5418772442378397,0.0027480905037657755,20.0,penalized,13.768541330353584,,,,
141,COMPLETE,"[-5.0, -5.0]",2025-08-29T19:02:36.514726,2025-08-29T19:03:16.324890,39.810164,0.23262497950412958,0.06983337731496639,0.002728184881014467,20.0,penalized,7.688974338650365,,,,
142,COMPLETE,"[-5.0, -5.0]",2025-08-29T19:03:16.337182,2025-08-29T19:03:56.116566,39.779384,0.20845155242189667,0.38895033994518113,0.007275981578156855,20.0,penalized,13.122603942113154,,,,
143,COMPLETE,"[3.0, 3.731128008052263]",2025-08-29T19:03:56.126685,2025-08-29T19:12:38.625432,522.498747,0.06104004227539345,0.4938089207109404,0.007320822976500409,20.0,passed,0.8436352682344265,3.0,1.0,4.0,3.731128008052263
144,COMPLETE,"[9.0, 4.073994324544078]",2025-08-29T19:12:38.635440,2025-08-29T19:21:21.540000,522.90456,0.08065931024913464,0.04565421619810617,0.0049996240875250795,20.0,passed,0.8212483066735234,9.0,1.0,10.0,4.073994324544078
145,COMPLETE,"[-5.0, -5.0]",2025-08-29T19:21:21.552011,2025-08-29T19:22:01.403121,39.85111,0.4752096768064089,0.219539258020155,0.007307951886156224,20.0,penalized,1.0111037315068512,,,,
146,COMPLETE,"[-5.0, -5.0]",2025-08-29T19:22:01.413397,2025-08-29T19:22:41.120394,39.706997,0.3868004201241461,0.18042516978363154,0.003329882110572603,20.0,penalized,1.005223917434354,,,,
147,COMPLETE,"[-5.0, -5.0]",2025-08-29T19:22:41.130802,2025-08-29T19:23:20.782876,39.652074,0.4051633751398519,0.2832637596918749,0.007591830455619158,20.0,penalized,1.0090294302553124,,,,
148,COMPLETE,"[5.0, 3.8271228398371115]",2025-08-29T19:23:20.793235,2025-08-29T19:32:02.709952,521.916717,0.05725418431758128,0.3925387638809066,0.004494554573151123,20.0,passed,0.8470530517462422,5.0,1.0,6.0,3.8271228398371115
149,COMPLETE,"[5.0, 3.2949423766416963]",2025-08-29T19:32:02.721963,2025-08-29T19:40:44.039281,521.317318,0.030903340581500516,0.06983337731496639,0.007122610036266436,20.0,passed,0.8655919380681442,5.0,1.0,6.0,3.2949423766416963
150,COMPLETE,"[8.0, 4.763366937052336]",2025-08-29T19:40:44.050290,2025-08-29T19:49:25.291459,521.241169,0.10488131633358477,0.18521141270689095,0.002728184881014467,20.0,passed,0.7896621063281514,8.0,2.0,10.0,4.763366937052336
151,COMPLETE,"[6.0, 3.26260102315913]",2025-08-29T19:49:25.303469,2025-08-29T19:58:08.302765,522.999296,0.05725418431758128,0.447938547011886,0.0022628421267438586,20.0,passed,0.8482745961802783,6.0,1.0,7.0,3.26260102315913
152,COMPLETE,"[5.0, 2.734136283225462]",2025-08-29T19:58:08.314775,2025-08-29T20:06:49.978246,521.663471,0.030903340581500516,0.5572991960181867,0.0026861554836927442,20.0,passed,0.8679331943070197,5.0,1.0,6.0,2.734136283225462
153,COMPLETE,"[-5.0, -5.0]",2025-08-29T20:06:49.990256,2025-08-29T20:07:29.710749,39.720493,0.41008986317893276,0.5227595980432918,0.004494554573151123,20.0,penalized,1.0177203161832793,,,,
154,COMPLETE,"[5.0, 3.1579658047565577]",2025-08-29T20:07:29.720802,2025-08-29T20:16:12.099275,522.378473,0.030903340581500516,0.1399662096588633,0.007320822976500409,20.0,passed,0.8637174875369775,5.0,1.0,6.0,3.1579658047565577
155,COMPLETE,"[4.0, 4.623315888230386]",2025-08-29T20:16:12.110284,2025-08-29T20:24:54.927853,522.817569,0.0760760588728972,0.18521141270689095,0.007320822976500409,20.0,passed,0.8345027610631803,4.0,1.0,5.0,4.623315888230386
156,COMPLETE,"[-5.0, -5.0]",2025-08-29T20:24:54.939864,2025-08-29T20:25:34.621164,39.6813,0.4672561595003063,0.06983337731496639,0.007122610036266436,20.0,penalized,1.0287828037442561,,,,
157,COMPLETE,"[-5.0, -5.0]",2025-08-29T20:25:34.631950,2025-08-29T20:26:14.300755,39.668805,0.3253360165718664,0.5476276211219836,0.002728184881014467,20.0,penalized,1.0053862903820592,,,,
158,COMPLETE,"[-5.0, -5.0]",2025-08-29T20:26:14.311049,2025-08-29T20:26:54.124393,39.813344,0.3087791627408519,0.22692366020425755,0.003985620121967853,20.0,penalized,4.800824316666068,,,,
159,COMPLETE,"[3.0, 3.8492072757297215]",2025-08-29T20:26:54.134966,2025-08-29T20:35:35.676863,521.541897,0.05475228919781017,0.2781000836853528,0.007079784494854691,20.0,passed,0.8493824220984579,3.0,1.0,4.0,3.8492072757297215
160,COMPLETE,"[2.0, 4.877181658572127]",2025-08-29T20:35:35.687873,2025-08-29T20:44:17.738857,522.050984,0.12761868177554037,0.5446835383354937,0.007650703756295606,20.0,passed,0.8751778193412995,2.0,3.0,5.0,4.877181658572127
161,COMPLETE,"[16.0, 3.0918767117982]",2025-08-29T20:44:17.750868,2025-08-29T20:53:00.790606,523.039738,0.06023544558388566,0.02198886470094691,0.004613675839682609,20.0,passed,0.8189175579339449,16.0,1.0,17.0,3.0918767117982
162,COMPLETE,"[-5.0, -5.0]",2025-08-29T20:53:00.802616,2025-08-29T20:53:40.568151,39.765535,0.2963135912972733,0.17732324143834788,0.0024628728352616407,20.0,penalized,1.004844358338594,,,,
163,COMPLETE,"[5.0, 4.28499630956755]",2025-08-29T20:53:40.578847,2025-08-29T21:02:22.156009,521.577162,0.06104004227539345,0.14273558132154066,0.007320822976500409,20.0,passed,0.8459417931420543,5.0,1.0,6.0,4.28499630956755
164,COMPLETE,"[-5.0, -5.0]",2025-08-29T21:02:22.168019,2025-08-29T21:03:01.869058,39.701039,0.2766679214444417,0.2887763162246797,0.004613675839682609,20.0,penalized,3.0814095937620696,,,,
165,COMPLETE,"[-5.0, -5.0]",2025-08-29T21:03:01.879422,2025-08-29T21:03:41.639173,39.759751,0.30536613434689747,0.5537533192281207,0.005765666057710698,20.0,penalized,51.178784508499916,,,,
166,COMPLETE,"[7.0, 4.0184327743136725]",2025-08-29T21:03:41.649203,2025-08-29T21:12:23.913679,522.264476,0.06970003754606036,0.19686378722156328,0.002728184881014467,20.0,passed,0.844283399328137,7.0,1.0,8.0,4.0184327743136725
167,COMPLETE,"[-5.0, -5.0]",2025-08-29T21:12:23.923688,2025-08-29T21:13:03.736407,39.812719,0.1768269732736164,0.410279843474985,0.0026861554836927442,20.0,penalized,1.382898226434263,,,,
168,COMPLETE,"[10.0, 3.452501643385128]",2025-08-29T21:13:03.746694,2025-08-29T21:21:46.020223,522.273529,0.06970003754606036,0.5722717094458769,0.0013884400440301837,20.0,passed,0.8442209883303715,10.0,1.0,11.0,3.452501643385128
169,COMPLETE,"[7.0, 4.564531904065923]",2025-08-29T21:21:46.031233,2025-08-29T21:30:28.196696,522.165463,0.08280641705098651,0.18521141270689095,0.0049996240875250795,20.0,passed,0.8310472727240502,7.0,1.0,8.0,4.564531904065923
170,COMPLETE,"[7.0, 4.108955892956778]",2025-08-29T21:30:28.207705,2025-08-29T21:39:10.403203,522.195498,0.06970003754606036,0.2729963333849318,0.003884603129699614,20.0,passed,0.8416651790803398,7.0,1.0,8.0,4.108955892956778
171,COMPLETE,"[7.0, 4.677708293194634]",2025-08-29T21:39:10.415214,2025-08-29T21:47:52.636291,522.221077,0.08280641705098651,0.06983337731496639,0.007457952226303288,20.0,passed,0.8245683060544191,7.0,1.0,8.0,4.677708293194634
172,COMPLETE,"[-5.0, -5.0]",2025-08-29T21:47:52.648302,2025-08-29T21:48:32.521811,39.873509,0.26484456649494037,0.49590205035453244,0.007893288717862927,20.0,penalized,1.0321408387165427,,,,
173,COMPLETE,"[-5.0, -5.0]",2025-08-29T21:48:32.532833,2025-08-29T21:49:12.369276,39.836443,0.25160173409003833,0.4938089207109404,0.0050269775810509645,20.0,penalized,1.1218198109800601,,,,
174,COMPLETE,"[4.0, 3.3172812976993207]",2025-08-29T21:49:12.380715,2025-08-29T21:57:55.310237,522.929522,0.045907134997497046,0.3925387638809066,0.004889796046197827,20.0,passed,0.8518293843523098,4.0,1.0,5.0,3.3172812976993207
175,COMPLETE,"[4.0, 3.100052365046111]",2025-08-29T21:57:55.321246,2025-08-29T22:06:37.540432,522.219186,0.030903340581500516,0.24181985960728458,0.006576424678238529,20.0,passed,0.8624520648338643,4.0,1.0,5.0,3.100052365046111
176,COMPLETE,"[5.0, 3.6156159365670906]",2025-08-29T22:06:37.551442,2025-08-29T22:15:19.596486,522.045044,0.06023544558388566,0.47997144690226023,0.0047678494615547495,20.0,passed,0.8454065649306163,5.0,1.0,6.0,3.6156159365670906
177,COMPLETE,"[8.0, 3.0147309326682454]",2025-08-29T22:15:19.608497,2025-08-29T22:24:01.688244,522.079747,0.053873539380446644,0.5476276211219836,0.0013741245177363822,20.0,passed,0.8515941974083115,8.0,1.0,9.0,3.0147309326682454
178,COMPLETE,"[7.0, 5.147648699451503]",2025-08-29T22:24:01.699254,2025-08-29T22:32:44.308749,522.609495,0.12768524788954416,0.18521141270689095,0.0024200593010326055,20.0,passed,0.7217250974785543,7.0,4.0,11.0,5.147648699451503
179,COMPLETE,"[6.0, 3.4808334259469236]",2025-08-29T22:32:44.321761,2025-08-29T22:41:26.411010,522.089249,0.06104004227539345,0.4938089207109404,0.002728184881014467,20.0,passed,0.8472379152007793,6.0,1.0,7.0,3.4808334259469236
180,COMPLETE,"[-5.0, -5.0]",2025-08-29T22:41:26.422019,2025-08-29T22:42:06.246631,39.824612,0.44977573547259414,0.04565421619810617,0.0049996240875250795,20.0,penalized,1.3726331373638991,,,,
181,COMPLETE,"[-5.0, -5.0]",2025-08-29T22:42:06.257616,2025-08-29T22:42:45.907247,39.649631,0.09656482171306813,0.5476276211219836,0.0049996240875250795,20.0,penalized,1.3622172730982463,,,,
182,COMPLETE,"[7.0, 3.925828826912583]",2025-08-29T22:42:45.917628,2025-08-29T22:51:27.991987,522.074359,0.06023544558388566,0.12255418036205905,0.0047678494615547495,20.0,passed,0.8463735792085836,7.0,1.0,8.0,3.925828826912583
183,COMPLETE,"[2.0, 4.8423050262246665]",2025-08-29T22:51:28.001997,2025-08-29T23:00:10.842074,522.840077,0.12768524788954416,0.53883814567518,0.00629023466150719,20.0,passed,0.8777687327236477,2.0,3.0,5.0,4.8423050262246665
184,COMPLETE,"[3.0, 5.64758212932201]",2025-08-29T23:00:10.856086,2025-08-29T23:08:53.065880,522.209794,0.13496960381203432,0.11106081415946266,0.004317229667924632,20.0,passed,0.7288288248030605,3.0,5.0,8.0,5.64758212932201
185,COMPLETE,"[-5.0, -5.0]",2025-08-29T23:08:53.076889,2025-08-29T23:09:32.931502,39.854613,0.2348133761555261,0.12255418036205905,0.007817611285367964,20.0,penalized,7.909159442823107,,,,
186,COMPLETE,"[7.0, 3.966835469878482]",2025-08-29T23:09:32.942512,2025-08-29T23:18:14.663228,521.720716,0.06104004227539345,0.184192529789343,0.004158896959707531,20.0,passed,0.8457152194422138,7.0,1.0,8.0,3.966835469878482
187,COMPLETE,"[-5.0, -5.0]",2025-08-29T23:18:14.673237,2025-08-29T23:18:54.275598,39.602361,0.48869005243539637,0.11106081415946266,0.0027480905037657755,20.0,penalized,1.0412241594203695,,,,
188,COMPLETE,"[3.0, 3.8982302481203948]",2025-08-29T23:18:54.286608,2025-08-29T23:27:35.956840,521.670232,0.06970003754606036,0.5446835383354937,0.00629023466150719,20.0,passed,0.8403591873989426,3.0,1.0,4.0,3.8982302481203948
189,COMPLETE,"[5.0, 3.4915572653008793]",2025-08-29T23:27:35.967850,2025-08-29T23:36:18.034237,522.066387,0.06104004227539345,0.48553800528982727,0.003985620121967853,20.0,passed,0.8453276938242651,5.0,1.0,6.0,3.4915572653008793
190,COMPLETE,"[-5.0, -5.0]",2025-08-29T23:36:18.046247,2025-08-29T23:36:57.804470,39.758223,0.45945084167994776,0.5572991960181867,0.0026861554836927442,20.0,penalized,1.033438404185682,,,,
191,COMPLETE,"[-5.0, -5.0]",2025-08-29T23:36:57.815647,2025-08-29T23:37:37.447225,39.631578,0.4931332324864259,0.22692366020425755,0.0066888355447945426,20.0,penalized,1.0112494337215607,,,,
192,COMPLETE,"[-5.0, -5.0]",2025-08-29T23:37:37.458181,2025-08-29T23:38:17.275397,39.817216,0.33193973077909367,0.22692366020425755,0.007893288717862927,20.0,penalized,1.0062499118524633,,,,
193,COMPLETE,"[-5.0, -5.0]",2025-08-29T23:38:17.286407,2025-08-29T23:38:57.053148,39.766741,0.21167967149828615,0.05940402453059346,0.007650703756295606,20.0,penalized,7.443199848403753,,,,
194,COMPLETE,"[8.0, 4.671319396710218]",2025-08-29T23:38:57.063482,2025-08-29T23:47:38.878547,521.815065,0.08678236843528564,0.11106081415946266,0.004317229667924632,20.0,passed,0.8278439017459812,8.0,1.0,9.0,4.671319396710218
195,COMPLETE,"[8.0, 4.799158616580305]",2025-08-29T23:47:38.889557,2025-08-29T23:56:21.946430,523.056873,0.08678236843528564,0.11106081415946266,0.00454145878469977,20.0,passed,0.8280250742276739,8.0,1.0,9.0,4.799158616580305
196,COMPLETE,"[7.0, 4.432228663397122]",2025-08-29T23:56:21.958441,2025-08-30T00:05:04.438857,522.480416,0.12768524788954416,0.42572078369133964,0.0011771381570489167,20.0,passed,0.7729325506921717,7.0,5.0,12.0,4.432228663397122
197,COMPLETE,"[4.0, 4.648638959343897]",2025-08-30T00:05:04.449867,2025-08-30T00:13:46.526596,522.076729,0.07667693687583776,0.2729963333849318,0.007650703756295606,20.0,passed,0.8343814003288889,4.0,1.0,5.0,4.648638959343897
198,COMPLETE,"[-5.0, -5.0]",2025-08-30T00:13:46.537606,2025-08-30T00:14:26.350271,39.812665,0.26043694945720525,0.05535248308098672,0.0065853099002202735,20.0,penalized,4.8892644881918015,,,,
199,COMPLETE,"[-5.0, -5.0]",2025-08-30T00:14:26.361387,2025-08-30T00:15:06.026922,39.665535,0.36532506806422943,0.5446835383354937,0.004429391519116369,20.0,penalized,11.928520774954803,,,,
200,COMPLETE,"[-5.0, -5.0]",2025-08-30T00:15:06.037333,2025-08-30T00:15:45.781052,39.743719,0.13496960381203432,0.0190830371889954,0.004317229667924632,20.0,penalized,1.2883117753069078,,,,
201,COMPLETE,"[2.0, 5.435914166147848]",2025-08-30T00:15:45.791060,2025-08-30T00:24:27.263703,521.472643,0.13496960381203432,0.24546333865886927,0.004317229667924632,20.0,passed,0.7846417092691452,2.0,4.0,6.0,5.435914166147848
202,COMPLETE,"[2.0, 4.78226008877295]",2025-08-30T00:24:27.274713,2025-08-30T00:33:09.221546,521.946833,0.12768524788954416,0.5446835383354937,0.00629023466150719,20.0,passed,0.8179781973687544,2.0,3.0,5.0,4.78226008877295
203,COMPLETE,"[5.0, 4.28499630956755]",2025-08-30T00:33:09.234558,2025-08-30T00:41:51.828959,522.594401,0.06104004227539345,0.14273558132154066,0.007320822976500409,20.0,passed,0.8459417931420543,5.0,1.0,6.0,4.28499630956755
204,COMPLETE,"[7.0, 3.9036580001848233]",2025-08-30T00:41:51.840970,2025-08-30T00:50:34.216634,522.375664,0.06023544558388566,0.12255418036205905,0.0058674294670397024,20.0,passed,0.8464358938057109,7.0,1.0,8.0,3.9036580001848233
205,COMPLETE,"[6.0, 5.586688964929967]",2025-08-30T00:50:34.227643,2025-08-30T00:59:16.225648,521.998005,0.13377070047161815,0.06983337731496639,0.0051805270105980475,20.0,passed,0.7242702727552713,6.0,4.0,10.0,5.586688964929967
206,COMPLETE,"[4.0, 5.599508095781633]",2025-08-30T00:59:16.236658,2025-08-30T01:07:58.229438,521.99278,0.12768524788954416,0.06983337731496639,0.006807354828037712,20.0,passed,0.7318515023283723,4.0,3.0,7.0,5.599508095781633
207,COMPLETE,"[5.0, 3.8271228398371115]",2025-08-30T01:07:58.240447,2025-08-30T01:16:39.754842,521.514395,0.05725418431758128,0.3925387638809066,0.004494554573151123,20.0,passed,0.8470530517462422,5.0,1.0,6.0,3.8271228398371115
208,COMPLETE,"[-5.0, -5.0]",2025-08-30T01:16:39.766853,2025-08-30T01:17:19.391323,39.62447,0.36714884469578085,0.447938547011886,0.002300448007219913,20.0,penalized,1.0118192960310337,,,,
209,COMPLETE,"[7.0, 4.108955892956778]",2025-08-30T01:17:19.401261,2025-08-30T01:26:00.906315,521.505054,0.06970003754606036,0.2729963333849318,0.003884603129699614,20.0,passed,0.8416651790803398,7.0,1.0,8.0,4.108955892956778
210,COMPLETE,"[-5.0, -5.0]",2025-08-30T01:26:00.917325,2025-08-30T01:26:40.600807,39.683482,0.461059276502957,0.568552850274446,0.0054998730287693035,20.0,penalized,1.0112477771824229,,,,
211,COMPLETE,"[5.0, 4.28499630956755]",2025-08-30T01:26:40.612176,2025-08-30T01:35:21.575651,520.963475,0.06104004227539345,0.14273558132154066,0.007320822976500409,20.0,passed,0.8459417931420543,5.0,1.0,6.0,4.28499630956755
212,COMPLETE,"[8.0, 4.571061462523703]",2025-08-30T01:35:21.587662,2025-08-30T01:44:02.637079,521.049417,0.08280641705098651,0.11106081415946266,0.00454145878469977,20.0,passed,0.8317481469199427,8.0,1.0,9.0,4.571061462523703
213,COMPLETE,"[-5.0, -5.0]",2025-08-30T01:44:02.648089,2025-08-30T01:44:42.277178,39.629089,0.27740788270032873,0.1894556782864007,0.004787441900423588,20.0,penalized,8.61223980491301,,,,
214,COMPLETE,"[-5.0, -5.0]",2025-08-30T01:44:42.287598,2025-08-30T01:45:21.881690,39.594092,0.4409803040247756,0.53883814567518,0.00629023466150719,20.0,penalized,1.0142492923448736,,,,
215,COMPLETE,"[-5.0, -5.0]",2025-08-30T01:45:21.891698,2025-08-30T01:46:01.571740,39.680042,0.1570506924705543,0.5025820534031138,0.005777239541971558,20.0,penalized,1.6411551717574437,,,,
216,COMPLETE,"[8.0, 5.53209610226432]",2025-08-30T01:46:01.582599,2025-08-30T01:54:42.681457,521.098858,0.12768524788954416,0.046889067837564705,0.006757120934045845,20.0,passed,0.7446821140226256,8.0,3.0,11.0,5.53209610226432
217,COMPLETE,"[8.0, 4.036934576892664]",2025-08-30T01:54:42.692466,2025-08-30T02:03:23.869648,521.177182,0.07667693687583776,0.2729963333849318,0.0022628421267438586,20.0,passed,0.8405864655992906,8.0,1.0,9.0,4.036934576892664
218,COMPLETE,"[8.0, 4.6472945282477855]",2025-08-30T02:03:23.880657,2025-08-30T02:12:05.471230,521.590573,0.08280641705098651,0.11106081415946266,0.004787441900423588,20.0,passed,0.832047362918028,8.0,1.0,9.0,4.6472945282477855
219,COMPLETE,"[5.0, 3.6826482958840328]",2025-08-30T02:12:05.483240,2025-08-30T02:20:47.116520,521.63328,0.06023544558388566,0.47997144690226023,0.0046654110923303495,20.0,passed,0.8455186505042981,5.0,1.0,6.0,3.6826482958840328
220,COMPLETE,"[-5.0, -5.0]",2025-08-30T02:20:47.127529,2025-08-30T02:21:26.681875,39.554346,0.3703477950644812,0.42572078369133964,0.0011771381570489167,20.0,penalized,1.0118230097634915,,,,
221,COMPLETE,"[4.0, 4.826797831373764]",2025-08-30T02:21:26.693111,2025-08-30T02:30:08.599711,521.9066,0.08280641705098651,0.18521141270689095,0.007457952226303288,20.0,passed,0.8288271570242579,4.0,1.0,5.0,4.826797831373764
222,COMPLETE,"[5.0, 3.7282108332631205]",2025-08-30T02:30:08.610720,2025-08-30T02:38:49.657052,521.046332,0.05475228919781017,0.25882068112749645,0.00629023466150719,20.0,passed,0.8489650350274581,5.0,1.0,6.0,3.7282108332631205
223,COMPLETE,"[4.0, 4.835535702014694]",2025-08-30T02:38:49.669063,2025-08-30T02:47:31.601319,521.932256,0.08280641705098651,0.19686378722156328,0.007457952226303288,20.0,passed,0.8276948747090147,4.0,1.0,5.0,4.835535702014694
224,COMPLETE,"[6.0, 4.332341049964226]",2025-08-30T02:47:31.612329,2025-08-30T02:56:12.880005,521.267676,0.06970003754606036,0.0949802874495004,0.007181167753717741,20.0,passed,0.8386422210592085,6.0,1.0,7.0,4.332341049964226
225,COMPLETE,"[8.0, 4.1718036584178435]",2025-08-30T02:56:12.890014,2025-08-30T03:04:54.028730,521.138716,0.06970003754606036,0.06545477984081383,0.00629023466150719,20.0,passed,0.8363260090327014,8.0,1.0,9.0,4.1718036584178435
226,COMPLETE,"[3.0, 4.169918053967802]",2025-08-30T03:04:54.040740,2025-08-30T03:13:35.228692,521.187952,0.06104004227539345,0.22692366020425755,0.007893288717862927,20.0,passed,0.8451912946670637,3.0,1.0,4.0,4.169918053967802
227,COMPLETE,"[6.0, 3.5408567757045333]",2025-08-30T03:13:35.239702,2025-08-30T03:22:17.224279,521.984577,0.06970003754606036,0.5722717094458769,0.002728184881014467,20.0,passed,0.842368694260553,6.0,1.0,7.0,3.5408567757045333
228,COMPLETE,"[-5.0, -5.0]",2025-08-30T03:22:17.236290,2025-08-30T03:22:56.887712,39.651422,0.01980214946458375,0.5722717094458769,0.0013884400440301837,20.0,penalized,1.9161011640281633,,,,
229,COMPLETE,"[-5.0, -5.0]",2025-08-30T03:22:56.898722,2025-08-30T03:23:36.569705,39.670983,0.413927748435075,0.23842150419537572,0.007320822976500409,20.0,penalized,1.0133439047764192,,,,
230,COMPLETE,"[2.0, 4.810551408250325]",2025-08-30T03:23:36.581066,2025-08-30T03:32:20.959501,524.378435,0.12768524788954416,0.5418772442378397,0.005765666057710698,20.0,passed,0.666433935330366,2.0,3.0,5.0,4.810551408250325
231,COMPLETE,"[-5.0, -5.0]",2025-08-30T03:32:20.970511,2025-08-30T03:33:00.714017,39.743506,0.12768524788954416,0.1545684483949409,0.004429391519116369,20.0,penalized,1.0939748566490175,,,,
232,COMPLETE,"[3.0, 5.303693103865859]",2025-08-30T03:33:00.727028,2025-08-30T03:41:43.232807,522.505779,0.11187892946731332,0.18521141270689095,0.005765666057710698,20.0,passed,0.711340057292514,3.0,3.0,6.0,5.303693103865859
233,COMPLETE,"[5.0, 4.917671732957686]",2025-08-30T03:41:43.243817,2025-08-30T03:50:24.628207,521.38439,0.08678236843528564,0.11106081415946266,0.00629023466150719,20.0,passed,0.8274091104026868,5.0,1.0,6.0,4.917671732957686
