number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,param_weight_2,param_weight_3,param_weight_4,param_weight_5,param_weight_6,attr_GR,attr_KR,attr_morph_type,attr_weights
168,COMPLETE,"[22.0, 5.997456677496018]",2025-07-24T12:36:51.505541,2025-07-24T12:46:32.261223,580.755682,0.12724019675394124,0.01,0.008,29.45035470606991,5,0.20899376157248842,0.5622678950073445,0.7061331714208074,1.0,0.6967720700161381,0.16448030623087687,,,163.0,185.0,normaldistribution,"[0.17965819708354958, 0.22562663386052692, 0.3195241959906013, 0.22263553546061343, 0.052555437604708814]"
169,COMPLETE,"[180.0, 4.851852389474393]",2025-07-24T12:46:32.272543,2025-07-24T12:57:15.629022,643.356479,0.06872625971395332,0.01,0.008,28.883471297883546,7,0.0,0.01,1.0,1.0,0.7183129552269654,0.016734581759552974,0.0545521178673438,0.06038314902980782,5.0,185.0,normaldistribution,"[0.0034965245198050328, 0.34965245198050326, 0.34965245198050326, 0.25115988608446993, 0.005851287545095903, 0.01907428177304618, 0.02111311611657645]"
170,PRUNED,,2025-07-24T12:57:15.640602,2025-07-24T12:58:08.846629,53.206027,0.11189737837309204,0.01,0.0066818961173821375,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
171,PRUNED,,2025-07-24T12:58:08.859166,2025-07-24T12:59:00.231467,51.372301,0.11200938685802421,0.01,0.006738552358714555,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
172,PRUNED,,2025-07-24T12:59:00.242863,2025-07-24T12:59:51.304737,51.061874,0.11165912316332272,0.01,0.006513705493006541,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
173,PRUNED,,2025-07-24T12:59:51.317749,2025-07-24T13:00:42.454332,51.136583,0.11182015463170646,0.01,0.006619601458236307,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
174,PRUNED,,2025-07-24T13:00:42.465800,2025-07-24T13:01:35.651931,53.186131,0.11181131151760691,0.01,0.006656876867598683,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
175,PRUNED,,2025-07-24T13:01:35.662511,2025-07-24T13:02:27.359377,51.696866,0.1116388788416844,0.01,0.0065403045096190425,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
176,PRUNED,,2025-07-24T13:02:27.369626,2025-07-24T13:03:18.715094,51.345468,0.1119836804797725,0.01,0.006730294880942325,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
177,PRUNED,,2025-07-24T13:03:18.728106,2025-07-24T13:04:09.945869,51.217763,0.11183066121715321,0.01,0.0066681517201478005,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
178,PRUNED,,2025-07-24T13:04:09.958191,2025-07-24T13:05:01.555919,51.597728,0.1117717564883886,0.01,0.00656374199810511,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
179,PRUNED,,2025-07-24T13:05:01.567930,2025-07-24T13:05:52.848421,51.280491,0.11168006255309933,0.01,0.006549845711228026,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
180,PRUNED,,2025-07-24T13:05:52.859591,2025-07-24T13:06:44.552026,51.692435,0.11165283458014869,0.01,0.006553942984285943,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
181,PRUNED,,2025-07-24T13:06:44.564046,2025-07-24T13:07:36.200162,51.636116,0.11168446540530658,0.01,0.006559425272835002,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
182,PRUNED,,2025-07-24T13:07:36.213175,2025-07-24T13:08:27.347285,51.13411,0.11185791147262206,0.01,0.006675631807486888,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
183,PRUNED,,2025-07-24T13:08:27.359297,2025-07-24T13:09:18.606499,51.247202,0.11166137675522027,0.01,0.006546769758631741,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
184,PRUNED,,2025-07-24T13:09:18.619088,2025-07-24T13:10:09.928469,51.309381,0.11170372886963022,0.01,0.006577927413554117,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
185,PRUNED,,2025-07-24T13:10:09.940980,2025-07-24T13:11:01.096312,51.155332,0.11175629325275405,0.01,0.006634527693851791,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
186,PRUNED,,2025-07-24T13:11:01.108323,2025-07-24T13:11:52.979721,51.871398,0.1119058719350444,0.01,0.00682588065292666,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
187,PRUNED,,2025-07-24T13:11:52.992291,2025-07-24T13:12:44.200296,51.208005,0.11191259556790378,0.01,0.006680520032359328,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
188,PRUNED,,2025-07-24T13:12:44.211238,2025-07-24T13:13:35.434029,51.222791,0.111891243669386,0.01,0.006716638103113725,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
189,PRUNED,,2025-07-24T13:13:35.446050,2025-07-24T13:14:26.672217,51.226167,0.1120197907707387,0.01,0.00673841808227495,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
190,PRUNED,,2025-07-24T13:14:26.684228,2025-07-24T13:15:18.842753,52.158525,0.11182158948993154,0.01,0.006650794369773608,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
191,PRUNED,,2025-07-24T13:15:18.853763,2025-07-24T13:16:10.590069,51.736306,0.11188552736010224,0.01,0.0066667630718765915,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
192,PRUNED,,2025-07-24T13:16:10.602070,2025-07-24T13:17:02.362259,51.760189,0.11187137856605582,0.01,0.006708615130661261,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
193,PRUNED,,2025-07-24T13:17:02.374278,2025-07-24T13:17:54.756023,52.381745,0.11185752614737382,0.01,0.006722592455312832,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
194,PRUNED,,2025-07-24T13:17:54.767568,2025-07-24T13:18:46.023054,51.255486,0.11157831692918428,0.01,0.006626921753273439,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
195,PRUNED,,2025-07-24T13:18:46.035074,2025-07-24T13:19:37.313296,51.278222,0.1119639968529587,0.01,0.00669147261969315,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
196,PRUNED,,2025-07-24T13:19:37.325314,2025-07-24T13:20:28.532739,51.207425,0.11185781863740853,0.01,0.006645084345363324,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
197,PRUNED,,2025-07-24T13:20:28.545069,2025-07-24T13:21:19.832231,51.287162,0.11170782018333913,0.01,0.006577281140405167,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
198,PRUNED,,2025-07-24T13:21:19.844241,2025-07-24T13:22:12.136831,52.29259,0.11189305095681902,0.01,0.006665007524733445,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
199,PRUNED,,2025-07-24T13:22:12.148294,2025-07-24T13:23:04.130717,51.982423,0.1117705968507504,0.01,0.006586049802021494,20.0,3,4.0,0.01,1.0,0.9999999999999999,,,,,,,,
