number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,attr_GR,attr_KR,attr_morph_type
140,COMPLETE,"[10.0, 0.9179709387054279]",2025-07-21T11:37:55.066850,2025-07-21T11:46:27.680125,512.613275,0.2361361378742028,0.6,0.001,50.0,30.0,40.0,uniform
141,COMPLETE,"[184.0, 1.5846977661682438]",2025-07-21T11:46:27.689493,2025-07-21T11:54:36.631612,488.942119,0.13577072577300978,0.01,0.0016471864850668232,50.0,14.0,198.0,uniform
142,COMPLETE,"[105.0, 0.8030401664621881]",2025-07-21T11:54:36.639458,2025-07-21T12:02:46.298680,489.659222,0.3747927895190867,0.01,0.008,32.652027435925135,1.0,106.0,uniform
143,COMPLETE,"[80.0, 0.9354333621485955]",2025-07-21T12:02:46.306826,2025-07-21T12:10:55.796537,489.489711,0.36484649082804704,0.01,0.001,29.701345419649588,2.0,82.0,uniform
144,COMPLETE,"[161.0, 5.505762646921761]",2025-07-21T12:10:55.805174,2025-07-21T12:19:04.468842,488.663668,0.09124418015060695,0.09995850860117328,0.008,22.801938809141397,22.0,183.0,uniform
145,COMPLETE,"[171.0, 4.081916147947942]",2025-07-21T12:19:04.478446,2025-07-21T12:27:12.854654,488.376208,0.0666993069311357,0.3961133864371935,0.008,20.0,2.0,173.0,uniform
146,COMPLETE,"[182.0, 4.335537097685497]",2025-07-21T12:27:12.863400,2025-07-21T12:35:22.493464,489.630064,0.07680311587270794,0.23352918654837523,0.0036260568804254716,20.0,5.0,187.0,uniform
147,COMPLETE,"[171.0, 4.099862640214175]",2025-07-21T12:35:22.503013,2025-07-21T12:43:31.374064,488.871051,0.09675772669467875,0.34960699004575924,0.001,20.0,18.0,189.0,uniform
148,COMPLETE,"[195.0, 1.778593959076153]",2025-07-21T12:43:31.384167,2025-07-21T12:51:40.351370,488.967203,0.13851239514449984,0.01,0.008,50.0,2.0,197.0,uniform
149,COMPLETE,"[179.0, 4.467056207934112]",2025-07-21T12:51:40.361130,2025-07-21T12:59:50.041700,489.68057,0.07928065757533694,0.30434108713780744,0.004212343177736005,20.0,5.0,184.0,uniform
150,COMPLETE,"[180.0, 4.58229156943677]",2025-07-21T12:59:50.051079,2025-07-21T13:07:59.131090,489.080011,0.07923631811815543,0.16520514082304602,0.005232789075314265,20.0,5.0,185.0,uniform
151,COMPLETE,"[180.0, 3.9686965771670963]",2025-07-21T13:07:59.139867,2025-07-21T13:16:09.601078,490.461211,0.06615537516589674,0.26104291289840675,0.0041104260445830485,20.0,2.0,182.0,uniform
152,COMPLETE,"[198.0, 0.9865613168541132]",2025-07-21T13:16:09.609280,2025-07-21T13:24:16.617414,487.008134,0.16325683225393292,0.01,0.002698839669752901,50.0,1.0,199.0,uniform
153,COMPLETE,"[197.0, 1.5745776612757287]",2025-07-21T13:24:16.626484,2025-07-21T13:32:28.774282,492.147798,0.1442934287602742,0.01,0.005440414424388183,50.0,2.0,199.0,uniform
154,COMPLETE,"[173.0, 3.903094852459694]",2025-07-21T13:32:28.783224,2025-07-21T13:40:36.977127,488.193903,0.07941386041658495,0.2626566584172378,0.001,20.0,4.0,177.0,uniform
155,COMPLETE,"[156.0, 5.580917912312397]",2025-07-21T13:40:36.985206,2025-07-21T13:48:47.445812,490.460606,0.04094224711144865,0.13457842556468863,0.008,43.81574246502116,7.0,163.0,uniform
156,COMPLETE,"[178.0, 3.9112055287009735]",2025-07-21T13:48:47.455854,2025-07-21T13:56:54.366021,486.910167,0.05299750441079561,0.15896563082592388,0.008,20.0,1.0,179.0,uniform
157,COMPLETE,"[195.0, 1.8240431604033347]",2025-07-21T13:56:54.373970,2025-07-21T14:05:04.681901,490.307931,0.13699108277350552,0.01,0.008,50.0,2.0,197.0,uniform
158,COMPLETE,"[172.0, 4.396658699821048]",2025-07-21T14:05:04.690306,2025-07-21T14:13:12.773137,488.082831,0.08785398081569785,0.42696074846994486,0.004020936064725566,20.0,10.0,182.0,uniform
159,COMPLETE,"[198.0, 1.1333239969569295]",2025-07-21T14:13:12.782258,2025-07-21T14:21:23.118492,490.336234,0.16948228830158377,0.01,0.005441079184977938,50.0,1.0,199.0,uniform
160,COMPLETE,"[173.0, 4.445678856211085]",2025-07-21T14:21:23.128433,2025-07-21T14:29:35.111101,491.982668,0.04677389659582678,0.12563929529478685,0.008,28.33803748364776,2.0,175.0,uniform
161,COMPLETE,"[67.0, 0.4881489436756745]",2025-07-21T14:29:35.119830,2025-07-21T14:37:52.584490,497.46466,0.18800072103127236,0.01,0.001,50.0,3.0,70.0,uniform
162,COMPLETE,"[168.0, 3.8164736630893796]",2025-07-21T14:37:52.592653,2025-07-21T14:46:03.954970,491.362317,0.04944998089146592,0.6,0.001,35.423053196790555,8.0,176.0,uniform
163,COMPLETE,"[197.0, 1.534133493483964]",2025-07-21T14:46:03.964011,2025-07-21T14:54:17.167024,493.203013,0.1525430697934001,0.01,0.004753682527209661,50.0,2.0,199.0,uniform
164,COMPLETE,"[120.0, 4.117641676492857]",2025-07-21T14:54:17.176079,2025-07-21T15:02:28.502790,491.326711,0.12189854723108937,0.6,0.001,20.0,72.0,192.0,uniform
165,COMPLETE,"[197.0, 1.2461122254833739]",2025-07-21T15:02:28.511138,2025-07-21T15:10:39.978816,491.467678,0.1715433779560312,0.01,0.008,50.0,1.0,198.0,uniform
166,COMPLETE,"[197.0, 1.449177031297452]",2025-07-21T15:10:39.988857,2025-07-21T15:19:08.477722,508.488865,0.1545435385053369,0.01,0.004912658399830003,50.0,2.0,199.0,uniform
167,COMPLETE,"[170.0, 3.729799781797906]",2025-07-21T15:19:08.487194,2025-07-21T15:27:36.033182,507.545988,0.06192979045407995,0.6,0.001,28.33873980575778,8.0,178.0,uniform
168,COMPLETE,"[179.0, 4.61790936666616]",2025-07-21T15:27:36.042239,2025-07-21T15:36:10.734459,514.69222,0.07329183152498951,0.2545927607305573,0.0020667058699886725,24.637330493079745,9.0,188.0,uniform
169,COMPLETE,"[121.0, 3.016892452587319]",2025-07-21T15:36:10.744000,2025-07-21T15:44:37.295295,506.551295,0.02452755893665781,0.6,0.001,36.869715100271925,1.0,122.0,uniform
170,COMPLETE,"[47.0, 4.189423123870323]",2025-07-21T15:44:37.304225,2025-07-21T15:53:04.244116,506.939891,0.08195178579762427,0.6,0.001,33.84560835910083,139.0,186.0,uniform
171,COMPLETE,"[175.0, 4.389943396517795]",2025-07-21T15:53:04.254342,2025-07-21T16:01:25.217924,500.963582,0.05757503312842829,0.3538063731348262,0.003474421822406693,26.71224273227625,4.0,179.0,uniform
172,COMPLETE,"[157.0, 3.4836272778426705]",2025-07-21T16:01:25.226786,2025-07-21T16:09:45.499392,500.272606,0.04426650592781202,0.6,0.001,30.9746244096362,2.0,159.0,uniform
173,COMPLETE,"[178.0, 4.7646233084840475]",2025-07-21T16:09:45.507645,2025-07-21T16:18:04.755357,499.247712,0.07609892845557582,0.17876621328536849,0.004658921534499169,22.408159186618466,8.0,186.0,uniform
174,COMPLETE,"[169.0, 3.6914516955778893]",2025-07-21T16:18:04.764689,2025-07-21T16:26:25.934291,501.169602,0.07459186883305638,0.6,0.001,24.35293264298792,13.0,182.0,uniform
175,COMPLETE,"[164.0, 4.086878624136439]",2025-07-21T16:26:25.942579,2025-07-21T16:34:46.751700,500.809121,0.045943867095090664,0.3305547770121884,0.001,35.819950156748625,6.0,170.0,uniform
176,COMPLETE,"[166.0, 3.834459352871553]",2025-07-21T16:34:46.761619,2025-07-21T16:43:07.237583,500.475964,0.06451249891257133,0.35386375538048725,0.001,24.186617443606895,6.0,172.0,uniform
177,COMPLETE,"[164.0, 4.765562256180488]",2025-07-21T16:43:07.246258,2025-07-21T16:51:29.243133,501.996875,0.053343245568781235,0.3455921840287016,0.005706722077730103,30.231727477677566,8.0,172.0,uniform
178,COMPLETE,"[110.0, 3.9295170439379534]",2025-07-21T16:51:29.254313,2025-07-21T16:59:51.142324,501.888011,0.05416223476231194,0.030037882427798826,0.001,37.53407455119509,4.0,114.0,uniform
179,COMPLETE,"[166.0, 4.128807080813286]",2025-07-21T16:59:51.152710,2025-07-21T17:08:14.157920,503.00521,0.041782092439244994,0.45246047643325094,0.001,41.617709443197356,6.0,172.0,uniform
180,COMPLETE,"[71.0, 0.7087998249806473]",2025-07-21T17:08:14.167049,2025-07-21T17:16:37.470506,503.303457,0.5,0.01,0.001,20.0,3.0,74.0,uniform
181,COMPLETE,"[163.0, 3.682272455519763]",2025-07-21T17:16:37.478343,2025-07-21T17:24:57.113591,499.635248,0.03533258957809632,0.22981443386735453,0.008,26.868432909813688,1.0,164.0,uniform
182,COMPLETE,"[51.0, 1.1257264829581062]",2025-07-21T17:24:57.122724,2025-07-21T17:33:19.712437,502.589713,0.1449762806966942,0.01,0.001,45.29424117314423,88.0,139.0,uniform
183,COMPLETE,"[152.0, 3.6790294696607373]",2025-07-21T17:33:19.720986,2025-07-21T17:41:39.426180,499.705194,0.019084999272880356,0.08469508811405388,0.008,40.80598875052848,1.0,153.0,uniform
184,COMPLETE,"[167.0, 4.3553392824592665]",2025-07-21T17:41:39.435851,2025-07-21T17:50:02.487440,503.051589,0.07674146422365234,0.36047677040985615,0.001,26.211974377409355,21.0,188.0,uniform
185,COMPLETE,"[176.0, 5.041249413934281]",2025-07-21T17:50:02.496441,2025-07-21T17:58:22.214174,499.717733,0.07705051673530613,0.09275022919888848,0.008,22.115378896600884,6.0,182.0,uniform
186,COMPLETE,"[2.0, 1.519560684036122]",2025-07-21T17:58:22.222894,2025-07-21T18:06:45.808020,503.585126,0.10607219411641391,0.06630185526559157,0.008,41.74694845610793,138.0,140.0,uniform
187,COMPLETE,"[155.0, 3.4334670660508153]",2025-07-21T18:06:45.816919,2025-07-21T18:15:04.975760,499.158841,0.03766507038082931,0.4766256059100711,0.001,33.74701784634015,2.0,157.0,uniform
188,COMPLETE,"[155.0, 4.119084894518089]",2025-07-21T18:15:04.984619,2025-07-21T18:23:23.772591,498.787972,0.03816582553488062,0.40530281425176257,0.001,44.084352711051764,10.0,165.0,uniform
189,COMPLETE,"[109.0, 2.876912589143212]",2025-07-21T18:23:23.781300,2025-07-21T18:31:48.416039,504.634739,0.01,0.041393562135331796,0.008,30.96235493041874,1.0,110.0,uniform
190,COMPLETE,"[136.0, 4.288857446035014]",2025-07-21T18:31:48.424572,2025-07-21T18:40:07.600726,499.176154,0.05793025918701157,0.6,0.001,38.61009195687146,44.0,180.0,uniform
191,COMPLETE,"[141.0, 3.0011440971699748]",2025-07-21T18:40:07.611085,2025-07-21T18:48:27.536983,499.925898,0.03805124040669137,0.6,0.001,27.759243049004123,1.0,142.0,uniform
192,COMPLETE,"[162.0, 4.846859090868916]",2025-07-21T18:48:27.545862,2025-07-21T18:56:47.937780,500.391918,0.036184710374791505,0.15802540126150025,0.008,39.08111105035279,3.0,165.0,uniform
193,COMPLETE,"[159.0, 5.596669522489497]",2025-07-21T18:56:47.945864,2025-07-21T19:05:05.503717,497.557853,0.0736726196563605,0.1270551069534461,0.008,29.09533519079742,17.0,176.0,uniform
194,COMPLETE,"[161.0, 4.457845932756774]",2025-07-21T19:05:05.513815,2025-07-21T19:13:23.372040,497.858225,0.06794503781438423,0.10937806948616371,0.001,27.55902359520152,7.0,168.0,uniform
195,COMPLETE,"[171.0, 4.934590618940166]",2025-07-21T19:13:23.380378,2025-07-21T19:21:45.560810,502.180432,0.0693496020174581,0.3304315057589026,0.0053893913127032785,25.12985314413261,8.0,179.0,uniform
196,COMPLETE,"[163.0, 3.6616392066737236]",2025-07-21T19:21:45.569285,2025-07-21T19:30:05.195614,499.626329,0.08459831933867362,0.6,0.001,22.119436939878668,21.0,184.0,uniform
197,COMPLETE,"[177.0, 4.789112664416487]",2025-07-21T19:30:05.203901,2025-07-21T19:38:23.281780,498.077879,0.050505536382767835,0.05777739288971908,0.008,30.96559742036115,3.0,180.0,uniform
198,COMPLETE,"[140.0, 3.337374038021461]",2025-07-21T19:38:23.291156,2025-07-21T19:46:46.044557,502.753401,0.043053783330978264,0.010189259842144603,0.008,34.09928335171878,2.0,142.0,uniform
199,COMPLETE,"[145.0, 4.259028197639668]",2025-07-21T19:46:46.052253,2025-07-21T19:55:03.906888,497.854635,0.044384235161197105,0.5999999999999999,0.008,33.19969848357061,4.0,149.0,uniform
200,COMPLETE,"[11.0, 0.0]",2025-07-21T19:55:03.916271,2025-07-21T20:03:24.319925,500.403654,0.3529688564879899,0.5999999999999999,0.008,29.700709473474593,48.0,59.0,uniform
201,COMPLETE,"[198.0, 1.1142773117940963]",2025-07-21T20:03:24.329020,2025-07-21T20:11:41.494109,497.165089,0.3158942895828487,0.01,0.008,25.47795135879462,1.0,199.0,uniform
202,COMPLETE,"[145.0, 5.652636362934882]",2025-07-21T20:11:41.502685,2025-07-21T20:19:59.436517,497.933832,0.12030056164193187,0.09140895826183443,0.008,20.0,40.0,185.0,uniform
203,COMPLETE,"[27.0, 0.9517030669130448]",2025-07-21T20:19:59.445390,2025-07-21T20:28:16.978193,497.532803,0.5,0.6,0.008,43.45746905374847,30.0,57.0,uniform
204,COMPLETE,"[162.0, 4.839108366539021]",2025-07-21T20:28:16.987443,2025-07-21T20:36:37.872696,500.885253,0.05706522337884909,0.32757370490505383,0.008,28.048891788471337,7.0,169.0,uniform
205,COMPLETE,"[155.0, 5.096432768233193]",2025-07-21T20:36:37.881908,2025-07-21T20:44:55.767106,497.885198,0.03746068932048024,0.24175224854307217,0.008,41.85288952173638,4.0,159.0,uniform
206,COMPLETE,"[161.0, 4.1326867715861875]",2025-07-21T20:44:55.775264,2025-07-21T20:53:17.886729,502.111465,0.06742953973161987,0.6,0.008,22.296261020574466,3.0,164.0,uniform
207,COMPLETE,"[198.0, 0.9296586202223531]",2025-07-21T20:53:17.894581,2025-07-21T21:01:36.176136,498.281555,0.27292735001374263,0.01,0.008,32.374482572885135,1.0,199.0,uniform
208,COMPLETE,"[66.0, 0.8754003630862822]",2025-07-21T21:01:36.184303,2025-07-21T21:09:55.979793,499.79549,0.27971746206828096,0.01,0.001,33.78247793462668,2.0,68.0,uniform
209,COMPLETE,"[197.0, 1.0571685585481507]",2025-07-21T21:09:55.988135,2025-07-21T21:18:14.569736,498.581601,0.2780698436642898,0.01,0.008,30.041686729990953,1.0,198.0,uniform
210,COMPLETE,"[166.0, 4.4811107937489565]",2025-07-21T21:18:14.578739,2025-07-21T21:26:34.987214,500.408475,0.11177688475900273,0.207273678948037,0.001,20.0,26.0,192.0,uniform
211,COMPLETE,"[169.0, 4.155868329134488]",2025-07-21T21:26:34.995638,2025-07-21T21:34:53.262467,498.266829,0.06396241048389438,0.5006093544659107,0.0030136044069132865,26.18530855825377,8.0,177.0,uniform
212,COMPLETE,"[151.0, 4.686473197461802]",2025-07-21T21:34:53.271449,2025-07-21T21:43:12.746184,499.474735,0.03935716675890533,0.4339207492315851,0.006169175204073942,39.50555201518587,4.0,155.0,uniform
213,COMPLETE,"[197.0, 0.9006666460599552]",2025-07-21T21:43:12.755076,2025-07-21T21:51:32.445506,499.69043,0.29061493870794614,0.01,0.008,32.044040662378066,1.0,198.0,uniform
214,COMPLETE,"[18.0, 5.745092891771767]",2025-07-21T21:51:32.454540,2025-07-21T21:59:51.186483,498.731943,0.14586775378011477,0.20890131642287738,0.008,20.0,161.0,179.0,uniform
215,COMPLETE,"[171.0, 3.7777764105079235]",2025-07-21T21:59:51.194769,2025-07-21T22:08:09.245002,498.050233,0.09643521694042172,0.4958059252261319,0.001,20.0,17.0,188.0,uniform
216,COMPLETE,"[178.0, 4.535268813777861]",2025-07-21T22:08:09.254011,2025-07-21T22:16:29.023414,499.769403,0.059590093683998785,0.23248566039403426,0.0031734877434096806,27.96735070349563,5.0,183.0,uniform
217,COMPLETE,"[178.0, 5.21682151094329]",2025-07-21T22:16:29.031272,2025-07-21T22:24:48.417496,499.386224,0.06458012765869464,0.10146213126145406,0.005803860047622146,26.869527159101278,4.0,182.0,uniform
218,COMPLETE,"[177.0, 4.746600015877014]",2025-07-21T22:24:48.426695,2025-07-21T22:33:06.139220,497.712525,0.09584460846028024,0.1819284455590735,0.003164162155352054,20.0,12.0,189.0,uniform
219,COMPLETE,"[176.0, 5.230068806898007]",2025-07-21T22:33:06.148936,2025-07-21T22:41:27.119305,500.970369,0.08443403609034059,0.04865770283443924,0.008,24.128090192192793,9.0,185.0,uniform
220,COMPLETE,"[199.0, 0.7978149758542159]",2025-07-21T22:41:27.128390,2025-07-21T22:49:43.166408,496.038018,0.3663969812988086,0.01,0.006937322149792008,27.251620432439488,1.0,200.0,uniform
221,COMPLETE,"[44.0, 0.0]",2025-07-21T22:49:43.176469,2025-07-21T22:58:02.443435,499.266966,0.1737060935935258,0.6,0.008,38.90882339172093,43.0,87.0,uniform
222,COMPLETE,"[179.0, 4.976405520510723]",2025-07-21T22:58:02.451992,2025-07-21T23:06:25.369085,502.917093,0.06627225435394195,0.19088094955649929,0.004129573703189855,25.507342199251248,6.0,185.0,uniform
223,COMPLETE,"[172.0, 5.235331408176264]",2025-07-21T23:06:25.378223,2025-07-21T23:14:43.221269,497.843046,0.05409402769663896,0.13474983708311422,0.005875861592343822,31.33115509230669,6.0,178.0,uniform
224,COMPLETE,"[37.0, 0.5189337890965721]",2025-07-21T23:14:43.230930,2025-07-21T23:23:00.335166,497.104236,0.2529218411115985,0.01,0.008,50.0,1.0,38.0,uniform
225,COMPLETE,"[183.0, 1.9209039272440316]",2025-07-21T23:23:00.344816,2025-07-21T23:31:19.192376,498.84756,0.12752000091929944,0.01,0.005483140072930421,50.0,15.0,198.0,uniform
226,COMPLETE,"[11.0, 0.14993246509812663]",2025-07-21T23:31:19.201094,2025-07-21T23:39:38.513083,499.311989,0.3030498842607638,0.6,0.008,50.0,36.0,47.0,uniform
227,COMPLETE,"[198.0, 0.8714666234090015]",2025-07-21T23:39:38.522245,2025-07-21T23:48:00.013627,501.491382,0.3651987223433688,0.01,0.006690823309368912,28.799913225860823,1.0,199.0,uniform
228,COMPLETE,"[45.0, 1.8365099751889833]",2025-07-21T23:48:00.023582,2025-07-21T23:56:18.848083,498.824501,0.43361386581006334,0.01,0.001,20.0,10.0,55.0,uniform
229,COMPLETE,"[15.0, 0.0]",2025-07-21T23:56:18.856140,2025-07-22T00:04:38.572513,499.716373,0.22935691547996567,0.6,0.001,20.0,98.0,113.0,uniform
230,COMPLETE,"[81.0, 5.776036108879075]",2025-07-22T00:04:38.580820,2025-07-22T00:12:56.060159,497.479339,0.13068442505097874,0.1570760778924004,0.008,20.0,101.0,182.0,uniform
231,COMPLETE,"[178.0, 4.735055863285776]",2025-07-22T00:12:56.069339,2025-07-22T00:21:15.052555,498.983216,0.08561862850303278,0.22933745997725652,0.00473093251280882,20.0,9.0,187.0,uniform
232,COMPLETE,"[173.0, 3.801010874260054]",2025-07-22T00:21:15.061003,2025-07-22T00:29:34.295782,499.234779,0.05072813925490708,0.23390350839818164,0.008,20.0,1.0,174.0,uniform
233,COMPLETE,"[158.0, 5.600381932249144]",2025-07-22T00:29:34.305040,2025-07-22T00:38:38.676306,544.371266,0.05600137545475902,0.13425328949478213,0.008,34.5688901952477,15.0,173.0,uniform
234,COMPLETE,"[197.0, 1.4988158833918308]",2025-07-22T00:38:38.687154,2025-07-22T00:47:00.397605,501.710451,0.16051893003326106,0.01,0.004717516372973834,50.0,1.0,198.0,uniform
235,COMPLETE,"[170.0, 4.437731786107539]",2025-07-22T00:47:00.406802,2025-07-22T00:55:17.971773,497.564971,0.0632180773945436,0.2819962474860378,0.001,29.330594915008383,11.0,181.0,uniform
236,COMPLETE,"[176.0, 5.216113290478123]",2025-07-22T00:55:17.980350,2025-07-22T01:03:37.006437,499.026087,0.07212126222686767,0.1213188688173469,0.0063085835108484326,24.972110188720528,6.0,182.0,uniform
237,COMPLETE,"[6.0, 0.3222521106193778]",2025-07-22T01:03:37.014821,2025-07-22T01:11:57.871257,500.856436,0.5,0.5999999999999999,0.001,50.0,33.0,39.0,uniform
238,COMPLETE,"[177.0, 4.341401393975419]",2025-07-22T01:11:57.881353,2025-07-22T01:20:17.537495,499.656142,0.06447867399443487,0.19052616227604213,0.0034916240906455167,22.800426632002935,6.0,183.0,uniform
239,COMPLETE,"[198.0, 0.9038656942578521]",2025-07-22T01:20:17.546016,2025-07-22T01:28:33.147016,495.601,0.36607414854109116,0.01,0.006908414727796816,28.42753386432947,1.0,199.0,uniform
240,COMPLETE,"[174.0, 5.26114238478376]",2025-07-22T01:28:33.155268,2025-07-22T01:36:54.418667,501.263399,0.06111581664938022,0.10614928379792486,0.008,27.993597878040845,4.0,178.0,uniform
241,COMPLETE,"[179.0, 4.656867683283075]",2025-07-22T01:36:54.427015,2025-07-22T01:45:15.150141,500.723126,0.07083134840323099,0.24905739830014256,0.004293794519817831,22.29575918402012,5.0,184.0,uniform
242,COMPLETE,"[196.0, 1.369789573447115]",2025-07-22T01:45:15.159553,2025-07-22T01:53:33.575730,498.416177,0.15460542250638656,0.01,0.0032171425557341107,50.0,3.0,199.0,uniform
243,COMPLETE,"[146.0, 5.705324708331915]",2025-07-22T01:53:33.584489,2025-07-22T02:01:52.297724,498.713235,0.039259422871522696,0.13441196987202456,0.007351280548088598,49.97202227646107,17.0,163.0,uniform
244,COMPLETE,"[146.0, 4.334754673187257]",2025-07-22T02:01:52.307091,2025-07-22T02:10:08.527676,496.220585,0.042677894668751146,0.6,0.001,50.0,27.0,173.0,uniform
245,COMPLETE,"[180.0, 4.423926738117186]",2025-07-22T02:10:08.536153,2025-07-22T02:18:26.296586,497.760433,0.07267404217516193,0.2203613440296532,0.005148758892910537,20.0,4.0,184.0,uniform
246,COMPLETE,"[161.0, 3.91113706589599]",2025-07-22T02:18:26.305618,2025-07-22T02:26:43.842255,497.536637,0.04007795192703937,0.6,0.001,42.55217105289842,7.0,168.0,uniform
247,COMPLETE,"[198.0, 0.9221860064073099]",2025-07-22T02:26:43.850628,2025-07-22T02:35:03.888720,500.038092,0.2815733929180562,0.01,0.008,31.656338226014768,1.0,199.0,uniform
248,COMPLETE,"[47.0, 0.0]",2025-07-22T02:35:03.897060,2025-07-22T02:43:21.590451,497.693391,0.42676955931124044,0.6,0.001,20.0,54.0,101.0,uniform
249,COMPLETE,"[44.0, 4.204676254050615]",2025-07-22T02:43:21.598944,2025-07-22T02:51:38.439704,496.84076,0.058962986701312746,0.6,0.008,50.0,93.0,137.0,uniform
250,COMPLETE,"[168.0, 5.4911869133514255]",2025-07-22T02:51:38.448094,2025-07-22T02:59:56.187771,497.739677,0.08272464671838521,0.08535589151313311,0.008,25.331810566479728,13.0,181.0,uniform
251,COMPLETE,"[171.0, 3.9725415236982395]",2025-07-22T02:59:56.196050,2025-07-22T03:08:12.427500,496.23145,0.08096150674036619,0.6,0.004498107476560785,20.0,6.0,177.0,uniform
252,COMPLETE,"[198.0, 0.9279656317601936]",2025-07-22T03:08:12.436689,2025-07-22T03:16:31.005441,498.568752,0.33150521648978587,0.01,0.008,24.88768771679605,1.0,199.0,uniform
253,COMPLETE,"[96.0, 5.909649459143466]",2025-07-22T03:16:31.014407,2025-07-22T03:24:47.811270,496.796863,0.07053545280152616,0.17492428746874414,0.008,34.96813949721422,73.0,169.0,uniform
254,COMPLETE,"[158.0, 5.683573258257249]",2025-07-22T03:24:47.820987,2025-07-22T03:33:06.787278,498.966291,0.05028231800685655,0.128676426360414,0.008,39.95371336212297,11.0,169.0,uniform
255,COMPLETE,"[198.0, 0.901265529433388]",2025-07-22T03:33:06.796811,2025-07-22T03:41:22.603424,495.806613,0.3636985911132811,0.01,0.007421286120881662,28.02843525387135,1.0,199.0,uniform
256,COMPLETE,"[169.0, 3.948606098357224]",2025-07-22T03:41:22.611970,2025-07-22T03:49:41.602140,498.99017,0.059365453398203434,0.6,0.003714768290425585,25.26867142941957,3.0,172.0,uniform
257,COMPLETE,"[173.0, 4.484133768658597]",2025-07-22T03:49:41.611257,2025-07-22T03:57:58.694035,497.082778,0.09065576126513779,0.2118275026488044,0.001,22.634732740016165,15.0,188.0,uniform
258,COMPLETE,"[198.0, 0.9344859237459102]",2025-07-22T03:57:58.703303,2025-07-22T04:06:14.809299,496.105996,0.24758014856788613,0.01,0.008,32.89645051804172,1.0,199.0,uniform
259,COMPLETE,"[178.0, 5.056848471942189]",2025-07-22T04:06:14.819974,2025-07-22T04:14:34.768426,499.948452,0.06510515912572876,0.15996320512481313,0.004555301353957375,27.51704450328143,6.0,184.0,uniform
260,COMPLETE,"[11.0, 2.4465908325321557]",2025-07-22T04:14:34.778307,2025-07-22T04:22:50.664678,495.886371,0.19940032264908,0.01,0.008,20.0,173.0,184.0,uniform
261,COMPLETE,"[168.0, 4.024967225128826]",2025-07-22T04:22:50.673084,2025-07-22T04:31:07.694863,497.021779,0.055280273134027544,0.4522201931676005,0.001,32.27155593730614,10.0,178.0,uniform
262,COMPLETE,"[172.0, 3.9275372462949605]",2025-07-22T04:31:07.703518,2025-07-22T04:39:24.557927,496.854409,0.07201153942037289,0.485654881001093,0.004925748924582665,20.0,3.0,175.0,uniform
263,COMPLETE,"[128.0, 2.9037407781533524]",2025-07-22T04:39:24.567279,2025-07-22T04:47:41.851247,497.283968,0.12157136440484363,0.01,0.008,25.527042007198744,40.0,168.0,uniform
264,COMPLETE,"[197.0, 0.9229483830086216]",2025-07-22T04:47:41.859870,2025-07-22T04:55:58.897340,497.03747,0.25784808365095635,0.01,0.008,33.10212592276385,1.0,198.0,uniform
265,COMPLETE,"[197.0, 0.9508914055093666]",2025-07-22T04:55:58.906048,2025-07-22T05:04:17.589579,498.683531,0.24352314533271446,0.01,0.008,35.77404404955905,1.0,198.0,uniform
266,COMPLETE,"[197.0, 0.873530743856137]",2025-07-22T05:04:17.598898,2025-07-22T05:12:35.057093,497.458195,0.30870320340443463,0.01,0.008,28.867952557763612,1.0,198.0,uniform
267,COMPLETE,"[173.0, 4.326146791929986]",2025-07-22T05:12:35.066080,2025-07-22T05:20:52.126712,497.060632,0.09595471038290553,0.22429585773203087,0.001,20.0,14.0,187.0,uniform
268,COMPLETE,"[29.0, 0.0]",2025-07-22T05:20:52.135795,2025-07-22T05:29:09.527217,497.391422,0.5,0.1998929360547258,0.008,20.0,62.0,91.0,uniform
269,COMPLETE,"[180.0, 4.59237681906536]",2025-07-22T05:29:09.536047,2025-07-22T05:37:26.774516,497.238469,0.07491580329202144,0.1862378392685158,0.0023436390854176224,23.807494496940485,9.0,189.0,uniform
270,COMPLETE,"[194.0, 0.9556507488579986]",2025-07-22T05:37:26.782980,2025-07-22T05:45:43.955509,497.172529,0.39847686473776545,0.01,0.008,20.0,5.0,199.0,uniform
271,COMPLETE,"[198.0, 0.8358262443162523]",2025-07-22T05:45:43.963586,2025-07-22T05:54:00.083192,496.119606,0.38437755765714704,0.01,0.008,24.015324074594346,1.0,199.0,uniform
272,COMPLETE,"[198.0, 0.8975545855821189]",2025-07-22T05:54:00.091912,2025-07-22T06:02:17.272787,497.180875,0.37419541294145725,0.01,0.007225330951415959,26.856187116863357,1.0,199.0,uniform
273,COMPLETE,"[177.0, 5.241398028036089]",2025-07-22T06:02:17.281775,2025-07-22T06:10:34.398344,497.116569,0.0841520739131961,0.07835753052851015,0.005695569423083663,22.962303422488738,8.0,185.0,uniform
274,COMPLETE,"[53.0, 0.0]",2025-07-22T06:10:34.406585,2025-07-22T06:18:50.571990,496.165405,0.15368643855346895,0.6,0.001,50.0,32.0,85.0,uniform
275,COMPLETE,"[198.0, 0.894349141663558]",2025-07-22T06:18:50.580277,2025-07-22T06:27:09.709982,499.129705,0.3718787761972474,0.01,0.008,26.492761037685703,1.0,199.0,uniform
