study_name,directions,n_objectives,sampler_name,creation_time,n_trials,n_completed_trials
CQ_MC_Pareto_SoftGate_th01,"['MAXIMIZE', 'MAXIMIZE']",2,NSGAIISampler,2025-09-01T16:41:49.407924,600,600
