result_schema_version,study_id,run_id,trial_id,family,family_role,family_trial_index,optuna_study_name,optuna_trial_number,status,failure_code,failure_message,global_seed,trial_seed,input_signal_seed,mask_seed,morphology_seed,beta_prime,theta,gamma,m0,Nvirt,geometry_mode,morphology_scheme,morphology_n_instances,morphology_beta_spread,morphology_weights_mode,MC,KR,GR,CQ,CQ_formula,runtime_seconds,started_at_utc,finished_at_utc,resolved_config_path,trial_log_path
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0001,uniform,baseline,1,uniform_mc_cq_study,0,completed,,,1234,822605836,2870441983,4175664996,,28.149116702273353,0.21953740336637312,0.056263664340426865,0.015424303004565229,100,uniform,,,,,5.384622298430039,77.0,4.0,73.0,KR_minus_GR,89.11373989999993,2026-03-12T16:24:10Z,2026-03-12T16:25:39Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0002,uniform,baseline,2,uniform_mc_cq_study,1,completed,,,1234,3830801295,1299180806,2620423767,,31.67985484871282,0.16361481684522267,0.0465878553085858,0.01562246613042023,100,uniform,,,,,4.9985082286395475,76.0,4.0,72.0,KR_minus_GR,86.94996320002247,2026-03-12T16:25:39Z,2026-03-12T16:27:06Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0003,uniform,baseline,3,uniform_mc_cq_study,2,completed,,,1234,379826909,3015631471,452068234,,32.74883612210223,0.2601492215587352,0.051469036197472,0.012011941506281505,100,uniform,,,,,3.563444672052081,74.0,3.0,71.0,KR_minus_GR,86.86692070000572,2026-03-12T16:27:06Z,2026-03-12T16:28:33Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0004,uniform,baseline,4,uniform_mc_cq_study,3,completed,,,1234,3201149240,3683736419,2166352710,,31.100777611032818,0.23403232431726406,0.0522150452874237,0.012734354232787497,100,uniform,,,,,4.350554365123943,75.0,4.0,71.0,KR_minus_GR,86.94343610000215,2026-03-12T16:28:33Z,2026-03-12T16:30:00Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0005,uniform,baseline,5,uniform_mc_cq_study,4,completed,,,1234,3822280574,2017292713,133671639,,30.018498991846858,0.12220295193450915,0.07636959729674245,0.016591694287633397,100,uniform,,,,,6.454746004584132,83.0,25.0,58.0,KR_minus_GR,86.89732710001408,2026-03-12T16:30:00Z,2026-03-12T16:31:27Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0006,uniform,baseline,6,uniform_mc_cq_study,5,completed,,,1234,179703293,1551451119,70063062,,29.189315903408232,0.218463388549359,0.03452287449857859,0.010425888072023694,100,uniform,,,,,3.614425469019245,78.0,1.0,77.0,KR_minus_GR,86.40657849999843,2026-03-12T16:31:27Z,2026-03-12T16:32:53Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0007,uniform,baseline,7,uniform_mc_cq_study,6,completed,,,1234,2805355882,2322789440,3662990142,,32.59884061189513,0.2242205029162524,0.05383215466356925,0.015464761715288945,100,uniform,,,,,5.824968099573605,73.0,4.0,69.0,KR_minus_GR,86.62471450000885,2026-03-12T16:32:53Z,2026-03-12T16:34:20Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0008,uniform,baseline,8,uniform_mc_cq_study,7,completed,,,1234,2460328142,2068643734,1024837803,,28.90101673301323,0.2108957844201711,0.08214764337367354,0.011234081086748152,100,uniform,,,,,3.8736079388342963,83.0,32.0,51.0,KR_minus_GR,86.04186289999052,2026-03-12T16:34:20Z,2026-03-12T16:35:46Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0009,uniform,baseline,9,uniform_mc_cq_study,8,completed,,,1234,3325916966,2765497311,3455160601,,31.812885852480953,0.14300269192233034,0.07225565826710012,0.01445497569827487,100,uniform,,,,,5.1379568159339275,83.0,23.0,60.0,KR_minus_GR,86.30510579998372,2026-03-12T16:35:46Z,2026-03-12T16:37:12Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0010,uniform,baseline,10,uniform_mc_cq_study,9,completed,,,1234,2062181733,19946477,395502359,,28.312752634044532,0.26797882057849043,0.056528445324250595,0.01691179150766967,100,uniform,,,,,5.157482043407769,73.0,4.0,69.0,KR_minus_GR,86.19203450001078,2026-03-12T16:37:12Z,2026-03-12T16:38:39Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
1.0,uniform_vs_heterogeneous_tims_frontier_300_v1,study300_run_20260312,uniform_trial_0011,uniform,baseline,11,uniform_mc_cq_study,10,completed,,,1234,3889524167,2871541344,2432510346,,27.358855336679113,0.1494859334102102,0.03284131672809091,0.014098571322987962,100,uniform,,,,,4.024963244168557,77.0,1.0,76.0,KR_minus_GR,86.95133049998549,2026-03-12T16:38:39Z,2026-03-12T16:40:06Z,results/raw/uniform_vs_heterogeneous_tims_frontier_300_v1/study300_run_20260312/resolved_config.yaml,
