timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 11:19:15,388,73.0,5.544964135903119,0.0657200835865795,0.2741079299398312,0.0045039572542957,0.4627329255425477,34.298146994547146,267,5.544964135891125,114,41,73,0.6470326178989098,True,0.7823899371069183,True
