timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 04:41:11,321,136.0,3.237034288875119,0.0156000895523827,0.4400275895755561,0.0024490921960693,0.3438491851897433,46.6994379533585,387,3.2370342880271066,172,36,136,0.8055758509592446,True,0.8603773584905661,True
