number,CQ,MC,gamma,theta,m0,h,beta_prime,Nvirt
100,47.0,0.5892144329136872,0.08988961292545601,0.5282134336624403,0.004249781967221172,0.47879371262673226,40.30604118062969,176
102,92.0,3.4070071581225054,0.015600089552382755,0.2551992245531969,0.0024490921960693786,0.3438491851897433,47.36823398732476,387
103,2.0,2.10310469949375,0.14652123947813578,0.14527381677983844,0.005822127471817829,0.3621883458670392,40.696610263100894,80
116,11.0,3.995863731347583,0.05609868344089709,0.3520699183782345,0.0010944666985623955,0.44098970520212144,28.20334144870354,151
119,34.0,5.057978295440681,0.059187361163126076,0.3275013607464429,0.0017670412335909899,0.47943842858556707,43.59266276223231,233
121,1.0,4.820106387480482,0.053353054891203885,0.465667826599445,0.0036926028262793524,0.3851457519547007,41.086163951905775,70
137,0.0,2.30673467795368,0.07733853095485856,0.10196816784338036,0.0020895036721601335,0.4446577995989211,44.04933877867934,141
150,48.0,5.289929762203858,0.069274461903986,0.34142235979698393,0.005263302416213085,0.374076550480799,45.54284233747276,248
152,13.0,4.830944890904809,0.08857297477348551,0.5065270758871951,0.004544691304773046,0.4966576565651361,25.76763971989888,355
154,12.0,0.8921496404532736,0.1499105717902883,0.7378875156010121,0.005309560405659283,0.4237743101048812,22.64382579689679,86
158,65.0,0.8697269165751096,0.07728821217816838,0.291055373929082,0.004305768634622887,0.44762742876852546,48.53424530349422,381
160,7.0,0.5883173954530846,0.1398374369525221,0.13849975043109392,0.005482084456051395,0.3995654076483664,38.85363280741848,183
166,21.0,5.046201200557273,0.06946516250523027,0.4220221240530778,0.002464691757491659,0.3158449143626015,45.53877138303464,150
168,53.0,3.8314495753246742,0.04311677257598365,0.7771588448685787,0.0012559170639996433,0.3708289520813075,43.23408606734672,344
172,133.0,2.7652322719385882,0.012748062481586112,0.5129446915461141,0.002955841011151792,0.42151213485124533,34.77097777289335,380
173,14.0,4.2394171177560125,0.059812746447082114,0.27319308107532586,0.0028332496775300914,0.328695823308702,28.60294379670797,168
174,2.0,4.649474031465351,0.0657200835865795,0.4363305547638077,0.001288633004677919,0.43803902936307104,38.909085472461896,32
176,1.0,2.3694857831894947,0.08576806192246061,0.3670067238636712,0.0046748526322685415,0.3149825948989308,46.67382749158149,112
177,23.0,5.1307948874992295,0.06946516250523027,0.4220221240530778,0.002464691757491659,0.3158449143626015,46.6994379533585,150
179,4.0,5.322085649774166,0.05432498733423014,0.11480444617254089,0.0020243702023142966,0.4717749505104731,39.177358089441995,104
180,58.0,3.449743378890987,0.017005257078706242,0.711643129774095,0.005822127471817829,0.4431531552026543,48.77831320059768,315
181,46.0,3.9551923870288244,0.04311677257598365,0.7771588448685787,0.00217613561553207,0.39563943394990164,43.23408606734672,344
182,98.0,3.2278279953571514,0.02964312761619531,0.5883604670826516,0.005884523604555656,0.4331340339328041,25.75833575464257,388
183,35.0,5.628773155529171,0.0657200835865795,0.2741079299398312,0.004249781967221172,0.43803902936307104,38.909085472461896,176
186,0.0,4.1011972682055875,0.09235491385972783,0.5505486893749416,0.0010961464349719477,0.3851457519547007,33.25466819727084,70
187,10.0,4.249336887495478,0.07956254844284566,0.7211659876832408,0.0019153057087142231,0.41269244471616534,31.954737768225158,360
188,34.0,2.772977200769628,0.012748062481586112,0.5129446915461141,0.004305768634622887,0.44762742876852546,34.77097777289335,381
189,0.0,1.9847783594853485,0.14870205821257423,0.14899385780949956,0.004876008624721988,0.3083415752586432,47.884114292673885,47
190,0.0,2.0457626389614987,0.1481440206104329,0.1132386511485777,0.003959772838017819,0.47521163295922847,35.36687934118963,36
