timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 09:25:40,379,80.0,5.440903454156719,0.069274461903986,0.3414223597969839,0.00528861287487,0.4607867044725622,35.13826524755751,267,5.440903454181488,150,70,80,0.6268802799971237,True,0.8050314465408805,True
