timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 12:49:30,391,62.0,6.097884258078679,0.0670777918742046,0.0842976310616293,0.0058845236045556,0.4331340339328041,41.7965657362074,388,6.097884258091315,97,35,62,0.6066852135508276,True,0.8515723270440252,True
