timestamp,number,original_CQ,original_MC,gamma,theta,m0,h,beta_prime,Nvirt,calculated_MC,calculated_KR,calculated_GR,calculated_CQ,NARMA10_NRMSE,NARMA10_success,TI46_accuracy,TI46_success
2025-06-29 07:19:25,344,102.0,4.713102753563907,0.0296431276161953,0.3312300522849528,0.0058845236045556,0.4331340339328041,45.50633412511019,315,4.713102753401005,198,96,102,0.7899369836568046,True,0.32955974842767294,True
