result_schema_version,study_id,run_id,frontier_point_id,frontier_scope,endpoint_ref,family,family_role,source_trial_id,source_optuna_trial_number,MC,CQ,KR,GR,beta_prime,theta,gamma,m0,Nvirt,geometry_mode,morphology_scheme,morphology_n_instances,morphology_beta_spread,morphology_weights_mode,pareto_rank,duplicate_count,frontier_algorithm,dominance_epsilon,generated_at_utc
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,uniform_frontier_0001,family_primary_endpoint,comparison.primary_endpoint,uniform,baseline,uniform_trial_0016,15,4.163162599754343,85.0,87.0,2.0,20.0,0.2,0.05,0.01,100,uniform,,,,,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,uniform_frontier_0002,family_primary_endpoint,comparison.primary_endpoint,uniform,baseline,uniform_trial_0030,29,3.9695832216145632,87.0,88.0,1.0,20.0,0.2,0.05,0.01,100,uniform,,,,,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,uniform_frontier_0003,family_primary_endpoint,comparison.primary_endpoint,uniform,baseline,uniform_trial_0057,56,4.632553798690341,82.0,83.0,1.0,20.0,0.2,0.05,0.01,100,uniform,,,,,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,uniform_frontier_0004,family_primary_endpoint,comparison.primary_endpoint,uniform,baseline,uniform_trial_0073,72,3.6642082638001003,89.0,90.0,1.0,20.0,0.2,0.05,0.01,100,uniform,,,,,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,heterogeneous_frontier_0001,family_primary_endpoint,comparison.primary_endpoint,heterogeneous,candidate,heterogeneous_trial_0018,17,4.350110769000471,67.0,68.0,1.0,20.0,0.2,0.05,0.01,100,distributional_beta,random,5,3.0,equal,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,heterogeneous_frontier_0002,family_primary_endpoint,comparison.primary_endpoint,heterogeneous,candidate,heterogeneous_trial_0054,53,3.8813534406704386,76.0,77.0,1.0,20.0,0.2,0.05,0.01,100,distributional_beta,random,5,3.0,equal,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,heterogeneous_frontier_0003,family_primary_endpoint,comparison.primary_endpoint,heterogeneous,candidate,heterogeneous_trial_0057,56,4.143061649749491,70.0,71.0,1.0,20.0,0.2,0.05,0.01,100,distributional_beta,random,5,3.0,equal,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,heterogeneous_frontier_0004,family_primary_endpoint,comparison.primary_endpoint,heterogeneous,candidate,heterogeneous_trial_0073,72,3.6663504338242423,78.0,79.0,1.0,20.0,0.2,0.05,0.01,100,distributional_beta,random,5,3.0,equal,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
1.0,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_04,uniform_vs_heterogeneous_fixed_geometry_beta20_v2_seed_sweep_seed_04_1618033988,heterogeneous_frontier_0005,family_primary_endpoint,comparison.primary_endpoint,heterogeneous,candidate,heterogeneous_trial_0098,97,4.050168050379426,71.0,72.0,1.0,20.0,0.2,0.05,0.01,100,distributional_beta,random,5,3.0,equal,0,1,pareto_nondominated,0.0,2026-03-14T12:02:57Z
