study_name,directions,n_objectives,sampler_name,creation_time,n_trials,n_completed_trials
Reservoir_Morphology_CQ_MC_Pareto_normaldistribution,"['MAXIMIZE', 'MAXIMIZE']",2,NSGAIISampler,2025-07-25T10:45:55.111819,200,77
