number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,param_weight_2,param_weight_3,param_weight_4,param_weight_5,param_weight_6,param_weight_7,param_weight_8,param_weight_9,attr_CQ,attr_GR,attr_KR,attr_MC,attr_morph_type,attr_weights
95,COMPLETE,[0.05448502839315149],2025-09-17T08:49:37.541924,2025-09-17T08:58:31.450861,533.908937,0.047401787637404845,0.2,0.04090812691907166,50.0,3,2.7162682033982413,0.25459279059917755,0.6399254890988236,0.3525472844527975,,,,,,,,29.0,7.0,36.0,5.703859091592091,random,"[0.20415349274161457, 0.5131450242029473, 0.2827014830554382]"
96,COMPLETE,[0.11377160667068305],2025-09-17T08:58:31.466287,2025-09-17T09:09:08.579485,637.113198,0.046043216383766974,0.2,0.0436845209105211,50.0,6,0.161619804153056,0.13354457530326574,0.08992250796870234,0.21359438754785698,0.5226614714903995,0.30106289468725145,0.5462352874270864,,,,,36.0,8.0,44.0,5.728913635790834,random,"[0.07390316222550658, 0.049762842699106656, 0.11820248510701563, 0.28923927032498786, 0.16660729120315268, 0.3022849484402306]"
97,COMPLETE,[0.09431348511568695],2025-09-17T09:09:08.595270,2025-09-17T09:21:18.056301,729.461031,0.04600330671154986,0.2,0.03915416437330977,50.0,8,1.0599464362020388,0.5325331188109813,0.7027701193841298,0.2598125272784398,0.34673094886447403,0.6698467913033732,0.129657417396107,0.044496449685827826,0.1333007702296022,,,27.0,6.0,33.0,5.850547803152129,random,"[0.18889859340743123, 0.24928456531837617, 0.09215994126732817, 0.1229913900520632, 0.23760609848680667, 0.0459917006207047, 0.015783650744660666, 0.04728406010262925]"
98,COMPLETE,[0.17456831782338805],2025-09-17T09:21:18.072706,2025-09-17T09:30:11.636997,533.564291,0.04794431415891208,0.2,0.05474618901301579,50.0,3,0.9767457696893133,0.7522526711885178,0.582863215085717,0.0514835434167176,,,,,,,,40.0,7.0,47.0,5.394638052104514,random,"[0.5425162127437058, 0.42035443157194036, 0.03712935568435387]"
99,COMPLETE,[0.08710879970935496],2025-09-17T09:30:11.652688,2025-09-17T09:39:03.524875,531.872187,0.0480971052662876,0.2,0.04501873935370115,50.0,3,2.275914605076629,0.9333195023182929,0.7212472610086746,0.7253531354957896,,,,,,,,32.0,7.0,39.0,5.313644836881201,random,"[0.3921642500573088, 0.3030552672656942, 0.3047804826769969]"
100,COMPLETE,[0.4363737056931562],2025-09-17T09:39:03.539836,2025-09-17T09:52:54.052765,830.512929,0.0514480014612553,0.2,0.050070817678263824,50.0,10,0.020044008985706463,0.3628669486133697,0.6893608322202361,0.4116596034789967,0.4037595564265732,0.025056092746715823,0.4792103324922896,0.022789062708233436,0.5013104746498293,0.07352173749248983,0.30222479312254436,58.0,12.0,70.0,5.532656149850862,random,"[0.11090881097426475, 0.21070034216656955, 0.12582208802003475, 0.12340747068281728, 0.007658293114923728, 0.14646869434209933, 0.006965384579241899, 0.15322351314943733, 0.02247162084398675, 0.09237378212662471]"
101,COMPLETE,[0.240312775814225],2025-09-17T09:52:54.069238,2025-09-17T10:03:07.096951,613.027713,0.046016432128256055,0.2,0.030402028538652856,50.0,5,2.418224221785434,0.4185312706388252,0.9802720858747641,0.338750337029922,0.7582675972303484,0.6634661796444357,,,,,,20.0,6.0,26.0,6.037072633036699,random,"[0.1324764759641866, 0.31028264919019044, 0.10722365096616893, 0.2400122193153738, 0.21000500456408025]"
102,COMPLETE,[0.1492028304133993],2025-09-17T10:03:07.111964,2025-09-17T10:16:07.395303,780.283339,0.046700039114808786,0.2,0.03302027336058231,50.0,9,0.2943506653060568,0.7199511953348523,0.46213602178363217,0.4800083876054948,0.7697235968434056,0.5159343900906999,0.07456619634689213,0.6428129459328565,0.7064099629128433,0.18490260543244033,,25.0,8.0,33.0,5.977392143404318,random,"[0.15800720684040767, 0.10142468330566105, 0.10534711946722482, 0.168930722477392, 0.113231775180573, 0.01636499319097037, 0.14107772688739612, 0.15503532162646166, 0.0405804510239134]"
103,COMPLETE,[0.06631952389717809],2025-09-17T10:16:07.411730,2025-09-17T10:26:44.448771,637.037041,0.05039850197676796,0.2,0.048761874351538656,50.0,6,1.9941767174590845,0.20949507864584635,0.2704407105291474,0.5042863274015693,0.7536963330509324,0.43492416167760767,0.9087284336930687,,,,,31.0,9.0,40.0,5.3924512877151,random,"[0.06798320583453257, 0.08776066057867177, 0.1636458546753604, 0.24458184544350806, 0.14113715222744952, 0.2948912812404777]"
104,COMPLETE,[0.33602850890507885],2025-09-17T10:26:44.464785,2025-09-17T10:35:40.178980,535.714195,0.047506638844595196,0.2,0.04789673697555044,50.0,3,0.06630390190781155,0.09763593370744605,0.9993362332598578,0.2604693467287484,,,,,,,,55.0,9.0,64.0,5.640716890448257,random,"[0.07192643861436224, 0.7361910057832675, 0.19188255560237025]"
105,COMPLETE,[0.10308736001501588],2025-09-17T10:35:40.194744,2025-09-17T10:46:57.469450,677.274706,0.05125269078852364,0.2,0.04749791809923057,50.0,7,0.6320530575912882,0.6474036871520368,0.7645331817936498,0.07733001671868271,0.018777466946562404,0.0908453903953251,0.6565929142744951,0.41134666681378335,,,,37.0,10.0,47.0,5.549726756205768,random,"[0.24276157506699417, 0.2866824565359955, 0.028996987553726733, 0.0070411206209973305, 0.03406494355470976, 0.24620732505910448, 0.1542455916084721]"
106,COMPLETE,[0.09167017503871752],2025-09-17T10:46:57.485465,2025-09-17T10:57:41.904261,644.418796,0.04506342144006943,0.2,0.05466718855073652,50.0,6,0.5981145659453616,0.4102163167011434,0.8296187980621481,0.5123728224505105,0.9155335291376662,0.6758574615916251,0.6983847137626185,,,,,34.0,6.0,40.0,5.510207111665226,random,"[0.10148886117907015, 0.20525040960137336, 0.12676271550527352, 0.2265059956430977, 0.16720935102706505, 0.1727826670441202]"
107,COMPLETE,[0.07269806154570316],2025-09-17T10:57:41.920093,2025-09-17T11:10:42.167645,780.247552,0.0488955118978055,0.2,0.036655164551023404,50.0,9,0.8118021050340226,0.5650255481937141,0.905146554238226,0.6319830539190623,0.5278917807456963,0.8730180162683502,0.6666203490817468,0.46783976837308616,0.6811740768656748,0.6868783566883044,,26.0,9.0,35.0,5.825357234708763,random,"[0.09408346620823828, 0.15071765431034867, 0.1052326863584375, 0.08790025278355543, 0.14536787105528676, 0.1110002074898288, 0.07790087931299838, 0.11342357606234801, 0.11437340641895823]"
108,COMPLETE,[0.3389473334070356],2025-09-17T11:10:42.184123,2025-09-17T11:23:45.290122,783.105999,0.04961398747639171,0.2,0.037053992128299636,50.0,9,0.009576364494589762,0.1994565790271515,0.19387561837301598,0.47018270609106005,0.5287940901004521,0.7672138030971227,0.940120422312879,0.6275300797834295,0.13290147415728992,0.5727128201709383,,54.0,13.0,67.0,5.767179185784265,random,"[0.04499574474017702, 0.04373672645046561, 0.10606930655137264, 0.11929154713435232, 0.1730770507229008, 0.21208334542657198, 0.14156556491864025, 0.029981466823215737, 0.12919924723230358]"
109,COMPLETE,[0.07902225013226385],2025-09-17T11:23:45.305556,2025-09-17T11:32:41.180134,535.874578,0.04837072433982904,0.2,0.030562460310088285,50.0,3,1.9435681876570556,0.560967559914516,0.9184788813267956,0.4485555054767507,,,,,,,,24.0,7.0,31.0,5.739532451924129,random,"[0.2909579841811996, 0.4763889802550638, 0.2326530355637366]"
110,COMPLETE,[0.059779814719608707],2025-09-17T11:32:41.195147,2025-09-17T11:45:45.158042,783.962895,0.04923883985566175,0.2,0.035964563502736885,50.0,9,2.06153959992227,0.04565515206551897,0.3694325350445242,0.8165125629462328,0.44875899462110735,0.06865129126552585,0.7984704600104633,0.998485637318431,0.4977756043161554,0.3503209453430611,,26.0,8.0,34.0,5.721826916318053,random,"[0.01039019016450854, 0.08407538072725154, 0.18582176198968206, 0.10212848016485888, 0.015623646817871343, 0.18171574389557385, 0.22723515701756483, 0.11328367016882965, 0.07972596905385933]"
111,COMPLETE,[0.06624185841283152],2025-09-17T11:45:45.175046,2025-09-17T11:56:57.563904,672.388858,0.04995594519084222,0.2,0.04607255002056854,50.0,7,1.5760286008557827,0.9325390156940069,0.8521023060001183,0.7865481131431827,0.012404872978205035,0.4868261417978554,0.34489790606957427,0.05747473498376461,,,,33.0,7.0,40.0,5.405947956820723,random,"[0.26852708795126573, 0.24536512362057583, 0.22648861956592442, 0.0035720161421490117, 0.14018288135455673, 0.09931426867799968, 0.016550002687528556]"
112,COMPLETE,[0.07355284777267425],2025-09-17T11:56:57.579918,2025-09-17T12:09:08.506190,730.926272,0.05084667004013435,0.2,0.04454074891016242,50.0,8,1.392637658663039,0.25173187376285866,0.22738903837779592,0.9145344593338506,0.5663336595853137,0.06867692665752823,0.3126339626452084,0.6614515058282444,0.49575779107344115,,,33.0,8.0,41.0,5.4487210210567,random,"[0.07195404045832629, 0.0649959809325897, 0.2614069029233534, 0.16187856724532926, 0.019630340351434634, 0.0893620520141666, 0.1890666751895784, 0.1417054408852217]"
113,COMPLETE,[0.06672060207832997],2025-09-17T12:09:08.522204,2025-09-17T12:18:03.953052,535.430848,0.04921670719664304,0.2,0.03285313558271757,50.0,3,1.2926881321678099,0.24095359141404413,0.17172412165308412,0.575030703130063,,,,,,,,27.0,10.0,37.0,5.807056008766667,random,"[0.24395214970603116, 0.17386115055518594, 0.5821866997387829]"
114,COMPLETE,[0.07556102726318215],2025-09-17T12:18:03.969066,2025-09-17T12:28:20.961832,616.992766,0.051374407652034666,0.2,0.03773796625766064,50.0,5,1.772726790811399,0.7540448239911727,0.4875989647999691,0.8719572929065167,0.7206259917643271,0.02590579193318584,,,,,,29.0,8.0,37.0,5.46174926367431,random,"[0.2636397885966706, 0.17048122858187564, 0.3048660093579402, 0.2519554250374874, 0.0090575484260262]"
115,COMPLETE,[0.09199360426952219],2025-09-17T12:28:20.977729,2025-09-17T12:41:24.276671,783.298942,0.04791669651961711,0.2,0.040060694576074855,50.0,9,2.6276802793874445,0.584930266158714,0.8676075733516777,0.38671514484291314,0.09491617328345367,0.6557005758009515,0.026632069016755855,0.9082376805719078,0.47659882433522427,0.2768679632266049,,24.0,7.0,31.0,5.45651856095996,random,"[0.13672325015742942, 0.20279704120773775, 0.09039188865237777, 0.022185974046175158, 0.1532653019347757, 0.006225054925435903, 0.21229403706311614, 0.11140155340609549, 0.06471589860685675]"
116,COMPLETE,[0.07068738090478703],2025-09-17T12:41:24.292685,2025-09-17T12:51:08.191822,583.899137,0.046888285695977916,0.2,0.04552425911167708,50.0,4,2.2568242050991745,0.7363226846739074,0.4985292478225417,0.2428402785297163,0.4837541377720517,,,,,,,30.0,6.0,36.0,5.368297529856673,random,"[0.3753978206567078, 0.254164100959474, 0.12380674020398526, 0.24663133817983296]"
117,COMPLETE,[0.15092779546018514],2025-09-17T12:51:08.207351,2025-09-17T13:02:17.260175,669.052824,0.051976993759798557,0.2,0.046831778548577986,50.0,7,0.11500449749927033,0.6234623193045452,0.15307874968817037,0.9711932612907087,0.5160376415920428,0.12826127238164067,0.878280966498881,0.021910288871279694,,,,42.0,11.0,53.0,5.580490202940533,random,"[0.18937418130966796, 0.04649705683968432, 0.29499606159928127, 0.15674436589924726, 0.03895884755008714, 0.2667743243506985, 0.0066551624513335236]"
118,COMPLETE,[0.06732083424317833],2025-09-17T13:02:17.276721,2025-09-17T13:14:32.422039,735.145318,0.05241873228734246,0.2,0.043171220379202714,50.0,8,2.752319685714556,0.8421455039659793,0.21996866362483541,0.9518136945505019,0.7589014961559333,0.7714264826553549,0.2169480422251948,0.8414947772183196,0.08645630845936744,,,31.0,10.0,41.0,5.335695608738428,random,"[0.17959429994516204, 0.04691008616388821, 0.20298192336834145, 0.1618418459608221, 0.164512900038286, 0.0462659143632753, 0.17945552723409114, 0.018437502926133706]"
119,COMPLETE,[0.07477491273935911],2025-09-17T13:14:32.437888,2025-09-17T13:23:30.015318,537.57743,0.049900475576697606,0.2,0.04409402614288914,50.0,3,1.509394347161765,0.5836230174611895,0.9973949311238274,0.5434168831655696,,,,,,,,32.0,9.0,41.0,5.5351103572385645,random,"[0.27471919060010414, 0.46948718605877376, 0.25579362334112205]"
120,COMPLETE,[0.05822957678095911],2025-09-17T13:23:30.032619,2025-09-17T13:32:35.045678,545.013059,0.04994355451431131,0.2,0.038442263113460225,50.0,3,1.110122126780209,0.3464167462118836,0.7260117259527075,0.6489877364926832,,,,,,,,30.0,9.0,39.0,5.724134778708882,random,"[0.20123938909701156, 0.4217525792434623, 0.3770080316595262]"
121,COMPLETE,[0.05661320452735714],2025-09-17T13:32:35.060495,2025-09-17T13:46:30.404786,835.344291,0.05075034282607802,0.2,0.03792632881880322,50.0,10,1.4304234216625165,0.5207353720023645,0.8463360930942091,0.3318314914095516,0.40981552991068937,0.47201843578965363,0.8373181480802601,0.9038354149590938,0.24886883859650566,0.05822372637502159,0.11747420336292658,29.0,8.0,37.0,5.647855773098689,random,"[0.10971032586663901, 0.17830900983166204, 0.06991140416554883, 0.08634135061504314, 0.09944647356375279, 0.17640907804419112, 0.19042316546247756, 0.05243254606554871, 0.012266775673815063, 0.02474987071132163]"
122,COMPLETE,[0.10602091600386673],2025-09-17T13:46:30.421067,2025-09-17T13:55:29.560219,539.139152,0.04505865523589084,0.2,0.03677671601721081,50.0,3,1.7020523295375456,0.11488619180806972,0.18554187376709264,0.6790742084384788,,,,,,,,32.0,7.0,39.0,5.802643076708291,random,"[0.11729037783374227, 0.1894246483030714, 0.6932849738631863]"
123,COMPLETE,[0.140509601928861],2025-09-17T13:55:29.575231,2025-09-17T14:04:26.605759,537.030528,0.05236283837705515,0.2,0.051189139981638807,50.0,3,0.506394220082023,0.6095580586463901,0.32118824632927634,0.4251256805096471,,,,,,,,40.0,11.0,51.0,5.455382352608739,random,"[0.4495690339292674, 0.23688685197984374, 0.3135441140908888]"
124,COMPLETE,[0.11362751587408164],2025-09-17T14:04:26.622146,2025-09-17T14:15:15.390534,648.768388,0.045917101353843914,0.2,0.05151294254348869,50.0,6,2.7908997321586364,0.4702936002015682,0.7690058308500741,0.571115537509926,0.1922781231414753,0.2709717600908974,0.8124577150035338,,,,,33.0,5.0,38.0,5.222007262266215,random,"[0.15238979982885137, 0.24918188250963907, 0.18505925320476918, 0.06230411105836467, 0.08780330470545429, 0.26326164869292146]"
125,COMPLETE,[0.11006581980909874],2025-09-17T14:15:15.406547,2025-09-17T14:25:37.702912,622.296365,0.05168250501751913,0.2,0.05331913590055416,50.0,5,0.5787341285028034,0.07095964891513548,0.38511745865133196,0.31994237753515425,0.7365016560864479,0.3885144875236132,,,,,,39.0,10.0,49.0,5.4920799166802965,random,"[0.03732683798421195, 0.20258297784367307, 0.16829899066751144, 0.38742127972928597, 0.20436991377531755]"
126,COMPLETE,[0.05601755273723607],2025-09-17T14:25:37.718980,2025-09-17T14:35:55.877949,618.158969,0.05015117857562882,0.2,0.043650142765788665,50.0,5,0.9019302497524235,0.2723689460392826,0.35977919535695907,0.747556528998778,0.5823105494264376,0.3043449516362017,,,,,,31.0,9.0,40.0,5.6256690295655964,random,"[0.12017902073530641, 0.15874758120442933, 0.3298489527010928, 0.2569364555378291, 0.1342879898213423]"
127,COMPLETE,[0.07196796177705936],2025-09-17T14:35:55.893928,2025-09-17T14:49:52.288375,836.394447,0.05149264669266615,0.2,0.03741869886066873,50.0,10,2.939706039205735,0.5017351354751552,0.7375501220263451,0.8854629276261942,0.6614862125197806,0.3248615166129529,0.9713901669357184,0.9676926646935733,0.5754889794053567,0.29512192591465014,0.6509861960051422,26.0,8.0,34.0,5.440220642074705,random,"[0.07634696422091018, 0.1122299571947391, 0.13473723818523956, 0.10065562610449041, 0.04943283583700285, 0.14781243145220715, 0.14724979780064826, 0.08756978216919101, 0.0449074850962428, 0.09905788193932868]"
128,COMPLETE,[0.06602445262962077],2025-09-17T14:49:52.305391,2025-09-17T15:00:09.876267,617.570876,0.05230737062563219,0.2,0.03770025524538957,50.0,5,2.03390187959332,0.5998438833614281,0.1172459046668663,0.21387674966077602,0.1874939086765611,0.3479327842104477,,,,,,29.0,11.0,40.0,5.427846981431866,random,"[0.4090607286326443, 0.07995529590709152, 0.14585224836093494, 0.1278605934391168, 0.23727113366021252]"
129,COMPLETE,[0.04451368555804246],2025-09-17T15:00:09.893114,2025-09-17T15:12:37.370929,747.477815,0.05199310471758169,0.2,0.03878470845484726,50.0,8,0.7356842315790902,0.7787368714513301,0.6491444044430568,0.8023078337284132,0.4166186295530163,0.4136182148387706,0.953702597045017,0.14220327242622288,0.6674944405882876,,,30.0,11.0,41.0,5.675031743726855,random,"[0.16143551380592705, 0.13457043618623227, 0.16632187599783058, 0.08636683967161536, 0.08574484075416024, 0.19770666372207557, 0.02947935200015281, 0.13837447786200618]"
130,COMPLETE,[0.08573144358219367],2025-09-17T15:12:37.388346,2025-09-17T15:22:56.056938,618.668592,0.05135237463032971,0.2,0.048780391328962974,50.0,5,2.007586700984258,0.8345785569874847,0.2500737052586416,0.5746947286748263,0.2398356421459187,0.251009076442532,,,,,,34.0,9.0,43.0,5.266592438223888,random,"[0.3881414635246202, 0.1163029808703427, 0.26727604154233814, 0.11154151561706124, 0.1167379984456378]"
131,COMPLETE,[0.04582612071003058],2025-09-17T15:22:56.072933,2025-09-17T15:33:13.643459,617.570526,0.04708952232983321,0.2,0.042898878102588356,50.0,5,0.8952252243018999,0.5977609040826505,0.5352255797163998,0.04012903862345795,0.45842696766028956,0.46371694651666073,,,,,,29.0,7.0,36.0,5.720430931450791,random,"[0.28529207106342785, 0.25544597025419175, 0.019152300628024446, 0.21879246056722332, 0.22131719748713272]"
132,COMPLETE,[0.05018536698925412],2025-09-17T15:33:13.660001,2025-09-17T15:43:01.513508,587.853507,0.04836573387651631,0.2,0.04096572575063085,50.0,4,2.043972244803706,0.02646412834519673,0.3944422731750368,0.5495523397548355,0.75510950937231,,,,,,,28.0,7.0,35.0,5.662479142384182,random,"[0.015336471527723241, 0.22858688610378314, 0.3184761538980917, 0.43760048847040195]"
133,COMPLETE,[0.13533517461624392],2025-09-17T15:43:01.529547,2025-09-17T15:56:10.845029,789.315482,0.04573572061989887,0.2,0.03444490470807613,50.0,9,0.4637870546078613,0.6544500222128904,0.7100981913685648,0.9857737383831164,0.36213972384399823,0.5677702884296012,0.7446535125384671,0.997943861453645,0.8461311376288722,0.5843471919023742,,25.0,7.0,32.0,5.98789008491481,random,"[0.10141311338405483, 0.1100363143874214, 0.1527548025189776, 0.05611691592717976, 0.08798128303505243, 0.11539098255899001, 0.154640676197576, 0.13111588369726238, 0.09055002829348562]"
134,COMPLETE,[0.14899233306043294],2025-09-17T15:56:10.862044,2025-09-17T16:07:26.041793,675.179749,0.050482902401996724,0.2,0.04708471624569078,50.0,7,2.849122818729353,0.5377575789070816,0.1748137883403476,0.7106861879546926,0.048537343619878486,0.1454202739519092,0.6227365753645587,0.7803472267990007,,,,37.0,8.0,45.0,5.1874105368657375,random,"[0.1780477970457263, 0.05787963039121546, 0.23530325767481558, 0.01607037714565439, 0.0481476420574953, 0.20618375218216656, 0.25836754350292646]"
135,COMPLETE,[0.08587561386471157],2025-09-17T16:07:26.057569,2025-09-17T16:20:34.895917,788.838348,0.045687799187991755,0.2,0.04560099331846041,50.0,9,2.4315302866132638,0.2687520416889312,0.27769590032967756,0.5089678148189779,0.01343086565683819,0.5980117907911181,0.6550148170079408,0.43204277271590946,0.06760388530200787,0.6714768965793054,,27.0,5.0,32.0,5.5642584203600265,random,"[0.07694024880052681, 0.07950076035880647, 0.1457109313757651, 0.003845083887547418, 0.17120307507234922, 0.1875223074470811, 0.12368828238970961, 0.019354121822967307, 0.19223518884524696]"
136,COMPLETE,[0.07017295676856193],2025-09-17T16:20:34.912466,2025-09-17T16:31:21.684353,646.771887,0.045051186811006325,0.2,0.038536568378663795,50.0,6,0.9590071652341956,0.5542265741551907,0.21475426864416597,0.9894725103204566,0.2504088395097047,0.10895892592750274,0.4730891927026545,,,,,27.0,6.0,33.0,5.850746489180008,random,"[0.21391191032225704, 0.08288757341806809, 0.38190149076962243, 0.09664898025279708, 0.042054302479705666, 0.1825957427575496]"
137,COMPLETE,[0.04821735249597548],2025-09-17T16:31:21.700360,2025-09-17T16:41:11.817861,590.117501,0.04567322595675472,0.2,0.041880592789009144,50.0,4,1.4270724400435504,0.23928546364969136,0.28913293196371753,0.7272858154799267,0.6615868732190392,,,,,,,28.0,6.0,34.0,5.652038292585091,random,"[0.12480393071639913, 0.15080283548463555, 0.37932988967127207, 0.3450633441276933]"
138,COMPLETE,[0.0855817896798621],2025-09-17T16:41:11.834699,2025-09-17T16:51:26.562498,614.727799,0.04805056406860136,0.2,0.03956141186863709,50.0,5,2.778261266734287,0.42877856318416235,0.26113603917544204,0.6142027010581596,0.8276087895483913,0.5683997228851343,,,,,,25.0,7.0,32.0,5.554364977132112,random,"[0.1587994754418427, 0.0967125448904727, 0.22747188203321375, 0.30650749112869197, 0.21050860650577888]"
139,COMPLETE,[0.05323596069131647],2025-09-17T16:51:26.578384,2025-09-17T17:01:05.074418,578.496034,0.04691871667622043,0.2,0.03824425313055693,50.0,4,0.9932476535205814,0.3511883546960806,0.4638525831253419,0.38025639864273086,0.020768656190587806,,,,,,,27.0,8.0,35.0,5.741642113687769,random,"[0.28879054000138304, 0.381437015694128, 0.3126938841638105, 0.017078560140678423]"
140,COMPLETE,[0.04109587031464222],2025-09-17T17:01:05.090693,2025-09-17T17:10:04.700222,539.609529,0.04735596069213438,0.2,0.04289887244391206,50.0,3,2.5593841628792307,0.35675557303782685,0.8533079128123296,0.2221013341036739,,,,,,,,29.0,8.0,37.0,5.649810729973406,random,"[0.2491023156464127, 0.5958168368078182, 0.15508084754576915]"
141,COMPLETE,[0.08226008143881167],2025-09-17T17:10:04.716422,2025-09-17T17:20:48.981622,644.2652,0.04776580408739686,0.2,0.05148939817679431,50.0,6,0.25922957595042984,0.9644262014346586,0.010635188161808817,0.5322474379991896,0.21032518122479435,0.6205827276468815,0.1274857601172524,,,,,36.0,9.0,45.0,5.631180402771414,random,"[0.39113648251180017, 0.004313248729942217, 0.21586036382590448, 0.08530030752539297, 0.2516859712420673, 0.05170362616489286]"
142,COMPLETE,[0.046315868588275265],2025-09-17T17:20:48.997198,2025-09-17T17:32:06.352238,677.35504,0.04916973627956201,0.2,0.034912976389335895,50.0,7,1.666656613091369,0.6401132516046911,0.5871458600522709,0.6026218213036117,0.10625976348261244,0.581106223422697,0.3243981374525271,0.8256693914498784,,,,27.0,7.0,34.0,5.720372874421794,random,"[0.17454550476839553, 0.16010240415829924, 0.16432237532999372, 0.028974816576828055, 0.15845552148326647, 0.08845659186969367, 0.2251427858135234]"
143,COMPLETE,[0.13511634484837506],2025-09-17T17:32:06.368417,2025-09-17T17:41:52.360549,585.992132,0.049410026041788596,0.2,0.032860622297494944,50.0,4,0.27347760019295764,0.08713057467331443,0.1697109807595074,0.6420892110230223,0.22940870118675094,,,,,,,30.0,11.0,41.0,5.9212345193423905,random,"[0.07722017812188531, 0.15040773244782382, 0.5690567683185979, 0.20331532111169298]"
144,COMPLETE,[0.09729877576667928],2025-09-17T17:41:52.376761,2025-09-17T17:52:37.011255,644.634494,0.04969069606161502,0.2,0.031937280935314845,50.0,6,0.7123831042331152,0.2068065887333626,0.21741300931698002,0.46859988368950306,0.8017806928408362,0.09061802199006846,0.38364749761549805,,,,,24.0,10.0,34.0,5.939919681842158,random,"[0.09535241821921842, 0.10024272590956938, 0.21605758482215298, 0.3696774286162804, 0.041781297123641425, 0.17688854530913745]"
145,COMPLETE,[0.14979458912110039],2025-09-17T17:52:37.026267,2025-09-17T18:04:53.880967,736.8547,0.051252099085717914,0.2,0.04254177177258839,50.0,8,0.08151332703744396,0.28396911988409346,0.9675567561657187,0.9139804239570555,0.7728219039871866,0.43587232775851625,0.8883625215206813,0.3121556435525702,0.6083297022114571,,,42.0,11.0,53.0,5.690542424387837,random,"[0.05478805097340767, 0.18667716017188585, 0.17634032206352193, 0.14910566996262928, 0.08409574717447689, 0.17139768976220432, 0.06022626445289442, 0.11736909543897965]"
146,COMPLETE,[0.08115464384052408],2025-09-17T18:04:53.898293,2025-09-17T18:15:43.349770,649.451477,0.052085106555647236,0.2,0.04035288363456117,50.0,6,0.1467247730157949,0.3819905428484348,0.6480980022323916,0.4874213151129624,0.09728436874047172,0.2829431019238783,0.5507497836506269,,,,,35.0,12.0,47.0,5.694993190354024,random,"[0.15601084464970635, 0.2646932460424314, 0.19907040238222884, 0.03973244056054167, 0.11555833814573474, 0.224934728219357]"
147,COMPLETE,[0.11907281654705341],2025-09-17T18:15:43.365785,2025-09-17T18:25:53.283423,609.917638,0.04749018977549211,0.2,0.03196888042283941,50.0,5,2.88191753738865,0.42798466489207837,0.7897837795810474,0.6161135645130364,0.9058320373538399,0.2321756941364945,,,,,,21.0,6.0,27.0,5.672558649349787,random,"[0.1440109500238248, 0.2657513732169679, 0.20731373580981244, 0.30480001495903536, 0.0781239259903595]"
148,COMPLETE,[0.039154392949510904],2025-09-17T18:25:53.299710,2025-09-17T18:35:33.719557,580.419847,0.04519034560968749,0.2,0.04509731891320738,50.0,4,2.4510927452627675,0.08204835740731832,0.9691929616679228,0.40060485910606086,0.37380673869285064,,,,,,,28.0,6.0,34.0,5.679584313158195,random,"[0.04494192551550265, 0.5308747093764986, 0.21943100761560347, 0.20475235749239523]"
149,COMPLETE,[0.048188486495763676],2025-09-17T18:35:33.735300,2025-09-17T18:48:42.084555,788.349255,0.0474045795953779,0.2,0.04446221005480615,50.0,9,2.9419099720031894,0.20199863285238948,0.09816839846971363,0.3070625360014171,0.5148016845646305,0.7386365294370277,0.39154909227392626,0.054825751420134926,0.9904349044779719,0.2581105195492786,,26.0,6.0,32.0,5.701478878741902,random,"[0.05681159630024066, 0.02760960975106204, 0.08636054901910324, 0.14478665060838136, 0.20773962541445415, 0.11012217581812629, 0.015419601670344703, 0.2785572712068202, 0.07259292021146732]"
150,COMPLETE,[0.11084717826298823],2025-09-17T18:48:42.101427,2025-09-17T18:59:57.748189,675.646762,0.046302776168313985,0.2,0.053956112904699316,50.0,7,1.9632791555329352,0.2876876462412727,0.044412777486610724,0.3157192620470268,0.21762073950686053,0.09291467552427596,0.7001460244320273,0.46817299684021196,,,,38.0,5.0,43.0,5.3887472802717005,random,"[0.13527584845022272, 0.020883677957772143, 0.14845681280895595, 0.10232914260234252, 0.04369013313307982, 0.3292211143980121, 0.22014327064961475]"
151,COMPLETE,[0.07729329135370215],2025-09-17T18:59:57.765204,2025-09-17T19:09:50.409261,592.644057,0.049305445216492036,0.2,0.039766129730808245,50.0,4,0.29533652778957553,0.26692674530119553,0.1775315735067195,0.22857092093934409,0.17534569320470622,,,,,,,30.0,10.0,40.0,5.78519078201779,random,"[0.3146329941319811, 0.2092607485336572, 0.26942205864572105, 0.20668419868864069]"
152,COMPLETE,[0.07917942107373828],2025-09-17T19:09:50.423917,2025-09-17T19:19:38.649147,588.22523,0.04800968641639758,0.2,0.050284771124831554,50.0,4,2.6044327307114905,0.34613480224107396,0.7052700598315548,0.9021739195294849,0.8424813760401935,,,,,,,30.0,6.0,36.0,5.315703973969766,random,"[0.12379376076548426, 0.2522370836349431, 0.3226589803740903, 0.3013101752254824]"
153,COMPLETE,[0.10858925461269667],2025-09-17T19:19:38.664985,2025-09-17T19:31:52.594500,733.929515,0.0467342297952176,0.2,0.03711225170282681,50.0,8,0.19060567807575657,0.11856378128825924,0.9867227029813521,0.14067865714891548,0.05654210135044467,0.5342579082421554,0.6435065123360817,0.537519887229429,0.28333723659737003,,,31.0,9.0,40.0,5.864369409061904,random,"[0.035916133217497995, 0.298904637351654, 0.04261531924943348, 0.017128111320627568, 0.16184097703728692, 0.1949352945078424, 0.16282911751818774, 0.08583040979746995]"
