number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,attr_CQ,attr_GR,attr_KR,attr_MC,attr_morph_type,attr_weights
87,COMPLETE,[0.06072267078303849],2025-09-20T14:34:10.377812,2025-09-20T14:43:01.088150,530.710338,0.04526325858805226,0.2,0.04222862449158345,50.0,2,1.9349374840754705,0.8362691763500881,0.9044115985236479,34.0,7.0,41.0,5.447342677752491,gradient,"[0.4804265023325421, 0.5195734976674579]"
88,COMPLETE,[0.08104534949015925],2025-09-20T14:43:01.103163,2025-09-20T14:51:52.376141,531.272978,0.052989211261828255,0.2,0.04007920568088246,50.0,2,0.5874859225529642,0.6085728206338933,0.8962966117490877,32.0,13.0,45.0,5.636672900561467,gradient,"[0.40440240697175306, 0.595597593028247]"
89,COMPLETE,[0.23640009487927288],2025-09-20T14:51:52.392154,2025-09-20T15:00:43.728206,531.336052,0.0495408217667377,0.2,0.03338860871055029,50.0,2,2.8973392280980894,0.02355649645642285,0.4781649862577267,44.0,12.0,56.0,5.944888532654969,gradient,"[0.046951341068733776, 0.9530486589312662]"
90,COMPLETE,[0.14306155014479308],2025-09-20T15:00:43.743220,2025-09-20T15:09:34.705736,530.962516,0.0462822502565733,0.2,0.03615759424821277,50.0,2,0.13735321992990224,0.13323793621654806,0.031486748745957714,41.0,10.0,51.0,5.785415742887393,gradient,"[0.8088522752183459, 0.191147724781654]"
91,COMPLETE,[0.07870907176261922],2025-09-20T15:09:34.720749,2025-09-20T15:18:25.792057,531.071308,0.04787858557436522,0.2,0.03214139719581163,50.0,2,1.9007746923165683,0.8598011297498882,0.7155831386412052,30.0,9.0,39.0,5.570533342288321,gradient,"[0.5457723217129652, 0.4542276782870347]"
92,COMPLETE,[0.06745121310349557],2025-09-20T15:18:25.807070,2025-09-20T15:27:17.103738,531.296668,0.04604005810525852,0.2,0.037468734653018775,50.0,2,0.552837136189011,0.4448673486240388,0.28033986379454845,32.0,7.0,39.0,5.625053806655298,gradient,"[0.6134348100874413, 0.3865651899125586]"
93,COMPLETE,[0.11877848865695399],2025-09-20T15:27:17.119753,2025-09-20T15:36:08.511503,531.39175,0.047595811545080066,0.2,0.04293573035597912,50.0,2,0.49746070636724526,0.21621349172167392,0.9295693456397416,41.0,10.0,51.0,5.707569690712184,gradient,"[0.18870372698161955, 0.8112962730183806]"
94,COMPLETE,[0.059757915848142815],2025-09-20T15:36:08.526517,2025-09-20T15:45:00.877406,532.350889,0.047435171176784106,0.2,0.04589752650311459,50.0,2,0.28827215566178577,0.5169747970627978,0.4193459503442345,35.0,9.0,44.0,5.597461808762017,gradient,"[0.5521342963877114, 0.4478657036122886]"
95,COMPLETE,[0.13710605834785614],2025-09-20T15:45:00.892419,2025-09-20T15:53:52.507509,531.61509,0.05012104753422065,0.2,0.03167074668132185,50.0,2,0.36797093620368415,0.9767791471138346,0.9802244595942354,30.0,11.0,41.0,5.834296957485343,gradient,"[0.49911974805038906, 0.5008802519496109]"
96,COMPLETE,[0.28506462990207304],2025-09-20T15:53:52.523524,2025-09-20T16:02:43.683926,531.160402,0.05162954269779372,0.2,0.04891070839638133,50.0,2,0.6811176244379277,0.7856372542388854,0.05757363207415835,61.0,11.0,72.0,5.482946400080859,gradient,"[0.9317209573444905, 0.06827904265550958]"
97,COMPLETE,[0.052390672007058464],2025-09-20T16:02:43.697939,2025-09-20T16:11:34.898044,531.200105,0.046748768583210164,0.2,0.031869305259353636,50.0,2,2.986135515130502,0.6299221621719496,0.5943678937603759,32.0,7.0,39.0,5.560189841313454,gradient,"[0.5145203615104503, 0.4854796384895496]"
98,COMPLETE,[0.20405036415112515],2025-09-20T16:11:34.916060,2025-09-20T16:20:26.908316,531.992256,0.04821330383268775,0.2,0.04407839609125014,50.0,2,0.4933111267114838,0.6192499731612877,0.05631441399583836,54.0,10.0,64.0,5.620776241547517,gradient,"[0.9166409374644249, 0.08335906253557512]"
99,COMPLETE,[0.2607901868910764],2025-09-20T16:20:26.924330,2025-09-20T16:29:17.950780,531.02645,0.04734804530056039,0.2,0.040418656848968504,50.0,2,1.2708380952337688,0.03332056584458607,0.7144050913310431,51.0,10.0,61.0,5.952055554808885,gradient,"[0.044562555162875175, 0.9554374448371248]"
100,COMPLETE,[0.04830460945388037],2025-09-20T16:29:17.965794,2025-09-20T16:38:10.663172,532.697378,0.04843255850330493,0.2,0.033033958454464905,50.0,2,2.758543224457573,0.5181720803245319,0.8954991284849598,32.0,9.0,41.0,5.539908502571137,gradient,"[0.3665435619650944, 0.6334564380349055]"
101,COMPLETE,[0.20857752447763078],2025-09-20T16:38:10.679186,2025-09-20T16:47:02.723956,532.04477,0.04818431318781233,0.2,0.03072339749582003,50.0,2,1.378999609045729,0.15727352075886497,0.6021958922793351,34.0,11.0,45.0,5.988447398106496,gradient,"[0.20708341647322454, 0.7929165835267755]"
102,COMPLETE,[0.06364467225849739],2025-09-20T16:47:02.738970,2025-09-20T16:55:54.993715,532.254745,0.045173516232386614,0.2,0.032923151659565,50.0,2,2.210156185392907,0.5957391604738095,0.5193184501576101,31.0,7.0,38.0,5.6291382918352335,gradient,"[0.53426760625979, 0.46573239374021]"
103,COMPLETE,[0.26067023417282786],2025-09-20T16:55:55.007727,2025-09-20T17:04:45.999670,530.991943,0.048745274984218476,0.2,0.04647561712468836,50.0,2,2.7091366277690927,0.6337979998036161,0.19702361708468644,50.0,9.0,59.0,4.985452277341972,gradient,"[0.762856896017458, 0.23714310398254207]"
104,COMPLETE,[0.1107772979573052],2025-09-20T17:04:46.014684,2025-09-20T17:13:37.457497,531.442813,0.04724525334688811,0.2,0.04765309918376756,50.0,2,1.7665982760959278,0.14194350950574142,0.7933248794737516,43.0,9.0,52.0,5.653956245591773,gradient,"[0.15176767565150084, 0.8482323243484992]"
105,COMPLETE,[0.08077889926656091],2025-09-20T17:13:37.472509,2025-09-20T17:22:28.607129,531.13462,0.046133831665198924,0.2,0.04616364303560597,50.0,2,1.9152156110439598,0.8934896001310814,0.5690573862045597,40.0,7.0,47.0,5.357867041693831,gradient,"[0.6109134328529762, 0.3890865671470238]"
106,COMPLETE,[0.09410819352380612],2025-09-20T17:22:28.622141,2025-09-20T17:31:19.959447,531.337306,0.05110987036029749,0.2,0.04582393546264833,50.0,2,0.37905510755355065,0.17805191615687013,0.16918101024096632,39.0,10.0,49.0,5.522076335421162,gradient,"[0.512773710730618, 0.4872262892693821]"
107,COMPLETE,[0.194155093459131],2025-09-20T17:31:19.974459,2025-09-20T17:40:11.270995,531.296536,0.05288534476330891,0.2,0.042692603123551415,50.0,2,2.4384327891540476,0.894198008225098,0.40378431925325475,47.0,11.0,58.0,5.035696114073991,gradient,"[0.6889138544453804, 0.3110861455546196]"
108,COMPLETE,[0.1467215540019155],2025-09-20T17:40:11.286008,2025-09-20T17:49:02.265362,530.979354,0.050412061423381824,0.2,0.04976786285376637,50.0,2,2.9496843909421626,0.011601059940820124,0.39415439245288425,49.0,11.0,60.0,5.678726493773173,gradient,"[0.02859126075171904, 0.971408739248281]"
109,COMPLETE,[0.22640221714676514],2025-09-20T17:49:02.281377,2025-09-20T17:57:53.297855,531.016478,0.05130357832182264,0.2,0.04929564608321106,50.0,2,1.6231164200833268,0.990016044531444,0.2437598647258768,55.0,10.0,65.0,5.199248530855048,gradient,"[0.8024277643153126, 0.19757223568468732]"
110,COMPLETE,[0.0639408458791972],2025-09-20T17:57:53.312868,2025-09-20T18:06:44.506052,531.193184,0.049919681439743076,0.2,0.046629798765680956,50.0,2,0.8744032222631912,0.8180177008888813,0.8381049836811114,36.0,9.0,45.0,5.5125048374024495,gradient,"[0.4939354484485412, 0.5060645515514588]"
111,COMPLETE,[0.15072151618306073],2025-09-20T18:06:44.523068,2025-09-20T18:15:36.170155,531.647087,0.04936063324474518,0.2,0.03557558572154505,50.0,2,0.1599087289070552,0.11950028680305383,0.7670173337703313,43.0,13.0,56.0,5.8794752066558855,gradient,"[0.13479741860715977, 0.8652025813928402]"
112,COMPLETE,[0.05697900167313746],2025-09-20T18:15:36.188170,2025-09-20T18:24:28.563938,532.375768,0.0486887427519772,0.2,0.03957419774321276,50.0,2,0.5425839620114953,0.5224346541307239,0.8408662221903469,32.0,9.0,41.0,5.640897174809405,gradient,"[0.3832130259759955, 0.6167869740240045]"
113,COMPLETE,[0.11454687098075547],2025-09-20T18:24:28.578951,2025-09-20T18:33:19.695629,531.116678,0.048117781137710314,0.2,0.03016814331157916,50.0,2,1.0402582970450118,0.5325285203643588,0.9107997004978251,27.0,10.0,37.0,5.697125935357841,gradient,"[0.3689587113084012, 0.6310412886915988]"
114,COMPLETE,[0.09446893147051236],2025-09-20T18:33:19.711644,2025-09-20T18:42:10.911935,531.200291,0.05142568717490302,0.2,0.051707948148415644,50.0,2,2.477404789958183,0.3060518087144216,0.738915505030221,39.0,11.0,50.0,5.163385444900735,gradient,"[0.2928817051872028, 0.7071182948127973]"
115,COMPLETE,[0.0671790195829618],2025-09-20T18:42:10.927950,2025-09-20T18:51:02.450694,531.522744,0.05114856352670015,0.2,0.03698039629615636,50.0,2,2.0422384693168723,0.9231980998501962,0.5470461655037356,40.0,11.0,51.0,5.3228545988100615,gradient,"[0.6279215784786311, 0.37207842152136894]"
116,COMPLETE,[0.05963583789287543],2025-09-20T18:51:02.466708,2025-09-20T18:59:52.836962,530.370254,0.0476681006282528,0.2,0.04533755844744958,50.0,2,2.4432531600577296,0.6834928465672795,0.681036660957121,39.0,7.0,46.0,5.256956869257285,gradient,"[0.5009000119076262, 0.4990999880923739]"
117,COMPLETE,[0.2280442891691801],2025-09-20T18:59:52.851975,2025-09-20T19:08:44.834556,531.982581,0.05277943864617387,0.2,0.03115906796675931,50.0,2,2.9382022978518245,0.01722402675075954,0.6396994493641791,39.0,18.0,57.0,6.0657395106398155,gradient,"[0.02621922853575405, 0.973780771464246]"
118,COMPLETE,[0.06490128739379603],2025-09-20T19:08:44.849569,2025-09-20T19:17:35.163523,530.313954,0.04573293256158772,0.2,0.037115826874371385,50.0,2,0.5462805364324781,0.9391079869862555,0.934529791521654,31.0,7.0,38.0,5.6655189703536974,gradient,"[0.5012217397399639, 0.4987782602600361]"
119,COMPLETE,[0.13886932626158277],2025-09-20T19:17:35.178537,2025-09-20T19:26:25.607274,530.428737,0.047138356377478756,0.2,0.042858139606343694,50.0,2,2.7536170777707976,0.04267142843772342,0.9447515846107127,48.0,10.0,58.0,5.798187479814049,gradient,"[0.04321494220190942, 0.9567850577980905]"
120,COMPLETE,[0.10761139369431562],2025-09-20T19:26:25.621287,2025-09-20T19:35:16.540160,530.918873,0.04969690111217434,0.2,0.05440915723017974,50.0,2,1.969348632507163,0.13732846871829185,0.7429874154627497,44.0,11.0,55.0,5.438509520575371,gradient,"[0.1559990807686591, 0.8440009192313409]"
121,COMPLETE,[0.16677326139360418],2025-09-20T19:35:16.554173,2025-09-20T19:44:07.589886,531.035713,0.04630931977908513,0.2,0.04475230009670843,50.0,2,2.2926981903480965,0.035261598552314165,0.9149517415364514,51.0,8.0,59.0,5.8537928480592,gradient,"[0.037109138616197655, 0.9628908613838024]"
122,COMPLETE,[0.054054908738972965],2025-09-20T19:44:07.603897,2025-09-20T19:52:58.656211,531.052314,0.0518074546154028,0.2,0.04585966071564172,50.0,2,2.3017791011105464,0.23034428977518673,0.6861640065779198,38.0,12.0,50.0,5.306652213478713,gradient,"[0.2513281011113086, 0.7486718988886915]"
123,COMPLETE,[0.1255749009058371],2025-09-20T19:52:58.670223,2025-09-20T20:01:51.499574,532.829351,0.05017035475840487,0.2,0.031124883056426265,50.0,2,1.2784293755584262,0.763191602433738,0.0918141992259132,50.0,12.0,62.0,5.630619099020864,gradient,"[0.892615700328942, 0.10738429967105806]"
124,COMPLETE,[0.05507412574845083],2025-09-20T20:01:51.514586,2025-09-20T20:10:42.346207,530.831621,0.04931834307234138,0.2,0.03038367609739792,50.0,2,2.473778709674163,0.16745553180552308,0.4033422287872111,30.0,11.0,41.0,5.598362013312542,gradient,"[0.2933710385121905, 0.7066289614878096]"
125,COMPLETE,[0.057531506248068603],2025-09-20T20:10:42.361220,2025-09-20T20:19:33.164352,530.803132,0.051787296767382675,0.2,0.04161819921238484,50.0,2,1.611989331839795,0.2491234931555996,0.2741359183159081,34.0,12.0,46.0,5.403940966256812,gradient,"[0.47609940250289173, 0.5239005974971083]"
126,COMPLETE,[0.08675567451883119],2025-09-20T20:19:33.178364,2025-09-20T20:28:24.336245,531.157881,0.045676994825404015,0.2,0.05197920246567614,50.0,2,1.752947654448207,0.20988070152273935,0.5941562911921654,40.0,6.0,46.0,5.440638206320485,gradient,"[0.2610336382833057, 0.7389663617166944]"
127,COMPLETE,[0.07473259034161563],2025-09-20T20:28:24.350258,2025-09-20T20:37:15.303658,530.9534,0.051673090466099546,0.2,0.03693519983527059,50.0,2,0.5732122127670425,0.33255960337814994,0.6090374716758953,29.0,13.0,42.0,5.698740679389498,gradient,"[0.35318674217319745, 0.6468132578268025]"
128,COMPLETE,[0.06308329111670215],2025-09-20T20:37:15.319672,2025-09-20T20:46:06.599823,531.280151,0.04694542711000591,0.2,0.04345180059163345,50.0,2,2.0955036113291197,0.5549478152432336,0.4433375645178574,38.0,7.0,45.0,5.375735245324659,gradient,"[0.5559009743046055, 0.4440990256953945]"
129,COMPLETE,[0.08209479758254819],2025-09-20T20:46:06.614837,2025-09-20T20:54:58.188471,531.573634,0.05002490686632737,0.2,0.0448790478757036,50.0,2,0.3025068559286691,0.19729485459702836,0.42686279160798285,37.0,12.0,49.0,5.6441396356783935,gradient,"[0.3160977932363978, 0.6839022067636021]"
130,COMPLETE,[0.04279199613043101],2025-09-20T20:54:58.203485,2025-09-20T21:03:49.391987,531.188502,0.04919003198687684,0.2,0.03926728145696842,50.0,2,0.6318172875686273,0.8659680555592411,0.811834862166373,33.0,8.0,41.0,5.5770425294045864,gradient,"[0.516132166901417, 0.48386783309858306]"
131,COMPLETE,[0.053547006206300415],2025-09-20T21:03:49.406000,2025-09-20T21:12:40.392321,530.986321,0.045726215835306304,0.2,0.0442302349144746,50.0,2,0.33412199194567105,0.656213110012095,0.7828410149025388,33.0,7.0,40.0,5.660494994078648,gradient,"[0.45600307775152116, 0.5439969222484788]"
132,COMPLETE,[0.12773864776998942],2025-09-20T21:12:40.407334,2025-09-20T21:21:31.936556,531.529222,0.052959104170387857,0.2,0.04142253794458281,50.0,2,1.4804331340256214,0.1083336952620052,0.9431903088351119,39.0,18.0,57.0,5.875257307276575,gradient,"[0.10302541343792251, 0.8969745865620776]"
133,COMPLETE,[0.13639956996767072],2025-09-20T21:21:31.952570,2025-09-20T21:30:23.756727,531.804157,0.0460234366464763,0.2,0.05398123443806226,50.0,2,2.5649293904722152,0.8607756778211368,0.8645608088781307,39.0,7.0,46.0,5.066316526196823,gradient,"[0.49890307453468535, 0.5010969254653146]"
134,COMPLETE,[0.11608538733942866],2025-09-20T21:30:23.770740,2025-09-20T21:39:14.998383,531.227643,0.050766011111893154,0.2,0.04608571652823468,50.0,2,0.991678139328148,0.07263221860407182,0.5690899504552716,46.0,14.0,60.0,5.805480015450849,gradient,"[0.11318327791377135, 0.8868167220862287]"
135,COMPLETE,[0.09919224658061192],2025-09-20T21:39:15.014398,2025-09-20T21:48:05.520780,530.506382,0.04695126625449435,0.2,0.03968511566085478,50.0,2,0.20255371031010216,0.18937986764546486,0.7471538572494562,40.0,10.0,50.0,5.774002769786888,gradient,"[0.20221361240003743, 0.7977863875999626]"
136,COMPLETE,[0.057962919491682426],2025-09-20T21:48:05.537796,2025-09-20T21:56:56.790915,531.253119,0.04531599343763233,0.2,0.0451607634978263,50.0,2,1.58239531611838,0.9955463877389151,0.7565935974770824,36.0,7.0,43.0,5.458070967454248,gradient,"[0.5681888411536865, 0.43181115884631344]"
137,COMPLETE,[0.06757673417139949],2025-09-20T21:56:56.804928,2025-09-20T22:05:49.009511,532.204583,0.04812869233168791,0.2,0.046726832762108816,50.0,2,0.6132608568602979,0.8644197673950637,0.5560740732948113,39.0,8.0,47.0,5.422837636009454,gradient,"[0.6085346818366004, 0.3914653181633995]"
138,COMPLETE,[0.17374853746632102],2025-09-20T22:05:49.023524,2025-09-20T22:14:39.726348,530.702824,0.05274279450314589,0.2,0.04069502230641615,50.0,2,0.01644440405514036,0.0768748768367452,0.8682626569919788,55.0,15.0,70.0,5.674066705839414,gradient,"[0.08133723832268872, 0.9186627616773113]"
139,COMPLETE,[0.03972217591277653],2025-09-20T22:14:39.742363,2025-09-20T22:23:30.393522,530.651159,0.045336154325789434,0.2,0.045897597703641546,50.0,2,0.9995878671552819,0.6500157010086185,0.7779127477196756,33.0,6.0,39.0,5.565921354254655,gradient,"[0.45521587694924015, 0.5447841230507598]"
140,COMPLETE,[0.09107497744201636],2025-09-20T22:23:30.408535,2025-09-20T22:32:21.816592,531.408057,0.0513267599956288,0.2,0.030394318266734062,50.0,2,1.4680559680468,0.5822200512893196,0.14406777041805677,40.0,13.0,53.0,5.626503692749404,gradient,"[0.8016381851489972, 0.19836181485100285]"
141,COMPLETE,[0.04164389159916624],2025-09-20T22:32:21.831604,2025-09-20T22:41:14.227032,532.395428,0.047224239878563994,0.2,0.033696241733662674,50.0,2,2.2798056329014056,0.2096169473048456,0.27071491684105103,31.0,8.0,39.0,5.543246681820635,gradient,"[0.43640025355714535, 0.5635997464428546]"
142,COMPLETE,[0.051245448758388816],2025-09-20T22:41:14.243046,2025-09-20T22:50:05.852116,531.60907,0.04779048022189833,0.2,0.04294808369083278,50.0,2,0.3984642324221612,0.6248828983595976,0.628984289113989,34.0,9.0,43.0,5.651362055141389,gradient,"[0.498364503515458, 0.5016354964845421]"
143,COMPLETE,[0.08527890960831093],2025-09-20T22:50:05.867130,2025-09-20T22:58:59.093608,533.226478,0.05276059046467449,0.2,0.035685724011942525,50.0,2,0.10459830809608717,0.12408306398477462,0.6944149446084265,41.0,16.0,57.0,5.7575599643662265,gradient,"[0.15159849221630142, 0.8484015077836985]"
144,COMPLETE,[0.046746476383828554],2025-09-20T22:58:59.110622,2025-09-20T23:07:49.402325,530.291703,0.05085995508288409,0.2,0.04652481891210254,50.0,2,0.9827510169542175,0.5698808842125528,0.7653991044147298,34.0,11.0,45.0,5.488952582281723,gradient,"[0.42678755696654413, 0.5732124430334559]"
145,COMPLETE,[0.08781885429211696],2025-09-20T23:07:49.417339,2025-09-20T23:16:39.906027,530.488688,0.0472322618787211,0.2,0.04236402465843716,50.0,2,0.09113863796483657,0.38206081775359896,0.9714918475708495,38.0,10.0,48.0,5.72128348154893,gradient,"[0.2822652029295206, 0.7177347970704794]"
146,COMPLETE,[0.21467818864832205],2025-09-20T23:16:39.920040,2025-09-20T23:25:30.921489,531.001449,0.05238532887939119,0.2,0.05199077846412908,50.0,2,2.6612582052175147,0.690938160125648,0.8092062013250011,42.0,10.0,52.0,4.916654579003202,gradient,"[0.4605811133119925, 0.5394188866880075]"
147,COMPLETE,[0.03529764992525249],2025-09-20T23:25:30.935502,2025-09-20T23:34:21.405886,530.470384,0.045173261530929175,0.2,0.04401462239136596,50.0,2,0.6089620885303606,0.7376044831554067,0.7716538281935134,33.0,6.0,39.0,5.548723216812124,gradient,"[0.488719841798428, 0.5112801582015721]"
148,COMPLETE,[0.22339019361895598],2025-09-20T23:34:21.420899,2025-09-20T23:43:12.112609,530.69171,0.05006831015184358,0.2,0.05189183081737665,50.0,2,0.1246923245536724,0.5968600446892699,0.023171169733968704,61.0,11.0,72.0,5.525967574210539,gradient,"[0.9626290270635441, 0.03737097293645585]"
149,COMPLETE,[0.058364532983692416],2025-09-20T23:43:12.127623,2025-09-20T23:52:02.712853,530.58523,0.04762846789315307,0.2,0.05100192437881511,50.0,2,0.5359188309219027,0.27303375639048927,0.4566584887311079,37.0,8.0,45.0,5.501564567027158,gradient,"[0.37417659049534013, 0.6258234095046598]"
150,COMPLETE,[0.06594593757885928],2025-09-20T23:52:02.728867,2025-09-21T00:00:52.908441,530.179574,0.051464810379690605,0.2,0.037112289325943994,50.0,2,1.6801398254056208,0.8057370396772102,0.9152990075252152,31.0,13.0,44.0,5.454586937335108,gradient,"[0.46816976378092146, 0.5318302362190787]"
151,COMPLETE,[0.1061695008292038],2025-09-21T00:00:52.925456,2025-09-21T00:09:43.870493,530.945037,0.049443921436015816,0.2,0.05001901229423032,50.0,2,0.0370530452281449,0.5355200191797436,0.5162166867649116,47.0,10.0,57.0,5.6053513781249915,gradient,"[0.5091768844358693, 0.49082311556413066]"
152,COMPLETE,[0.14182961868142074],2025-09-21T00:09:43.884505,2025-09-21T00:18:34.574277,530.689772,0.0488761206348491,0.2,0.05249117101169748,50.0,2,2.840506663874712,0.6952009618863147,0.5458780496527474,43.0,8.0,51.0,5.044238734066531,gradient,"[0.5601585035461972, 0.43984149645380277]"
153,COMPLETE,[0.05486255836590876],2025-09-21T00:18:34.589290,2025-09-21T00:27:24.750519,530.161229,0.04943334477260908,0.2,0.05214503368946925,50.0,2,0.7479097615443587,0.6839055124686212,0.9097620972410133,37.0,9.0,46.0,5.441674012187032,gradient,"[0.42913936902641103, 0.570860630973589]"
154,COMPLETE,[0.08229023743236204],2025-09-21T00:27:24.766533,2025-09-21T00:36:14.863235,530.096702,0.0498531738414141,0.2,0.039808394145376416,50.0,2,0.26264747013217216,0.2992768200321492,0.6172909740975232,35.0,11.0,46.0,5.726185876275641,gradient,"[0.32651902232319624, 0.6734809776768038]"
155,COMPLETE,[0.10632841743190355],2025-09-21T00:36:14.879249,2025-09-21T00:45:04.516763,529.637514,0.05220482449266223,0.2,0.03152565425250524,50.0,2,0.26678072414030984,0.21704253605892074,0.21838536788446802,30.0,13.0,43.0,5.847324498258773,gradient,"[0.49845803195731586, 0.5015419680426841]"
156,COMPLETE,[0.07179586297355343],2025-09-21T00:45:04.531776,2025-09-21T00:53:54.940481,530.408705,0.04801457392077753,0.2,0.03391491150694406,50.0,2,2.753715013255151,0.7369011451453857,0.27766887602706536,42.0,8.0,50.0,5.337931649670527,gradient,"[0.7263186667922759, 0.2736813332077242]"
157,COMPLETE,[0.43584912984914465],2025-09-21T00:53:54.954493,2025-09-21T01:02:44.926713,529.97222,0.051110073278651635,0.2,0.0535449231040679,50.0,2,2.268004978780745,0.3275278848118574,0.018319212337668662,69.0,9.0,78.0,4.867305288625299,gradient,"[0.9470308917187517, 0.052969108281248345]"
158,COMPLETE,[0.03484202051537287],2025-09-21T01:02:44.942727,2025-09-21T01:11:35.183253,530.240526,0.04742824298147504,0.2,0.0340672411133423,50.0,2,1.2222247676522464,0.7469315500258429,0.5550587153579413,32.0,8.0,40.0,5.632189976537246,gradient,"[0.5736844351948145, 0.42631556480518545]"
159,COMPLETE,[0.451251166198681],2025-09-21T01:11:35.198266,2025-09-21T01:20:24.260915,529.062649,0.050249831575301246,0.2,0.05089645995585795,50.0,2,2.7220785032992287,0.8500629188159998,0.032015282537088664,68.0,8.0,76.0,4.7067429914795555,gradient,"[0.9637047117954192, 0.036295288204580875]"
160,COMPLETE,[0.04056000339577503],2025-09-21T01:20:24.275929,2025-09-21T01:29:14.479023,530.203094,0.04706907316887212,0.2,0.04125761731602541,50.0,2,2.9807550768232343,0.4724759041928178,0.7310278202886915,33.0,8.0,41.0,5.45392272965037,gradient,"[0.3925836659926987, 0.6074163340073012]"
161,COMPLETE,[0.03199990134365495],2025-09-21T01:29:14.495038,2025-09-21T01:38:04.133272,529.638234,0.045399400359749424,0.2,0.03700968711029204,50.0,2,1.8127243465177139,0.21086670595203214,0.525708988299853,32.0,8.0,40.0,5.6401833012362665,gradient,"[0.28627975046909776, 0.7137202495309022]"
162,COMPLETE,[0.11293620549940547],2025-09-21T01:38:04.147285,2025-09-21T01:46:54.161563,530.014278,0.04570589883916586,0.2,0.04751421879967854,50.0,2,0.4260423927329421,0.04914702641029679,0.6266542301133057,52.0,9.0,61.0,5.683318542106878,gradient,"[0.07272408261433934, 0.9272759173856607]"
163,COMPLETE,[0.045693868277811425],2025-09-21T01:46:54.175575,2025-09-21T01:55:44.635143,530.459568,0.05099238848680523,0.2,0.05214016189851513,50.0,2,2.099663272207922,0.22224674386325285,0.7173635143202479,39.0,12.0,51.0,5.3045684941403675,gradient,"[0.23653077638052913, 0.7634692236194709]"
164,COMPLETE,[0.14847913421057635],2025-09-21T01:55:44.649155,2025-09-21T02:04:33.929586,529.280431,0.045298646212358754,0.2,0.03546801825430689,50.0,2,0.1555971830531251,0.8398614907812811,0.04032421163827736,55.0,7.0,62.0,5.745079056405135,gradient,"[0.9541867000027047, 0.045813299997295345]"
165,COMPLETE,[0.04347334805159505],2025-09-21T02:04:33.943598,2025-09-21T02:13:23.453547,529.509949,0.04810881056738006,0.2,0.03256186346098905,50.0,2,2.9913988763534713,0.5909084762783416,0.43305529087074174,35.0,8.0,43.0,5.441001919844512,gradient,"[0.5770794780400748, 0.4229205219599253]"
166,COMPLETE,[0.09452747992289195],2025-09-21T02:13:23.468560,2025-09-21T02:22:13.580059,530.111499,0.046262573345052946,0.2,0.034161919681901354,50.0,2,0.05128353135738739,0.658014717799509,0.2679419785407479,44.0,9.0,53.0,5.8402216411830645,gradient,"[0.7106322794578197, 0.28936772054218024]"
167,COMPLETE,[0.11962209622973984],2025-09-21T02:22:13.595073,2025-09-21T02:31:03.162868,529.567795,0.0484317979454343,0.2,0.05018899788231396,50.0,2,1.0634604316848835,0.04450664679501209,0.8251341614910788,52.0,11.0,63.0,5.834374399831231,gradient,"[0.05117819491788439, 0.9488218050821157]"
168,COMPLETE,[0.07189531068328753],2025-09-21T02:31:03.177882,2025-09-21T02:39:52.934803,529.756921,0.048634608141969494,0.2,0.04008153896703869,50.0,2,1.5984026214483014,0.12331533748023403,0.47336191570378516,36.0,11.0,47.0,5.714268539890026,gradient,"[0.20667008306784365, 0.7933299169321564]"
169,COMPLETE,[0.29940256365465817],2025-09-21T02:39:52.950818,2025-09-21T02:48:42.771713,529.820895,0.046276660598999604,0.2,0.053799861628821596,50.0,2,2.5582141355209074,0.9066940780299882,0.12543364859500755,60.0,6.0,66.0,4.82930073590963,gradient,"[0.8784708080605789, 0.12152919193942119]"
170,COMPLETE,[0.16940451586920244],2025-09-21T02:48:42.786726,2025-09-21T02:57:32.972198,530.185472,0.047900917160455,0.2,0.033957022890481324,50.0,2,1.3125123274341006,0.057173953991423894,0.9640309364485994,46.0,12.0,58.0,6.037610707848941,gradient,"[0.05598676086126891, 0.9440132391387311]"
171,COMPLETE,[0.04150744096821376],2025-09-21T02:57:32.987212,2025-09-21T03:06:21.852605,528.865393,0.050306808401384934,0.2,0.04198227253160249,50.0,2,1.2665698079380032,0.8469594237771756,0.6235465405903623,36.0,10.0,46.0,5.447699836864926,gradient,"[0.5759646300662584, 0.4240353699337415]"
172,COMPLETE,[0.05655039679436295],2025-09-21T03:06:21.867618,2025-09-21T03:15:10.460165,528.592547,0.05017806139093768,0.2,0.051590529803002244,50.0,2,0.9820850183222304,0.8956731417731667,0.6086196465338006,40.0,10.0,50.0,5.399249990321566,gradient,"[0.5954114443247566, 0.40458855567524343]"
173,COMPLETE,[0.09079971846907506],2025-09-21T03:15:10.476180,2025-09-21T03:23:59.398819,528.922639,0.05190148914348742,0.2,0.046421783457025814,50.0,2,0.41746509095084694,0.4625082477938127,0.15016640095607656,46.0,11.0,57.0,5.507974704555026,gradient,"[0.7549002537276867, 0.24509974627231332]"
174,COMPLETE,[0.19191362447739913],2025-09-21T03:23:59.412831,2025-09-21T03:32:48.983661,529.57083,0.05080130307181109,0.2,0.04592444512427021,50.0,2,2.199740253087432,0.967009712409076,0.2339439061994586,54.0,9.0,63.0,5.104498548384673,gradient,"[0.8052015476913139, 0.1947984523086861]"
