number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,attr_CQ,attr_GR,attr_KR,attr_MC,attr_morph_type,attr_weights
14,COMPLETE,[2.0],2025-09-20T03:50:55.085111,2025-09-20T03:59:37.794529,522.709418,0.05270628671218687,0.2,0.046996181165156053,50.0,2,2.383250072658333,0.2574036176516553,0.6913578822467604,39.0,13.0,52.0,5.221566026204224,gradient,"[0.2713048723828018, 0.7286951276171982]"
15,COMPLETE,[0.6497278327634104],2025-09-20T03:59:37.808542,2025-09-20T04:08:20.940170,523.131628,0.05205400601191573,0.2,0.0332979688244118,50.0,2,0.4779759686005679,0.5753601406168645,0.7908586127601773,29.0,13.0,42.0,5.72994822387254,gradient,"[0.4211332476550186, 0.5788667523449814]"
16,COMPLETE,[0.7365539256584249],2025-09-20T04:08:20.956184,2025-09-20T04:17:08.080823,527.124639,0.04927243413348127,0.2,0.048358506677550706,50.0,2,1.825341749970272,0.84811937729756,0.07180737061905776,63.0,8.0,71.0,5.171317144687745,gradient,"[0.9219422950993851, 0.07805770490061496]"
17,COMPLETE,[0.3526667160672039],2025-09-20T04:17:08.098838,2025-09-20T04:25:51.526717,523.427879,0.048898719852163555,0.2,0.05056064908006877,50.0,2,2.0944480997012973,0.26540019331163917,0.4415084832960005,38.0,9.0,47.0,5.259850690594492,gradient,"[0.3754377362932639, 0.6245622637067362]"
18,COMPLETE,[0.38015670389874695],2025-09-20T04:25:51.541730,2025-09-20T04:34:34.688438,523.146708,0.05074567072129046,0.2,0.04529883883765533,50.0,2,0.35230967349650233,0.9373755161295086,0.580307534312265,39.0,10.0,49.0,5.576995969041864,gradient,"[0.6176358863971323, 0.3823641136028676]"
19,COMPLETE,[0.36063329989617887],2025-09-20T04:34:34.704453,2025-09-20T04:43:18.085918,523.381465,0.052643849767239057,0.2,0.039922904464869506,50.0,2,1.8696471586906767,0.13246861660522824,0.5103125292394247,34.0,16.0,50.0,5.617088875675313,gradient,"[0.20608665556167882, 0.7939133444383212]"
20,COMPLETE,[0.5090913535361802],2025-09-20T04:43:18.106937,2025-09-20T04:52:01.399818,523.292881,0.05267439707478572,0.2,0.03335263206184806,50.0,2,0.05647808509959673,0.0698859379005947,0.3519114194348225,40.0,17.0,57.0,5.808893374021755,gradient,"[0.1656860496757943, 0.8343139503242056]"
21,COMPLETE,[0.2747658681528261],2025-09-20T04:52:01.415833,2025-09-20T05:00:44.133613,522.71778,0.048711516757353815,0.2,0.04413048238958263,50.0,2,2.2818594867499824,0.24474168539749927,0.22013090771876376,36.0,9.0,45.0,5.2660436845976015,gradient,"[0.5264704545322383, 0.47352954546776166]"
22,COMPLETE,[0.4106794820718641],2025-09-20T05:00:44.150628,2025-09-20T05:09:27.216000,523.065372,0.05061760966100631,0.2,0.054246989126604785,50.0,2,0.7494858189743273,0.06527559876149061,0.5002933996339155,49.0,12.0,61.0,5.574510524631149,gradient,"[0.11541580063031408, 0.884584199369686]"
23,COMPLETE,[0.24736111553979884],2025-09-20T05:09:27.231016,2025-09-20T05:18:10.300378,523.069362,0.04553533184025065,0.2,0.04609522563484886,50.0,2,0.41751141562030536,0.673754501969838,0.36186148009127517,36.0,7.0,43.0,5.548484400382537,gradient,"[0.6505833374924478, 0.3494166625075521]"
24,COMPLETE,[0.2431423576481472],2025-09-20T05:18:10.316392,2025-09-20T05:26:53.540941,523.224549,0.05118831520297027,0.2,0.03795972514599606,50.0,2,2.934721534135365,0.9953270411513178,0.7301020684474656,38.0,10.0,48.0,5.220769579386129,gradient,"[0.5768576846270795, 0.42314231537292035]"
25,COMPLETE,[0.788864096233188],2025-09-20T05:26:53.555955,2025-09-20T05:35:36.571672,523.015717,0.045524772463055405,0.2,0.051212578225151933,50.0,2,2.746480877150667,0.984703944192005,0.04519987309971492,66.0,5.0,71.0,4.758974049397858,gradient,"[0.9561125297908164, 0.04388747020918369]"
26,COMPLETE,[0.17741730542886044],2025-09-20T05:35:36.587686,2025-09-20T05:44:20.425957,523.838271,0.052387650679140196,0.2,0.03910476087665293,50.0,2,0.5931645970926602,0.9735696940831642,0.5352462611012577,35.0,12.0,47.0,5.523821072469056,gradient,"[0.6452541085199256, 0.35474589148007435]"
27,COMPLETE,[0.17960429592495347],2025-09-20T05:44:20.443973,2025-09-20T05:53:03.811728,523.367755,0.04560739473901759,0.2,0.0474052462493482,50.0,2,0.5993708520334948,0.6421826190220029,0.6204685384171847,33.0,7.0,40.0,5.44427451039213,gradient,"[0.5085986063834357, 0.4914013936165643]"
28,COMPLETE,[0.22168434517566052],2025-09-20T05:53:03.827743,2025-09-20T06:01:46.546662,522.718919,0.050136364880006626,0.2,0.034555878924111605,50.0,2,1.5578104187766613,0.24300619311011692,0.41134924956850094,29.0,12.0,41.0,5.652224609993403,gradient,"[0.37136726809418125, 0.6286327319058187]"
29,COMPLETE,[0.15735207269804824],2025-09-20T06:01:46.561675,2025-09-20T06:10:30.055642,523.493967,0.05186873469095812,0.2,0.04199367249939913,50.0,2,1.185824689475493,0.8040862833691126,0.77211078177293,34.0,12.0,46.0,5.427102190732588,gradient,"[0.5101432436030139, 0.48985675639698617]"
30,COMPLETE,[0.1536728495419909],2025-09-20T06:10:30.072659,2025-09-20T06:19:13.082595,523.009936,0.05119756551093338,0.2,0.03879881743248054,50.0,2,2.1289000174478994,0.08634880323169394,0.18053453155495724,33.0,12.0,45.0,5.398753079276105,gradient,"[0.3235451299374759, 0.6764548700625241]"
31,COMPLETE,[0.13473288477944176],2025-09-20T06:19:13.098609,2025-09-20T06:27:56.671245,523.572636,0.048332862272634225,0.2,0.044043989521747734,50.0,2,0.8709764499064717,0.5385496843914777,0.4366302174632473,35.0,8.0,43.0,5.604961933374806,gradient,"[0.5522567511565746, 0.4477432488434255]"
32,COMPLETE,[0.2971219125841962],2025-09-20T06:27:56.687259,2025-09-20T06:36:40.351338,523.664079,0.045637705992543146,0.2,0.05118873177549316,50.0,2,1.794656530068278,0.9810002858909866,0.33811158302833527,49.0,6.0,55.0,5.197286466350209,gradient,"[0.7436824040516502, 0.25631759594834974]"
33,COMPLETE,[0.355802347367849],2025-09-20T06:36:40.365351,2025-09-20T06:45:24.325753,523.960402,0.052895308097559525,0.2,0.05413423783529511,50.0,2,0.023109155778631374,0.8353315827222891,0.9523812685552451,54.0,12.0,66.0,5.39587896340496,gradient,"[0.4672627274147216, 0.5327372725852785]"
34,COMPLETE,[0.12522447336766887],2025-09-20T06:45:24.340768,2025-09-20T06:54:07.287396,522.946628,0.049187424401779166,0.2,0.046252133244717136,50.0,2,0.9894144893082658,0.2889233279620449,0.39241388790888326,33.0,10.0,43.0,5.464070276675742,gradient,"[0.4240533486677737, 0.5759466513322263]"
35,COMPLETE,[0.13443703296958795],2025-09-20T06:54:07.301409,2025-09-20T07:02:50.621276,523.319867,0.0507766865388909,0.2,0.039916313148435696,50.0,2,2.3534685079981705,0.08629411149845194,0.37173843457258704,38.0,12.0,50.0,5.49802742375341,gradient,"[0.1884017025398629, 0.8115982974601371]"
36,COMPLETE,[0.12802569929879423],2025-09-20T07:02:50.635289,2025-09-20T07:11:33.005140,522.369851,0.04569425155464289,0.2,0.04032671431828638,50.0,2,1.0212726411463862,0.552742639243671,0.3944467897500234,33.0,7.0,40.0,5.6482490164422385,gradient,"[0.5835608193293621, 0.41643918067063784]"
37,COMPLETE,[0.3446536150643419],2025-09-20T07:11:33.019153,2025-09-20T07:20:16.985472,523.966319,0.051953554283105594,0.2,0.04283989339297319,50.0,2,0.04227368917421892,0.11782144926493116,0.7469579011911548,51.0,13.0,64.0,5.661673347408767,gradient,"[0.13624452203072604, 0.863755477969274]"
38,COMPLETE,[0.28847197504218336],2025-09-20T07:20:17.000487,2025-09-20T07:29:00.505199,523.504712,0.049588927606615256,0.2,0.03667425250954467,50.0,2,2.426361699352496,0.8385792937123887,0.17286127550137587,51.0,10.0,61.0,5.200853729171907,gradient,"[0.8290939865742699, 0.17090601342573025]"
39,COMPLETE,[0.14286814596040023],2025-09-20T07:29:00.522215,2025-09-20T07:37:43.760879,523.238664,0.04567084558169302,0.2,0.03280534551862999,50.0,2,2.6294363648794556,0.48600500419335996,0.7132214147856384,29.0,7.0,36.0,5.551598796566829,gradient,"[0.40526542486208456, 0.5947345751379155]"
40,COMPLETE,[0.10980669811050339],2025-09-20T07:37:43.774893,2025-09-20T07:46:29.339682,525.564789,0.048974677281406684,0.2,0.03334151995982843,50.0,2,2.7612758563827904,0.7293338470123223,0.9913140766167884,31.0,10.0,41.0,5.524755099185539,gradient,"[0.42387163404936745, 0.5761283659506327]"
41,COMPLETE,[0.08763579210096056],2025-09-20T07:46:29.354695,2025-09-20T07:55:12.598220,523.243525,0.04603174764133665,0.2,0.038041901372370054,50.0,2,2.04533208985527,0.8821597234155619,0.8893762329453995,33.0,7.0,40.0,5.513950539121048,gradient,"[0.497963205459103, 0.502036794540897]"
42,COMPLETE,[0.2188954158002277],2025-09-20T07:55:12.612233,2025-09-20T08:03:55.716966,523.104733,0.04998500922220968,0.2,0.04634534836303058,50.0,2,0.1087275206068038,0.8958183697750588,0.2658531088255271,45.0,11.0,56.0,5.64495310196844,gradient,"[0.771146047980976, 0.22885395201902395]"
43,COMPLETE,[0.2588982688590905],2025-09-20T08:03:55.730979,2025-09-20T08:12:44.618684,528.887705,0.050458421156170365,0.2,0.030830230202859518,50.0,2,0.15330335750426372,0.49752123332000137,0.8350183845197156,29.0,12.0,41.0,5.856209128408611,gradient,"[0.3733631830973788, 0.6266368169026213]"
44,COMPLETE,[0.3492342553482891],2025-09-20T08:12:44.635699,2025-09-20T08:21:36.948131,532.312432,0.045336158463708205,0.2,0.039817121213810466,50.0,2,0.0640448980667071,0.3934511846724415,0.03837262055645905,52.0,9.0,61.0,5.7543595805751115,gradient,"[0.9111382464518867, 0.08886175354811332]"
45,COMPLETE,[0.3846706278212754],2025-09-20T08:21:36.964146,2025-09-20T08:30:29.021563,532.057417,0.04698689144667786,0.2,0.054518704758310346,50.0,2,0.042652809429837735,0.5925687114472368,0.04921230851226145,60.0,8.0,68.0,5.506624117208277,gradient,"[0.9233191587445713, 0.07668084125542877]"
46,COMPLETE,[0.2716572969609055],2025-09-20T08:30:29.036577,2025-09-20T08:39:20.935598,531.899021,0.0485604082396996,0.2,0.032482642861415965,50.0,2,1.0557887892144944,0.35654051605647813,0.8376442819496476,29.0,11.0,40.0,5.914588654877415,gradient,"[0.2985639380536221, 0.7014360619463779]"
47,COMPLETE,[0.08529699650945886],2025-09-20T08:39:20.949611,2025-09-20T08:48:14.022052,533.072441,0.04784152278723039,0.2,0.03252288834162857,50.0,2,2.9290705288188366,0.3501305554967124,0.8126005442832152,32.0,9.0,41.0,5.592647274613453,gradient,"[0.3011277117839046, 0.6988722882160954]"
48,COMPLETE,[0.10410072450485858],2025-09-20T08:48:14.037066,2025-09-20T08:57:06.508408,532.471342,0.04713687764125647,0.2,0.039576462978325525,50.0,2,1.1200784729851725,0.6161920568879576,0.3569144717147849,37.0,7.0,44.0,5.591972329444333,gradient,"[0.6332215834300601, 0.36677841656994]"
49,COMPLETE,[0.16812661458624983],2025-09-20T08:57:06.524422,2025-09-20T09:05:59.892487,533.368065,0.04914201927122245,0.2,0.04405365793007552,50.0,2,0.24599064967638085,0.16913012281797118,0.5281145668854755,41.0,11.0,52.0,5.691839672675211,gradient,"[0.24256925196505388, 0.757430748034946]"
50,COMPLETE,[0.18125919118883968],2025-09-20T09:05:59.907499,2025-09-20T09:14:53.382030,533.474531,0.0509775939502305,0.2,0.03469927835854663,50.0,2,0.13078791845050008,0.2981598482854848,0.8269412150634688,34.0,13.0,47.0,5.81972798297096,gradient,"[0.2650071695763829, 0.7349928304236172]"
51,COMPLETE,[0.1688405258845242],2025-09-20T09:14:53.397044,2025-09-20T09:23:45.587813,532.190769,0.04878142941733876,0.2,0.05270066349834354,50.0,2,1.0637420057169105,0.5310432456389275,0.2702105638988909,43.0,9.0,52.0,5.335253891039035,gradient,"[0.6627653301832604, 0.3372346698167396]"
52,COMPLETE,[0.11721788802585133],2025-09-20T09:23:45.601826,2025-09-20T09:32:37.272869,531.671043,0.04954532764290557,0.2,0.04261717486284455,50.0,2,1.9958846688069716,0.6527926391202891,0.8373680235349549,34.0,10.0,44.0,5.350355883080514,gradient,"[0.4380686294302723, 0.5619313705697278]"
53,COMPLETE,[0.3532091128634743],2025-09-20T09:32:37.287882,2025-09-20T09:41:29.157740,531.869858,0.04742452982203807,0.2,0.041656405249874844,50.0,2,1.061593368604872,0.04599653747471286,0.586167466063564,49.0,10.0,59.0,5.944218886361083,gradient,"[0.07276045016366994, 0.9272395498363301]"
54,COMPLETE,[0.15786624429158305],2025-09-20T09:41:29.171753,2025-09-20T09:50:21.305707,532.133954,0.051539700777384075,0.2,0.03227336786811661,50.0,2,0.2365428746480055,0.7786326050659184,0.2379169194628317,37.0,13.0,50.0,5.770705503565613,gradient,"[0.7659563909853533, 0.2340436090146466]"
55,COMPLETE,[0.18542191315747422],2025-09-20T09:50:21.320721,2025-09-20T09:59:15.057644,533.736923,0.04816393657454122,0.2,0.03831238141127156,50.0,2,0.2946086222939004,0.08558938393418108,0.5514640723896557,43.0,11.0,54.0,5.763685485330984,gradient,"[0.13435196541916722, 0.8656480345808327]"
56,COMPLETE,[0.10476287538210706],2025-09-20T09:59:15.071657,2025-09-20T10:08:06.675692,531.604035,0.04665726181942845,0.2,0.048298934470964894,50.0,2,2.0137927627151364,0.9233631321647102,0.6712035549804647,38.0,8.0,46.0,5.279261200220817,gradient,"[0.5790683698640721, 0.42093163013592794]"
57,COMPLETE,[0.09876171427752797],2025-09-20T10:08:06.689704,2025-09-20T10:16:59.445522,532.755818,0.04917391786713368,0.2,0.04346240811039223,50.0,2,2.0489187969100735,0.7063306405825284,0.7257626795223789,36.0,9.0,45.0,5.344214676694208,gradient,"[0.4932155123318266, 0.5067844876681734]"
58,COMPLETE,[0.08381574337372416],2025-09-20T10:16:59.459535,2025-09-20T10:25:52.059558,532.600023,0.04764717455087198,0.2,0.04857243561758609,50.0,2,0.2882890192142096,0.7678299058000413,0.8243229608234481,36.0,9.0,45.0,5.59913668487871,gradient,"[0.4822589098673632, 0.5177410901326368]"
59,COMPLETE,[0.09095751796380332],2025-09-20T10:25:52.075572,2025-09-20T10:34:44.977159,532.901587,0.04933582468509735,0.2,0.03710403092323813,50.0,2,2.274705474147898,0.2751488133930468,0.39697357938089783,32.0,10.0,42.0,5.432845577493922,gradient,"[0.40937307899751496, 0.5906269210024852]"
60,COMPLETE,[0.2038543311856816],2025-09-20T10:34:44.993174,2025-09-20T10:43:37.917944,532.92477,0.045232013605385764,0.2,0.039945735765450505,50.0,2,2.7586094580503477,0.033559543428133935,0.6328945278116301,46.0,8.0,54.0,5.807220223218257,gradient,"[0.05035537312527051, 0.9496446268747295]"
61,COMPLETE,[0.1940903230693242],2025-09-20T10:43:37.932957,2025-09-20T10:52:32.917389,534.984432,0.046331915577833296,0.2,0.053049121552039724,50.0,2,1.881025521787546,0.6632321560298677,0.27918335349303763,47.0,6.0,53.0,5.175159158216366,gradient,"[0.7037576836629383, 0.2962423163370616]"
62,COMPLETE,[0.13835685348849353],2025-09-20T10:52:32.933404,2025-09-20T11:01:25.588908,532.655504,0.04551051000035352,0.2,0.030578148742129392,50.0,2,1.5224452071320493,0.2375490296403708,0.2026392421802999,30.0,7.0,37.0,5.765303468098326,gradient,"[0.5396532457755858, 0.4603467542244141]"
63,COMPLETE,[0.10584142478200466],2025-09-20T11:01:25.603921,2025-09-20T11:10:17.547711,531.94379,0.04928142688275755,0.2,0.047404278453369766,50.0,2,1.8244737521053245,0.745094339691078,0.5179820969098987,40.0,9.0,49.0,5.306194921835723,gradient,"[0.5899043938276426, 0.41009560617235746]"
64,COMPLETE,[0.09832885280974842],2025-09-20T11:10:17.561723,2025-09-20T11:19:10.971768,533.410045,0.051256418950383555,0.2,0.051062993812963614,50.0,2,0.655988629506425,0.3889816964036728,0.49199188780775904,37.0,10.0,47.0,5.401056178072517,gradient,"[0.441536163370726, 0.558463836629274]"
65,COMPLETE,[0.29335405844238377],2025-09-20T11:19:10.986782,2025-09-20T11:28:02.575618,531.588836,0.04766294790529809,0.2,0.05348373331261588,50.0,2,2.5745781228208076,0.9982752881424871,0.46060330353045276,48.0,8.0,56.0,4.963722398281865,gradient,"[0.6842757813024968, 0.3157242186975032]"
66,COMPLETE,[0.2191095040915527],2025-09-20T11:28:02.589631,2025-09-20T11:36:54.203977,531.614346,0.04815796181575813,0.2,0.04884349315347705,50.0,2,0.8959925973773107,0.7087940291858881,0.16299142504857167,51.0,8.0,59.0,5.461050676144563,gradient,"[0.8130372280738508, 0.18696277192614918]"
67,COMPLETE,[0.0976869185141785],2025-09-20T11:36:54.217989,2025-09-20T11:45:46.758759,532.54077,0.05217839680818081,0.2,0.032311209424618986,50.0,2,2.196839466007493,0.548790843103678,0.398366915637875,34.0,12.0,46.0,5.298336664154157,gradient,"[0.5794080637979806, 0.4205919362020195]"
68,COMPLETE,[0.14737080511992273],2025-09-20T11:45:46.773772,2025-09-20T11:54:39.416512,532.64274,0.04671050804190183,0.2,0.04230737100904935,50.0,2,1.0372015780666584,0.5750852041010778,0.17520883131223783,43.0,8.0,51.0,5.54945860658246,gradient,"[0.7664797758711752, 0.23352022412882473]"
69,COMPLETE,[0.12900024525437728],2025-09-20T11:54:39.430525,2025-09-20T12:03:31.375011,531.944486,0.05233739250560199,0.2,0.049300165278502533,50.0,2,0.06328224027601559,0.41941106411314716,0.5099531421577437,42.0,11.0,53.0,5.551764979048819,gradient,"[0.45128816160894547, 0.5487118383910544]"
70,COMPLETE,[0.20349694286124193],2025-09-20T12:03:31.390025,2025-09-20T12:12:23.251325,531.8613,0.04885556691576894,0.2,0.03465791756835558,50.0,2,1.890592484418912,0.11190722661646067,0.7509191103057076,38.0,11.0,49.0,5.894875863722458,gradient,"[0.12969843620635252, 0.8703015637936474]"
71,COMPLETE,[0.162973253836178],2025-09-20T12:12:23.268339,2025-09-20T12:21:14.594138,531.325799,0.04895313810210143,0.2,0.0305743262935611,50.0,2,0.3578952558227858,0.47396885809599776,0.6572269036114747,28.0,11.0,39.0,5.809698107702394,gradient,"[0.4189980851595218, 0.581001914840478]"
72,COMPLETE,[0.11235437343214878],2025-09-20T12:21:14.608151,2025-09-20T12:30:07.380802,532.772651,0.050699924515378164,0.2,0.051286496810522914,50.0,2,0.6325038448979207,0.910916546742988,0.5475742225751918,41.0,10.0,51.0,5.347699159960679,gradient,"[0.6245610640160763, 0.37543893598392375]"
73,COMPLETE,[0.06979179946650207],2025-09-20T12:30:07.396817,2025-09-20T12:38:59.800815,532.403998,0.04780718932923829,0.2,0.03942945971525033,50.0,2,2.193166534751084,0.37686182053687683,0.9448426585790464,34.0,8.0,42.0,5.511972210483149,gradient,"[0.28513319466765863, 0.7148668053323415]"
74,COMPLETE,[0.10004438053898251],2025-09-20T12:38:59.815828,2025-09-20T12:47:52.981425,533.165597,0.05144751281106723,0.2,0.04097514890324623,50.0,2,2.8080753873759554,0.751004118542455,0.788126723178542,37.0,11.0,48.0,5.1947654306517155,gradient,"[0.4879403999875092, 0.5120596000124908]"
75,COMPLETE,[0.07790641549026306],2025-09-20T12:47:52.996438,2025-09-20T12:56:44.522083,531.525645,0.05075894829240453,0.2,0.05112737042653527,50.0,2,0.7226294303609663,0.201434587450193,0.29728580726927256,36.0,11.0,47.0,5.455697960439691,gradient,"[0.4039028473329262, 0.5960971526670737]"
76,COMPLETE,[0.16692237674923158],2025-09-20T12:56:44.536096,2025-09-20T13:05:36.328812,531.792716,0.046512240476193054,0.2,0.053822125330753645,50.0,2,2.8116942276113965,0.09813205703941406,0.9986152824861105,47.0,7.0,54.0,5.410439654322647,gradient,"[0.08947553689245147, 0.9105244631075486]"
77,COMPLETE,[0.10153586225844168],2025-09-20T13:05:36.342824,2025-09-20T13:14:28.219572,531.876748,0.05036509035421238,0.2,0.051080269891447636,50.0,2,2.4552364702853438,0.11221275994728193,0.5187631353548211,41.0,10.0,51.0,5.3444959721694225,gradient,"[0.1778400106608762, 0.8221599893391237]"
78,COMPLETE,[0.14338691812740964],2025-09-20T13:14:28.234586,2025-09-20T13:23:19.497542,531.262956,0.04648359082029926,0.2,0.03904420380557107,50.0,2,1.8057613123504046,0.9176636001039158,0.22881466559400312,46.0,8.0,54.0,5.4663895122153034,gradient,"[0.8004195348136738, 0.1995804651863262]"
79,COMPLETE,[0.37606129491195156],2025-09-20T13:23:19.511556,2025-09-20T13:32:10.375508,530.863952,0.04984794890981427,0.2,0.047786869788035286,50.0,2,2.91199205301945,0.7200994061793463,0.18112592283439133,55.0,8.0,63.0,4.894689097580141,gradient,"[0.7990226006712353, 0.20097739932876474]"
80,COMPLETE,[0.15588188832452696],2025-09-20T13:32:10.390521,2025-09-20T13:41:01.884831,531.49431,0.05233697443183086,0.2,0.050975487522873314,50.0,2,0.31164472768883733,0.7419743876343453,0.18001872010531333,49.0,12.0,61.0,5.4410354077548915,gradient,"[0.8047504709155106, 0.1952495290844895]"
81,COMPLETE,[0.06734070253148675],2025-09-20T13:41:01.898844,2025-09-20T13:49:53.562809,531.663965,0.05009569299273097,0.2,0.04008143055842215,50.0,2,1.6509276424556738,0.35777892512207393,0.6634379874368013,32.0,12.0,44.0,5.520820076716614,gradient,"[0.3503456716414763, 0.6496543283585237]"
82,COMPLETE,[0.07600349269779841],2025-09-20T13:49:53.577822,2025-09-20T13:58:44.998034,531.420212,0.045527175386368954,0.2,0.05335497861747114,50.0,2,0.7787403293055406,0.34375846428954865,0.38165160602763804,36.0,7.0,43.0,5.348680555642112,gradient,"[0.4738815717560135, 0.5261184282439866]"
83,COMPLETE,[0.05824787760693236],2025-09-20T13:58:45.013047,2025-09-20T14:07:36.526757,531.51371,0.04631731381731023,0.2,0.04186384297293298,50.0,2,1.437597855901097,0.3822718365773582,0.43929400073832475,33.0,7.0,40.0,5.5326907467864075,gradient,"[0.46529665574503676, 0.5347033442549632]"
84,COMPLETE,[0.08327235916660178],2025-09-20T14:07:36.540770,2025-09-20T14:16:27.309417,530.768647,0.047438280795641226,0.2,0.04699644220276608,50.0,2,1.4049903557256866,0.43083409337722794,0.2454316339623016,39.0,8.0,47.0,5.351425362012701,gradient,"[0.637078112877545, 0.3629218871224549]"
85,COMPLETE,[0.06811959523470802],2025-09-20T14:16:27.324431,2025-09-20T14:25:18.813492,531.489061,0.04842100737524192,0.2,0.04134959121161828,50.0,2,2.469117783717511,0.7859935675479555,0.7267485307564099,36.0,8.0,44.0,5.2851829108009305,gradient,"[0.519582001736434, 0.48041799826356607]"
86,COMPLETE,[0.38359355913009735],2025-09-20T14:25:18.828505,2025-09-20T14:34:10.362798,531.534293,0.049755588824150765,0.2,0.05133524066477571,50.0,2,0.8430403629430443,0.5209327592018967,0.014248252680176595,65.0,10.0,75.0,5.453377001964937,gradient,"[0.9733767597058989, 0.026623240294101062]"
