number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,attr_CQ,attr_GR,attr_KR,attr_MC
266,COMPLETE,[0.05556601271909181],2025-09-12T22:07:04.863463,2025-09-12T22:15:10.685471,485.822008,0.04971680405705291,0.2,0.04054756838188289,50.0,90.0,20.0,110.0,5.711781933280596
267,COMPLETE,[0.0661573180229033],2025-09-12T22:15:10.699484,2025-09-12T22:23:16.510482,485.810998,0.045375175907148645,0.2,0.04544016093923546,50.0,99.0,11.0,110.0,5.687873113383788
268,COMPLETE,[0.038941050369541465],2025-09-12T22:23:16.525496,2025-09-12T22:31:22.262428,485.736932,0.0522894270233519,0.2,0.04633297901904797,50.0,90.0,19.0,109.0,5.546875503612171
269,COMPLETE,[0.10254750288273301],2025-09-12T22:31:22.277441,2025-09-12T22:39:27.673069,485.395628,0.052356809317283474,0.2,0.04313483479408728,50.0,86.0,22.0,108.0,5.6555777010257815
270,COMPLETE,[0.07590873096261484],2025-09-12T22:39:27.688082,2025-09-12T22:47:33.075702,485.38762,0.05196618442083934,0.2,0.03652221913082194,50.0,85.0,27.0,112.0,5.758743065956833
271,COMPLETE,[0.044956147936118955],2025-09-12T22:47:33.090716,2025-09-12T22:55:38.359229,485.268513,0.04674416497566424,0.2,0.05487159485529562,50.0,94.0,11.0,105.0,5.543196398545847
272,COMPLETE,[0.13338018316996408],2025-09-12T22:55:38.373243,2025-09-12T23:03:43.691800,485.318557,0.05233447362768013,0.2,0.04440070239124861,50.0,85.0,23.0,108.0,5.591133573913683
273,COMPLETE,[0.08234174350233404],2025-09-12T23:03:43.706813,2025-09-12T23:11:49.126462,485.419649,0.05075730691317286,0.2,0.036348258711421805,50.0,89.0,24.0,113.0,5.764078130347063
274,COMPLETE,[0.040169893275844484],2025-09-12T23:11:49.140476,2025-09-12T23:19:54.488059,485.347583,0.04723925538979777,0.2,0.05328915034277466,50.0,92.0,13.0,105.0,5.573450797790603
275,COMPLETE,[0.05943410862571256],2025-09-12T23:19:54.502073,2025-09-12T23:28:00.231998,485.729925,0.050898583100781436,0.2,0.04104444430950331,50.0,88.0,22.0,110.0,5.686849703124358
276,COMPLETE,[0.05429449707052026],2025-09-12T23:28:00.246011,2025-09-12T23:36:06.442353,486.196342,0.04572402036286541,0.2,0.04324310365055911,50.0,97.0,14.0,111.0,5.707320079814201
277,COMPLETE,[0.04827107158534218],2025-09-12T23:36:06.456366,2025-09-12T23:44:12.086202,485.629836,0.04707848889682792,0.2,0.047292209165447616,50.0,95.0,13.0,108.0,5.615295704423515
278,COMPLETE,[0.05394426727897549],2025-09-12T23:44:12.100214,2025-09-12T23:52:17.582919,485.482705,0.051869705374755076,0.2,0.038958346456476785,50.0,88.0,23.0,111.0,5.691585470535577
279,COMPLETE,[0.0406425445751108],2025-09-12T23:52:17.597933,2025-09-13T00:00:22.572184,484.974251,0.04974316262511292,0.2,0.05266377691705134,50.0,90.0,15.0,105.0,5.535011698755139
280,COMPLETE,[0.1018839429367698],2025-09-13T00:00:22.587197,2025-09-13T00:08:27.866721,485.279524,0.05289749373619318,0.2,0.04719664977261116,50.0,86.0,21.0,107.0,5.548629331704558
281,COMPLETE,[0.09125574849937561],2025-09-13T00:08:27.881734,2025-09-13T00:16:33.053161,485.171427,0.05285462389133059,0.2,0.031348105456391134,50.0,81.0,34.0,115.0,5.7974790505178415
282,COMPLETE,[0.047517649673549656],2025-09-13T00:16:33.067174,2025-09-13T00:24:38.368718,485.301544,0.05033100708110029,0.2,0.04586988294253016,50.0,92.0,18.0,110.0,5.651809983475361
283,COMPLETE,[0.0397046132148348],2025-09-13T00:24:38.383730,2025-09-13T00:32:43.442056,485.058326,0.049125140719334943,0.2,0.04984137154605693,50.0,93.0,15.0,108.0,5.597422265046607
284,COMPLETE,[0.03793532189791337],2025-09-13T00:32:43.457070,2025-09-13T00:40:48.372268,484.915198,0.05071697600056086,0.2,0.048749163955192416,50.0,91.0,18.0,109.0,5.573051811432604
285,COMPLETE,[0.060055207803973526],2025-09-13T00:40:48.387282,2025-09-13T00:48:53.351523,484.964241,0.04697823764941684,0.2,0.044130292841521486,50.0,97.0,15.0,112.0,5.724076463240134
286,COMPLETE,[0.05649072883677451],2025-09-13T00:48:53.367537,2025-09-13T00:56:57.795300,484.427763,0.04587222858306663,0.2,0.04077314111517036,50.0,100.0,14.0,114.0,5.736160525838878
287,COMPLETE,[0.08244436362917326],2025-09-13T00:56:57.810313,2025-09-13T01:05:02.598398,484.788085,0.051572167542841774,0.2,0.03675647160451491,50.0,88.0,25.0,113.0,5.745043503595761
288,COMPLETE,[0.08113684784897135],2025-09-13T01:05:02.613411,2025-09-13T01:13:07.293399,484.679988,0.05171290837925158,0.2,0.036352598607851574,50.0,87.0,26.0,113.0,5.746715251372742
289,COMPLETE,[0.02595385076961036],2025-09-13T01:13:07.308413,2025-09-13T01:21:11.659106,484.350693,0.04843704690791738,0.2,0.05372854354876028,50.0,91.0,14.0,105.0,5.560049536881144
290,COMPLETE,[0.055579120508218734],2025-09-13T01:21:11.675121,2025-09-13T01:29:16.885583,485.210462,0.046489771105479034,0.2,0.03547305144316063,50.0,100.0,18.0,118.0,5.791471472245556
291,COMPLETE,[0.07304965141030424],2025-09-13T01:29:16.900596,2025-09-13T01:37:21.601603,484.701007,0.04530196772244816,0.2,0.03446886992277512,50.0,102.0,17.0,119.0,5.817604555105645
292,COMPLETE,[0.0671490334621289],2025-09-13T01:37:21.617617,2025-09-13T01:45:26.570849,484.953232,0.04714420115792292,0.2,0.034708500223913946,50.0,101.0,16.0,117.0,5.805415630246718
293,COMPLETE,[0.04124737446983663],2025-09-13T01:45:26.584862,2025-09-13T01:53:31.422991,484.838129,0.04696004279198362,0.2,0.03550504248996994,50.0,100.0,17.0,117.0,5.781488846274863
294,COMPLETE,[0.055125350223938496],2025-09-13T01:53:31.438004,2025-09-13T02:01:36.044927,484.606923,0.04722591791945638,0.2,0.03618823069099833,50.0,99.0,17.0,116.0,5.801464282370775
295,COMPLETE,[0.04119740909441737],2025-09-13T02:01:36.059941,2025-09-13T02:09:41.010170,484.950229,0.04663244217122072,0.2,0.05386775408509861,50.0,94.0,11.0,105.0,5.573839277874422
296,COMPLETE,[0.0896520225229378],2025-09-13T02:09:41.025184,2025-09-13T02:17:46.678041,485.652857,0.04548183325517588,0.2,0.030127907906792747,50.0,104.0,17.0,121.0,5.867634268344866
297,COMPLETE,[0.0369147762651051],2025-09-13T02:17:46.693054,2025-09-13T02:25:52.347912,485.654858,0.049627275531550254,0.2,0.052539286324122386,50.0,91.0,14.0,105.0,5.5235221992831605
298,COMPLETE,[0.047814482117883965],2025-09-13T02:25:52.362926,2025-09-13T02:33:58.065827,485.702901,0.050077136236907904,0.2,0.05419280223609878,50.0,89.0,16.0,105.0,5.515790289201114
299,COMPLETE,[0.0455861187107],2025-09-13T02:33:58.080841,2025-09-13T02:42:04.304208,486.223367,0.046065967524399204,0.2,0.047298646618158205,50.0,96.0,13.0,109.0,5.639405073525565
300,COMPLETE,[0.06924988826185693],2025-09-13T02:42:04.319222,2025-09-13T02:50:10.181266,485.862044,0.04992048762562129,0.2,0.03517911057998163,50.0,93.0,22.0,115.0,5.8402614721607495
301,COMPLETE,[0.06880273275769264],2025-09-13T02:50:10.196279,2025-09-13T02:58:15.939217,485.742938,0.05236929922574665,0.2,0.036450343869063886,50.0,84.0,29.0,113.0,5.747156203344859
302,COMPLETE,[0.044143638898927286],2025-09-13T02:58:15.955231,2025-09-13T03:06:21.096631,485.1414,0.04527943268741138,0.2,0.04175839898579114,50.0,99.0,13.0,112.0,5.744581150569112
303,COMPLETE,[0.06964072297718309],2025-09-13T03:06:21.111644,2025-09-13T03:14:26.588344,485.4767,0.05237831261757321,0.2,0.04405054971046836,50.0,88.0,21.0,109.0,5.651421556657348
304,COMPLETE,[0.039460868092723006],2025-09-13T03:14:26.603357,2025-09-13T03:22:31.988976,485.385619,0.050270954621443785,0.2,0.04878139512310973,50.0,91.0,16.0,107.0,5.583555725265315
305,COMPLETE,[0.0583741967696262],2025-09-13T03:22:32.003989,2025-09-13T03:30:37.764943,485.760954,0.05158292567166595,0.2,0.046453304630872036,50.0,89.0,19.0,108.0,5.576439366370902
306,COMPLETE,[0.055213133395814164],2025-09-13T03:30:37.779956,2025-09-13T03:38:43.150892,485.370936,0.0508080644458457,0.2,0.05178002720854885,50.0,88.0,17.0,105.0,5.498503475236043
307,COMPLETE,[0.07576416938647852],2025-09-13T03:38:43.166906,2025-09-13T03:46:48.406394,485.239488,0.04756368723808383,0.2,0.032020321110929374,50.0,101.0,19.0,120.0,5.829614636071692
308,COMPLETE,[0.05230608820450611],2025-09-13T03:46:48.421407,2025-09-13T03:54:56.997877,488.57647,0.0479825495958701,0.2,0.03675344014614815,50.0,96.0,18.0,114.0,5.800281248599312
309,COMPLETE,[0.036834736305116404],2025-09-13T03:54:57.011889,2025-09-13T04:03:02.971019,485.95913,0.05053975387758846,0.2,0.04828277609623588,50.0,92.0,16.0,108.0,5.611945515165489
310,COMPLETE,[0.0762212868569629],2025-09-13T04:03:02.987034,2025-09-13T04:11:08.469739,485.482705,0.051037633038100085,0.2,0.03842279224500038,50.0,86.0,24.0,110.0,5.7691343356852425
311,COMPLETE,[0.060126301947125364],2025-09-13T04:11:08.485753,2025-09-13T04:19:13.140719,484.654966,0.04983524106669643,0.2,0.05047635882113437,50.0,89.0,17.0,106.0,5.589609532158978
312,COMPLETE,[0.04250209027619477],2025-09-13T04:19:13.155732,2025-09-13T04:27:18.838616,485.682884,0.05174709158988654,0.2,0.0495863059147342,50.0,89.0,19.0,108.0,5.5271047859436635
313,COMPLETE,[0.03709914904035374],2025-09-13T04:27:18.853629,2025-09-13T04:35:23.432528,484.578899,0.048767617528797325,0.2,0.04951692498334888,50.0,92.0,15.0,107.0,5.582067251744227
314,COMPLETE,[0.06096730173274058],2025-09-13T04:35:23.447541,2025-09-13T04:43:28.198592,484.751051,0.05198167156598167,0.2,0.044478847554013566,50.0,89.0,21.0,110.0,5.614219228939158
315,COMPLETE,[0.0607732351698411],2025-09-13T04:43:28.214606,2025-09-13T04:51:32.424174,484.209568,0.050448384096842144,0.2,0.04207907100328535,50.0,91.0,20.0,111.0,5.712689285351339
316,COMPLETE,[0.02842243380892399],2025-09-13T04:51:32.438186,2025-09-13T04:59:37.180230,484.742044,0.04757900439255803,0.2,0.047948196923348604,50.0,94.0,14.0,108.0,5.648004647269178
317,COMPLETE,[0.08164535389752411],2025-09-13T04:59:37.195243,2025-09-13T05:07:41.839199,484.643956,0.04988513331622642,0.2,0.03281083658600796,50.0,91.0,25.0,116.0,5.854544976195468
318,COMPLETE,[0.06194375014365614],2025-09-13T05:07:41.854212,2025-09-13T05:15:46.697346,484.843134,0.04953659086423183,0.2,0.031893734299094284,50.0,93.0,23.0,116.0,5.833784173500374
319,COMPLETE,[0.03947164973799056],2025-09-13T05:15:46.712360,2025-09-13T05:23:51.806745,485.094385,0.04635674651645375,0.2,0.03851168466643057,50.0,99.0,16.0,115.0,5.745252876318653
320,COMPLETE,[0.08679352809769035],2025-09-13T05:23:51.821758,2025-09-13T05:31:56.843051,485.021293,0.04537735378649899,0.2,0.03498026448004634,50.0,104.0,15.0,119.0,5.788144535838401
321,COMPLETE,[0.06509899564908914],2025-09-13T05:31:56.859065,2025-09-13T05:40:01.400930,484.541865,0.048437239961042176,0.2,0.03964275216610806,50.0,96.0,17.0,113.0,5.74476207670114
322,COMPLETE,[0.058610742963502195],2025-09-13T05:40:01.415943,2025-09-13T05:48:06.253071,484.837128,0.04787170726418587,0.2,0.033618970023311795,50.0,96.0,21.0,117.0,5.868224633848562
323,COMPLETE,[0.06011328849493873],2025-09-13T05:48:06.267085,2025-09-13T05:56:11.654704,485.387619,0.04899939526905831,0.2,0.03617497087646144,50.0,93.0,21.0,114.0,5.821281169695143
324,COMPLETE,[0.06875689573530422],2025-09-13T05:56:11.669717,2025-09-13T06:04:16.712029,485.042312,0.048995529550236484,0.2,0.04088626152972065,50.0,92.0,18.0,110.0,5.737709706217968
325,COMPLETE,[0.04991342463846434],2025-09-13T06:04:16.727042,2025-09-13T06:12:21.850885,485.123843,0.05101986030658566,0.2,0.047232661728594125,50.0,90.0,19.0,109.0,5.595053961470756
326,COMPLETE,[0.05576899355510668],2025-09-13T06:12:21.865899,2025-09-13T06:20:26.846154,484.980255,0.04698752619327423,0.2,0.04376940772509842,50.0,96.0,16.0,112.0,5.709095737394015
327,COMPLETE,[0.1261003705817247],2025-09-13T06:20:26.861168,2025-09-13T06:28:31.958553,485.097385,0.04638324697112785,0.2,0.030642812016210406,50.0,101.0,20.0,121.0,5.894672603861294
328,COMPLETE,[0.13159824733372216],2025-09-13T06:28:31.974567,2025-09-13T06:36:37.811589,485.837022,0.052660539478306706,0.2,0.030826943666112237,50.0,82.0,35.0,117.0,5.871985778672533
329,COMPLETE,[0.04538196842758235],2025-09-13T06:36:37.827603,2025-09-13T06:44:43.386376,485.558773,0.04761437122646981,0.2,0.04184059131616092,50.0,97.0,15.0,112.0,5.71056674485509
330,COMPLETE,[0.051403914883387095],2025-09-13T06:44:43.400390,2025-09-13T06:52:48.910118,485.509728,0.04791363525806111,0.2,0.03488241822675331,50.0,96.0,20.0,116.0,5.808149463368736
331,COMPLETE,[0.03323611752555523],2025-09-13T06:52:48.925131,2025-09-13T07:00:54.650053,485.724922,0.049476536453931116,0.2,0.04704718033105816,50.0,92.0,17.0,109.0,5.611777373399208
332,COMPLETE,[0.03728450343689335],2025-09-13T07:00:54.666067,2025-09-13T07:09:00.433026,485.766959,0.04567828868832902,0.2,0.05275983949557309,50.0,94.0,11.0,105.0,5.584064574872363
333,COMPLETE,[0.08895864855728854],2025-09-13T07:09:00.448040,2025-09-13T07:17:06.286062,485.838022,0.0516083011434126,0.2,0.054460344352003254,50.0,89.0,17.0,106.0,5.434785699607064
334,COMPLETE,[0.04510426123600312],2025-09-13T07:17:06.302076,2025-09-13T07:25:11.918901,485.616825,0.04874813595776251,0.2,0.04431904727477095,50.0,96.0,16.0,112.0,5.697109937230103
335,COMPLETE,[0.05452431115942573],2025-09-13T07:25:11.933915,2025-09-13T07:33:17.147379,485.213464,0.05022296308985912,0.2,0.03587011573346788,50.0,92.0,22.0,114.0,5.785962293343326
336,COMPLETE,[0.043256450022533956],2025-09-13T07:33:17.162393,2025-09-13T07:41:21.868404,484.706011,0.0524106853364054,0.2,0.04782438800685915,50.0,90.0,19.0,109.0,5.515592786140154
337,COMPLETE,[0.05719070361103531],2025-09-13T07:41:21.882416,2025-09-13T07:49:26.612449,484.730033,0.048558948426608,0.2,0.03890482576723969,50.0,94.0,20.0,114.0,5.781372560406761
338,COMPLETE,[0.03705629168714463],2025-09-13T07:49:26.626461,2025-09-13T07:57:33.247519,486.621058,0.049387493566154905,0.2,0.05335927084877573,50.0,89.0,15.0,104.0,5.527030935569994
339,COMPLETE,[0.06964161888201052],2025-09-13T07:57:33.261532,2025-09-13T08:05:39.449236,486.187704,0.04545141893031959,0.2,0.03721185148135662,50.0,102.0,13.0,115.0,5.773378847388059
340,COMPLETE,[0.06289230679596676],2025-09-13T08:05:39.464249,2025-09-13T08:13:46.140021,486.675772,0.04910375483347503,0.2,0.04204808030816384,50.0,94.0,17.0,111.0,5.7287928403354424
341,COMPLETE,[0.08633930163283392],2025-09-13T08:13:46.156035,2025-09-13T08:21:52.650644,486.494609,0.04598020336710837,0.2,0.03277784909165479,50.0,103.0,16.0,119.0,5.869252458145375
342,COMPLETE,[0.09233789644744797],2025-09-13T08:21:52.665657,2025-09-13T08:29:59.142250,486.476593,0.0512965936190975,0.2,0.032720843219048945,50.0,86.0,30.0,116.0,5.80815653110688
343,COMPLETE,[0.07539936560302325],2025-09-13T08:29:59.157264,2025-09-13T08:38:05.226493,486.069229,0.04623887500034073,0.2,0.04753349419753314,50.0,97.0,11.0,108.0,5.61043882066609
344,COMPLETE,[0.0841357514964985],2025-09-13T08:38:05.241506,2025-09-13T08:46:11.424837,486.183331,0.04656954366464477,0.2,0.03004903606648528,50.0,103.0,20.0,123.0,5.876508604961761
345,COMPLETE,[0.0575365382024542],2025-09-13T08:46:11.439851,2025-09-13T08:54:18.221994,486.782143,0.05009160337991861,0.2,0.035775736170187804,50.0,91.0,22.0,113.0,5.80014305314448
346,COMPLETE,[0.05780012210710057],2025-09-13T08:54:18.237008,2025-09-13T09:02:24.597349,486.360341,0.04907762729245335,0.2,0.04048980219111064,50.0,93.0,19.0,112.0,5.738160102239254
347,COMPLETE,[0.0335868547034074],2025-09-13T09:02:24.612363,2025-09-13T09:10:31.115748,486.503385,0.05157165897455013,0.2,0.04951585055696342,50.0,90.0,18.0,108.0,5.551075392767639
348,COMPLETE,[0.06312555974444568],2025-09-13T09:10:31.129762,2025-09-13T09:18:37.563941,486.434179,0.048166999618159324,0.2,0.03149413865963509,50.0,98.0,22.0,120.0,5.85405151671693
349,COMPLETE,[0.11447429217854999],2025-09-13T09:18:37.578955,2025-09-13T09:26:43.975091,486.396136,0.052819384509331935,0.2,0.03915820511656011,50.0,83.0,27.0,110.0,5.691238514752111
350,COMPLETE,[0.06478528035408777],2025-09-13T09:26:43.991105,2025-09-13T09:34:50.391850,486.400745,0.051726648596535266,0.2,0.04048018945253658,50.0,87.0,24.0,111.0,5.710046739190753
351,COMPLETE,[0.037861254362828646],2025-09-13T09:34:50.406863,2025-09-13T09:42:56.587924,486.181061,0.04613487902072504,0.2,0.03831760676890208,50.0,99.0,15.0,114.0,5.773296314898151
352,COMPLETE,[0.05520319237107924],2025-09-13T09:42:56.601936,2025-09-13T09:51:02.673814,486.071878,0.04698865320467364,0.2,0.04182029651091313,50.0,95.0,16.0,111.0,5.755644417958731
353,COMPLETE,[0.07661414439574503],2025-09-13T09:51:02.688828,2025-09-13T09:59:08.356819,485.667991,0.04612738852667008,0.2,0.03358698916594465,50.0,102.0,17.0,119.0,5.856304322806805
354,COMPLETE,[0.05624436186297512],2025-09-13T09:59:08.372834,2025-09-13T10:07:14.078392,485.705558,0.04927815310617074,0.2,0.03193836035948469,50.0,94.0,23.0,117.0,5.829642034025701
355,COMPLETE,[0.07200023034640084],2025-09-13T10:07:14.092406,2025-09-13T10:15:19.571604,485.479198,0.04515696418757477,0.2,0.03622195566301358,50.0,104.0,13.0,117.0,5.7920661448317485
356,COMPLETE,[0.0699512510565785],2025-09-13T10:15:19.587618,2025-09-13T10:23:25.420432,485.832814,0.051080074461266924,0.2,0.03651984526879497,50.0,88.0,25.0,113.0,5.745837295210725
357,COMPLETE,[0.0676967521039924],2025-09-13T10:23:25.435446,2025-09-13T10:31:33.440860,488.005414,0.0474807742577684,0.2,0.054544717858691416,50.0,93.0,12.0,105.0,5.500906419482247
358,COMPLETE,[0.13439380213238816],2025-09-13T10:31:33.456874,2025-09-13T10:39:42.040027,488.583153,0.050391774163418945,0.2,0.031705994214179176,50.0,92.0,25.0,117.0,5.917028595393051
359,COMPLETE,[0.03303376298455845],2025-09-13T10:39:42.055040,2025-09-13T10:47:49.785856,487.730816,0.04941924831137785,0.2,0.05025217337471995,50.0,92.0,15.0,107.0,5.593348326584416
360,COMPLETE,[0.04087647518871941],2025-09-13T10:47:49.799869,2025-09-13T10:55:57.724755,487.924886,0.0508634044150135,0.2,0.05172137986733903,50.0,90.0,16.0,106.0,5.511041632013676
361,COMPLETE,[0.05607970523798459],2025-09-13T10:55:57.740769,2025-09-13T11:04:05.099956,487.359187,0.04855195732935189,0.2,0.043708557886177425,50.0,94.0,16.0,110.0,5.695410129567062
362,COMPLETE,[0.06906115860553345],2025-09-13T11:04:05.115970,2025-09-13T11:12:13.092422,487.976452,0.05295460733957613,0.2,0.038216704231348333,50.0,86.0,26.0,112.0,5.716016788037129
363,COMPLETE,[0.035476954947762256],2025-09-13T11:12:13.109438,2025-09-13T11:20:21.363188,488.25375,0.04754948426836514,0.2,0.04742080431055234,50.0,95.0,14.0,109.0,5.660519359276551
364,COMPLETE,[0.03403452607572718],2025-09-13T11:20:21.378202,2025-09-13T11:28:29.087535,487.709333,0.04672969738181969,0.2,0.03549547773050759,50.0,100.0,18.0,118.0,5.78125551278308
365,COMPLETE,[0.04613359818869308],2025-09-13T11:28:29.103549,2025-09-13T11:36:37.236806,488.133257,0.047554946021937036,0.2,0.0408589167616152,50.0,94.0,19.0,113.0,5.756478694856538
366,COMPLETE,[0.06475395970501654],2025-09-13T11:36:37.251819,2025-09-13T11:44:45.167749,487.91593,0.0527385658071972,0.2,0.037696810508124075,50.0,84.0,27.0,111.0,5.729442534478947
367,COMPLETE,[0.054532648999847236],2025-09-13T11:44:45.182762,2025-09-13T11:52:53.291946,488.109184,0.04735548481317541,0.2,0.0417973345326405,50.0,96.0,16.0,112.0,5.724215027161799
368,COMPLETE,[0.04853720186268021],2025-09-13T11:52:53.306959,2025-09-13T12:01:01.253737,487.946778,0.04998664281665079,0.2,0.05430495872267843,50.0,91.0,14.0,105.0,5.504675012596257
369,COMPLETE,[0.0647890419279288],2025-09-13T12:01:01.269751,2025-09-13T12:09:09.749361,488.47961,0.05072356830145159,0.2,0.03718154221531261,50.0,89.0,24.0,113.0,5.780791565789156
370,COMPLETE,[0.07157333833881209],2025-09-13T12:09:09.764374,2025-09-13T12:17:18.233488,488.469114,0.045548457570004,0.2,0.047834756503121634,50.0,98.0,11.0,109.0,5.652081477038325
371,COMPLETE,[0.050430646764483056],2025-09-13T12:17:18.249503,2025-09-13T12:25:26.248314,487.998811,0.050962602541041256,0.2,0.04546459493659125,50.0,91.0,18.0,109.0,5.642935058996606
372,COMPLETE,[0.05586711134132418],2025-09-13T12:25:26.263327,2025-09-13T12:33:34.900754,488.637427,0.045430332223864556,0.2,0.0439132641760048,50.0,99.0,12.0,111.0,5.693236528398388
373,COMPLETE,[0.040023926588936116],2025-09-13T12:33:34.915766,2025-09-13T12:41:42.938958,488.023192,0.051511696800235755,0.2,0.051147516997178344,50.0,90.0,16.0,106.0,5.502796895404929
374,COMPLETE,[0.034963106165495604],2025-09-13T12:41:42.953971,2025-09-13T12:49:51.610237,488.656266,0.04640905115905967,0.2,0.040780424061296824,50.0,100.0,14.0,114.0,5.764384624042746
375,COMPLETE,[0.055036005004794934],2025-09-13T12:49:51.625250,2025-09-13T12:57:59.790716,488.165466,0.04896574209872545,0.2,0.04774133098597873,50.0,90.0,18.0,108.0,5.624920328457097
376,COMPLETE,[0.05342167277254049],2025-09-13T12:57:59.805729,2025-09-13T13:06:08.156065,488.350336,0.04918365279236313,0.2,0.041762087778854914,50.0,96.0,16.0,112.0,5.74808460233038
377,COMPLETE,[0.032087138740903375],2025-09-13T13:06:08.171079,2025-09-13T13:14:16.208673,488.037594,0.04793172542062493,0.2,0.04930106791783748,50.0,94.0,14.0,108.0,5.59600966683134
378,COMPLETE,[0.0569199172985914],2025-09-13T13:14:16.223687,2025-09-13T13:22:23.718573,487.494886,0.046847880621836695,0.2,0.03490984439797774,50.0,102.0,16.0,118.0,5.8254536647538595
379,COMPLETE,[0.03421158677422078],2025-09-13T13:22:23.733586,2025-09-13T13:30:31.595821,487.862235,0.048997149174576385,0.2,0.05366367176833706,50.0,92.0,13.0,105.0,5.526430482979596
380,COMPLETE,[0.06525252726681759],2025-09-13T13:30:31.610834,2025-09-13T13:38:38.811046,487.200212,0.05193221648311226,0.2,0.05028499789012405,50.0,87.0,19.0,106.0,5.510916286577538
381,COMPLETE,[0.08992264755999592],2025-09-13T13:38:38.825059,2025-09-13T13:46:46.253711,487.428652,0.05265779398157099,0.2,0.045648939400042686,50.0,86.0,22.0,108.0,5.557940210233325
382,COMPLETE,[0.05240519597295213],2025-09-13T13:46:46.269726,2025-09-13T13:54:54.562708,488.292982,0.04953528836300476,0.2,0.040547441268727225,50.0,91.0,21.0,112.0,5.708125407580329
383,COMPLETE,[0.0312901467226601],2025-09-13T13:54:54.576720,2025-09-13T14:03:02.173562,487.596842,0.04987379097593992,0.2,0.04946172558918291,50.0,94.0,14.0,108.0,5.585731148693364
384,COMPLETE,[0.04517253225115594],2025-09-13T14:03:02.189576,2025-09-13T14:11:10.388219,488.198643,0.051384299385642214,0.2,0.04164889807701031,50.0,89.0,22.0,111.0,5.68578479241205
385,COMPLETE,[0.061209146639337644],2025-09-13T14:11:10.403232,2025-09-13T14:19:19.153545,488.750313,0.05179895553288952,0.2,0.03769781568449239,50.0,86.0,25.0,111.0,5.763234766075613
386,COMPLETE,[0.04188159226150145],2025-09-13T14:19:19.169559,2025-09-13T14:27:27.705763,488.536204,0.04600454191897403,0.2,0.03965415079059536,50.0,98.0,14.0,112.0,5.7791026904959075
387,COMPLETE,[0.04945851561002881],2025-09-13T14:27:27.719776,2025-09-13T14:35:36.532407,488.812631,0.04543859775924762,0.2,0.03784231474367043,50.0,103.0,13.0,116.0,5.8291129930510195
388,COMPLETE,[0.04959059155356806],2025-09-13T14:35:36.547420,2025-09-13T14:43:45.192035,488.644615,0.052280758475084836,0.2,0.05096487597587825,50.0,90.0,19.0,109.0,5.481649431538646
389,COMPLETE,[0.045252147916435455],2025-09-13T14:43:45.206047,2025-09-13T14:51:53.836842,488.630795,0.045737651357736074,0.2,0.03855361062528205,50.0,101.0,14.0,115.0,5.7557561233383705
390,COMPLETE,[0.03062311951841912],2025-09-13T14:51:53.852856,2025-09-13T15:00:03.055818,489.202962,0.047179185518809175,0.2,0.05399220465154769,50.0,92.0,12.0,104.0,5.527320809571217
391,COMPLETE,[0.04709235992489967],2025-09-13T15:00:03.069831,2025-09-13T15:08:12.642721,489.57289,0.04828357928992814,0.2,0.04132682859826649,50.0,95.0,16.0,111.0,5.737142323303361
392,COMPLETE,[0.030378437165729803],2025-09-13T15:08:12.656734,2025-09-13T15:16:22.304299,489.647565,0.04585454191946063,0.2,0.03963670754616242,50.0,100.0,14.0,114.0,5.7692505126739135
393,COMPLETE,[0.053437576930931534],2025-09-13T15:16:22.318311,2025-09-13T15:24:31.803855,489.485544,0.048626134369329596,0.2,0.03194588706463624,50.0,96.0,22.0,118.0,5.834453382390558
394,COMPLETE,[0.09852746492445594],2025-09-13T15:24:31.818868,2025-09-13T15:32:41.414632,489.595764,0.051725480319502186,0.2,0.031396578830005864,50.0,87.0,30.0,117.0,5.839666811274421
395,COMPLETE,[0.05792849169140583],2025-09-13T15:32:41.429647,2025-09-13T15:40:50.487720,489.058073,0.05042479589535785,0.2,0.03690935813215838,50.0,89.0,25.0,114.0,5.793807190782964
396,COMPLETE,[0.05871746155096389],2025-09-13T15:40:50.504735,2025-09-13T15:48:58.975372,488.470637,0.04907283998462572,0.2,0.04434311783748443,50.0,92.0,17.0,109.0,5.714700664737823
397,COMPLETE,[0.04922341128812566],2025-09-13T15:48:58.990386,2025-09-13T15:57:07.317422,488.327036,0.048562560874939494,0.2,0.046725227822128956,50.0,93.0,16.0,109.0,5.670576348106405
398,COMPLETE,[0.02853728660810986],2025-09-13T15:57:07.331434,2025-09-13T16:05:15.849060,488.517626,0.04839880774205382,0.2,0.049330684085770946,50.0,94.0,14.0,108.0,5.584057187539189
399,COMPLETE,[0.03416545126277519],2025-09-13T16:05:15.865074,2025-09-13T16:13:24.394203,488.529129,0.05016684627403653,0.2,0.04661790119226328,50.0,92.0,16.0,108.0,5.631752039528726
