number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,param_weight_2,param_weight_3,param_weight_4,param_weight_5,param_weight_6,param_weight_7,param_weight_8,param_weight_9,attr_CQ,attr_GR,attr_KR,attr_MC,attr_morph_type,attr_weights
92,COMPLETE,[0.16643579553647447],2025-09-17T08:30:41.664771,2025-09-17T08:41:42.677298,661.012527,0.04506142934097826,0.2,0.031087470504200125,50.0,7,1.1792658628394665,0.624021140332496,0.6794208026377581,0.8225055021326177,0.7395261340748563,0.15571771232669035,0.6286669951077472,0.9825568685181519,,,,20.0,6.0,26.0,5.646157703983233,gradient,"[0.1347075163678721, 0.1466666479331654, 0.17755435870675526, 0.15964159284295673, 0.0336148007274857, 0.13571041758023558, 0.21210466584152926]"
93,COMPLETE,[0.07932071903990161],2025-09-17T08:41:42.692312,2025-09-17T08:54:34.796188,772.103876,0.05100418748399881,0.2,0.035215551713952783,50.0,9,1.930777170558232,0.03895802113236315,0.48196129561804746,0.05153988475374294,0.7930498072019492,0.5763348643614843,0.6482586696566361,0.6833247418608656,0.42758059197540976,0.8267812924680554,,23.0,7.0,30.0,5.400521041081123,gradient,"[0.008604203879201749, 0.10644517172195392, 0.01138301339344405, 0.1751516640011972, 0.1272883614598906, 0.1431733337079653, 0.15091796820731257, 0.09443473978430582, 0.18260154384472874]"
94,COMPLETE,[0.07059829404074071],2025-09-17T08:54:34.815205,2025-09-17T09:07:28.125596,773.310391,0.050120055379529155,0.2,0.035595048078868846,50.0,9,2.0311757246734943,0.8869064761862546,0.9969197639559834,0.7173936421519533,0.600976554903337,0.8365740990818785,0.37608347136150455,0.5869528258828787,0.8122360231023179,0.7495572260659528,,25.0,7.0,32.0,5.334234175084845,gradient,"[0.1351250022872341, 0.15188612215799363, 0.10929880448440032, 0.09156203110059784, 0.12745659219669545, 0.0572983525235215, 0.08942544007680309, 0.123748554584267, 0.11419910058848709]"
95,COMPLETE,[0.09623400881345029],2025-09-17T09:07:28.141610,2025-09-17T09:18:00.199238,632.057628,0.04593311651404888,0.2,0.04526770824018531,50.0,6,0.9727525803986675,0.0842536782190096,0.6032309040699717,0.9923521832846532,0.20002733144417206,0.5722761837089465,0.93779761756914,,,,,29.0,6.0,35.0,5.586570413034402,gradient,"[0.02485404769844414, 0.17794747932497915, 0.29273462023699737, 0.05900619345998195, 0.16881612609972213, 0.27664153317987533]"
96,COMPLETE,[0.07617163858607072],2025-09-17T09:18:00.216254,2025-09-17T09:27:14.315221,554.098967,0.048424943726038235,0.2,0.041344759516386075,50.0,3,2.134709674684058,0.943540111808398,0.8403397459537262,0.5971504044821232,,,,,,,,29.0,7.0,36.0,5.269386586435989,gradient,"[0.39627388478425357, 0.35293114887236304, 0.2507949663433833]"
97,COMPLETE,[0.15198589028313067],2025-09-17T09:27:14.331236,2025-09-17T09:39:24.289521,729.958285,0.050400891827101384,0.2,0.039608481783412905,50.0,8,0.24398918481604137,0.855976701252224,0.38333987040497436,0.7492768238550767,0.6765244557379264,0.3056856973147835,0.0926021514149656,0.60184548450325,0.3230294066424524,,,31.0,10.0,41.0,5.7924447970699235,gradient,"[0.21462298895340085, 0.0961165749616379, 0.1878696362342953, 0.16962809919724933, 0.07664598574006216, 0.02321856481738401, 0.1509034960685615, 0.08099465402740896]"
98,COMPLETE,[0.09100741035579493],2025-09-17T09:39:24.306536,2025-09-17T09:49:54.369509,630.062973,0.049204020083836175,0.2,0.0364406580008428,50.0,6,0.7181403808063616,0.7649682072128882,0.1162127748980618,0.84464849173059,0.9559958648263264,0.28302261895294906,0.6225435650603988,,,,,26.0,9.0,35.0,5.7181818392677695,gradient,"[0.21323800381876118, 0.03239478438952335, 0.23544920770156144, 0.26648774151972565, 0.07889370791103897, 0.1735365546593894]"
99,COMPLETE,[0.07909590388574689],2025-09-17T09:49:54.384522,2025-09-17T09:59:34.476892,580.09237,0.04900577611654962,0.2,0.04591726951477648,50.0,4,0.997736472720721,0.17714351882284848,0.7459573992964152,0.14716769064664936,0.9490728069966035,,,,,,,30.0,8.0,38.0,5.484176832350688,gradient,"[0.0877234119203948, 0.3694062794303344, 0.07287905328831076, 0.46999125536096]"
100,COMPLETE,[0.308439869510262],2025-09-17T09:59:34.491905,2025-09-17T10:08:49.197696,554.705791,0.05275908087661884,0.2,0.05208282493984617,50.0,3,0.05564430478877391,0.8932551978603972,0.01749701402066514,0.8539193974835655,,,,,,,,45.0,11.0,56.0,5.452197304189479,gradient,"[0.5061877763092788, 0.009915167177741905, 0.4838970565129794]"
101,COMPLETE,[0.0820219871455162],2025-09-17T10:08:49.213711,2025-09-17T10:19:50.450336,661.236625,0.04635268218939281,0.2,0.050314538785794644,50.0,7,1.1895776746966091,0.273270965440346,0.08230038969295964,0.7950991781353699,0.9113693663396986,0.7227717185459899,0.8474292515355345,0.39726546485643227,,,,32.0,6.0,38.0,5.5200068830462605,gradient,"[0.0678174800465012, 0.020424434871182694, 0.19731925256419472, 0.22617395052247927, 0.17936979335394554, 0.21030597328269093, 0.09858911535900566]"
102,COMPLETE,[0.07274263747796832],2025-09-17T10:19:50.466350,2025-09-17T10:29:53.143915,602.677565,0.052199616163297026,0.2,0.038439099343027486,50.0,5,2.0481148629492743,0.07193620787992472,0.26813973924267687,0.014109876110956123,0.15431836271963806,0.15900173731683048,,,,,,27.0,11.0,38.0,5.367203319399765,gradient,"[0.10776864350134667, 0.40170390987557764, 0.021138203601001236, 0.2311865068757025, 0.238202736146372]"
103,COMPLETE,[0.2731918598999149],2025-09-17T10:29:53.159930,2025-09-17T10:42:06.814939,733.655009,0.051607138612981156,0.2,0.04141534224555603,50.0,8,2.939549684649127,0.6691481219204553,0.787184982722763,0.29087851802515513,0.914835572611571,0.6123420597625346,0.866087852824734,0.6237373176571605,0.3284647639859754,,,27.0,7.0,34.0,4.854504357972873,gradient,"[0.13139412419669666, 0.154571877283016, 0.05711699229440811, 0.17963738507147758, 0.12023966893964316, 0.17006526831862084, 0.12247724516830041, 0.06449743872783721]"
104,COMPLETE,[0.14042993666800657],2025-09-17T10:42:06.832955,2025-09-17T10:55:54.955761,828.122806,0.05025663215559417,0.2,0.048858689002650335,50.0,10,2.7725636153896303,0.6302685714982297,0.6272405597103281,0.516266727395517,0.07850987038501937,0.5908913099790272,0.28156623768242,0.1884054386423685,0.4300770612216916,0.9483729844788867,0.07754299833731078,31.0,7.0,38.0,5.019320143807087,gradient,"[0.14425454842526442, 0.14356150343961363, 0.11816204550767224, 0.01796917443050517, 0.13524196341698266, 0.06444428979240678, 0.043121841547028604, 0.09843513552821058, 0.2170616191277219, 0.017747878784593996]"
105,COMPLETE,[0.06249780765426405],2025-09-17T10:55:54.970775,2025-09-17T11:06:55.892745,660.92197,0.05056879239074402,0.2,0.04638774804178889,50.0,7,1.4998939398772984,0.9067983200853389,0.5727563129325763,0.06480944384047653,0.8106351760109574,0.9797068588508052,0.9315367552306951,0.395686951250582,,,,30.0,8.0,38.0,5.324701563336685,gradient,"[0.19451136234289793, 0.12285820148908745, 0.013901848884005714, 0.1738840367879454, 0.21015049497865998, 0.19981784187177687, 0.08487621364562663]"
106,COMPLETE,[0.13027583398811007],2025-09-17T11:06:55.908760,2025-09-17T11:17:25.780581,629.871821,0.05083439467528816,0.2,0.052376510320771605,50.0,6,0.9444241246829755,0.978544156572332,0.3247818032062394,0.47162634876183984,0.5771030210924387,0.9910459362846905,0.3464623416733237,,,,,36.0,8.0,44.0,5.282776747380545,gradient,"[0.26521948410350943, 0.08802715923857152, 0.1278271359223951, 0.1564149808679579, 0.2686079010118499, 0.09390333885571622]"
107,COMPLETE,[0.13177924093762886],2025-09-17T11:17:25.796597,2025-09-17T11:31:14.130943,828.334346,0.05055591438062251,0.2,0.04657776070966212,50.0,10,2.180557419385914,0.8832771512760033,0.2273080392798216,0.11317826381901298,0.8030390474137065,0.6270599669432926,0.5004365600635502,0.9385312517704938,0.9656822882201217,0.02866987714025534,0.908152689043593,28.0,7.0,35.0,5.107259739047434,gradient,"[0.14732740228715255, 0.03791415061252696, 0.018877720973238324, 0.13394397966674212, 0.10459131188275864, 0.08347099016109744, 0.15654358441051744, 0.16107227810960026, 0.004782030778067507, 0.15147655111829872]"
108,COMPLETE,[0.1321354411716874],2025-09-17T11:31:14.146957,2025-09-17T11:41:19.420945,605.273988,0.04529610220534716,0.2,0.03324161371131795,50.0,5,2.04672617168773,0.015379631364062257,0.2319768969707281,0.8870232740565634,0.21671087570202005,0.7896790297725186,,,,,,21.0,6.0,27.0,5.740335582383661,gradient,"[0.007184159654143289, 0.10836144407236736, 0.4143478258298163, 0.10123035415988604, 0.3688762162837871]"
109,COMPLETE,[0.10691029079169875],2025-09-17T11:41:19.435958,2025-09-17T11:54:14.067876,774.631918,0.04910534212329699,0.2,0.030728611068897144,50.0,9,2.062201742108268,0.3797810788111162,0.8513096789636324,0.37769544740618566,0.6174975973513909,0.030085337262798634,0.6138666758162652,0.12528947443875943,0.5294893596708273,0.5651261024850559,,22.0,7.0,29.0,5.498526989262745,gradient,"[0.09285281407645446, 0.20813701301219906, 0.09234289729576527, 0.15097221214657255, 0.007355575048749118, 0.15008448681996434, 0.030632069170525272, 0.12945504610941455, 0.1381678863203554]"
110,COMPLETE,[0.0892503145168144],2025-09-17T11:54:14.084891,2025-09-17T12:05:17.868857,663.783966,0.048687945763077736,0.2,0.032053659196624125,50.0,7,1.0324243410577312,0.4688872111556744,0.11731625437097226,0.14166896935416767,0.7800209535679128,0.014249137473121815,0.06270430612794711,0.968119182904303,,,,23.0,7.0,30.0,5.680387910674983,gradient,"[0.18366371052695143, 0.04595292443525988, 0.05549191353286182, 0.30553518887400355, 0.005581405075373871, 0.02456135559997829, 0.3792135019555712]"
111,COMPLETE,[0.11782320667837255],2025-09-17T12:05:17.885873,2025-09-17T12:16:22.574871,664.688998,0.04611257592425545,0.2,0.04379714885971141,50.0,7,0.24092980704399747,0.7282871023100081,0.3077189604800597,0.5180602919165089,0.8417317538231038,0.04515190445847904,0.42830509496260627,0.6785217591006877,,,,30.0,7.0,37.0,5.790339554486468,gradient,"[0.20527984977682245, 0.08673571422652744, 0.14602392183335566, 0.23725611428394722, 0.012726816299471687, 0.12072492465360972, 0.19125265892626586]"
112,COMPLETE,[0.1999453982472355],2025-09-17T12:16:22.592887,2025-09-17T12:29:17.603792,775.010905,0.05266329481762299,0.2,0.04348273745313054,50.0,9,0.09961279446076854,0.024861188484267948,0.07974118829170193,0.2976597239251467,0.21939511265163839,0.9940636748089973,0.7402601442221729,0.2849405686917224,0.6596753052463603,0.936349422607397,,38.0,12.0,50.0,5.66086557804851,gradient,"[0.005867713809476056, 0.01882043861335647, 0.07025336193020873, 0.0517814236054001, 0.2346179530341556, 0.17471548770107323, 0.06725139913767125, 0.15569593146417024, 0.2209962907044882]"
113,COMPLETE,[0.35820605298219543],2025-09-17T12:29:17.620808,2025-09-17T12:38:57.214571,579.593763,0.04571451443450743,0.2,0.04063397376669096,50.0,4,0.05382496235759804,0.5400292594802781,0.5577185668934616,0.2625532073248372,0.9463066031481068,,,,,,,41.0,8.0,49.0,5.874637901929206,gradient,"[0.23412272241435098, 0.2417916935608118, 0.11382655772516577, 0.41025902629967154]"
114,COMPLETE,[0.10518873217334646],2025-09-17T12:38:57.232587,2025-09-17T12:50:00.222535,662.989948,0.0483424168942827,0.2,0.051730868206818145,50.0,7,1.5027775226152202,0.4657044512748732,0.17227257863469206,0.823090618449257,0.6481498784749644,0.23477577205103278,0.20751766691399245,0.09055108052896922,,,,34.0,7.0,41.0,5.244877680627768,gradient,"[0.1762655240902305, 0.06520383534297948, 0.3115334174658297, 0.2453197037427005, 0.08886080944894882, 0.07854382799314746, 0.034272881916163456]"
115,COMPLETE,[0.07326756331955103],2025-09-17T12:50:00.237548,2025-09-17T13:00:30.748024,630.510476,0.05274360075186339,0.2,0.045113149002771726,50.0,6,2.6288263045970064,0.0461565512239879,0.36927375147231256,0.33140044565899773,0.3911950526884427,0.5166585526313563,0.9358416684704822,,,,,26.0,9.0,35.0,5.2622052353068,gradient,"[0.017817443573008067, 0.14254778694192194, 0.1279278582133363, 0.15100989117431796, 0.19944156059989648, 0.36125545949751936]"
116,COMPLETE,[0.1453965365672956],2025-09-17T13:00:30.765039,2025-09-17T13:10:12.060085,581.295046,0.05234551218324629,0.2,0.05376802847487288,50.0,4,1.5303208909396542,0.4730228651824052,0.763253406196683,0.885008235039751,0.8421417772865797,,,,,,,34.0,8.0,42.0,5.013829971042892,gradient,"[0.15962025705965774, 0.2575577500926811, 0.2986435802051237, 0.2841784126425374]"
117,COMPLETE,[0.08659873542968957],2025-09-17T13:10:12.076099,2025-09-17T13:23:10.516587,778.440488,0.04905672595999114,0.2,0.052192941171476874,50.0,9,1.2714684236695561,0.3016183123381284,0.20644242464322332,0.40437134046979,0.17255467719109396,0.7134737001503744,0.5145196300991877,0.2542122768174499,0.06036634240051061,0.49151512049138646,,33.0,7.0,40.0,5.24079890341301,gradient,"[0.096701241874805, 0.06618709150612118, 0.1296446840342099, 0.05532240879651497, 0.22874537130957798, 0.1649591061426648, 0.08150248795408284, 0.01935393190259933, 0.15758367647942398]"
118,COMPLETE,[0.11648363709249493],2025-09-17T13:23:10.532601,2025-09-17T13:36:59.530588,828.997987,0.04974305916850304,0.2,0.051357382811461516,50.0,10,2.1229747080535297,0.2933378389599456,0.7668721081712241,0.18452670065457158,0.5072951026125722,0.32873045127989803,0.015509137703744107,0.11010402429850781,0.3196736291109211,0.40737991505502935,0.11201254795278687,33.0,8.0,41.0,5.120613142618709,gradient,"[0.09632030141356512, 0.25180983423960696, 0.060591117357777974, 0.16657522726190285, 0.10794180615553184, 0.005092574567214629, 0.03615371560955314, 0.10496791146721639, 0.13376711421567045, 0.036780397711960594]"
119,COMPLETE,[0.08767760561707694],2025-09-17T13:36:59.546602,2025-09-17T13:49:16.113843,736.567241,0.050768387562234625,0.2,0.04408593922164738,50.0,8,2.2745490006319082,0.6837829580182796,0.9396949560443265,0.2608492619852975,0.38181388588862125,0.8724117100853631,0.1221619392901907,0.7753640695412339,0.696926321871027,,,30.0,7.0,37.0,5.197030539614094,gradient,"[0.14447120659656398, 0.19854087110606192, 0.055112820781695646, 0.08067049952446648, 0.18432511504861868, 0.025810650239923412, 0.16382067052810292, 0.14724816617456699]"
120,COMPLETE,[0.08127596663365898],2025-09-17T13:49:16.130858,2025-09-17T14:01:32.119126,735.988268,0.04560617102477729,0.2,0.039770145648906,50.0,8,1.2731110031348107,0.30739874293512676,0.47734916091663826,0.9661854506748607,0.1310990381883377,0.03376682860959412,0.9870993953961111,0.34061621231246125,0.8150284551669129,,,23.0,6.0,29.0,5.630433181177533,gradient,"[0.07574115179006065, 0.11761588518101165, 0.23806212796503418, 0.032301993352814, 0.008319938028269596, 0.24321519478156134, 0.08392573109629856, 0.20081797780494995]"
121,COMPLETE,[0.08308256348873452],2025-09-17T14:01:32.136141,2025-09-17T14:13:48.063504,735.927363,0.04857268979714609,0.2,0.04476002477961103,50.0,8,1.2098648066394622,0.6768697777083608,0.12920010690442596,0.6377834839751988,0.0694858515014962,0.5055120971337248,0.5462637359253177,0.7093790900789692,0.8383547057865475,,,29.0,7.0,36.0,5.561824829355582,gradient,"[0.16457443552067916, 0.031413774648051715, 0.1550709757126359, 0.016894822555454186, 0.1229104486188228, 0.13281882120619912, 0.1724787649925492, 0.20383795674560795]"
122,COMPLETE,[0.08704320330669389],2025-09-17T14:13:48.081520,2025-09-17T14:23:28.605061,580.523541,0.04926060082723734,0.2,0.03165049409226438,50.0,4,1.5769889998598028,0.3430918879010424,0.8792727748184677,0.7311224715950714,0.4227560603492456,,,,,,,22.0,8.0,30.0,5.3058054344453005,gradient,"[0.14438416432775117, 0.3700264252383732, 0.30767998546483166, 0.17790942496904405]"
123,COMPLETE,[0.06570658978726085],2025-09-17T14:23:28.620075,2025-09-17T14:34:33.663909,665.043834,0.046300657306508654,0.2,0.04662616732788634,50.0,7,1.937218871350188,0.4506953205571948,0.5058594686541924,0.25679988305012774,0.8057997908163455,0.8290127024833137,0.3804412337657908,0.053022848941523405,,,,28.0,6.0,34.0,5.451176396601693,gradient,"[0.13733880697138, 0.15414878466954593, 0.07825372920422578, 0.24554854883269278, 0.2526221381274121, 0.11593052509069258, 0.016157467104050843]"
124,COMPLETE,[0.06527419066622515],2025-09-17T14:34:33.679923,2025-09-17T14:44:39.991176,606.311253,0.05277458106940993,0.2,0.03148898807099412,50.0,5,1.6498388346135813,0.5783177234223491,0.7519317551080555,0.3513176531903983,0.14510234331117805,0.6588608562922861,,,,,,25.0,11.0,36.0,5.4351419197808655,gradient,"[0.23267377433862452, 0.3025236689457068, 0.14134514826186798, 0.05837882623378364, 0.2650785822200171]"
125,COMPLETE,[0.06023451242728687],2025-09-17T14:44:40.005188,2025-09-17T14:55:43.491787,663.486599,0.04554414149289568,0.2,0.03900690031550132,50.0,7,2.3903785843920193,0.276929567897827,0.7796622621208441,0.6580394256442856,0.3514607043519718,0.36003473289379057,0.1723741183382674,0.30400338790254555,,,,25.0,5.0,30.0,5.320169963574134,gradient,"[0.09541056580692309, 0.26861710048491727, 0.22671437506863865, 0.12108878411095975, 0.12404279483877577, 0.05938806854742021, 0.10473831114236531]"
126,COMPLETE,[0.12276141720325312],2025-09-17T14:55:43.508803,2025-09-17T15:05:25.932145,582.423342,0.051018530572681645,0.2,0.04676631697829972,50.0,4,2.1274357501769705,0.9837443301407555,0.39842326012949003,0.42284583592938674,0.4670382664180301,,,,,,,33.0,8.0,41.0,4.971160913219971,gradient,"[0.4329762097126276, 0.1753583606499996, 0.18610748923684048, 0.20555794040053238]"
127,COMPLETE,[0.07629097641252354],2025-09-17T15:05:25.948159,2025-09-17T15:14:45.004876,559.056717,0.04760911237291554,0.2,0.031281129182977686,50.0,3,0.9738933182598555,0.4947104934571188,0.43134885902074505,0.2935985113078654,,,,,,,,24.0,7.0,31.0,5.5895045094715,gradient,"[0.4056141547118578, 0.35366381985343787, 0.24072202543470425]"
128,COMPLETE,[0.09424935538863217],2025-09-17T15:14:45.023893,2025-09-17T15:27:42.688061,777.664168,0.051326401282668764,0.2,0.04771617930352069,50.0,9,2.1971856830717194,0.26015449825656484,0.5499240439454044,0.23998405353987345,0.8557888961718595,0.7998137538368055,0.28986620461023593,0.23760323836922442,0.12844131409468632,0.3832349789372483,,30.0,9.0,39.0,5.156959480706828,gradient,"[0.06947066207709215, 0.1468496131376622, 0.06408442367549429, 0.22852659328861985, 0.21357920539436673, 0.07740476248920214, 0.06344865989936668, 0.03429847720491776, 0.10233760283327822]"
129,COMPLETE,[0.10023164100099287],2025-09-17T15:27:42.704076,2025-09-17T15:40:00.875551,738.171475,0.04501396769719839,0.2,0.04970227871332247,50.0,8,0.5707134593902388,0.7125782521494542,0.6553216285068134,0.18921664637524171,0.47566048886809636,0.15723224717076797,0.7345886453416782,0.5979251569221564,0.4153458965641077,,,31.0,6.0,37.0,5.673185087605677,gradient,"[0.18095529816866834, 0.1664152958992583, 0.04805051874657267, 0.12079134513373858, 0.039928257819674, 0.1865447155426821, 0.1518397800199823, 0.10547478866942368]"
130,COMPLETE,[0.183090756891541],2025-09-17T15:40:00.890564,2025-09-17T15:49:43.002525,582.111961,0.05266520310688119,0.2,0.04675979509189994,50.0,4,1.5179814195344952,0.9172094300440884,0.14919475917763111,0.6477861951348198,0.011280905267701893,,,,,,,39.0,11.0,50.0,5.160959292991076,gradient,"[0.5315703805444544, 0.08646609194530354, 0.37542565850277887, 0.006537869007463204]"
131,COMPLETE,[0.14773708428699686],2025-09-17T15:49:43.017539,2025-09-17T15:59:23.274751,580.257212,0.04738975872863832,0.2,0.04599897375686065,50.0,4,2.0973129427598725,0.7564582836410233,0.6763832809499517,0.8107313302187186,0.6628688662727719,,,,,,,27.0,6.0,33.0,5.012845205217306,gradient,"[0.2602695480673559, 0.2327186768394223, 0.27894291262756027, 0.22806886246566152]"
132,COMPLETE,[0.2875882643153792],2025-09-17T15:59:23.291767,2025-09-17T16:12:19.230155,775.938388,0.046791297418512595,0.2,0.04254684945872806,50.0,9,0.088217802269277,0.017469632420332462,0.7103663779601394,0.6750494771495755,0.8402806343481376,0.5560208417206777,0.04139322766519975,0.4774227001020946,0.7504989568178269,0.07203684265863883,,41.0,8.0,49.0,5.788369891599173,gradient,"[0.004219168983728852, 0.1715637580035693, 0.1630342154856665, 0.20293993054733075, 0.13428707789892053, 0.009997063366838385, 0.11530448952402772, 0.18125635644406843, 0.017397939745849574]"
133,COMPLETE,[0.4502037498585551],2025-09-17T16:12:19.246169,2025-09-17T16:21:36.964134,557.717965,0.05105891311982953,0.2,0.0352844358348826,50.0,3,0.02278351931799738,0.8031283280655406,0.9154626595513377,0.17646405374331958,,,,,,,,50.0,13.0,63.0,5.81234678915031,gradient,"[0.4238021115677389, 0.48307972041500896, 0.09311816801725213]"
134,COMPLETE,[0.09133593848279566],2025-09-17T16:21:36.980150,2025-09-17T16:32:07.137552,630.157402,0.048098503763586195,0.2,0.03393215071557152,50.0,6,1.8441182857527143,0.6036755058501188,0.31793923196836893,0.15500884660934344,0.9483386936375788,0.061604719333989665,0.5656462264348396,,,,,22.0,7.0,29.0,5.478342582600323,gradient,"[0.22761198097692914, 0.1198769499794334, 0.0584450922785352, 0.3575650272441478, 0.023227664646407742, 0.21327328487454672]"
135,COMPLETE,[0.07433543070341378],2025-09-17T16:32:07.152566,2025-09-17T16:44:25.014561,737.861995,0.051113791233360906,0.2,0.046528957751204095,50.0,8,1.3908371296710544,0.7072864464986691,0.20779656346536118,0.5391986963787397,0.3613698521991095,0.05163905304504236,0.06683811590861521,0.2644008394147791,0.17828889065079173,,,33.0,9.0,42.0,5.256052988290886,gradient,"[0.2975769749046914, 0.08742635046623823, 0.22685733302997838, 0.15203931585499256, 0.021726124214816993, 0.02812083341745793, 0.11124149535849916, 0.07501157275332541]"
136,COMPLETE,[0.08261722387084555],2025-09-17T16:44:25.029575,2025-09-17T16:56:46.501256,741.471681,0.04642062359709083,0.2,0.038062218847847114,50.0,8,0.7018876287779918,0.6495107409591366,0.6268759400173715,0.6433448337725246,0.872038287007318,0.4091119221246801,0.5327542424023912,0.7440591259061968,0.8575398997443456,,,25.0,7.0,32.0,5.786661492703841,gradient,"[0.12173985624646237, 0.1174973437843149, 0.12058416072490917, 0.16344889931290799, 0.07668114389397898, 0.09985581576216077, 0.13946135962728862, 0.16073142064797727]"
137,COMPLETE,[0.072075978673693],2025-09-17T16:56:46.517270,2025-09-17T17:07:49.932178,663.414908,0.04875345543132619,0.2,0.04866391470429836,50.0,7,1.527392022679145,0.4723450092347578,0.5492677270861505,0.5630496984960718,0.4407875654371051,0.7845666193749761,0.32587569825699625,0.3439031783421679,,,,30.0,7.0,37.0,5.208332265313333,gradient,"[0.1357393012740938, 0.15784482958309062, 0.16180539893978405, 0.12667053736774986, 0.22546342744146122, 0.09364794529167453, 0.09882856010214593]"
138,COMPLETE,[0.11209488969670951],2025-09-17T17:07:49.948193,2025-09-17T17:20:06.975986,737.027793,0.05287400919558079,0.2,0.033686624214755545,50.0,8,2.024946106618672,0.6104878327137832,0.7629274247930854,0.4439585175723511,0.7568324215042527,0.7852760192115467,0.46772637348595997,0.11995821865222242,0.6593874739484731,,,24.0,9.0,33.0,5.182556001860581,gradient,"[0.13252591749866724, 0.1656178084764577, 0.09637540130993615, 0.16429469299450078, 0.1704692859693773, 0.10153497492162497, 0.026040769588678802, 0.14314114924075702]"
139,COMPLETE,[0.3964209665335465],2025-09-17T17:20:06.992000,2025-09-17T17:29:24.605719,557.613719,0.049143108391837234,0.2,0.048796737459473126,50.0,3,1.7291056652701755,0.9941493792943725,0.31627735261759615,0.05536768847725998,,,,,,,,48.0,7.0,55.0,5.130574053322205,gradient,"[0.7278909361857376, 0.23157024797880077, 0.040538815835461615]"
140,COMPLETE,[0.072338824126794],2025-09-17T17:29:24.622734,2025-09-17T17:41:38.535024,733.91229,0.05124980064688486,0.2,0.03714335845301908,50.0,8,2.7354026464075694,0.253223936903271,0.023278335769071203,0.6117671080644187,0.7698964904399236,0.9405986026078849,0.8214297910849854,0.5803788209388046,0.33819609559194463,,,23.0,8.0,31.0,5.2850062271062,gradient,"[0.05836308093751716, 0.005365193398363335, 0.14100015061575036, 0.1774458281257187, 0.21678926978648677, 0.18932322894850917, 0.13376577473326015, 0.07794747345439439]"
141,COMPLETE,[0.14536143986808783],2025-09-17T17:41:38.551039,2025-09-17T17:50:55.423069,556.87203,0.045835185143686286,0.2,0.05187498013778895,50.0,3,0.6760768839363636,0.07390907744550461,0.4114260760195378,0.15661200255143845,,,,,,,,38.0,6.0,44.0,5.558886965661808,gradient,"[0.11513265033236961, 0.6409033394159552, 0.24396401025167516]"
142,COMPLETE,[0.08392870637869396],2025-09-17T17:50:55.439083,2025-09-17T18:00:34.173527,578.734444,0.04659259894787865,0.2,0.04053370398679932,50.0,4,0.8471874800292681,0.4943788931451248,0.8551941692473184,0.7954907363975312,0.028521963058846522,,,,,,,29.0,7.0,36.0,5.6466080336580795,gradient,"[0.22744853312096283, 0.3934485513559412, 0.36598083699301476, 0.013122078530081164]"
143,COMPLETE,[0.05828374170931447],2025-09-17T18:00:34.187540,2025-09-17T18:14:24.566422,830.378882,0.04998169019858243,0.2,0.04357776045806899,50.0,10,2.532690604872413,0.9688175612682349,0.426801562656892,0.8363974861835841,0.9874639938768588,0.8706733777715997,0.21221152416147793,0.11221117481822808,0.7898902260437616,0.3723817656228316,0.8034057440099933,27.0,7.0,34.0,5.318095670243537,gradient,"[0.15184622713099225, 0.06689412910540492, 0.13109155710655016, 0.15476874892897183, 0.13646373967968384, 0.03326066804100401, 0.0175872571052277, 0.12380230857436297, 0.05836472048275449, 0.12592064384504786]"
144,COMPLETE,[0.07585707991613126],2025-09-17T18:14:24.584438,2025-09-17T18:28:16.396183,831.811745,0.04847599915726196,0.2,0.0361338468024052,50.0,10,0.7524596388880295,0.3028745155661322,0.41441606607410253,0.7432742001096894,0.12789375342495976,0.23505458518711242,0.7245840386782826,0.0457926541598841,0.07086801296544726,0.417923765247324,0.09376199243748595,26.0,8.0,34.0,5.729140668334775,gradient,"[0.09535019513836096, 0.13046542623362314, 0.23399571895078566, 0.04026319059315058, 0.07399929480321008, 0.22811172921886325, 0.01441632849791564, 0.0223104900479745, 0.13156971128721426, 0.02951791522890187]"
145,COMPLETE,[0.09601465905050574],2025-09-17T18:28:16.412197,2025-09-17T18:41:13.499328,777.087131,0.04899571705391706,0.2,0.051206124093820325,50.0,9,2.0590367252514437,0.2864964618835477,0.5329393706056169,0.0280398469937091,0.5020135577455705,0.5352676525967037,0.14682108195820423,0.31010731094826616,0.4420733102885287,0.13962543646839398,,30.0,7.0,37.0,5.012747292530542,gradient,"[0.09800165116646394, 0.18230221046218723, 0.009591571518099454, 0.17172343854987812, 0.1830986443099476, 0.050222988316691065, 0.10607819835511684, 0.15121971859642108, 0.047761578725194744]"
146,COMPLETE,[0.06379869240723438],2025-09-17T18:41:13.515342,2025-09-17T18:53:29.361214,735.845872,0.05007663681735726,0.2,0.03772430109263791,50.0,8,2.003932350243906,0.017950844324981445,0.6169117311725049,0.06134896098578647,0.30302493942025094,0.3649265796180361,0.5087350783882858,0.8046638267123097,0.6960317249198942,,,23.0,8.0,31.0,5.421770414474152,gradient,"[0.005320985867952028, 0.18286485827156837, 0.018185047372096107, 0.08982259503238389, 0.10817146747160863, 0.1507991553839256, 0.23851829879833944, 0.20631759180212594]"
