number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,param_weight_2,param_weight_3,param_weight_4,param_weight_5,param_weight_6,param_weight_7,param_weight_8,param_weight_9,attr_CQ,attr_GR,attr_KR,attr_MC,attr_morph_type,attr_weights
10,COMPLETE,[2.0],2025-09-16T16:54:59.865502,2025-09-16T17:07:15.816421,735.950919,0.05196923973593262,0.2,0.030389830716894526,50.0,8,0.7630068245155919,0.2772755273128452,0.8029813275797759,0.7005589544977852,0.6184852606109981,0.7486588658619445,0.31563136720589574,0.4135198848835322,0.6930007407557196,,,24.0,10.0,34.0,5.832691409745439,gradient,"[0.06067149593668763, 0.17570277054608083, 0.15329142161639825, 0.13533262866622625, 0.16381630855888335, 0.06906425315825743, 0.09048353548758531, 0.1516375860298809]"
11,COMPLETE,[2.0],2025-09-16T17:07:15.832435,2025-09-16T17:16:33.604895,557.77246,0.04801724478959714,0.2,0.04815583616716444,50.0,3,1.1894164985834998,0.5205656823035917,0.7605341521917678,0.7278733760836716,,,,,,,,30.0,7.0,37.0,5.291850144161634,gradient,"[0.25912027077431904, 0.3785685882653282, 0.36231114096035266]"
12,COMPLETE,[2.0],2025-09-16T17:16:33.619909,2025-09-16T17:28:45.075736,731.455827,0.05182746617784804,0.2,0.03282083722476446,50.0,8,0.3234635902686245,0.6967579498830844,0.5750958499721135,0.9756030711101505,0.6314470542230284,0.6458529379645883,0.23644450116041693,0.2795971849393127,0.22075662994080295,,,26.0,11.0,37.0,5.791957691706521,gradient,"[0.16349851652394803, 0.134949760308149, 0.22893123052199552, 0.14817291520851084, 0.15155334398059264, 0.05548314904259065, 0.06560919035013565, 0.05180189406407763]"
13,COMPLETE,[2.0],2025-09-16T17:28:45.091750,2025-09-16T17:38:48.640809,603.549059,0.049368415803334495,0.2,0.045590381899155034,50.0,5,0.3890283098700563,0.49257318409885514,0.903545078004537,0.02908603914871441,0.5715280966162849,0.44936668542960373,,,,,,33.0,9.0,42.0,5.62474730456135,gradient,"[0.2013709041723424, 0.36938204350508846, 0.011890785351793134, 0.23364879228265453, 0.18370747468812154]"
14,COMPLETE,[2.0],2025-09-16T17:38:48.657824,2025-09-16T17:52:34.376842,825.719018,0.05283139806824082,0.2,0.039340093933106425,50.0,10,1.7183618563950769,0.09106702570151677,0.10941290255505029,0.027434126992107136,0.6938206875874428,0.10476241338370972,0.28881725009426656,0.7674026594874672,0.6107102980599117,0.9579740240921892,0.8037361279476747,26.0,9.0,35.0,5.613805651549265,gradient,"[0.020440901179027388, 0.024558816010624204, 0.006157863117398483, 0.15573496555629285, 0.023514967385359107, 0.06482790914161822, 0.17225117221375175, 0.13708001063494815, 0.21502681357712877, 0.180406581183851]"
15,COMPLETE,[0.36399525725918147],2025-09-16T17:52:34.392857,2025-09-16T18:03:37.665111,663.272254,0.052117309665778475,0.2,0.0391182054245175,50.0,7,1.0172901406691537,0.5759187248720645,0.3231697170220932,0.7035501786726194,0.38648642921385207,0.7133097131589159,0.34367838334875966,0.933028315353286,,,,29.0,8.0,37.0,5.493561827153829,gradient,"[0.14473441832210457, 0.08121594070917244, 0.17680954182070482, 0.09712809482636676, 0.17926221523791736, 0.08636998374191389, 0.2344798053418202]"
16,COMPLETE,[0.37109845684635406],2025-09-16T18:03:37.683127,2025-09-16T18:14:41.338077,663.65495,0.050055013039694674,0.2,0.04403655604560845,50.0,7,1.0638629301510085,0.13739030779633307,0.7080610229094731,0.3366568381377981,0.7612320554165152,0.7357426120612884,0.5782039489271753,0.6105515800918475,,,,31.0,7.0,38.0,5.493411757898224,gradient,"[0.035521212320422435, 0.18306375707278363, 0.08704004830051036, 0.1968107204887076, 0.19022062003786228, 0.14949020468601829, 0.15785343709369545]"
17,COMPLETE,[0.6704399409713706],2025-09-16T18:14:41.356094,2025-09-16T18:24:44.454943,603.098849,0.05282932325922996,0.2,0.047126152575606386,50.0,5,0.39502667469269814,0.5869262568250964,0.06470746537461285,0.4034952362861944,0.30692789485746685,0.1752265906824564,,,,,,38.0,10.0,48.0,5.497100595353105,gradient,"[0.3817944303674136, 0.042092084986720076, 0.26247289519330536, 0.19965602052779952, 0.11398456892476137]"
18,COMPLETE,[0.28758924899809796],2025-09-16T18:24:44.471958,2025-09-16T18:34:46.798460,602.326502,0.048690853697713365,0.2,0.04975885088329643,50.0,5,1.3910345178308203,0.2690033635937896,0.5490739169986184,0.40665186537658843,0.20351513686727182,0.9921507049670626,,,,,,30.0,7.0,37.0,5.3062846257044525,gradient,"[0.11114027460366212, 0.22685302182720987, 0.16801053853844408, 0.08408344005536687, 0.409912724975317]"
19,COMPLETE,[0.4639751793812075],2025-09-16T18:34:46.816477,2025-09-16T18:45:45.080618,658.264141,0.049812272330887246,0.2,0.051148933684791204,50.0,7,1.8552644174182213,0.8425075107041873,0.9610322678496739,0.7611776955832132,0.04548820753921325,0.09918183747431161,0.4837215872322102,0.7135926684097781,,,,35.0,8.0,43.0,5.19816184309325,gradient,"[0.21565698107297102, 0.24599581008476043, 0.19483895609708404, 0.011643634493095724, 0.025387614205483428, 0.12381840619454289, 0.1826585978520625]"
20,COMPLETE,[0.5410845651056712],2025-09-16T18:45:45.098635,2025-09-16T18:56:13.292759,628.194124,0.04986580098174752,0.2,0.05350186756727178,50.0,6,2.050503608147457,0.9860466653370747,0.648648024676091,0.7943560895105214,0.7681437243251873,0.27438888990548804,0.7524833765442337,,,,,33.0,7.0,40.0,4.924767494223627,gradient,"[0.23343538797029287, 0.15356007846207376, 0.18805481369186997, 0.18184933290504965, 0.06495846415943177, 0.178141922811282]"
21,COMPLETE,[0.28702480158734794],2025-09-16T18:56:13.310775,2025-09-16T19:06:41.549014,628.238239,0.0479642642257472,0.2,0.04772403156260739,50.0,6,0.9814070836185725,0.10859503992654884,0.5980036917644732,0.6697706128223436,0.6023508955402576,0.8344486370663678,0.30309745930822773,,,,,31.0,7.0,38.0,5.570640940440699,gradient,"[0.03484780445660417, 0.19189749116562643, 0.21492726888999378, 0.19329249509226995, 0.2677719254326607, 0.0972630149628449]"
22,COMPLETE,[0.28128176461841226],2025-09-16T19:06:41.567030,2025-09-16T19:20:26.874210,825.30718,0.04502304952373563,0.2,0.044732851870121035,50.0,10,1.4632614419199417,0.3438130467833688,0.4300444656807336,0.19923407307499258,0.5023460560020082,0.020503215703732407,0.6360430258132078,0.6790900936492639,0.31180933922908755,0.20723067744916104,0.3854381552852537,26.0,5.0,31.0,5.509896727221639,gradient,"[0.09253350054751983, 0.11574173863622839, 0.05362165974342897, 0.1352009165533354, 0.005518215027897581, 0.17118398568049809, 0.1827696305896822, 0.08392005461170375, 0.055773857870167455, 0.10373644073953832]"
23,COMPLETE,[0.5438115448941976],2025-09-16T19:20:26.892227,2025-09-16T19:30:29.224500,602.332273,0.05180404069006962,0.2,0.04865095001457083,50.0,5,0.8350308420645153,0.9104728010861464,0.4957185622299275,0.34303792561795565,0.3024306829654966,0.45185666938936575,,,,,,39.0,7.0,46.0,5.322757487033629,gradient,"[0.36367755103772964, 0.19800889439053837, 0.13702242675780602, 0.1208023457794135, 0.18048878203451257]"
24,COMPLETE,[0.2890043603457447],2025-09-16T19:30:29.241515,2025-09-16T19:44:15.345982,826.104467,0.050310881841664344,0.2,0.035250724961040876,50.0,10,2.0004170974255944,0.3638152440677842,0.6922231911639715,0.7120914672815521,0.6621132867911836,0.15026824667429636,0.11409985148814607,0.30314782666058643,0.5424912309085771,0.6170291632447379,0.6648097772059954,25.0,8.0,33.0,5.480682873965934,gradient,"[0.0754476374302667, 0.1435525454178905, 0.147672808428652, 0.13730838389574482, 0.031162477046321534, 0.023661911825555656, 0.0628664897543433, 0.1125012829068361, 0.12795888394307148, 0.13786757935131788]"
25,COMPLETE,[0.3724735823696254],2025-09-16T19:44:15.362998,2025-09-16T19:55:15.404740,660.041742,0.05058469082894064,0.2,0.03463041713888136,50.0,7,1.9368898259165894,0.4819816581144894,0.45308001053716274,0.39415125639979753,0.746816545282395,0.14599905102251362,0.30814100295368446,0.5151198722026281,,,,23.0,8.0,31.0,5.360684584357966,gradient,"[0.15827121674098796, 0.148780608849855, 0.12942981933052466, 0.24523664192231315, 0.04794258673402442, 0.10118611495726933, 0.1691530114650254]"
26,COMPLETE,[0.24935815090767183],2025-09-16T19:55:15.422756,2025-09-16T20:07:29.263777,733.841021,0.04679014686713463,0.2,0.05031371082299769,50.0,8,1.048862195842775,0.7075049554715748,0.4553642626594313,0.11295492785717524,0.4983488584795175,0.06556177226366261,0.804811725936673,0.2855710320840053,0.03867374914494995,,,32.0,6.0,38.0,5.374326410180206,gradient,"[0.2383141446517813, 0.1533837239180036, 0.03804744660557772, 0.16786254432320982, 0.02208365829530556, 0.27109070627566495, 0.09619101000227605, 0.01302676592818097]"
27,COMPLETE,[0.2648717605166796],2025-09-16T20:07:29.281793,2025-09-16T20:17:31.756147,602.474354,0.04710988240909136,0.2,0.04893707279206519,50.0,5,1.2523333751729289,0.25661593996083043,0.7711925363502266,0.108066088427524,0.40095585691687047,0.15083187791124683,,,,,,33.0,6.0,39.0,5.2820570579581325,gradient,"[0.15205408097740628, 0.45695903531661974, 0.06403300497692554, 0.23758062085040033, 0.08937325787864812]"
28,COMPLETE,[0.35320801135714536],2025-09-16T20:17:31.774164,2025-09-16T20:26:44.662388,552.888224,0.05146635269147,0.2,0.04817852478401291,50.0,3,0.6914472221348542,0.7048754217948322,0.034010353312115396,0.6184294790042476,,,,,,,,37.0,10.0,47.0,5.412033528729636,gradient,"[0.519315921382172, 0.02505707735111711, 0.4556270012667109]"
29,COMPLETE,[0.1935038029942284],2025-09-16T20:26:44.680404,2025-09-16T20:38:55.329725,730.649321,0.04680747364910943,0.2,0.048295329008032406,50.0,8,1.4966376919629574,0.33668602039000467,0.3711596693296963,0.6329904176840332,0.20198513570533652,0.45429764022150326,0.8858333081726147,0.05716695522688884,0.5098928087324047,,,29.0,6.0,35.0,5.345787763026458,gradient,"[0.09758981265468429, 0.10758214003926297, 0.18347484758184826, 0.05854621326326967, 0.1316800191089783, 0.25676238795928075, 0.016570074528691154, 0.14779450486398454]"
30,COMPLETE,[0.3824763766882637],2025-09-16T20:38:55.346740,2025-09-16T20:49:53.831431,658.484691,0.049434441721590304,0.2,0.044171606707810285,50.0,7,2.764272708971179,0.9967390166169534,0.9208128818389585,0.20484782391280643,0.21198028669114882,0.9267836904628434,0.6548105068613758,0.11293048055743277,,,,30.0,7.0,37.0,4.963722595055791,gradient,"[0.24739702079515125, 0.22855166686456893, 0.050844544567350755, 0.05261486760364897, 0.23003365988446772, 0.16252817024531424, 0.02803007003949805]"
31,COMPLETE,[0.3932164308614649],2025-09-16T20:49:53.849448,2025-09-16T20:59:57.608441,603.758993,0.05095624522093377,0.2,0.03450454384149756,50.0,5,1.9823716447712798,0.48927019430181723,0.25689940138043416,0.6758497575434257,0.6124690229560262,0.7848526087898163,,,,,,21.0,8.0,29.0,5.398147874948984,gradient,"[0.17354062417773128, 0.09112037272179381, 0.23971905532038826, 0.21723836393710044, 0.27838158384298617]"
32,COMPLETE,[0.1927512426107376],2025-09-16T20:59:57.626458,2025-09-16T21:10:26.100710,628.474252,0.04989385301022702,0.2,0.03928233229645459,50.0,6,1.7327976794326267,0.04977066538279868,0.5597002114712312,0.7554573176388044,0.8199467050922661,0.6042148061336334,0.7035301092807474,,,,,26.0,7.0,33.0,5.447683627193282,gradient,"[0.014250238508369132, 0.160252257937589, 0.2163010455344727, 0.23476551944500373, 0.1729975886693305, 0.20143334990523495]"
33,COMPLETE,[0.3904451082060814],2025-09-16T21:10:26.117725,2025-09-16T21:23:17.283420,771.165695,0.045161512520752456,0.2,0.03709744333426086,50.0,9,0.28401197157185853,0.20269791146648847,0.24236287286920327,0.9221479947989465,0.35992460868687837,0.5624952684389827,0.9195205268947694,0.6814166692707605,0.47537172817262013,0.6570917726092229,,28.0,6.0,34.0,5.923296451275252,gradient,"[0.04035371828696142, 0.04825033975053766, 0.18358403464435907, 0.07165488858969511, 0.11198327321733739, 0.18306095032224592, 0.1356585083134315, 0.09463845316154326, 0.1308158337138887]"
34,COMPLETE,[0.3155523390242942],2025-09-16T21:23:17.299436,2025-09-16T21:35:29.586363,732.286927,0.05139504372116488,0.2,0.0528821577192615,50.0,8,2.1385379847919497,0.4912852099421971,0.1729558357109787,0.9336893644515494,0.40692446425248,0.5617405702782677,0.4514444540845239,0.7410236743956313,0.3058081212499832,,,32.0,8.0,40.0,4.9652500410504485,gradient,"[0.12086118502170093, 0.042548904052916545, 0.22969713059965763, 0.10010757899604188, 0.13819392406823222, 0.11105995171022957, 0.18229940084524118, 0.07523192470598004]"
35,COMPLETE,[0.32579722054447474],2025-09-16T21:35:29.601376,2025-09-16T21:45:08.528735,578.927359,0.04834037186903398,0.2,0.033911770421470144,50.0,4,1.295480854884339,0.31790260581610624,0.540318052700664,0.7997916423823414,0.7777486984127662,,,,,,,22.0,7.0,29.0,5.68206153689762,gradient,"[0.13051469577923133, 0.221827204250872, 0.3283539077143812, 0.31930419225551543]"
36,COMPLETE,[0.30368901104477347],2025-09-16T21:45:08.542748,2025-09-16T21:55:36.469857,627.927109,0.05233793449170249,0.2,0.0542565998611422,50.0,6,1.4818339384480943,0.71372997183981,0.831478493858454,0.7748312704588998,0.6525617869988828,0.8326771364364203,0.6409376432596572,,,,,35.0,8.0,43.0,5.0327306715146936,gradient,"[0.16052524736189108, 0.18700810694366887, 0.17426756092857362, 0.1467678903926205, 0.1872776940479214, 0.14415350032532462]"
37,COMPLETE,[0.2669476937857396],2025-09-16T21:55:36.485871,2025-09-16T22:06:05.118585,628.632714,0.04954972679106901,0.2,0.04834401914361797,50.0,6,0.8102612153494682,0.7470348558124394,0.3714965336134277,0.40152000358943674,0.4973414037719088,0.015912681499288983,0.233541407090973,,,,,36.0,7.0,43.0,5.459813770432516,gradient,"[0.329547999307436, 0.16388249952381156, 0.1771270949879686, 0.21939788125085108, 0.007019742533973224, 0.10302478239595957]"
38,COMPLETE,[0.1971724507894748],2025-09-16T22:06:05.133599,2025-09-16T22:16:05.698989,600.56539,0.05241879951759169,0.2,0.04978809678142758,50.0,5,1.4848495328803835,0.08784117428568754,0.3677043468129786,0.6301827319355792,0.15786941609954355,0.6131291205796912,,,,,,33.0,9.0,42.0,5.271456819613553,gradient,"[0.0473096929350832, 0.19803901621396905, 0.33940520243844036, 0.08502565750338804, 0.33022043090911934]"
39,COMPLETE,[0.1936563601083728],2025-09-16T22:16:05.714002,2025-09-16T22:28:16.960946,731.246944,0.04828538351272113,0.2,0.04034487155158687,50.0,8,0.9647374748608641,0.4692101080813354,0.0816889857354913,0.49307384925255343,0.22060772080832602,0.9765494234934401,0.10359879368882267,0.9005687380349894,0.7951896951614339,,,27.0,7.0,34.0,5.641082255379427,gradient,"[0.11612710833809124, 0.02021760727901834, 0.12203326255048479, 0.05459928559358105, 0.24169100099579532, 0.025640172986878665, 0.22288616891765425, 0.19680539333849634]"
40,COMPLETE,[0.2261837616798071],2025-09-16T22:28:16.976960,2025-09-16T22:40:31.249347,734.272387,0.050599004935965225,0.2,0.03626865343595097,50.0,8,0.45180158372402646,0.6214620889723061,0.4768975619626671,0.3222716795184579,0.10907488483502006,0.37549129508213647,0.02347303989158276,0.6578458199269319,0.07404638936135917,,,27.0,10.0,37.0,5.7676644973615625,gradient,"[0.2335829465933405, 0.17924687559080374, 0.12112914020224431, 0.04099692234038852, 0.14113228253468482, 0.008822584548070894, 0.24725814776047, 0.027831100429997115]"
41,COMPLETE,[0.15654860716741117],2025-09-16T22:40:31.266362,2025-09-16T22:49:44.959036,553.692674,0.05002155535931581,0.2,0.033047348311601214,50.0,3,2.7505293764806606,0.42218145549572994,0.7482288657014788,0.110729318400933,,,,,,,,27.0,11.0,38.0,5.476491044156039,gradient,"[0.32953586201435203, 0.5840338106595294, 0.08643032732611859]"
42,COMPLETE,[0.3374773702446886],2025-09-16T22:49:44.975051,2025-09-16T22:59:22.383367,577.408316,0.05070931062872979,0.2,0.03200154788174733,50.0,4,1.0798952652834375,0.30907510404961697,0.15604055669252737,0.06867042916858686,0.9758774621093823,,,,,,,24.0,12.0,36.0,5.914211479729086,gradient,"[0.20473111617223377, 0.10336114724617025, 0.04548724056873299, 0.6464204960128629]"
43,COMPLETE,[0.23202682828158727],2025-09-16T22:59:22.399381,2025-09-16T23:09:25.508438,603.109057,0.04952152052241736,0.2,0.05159702657855039,50.0,5,0.6376761190495449,0.6869010960927275,0.9578465398938052,0.7971289297650639,0.37013689223343843,0.5309699189012668,,,,,,36.0,8.0,44.0,5.446150255905147,gradient,"[0.20547547464400379, 0.2865244698841296, 0.23844836778922907, 0.1107205302881849, 0.15883115739445255]"
44,COMPLETE,[0.2702208308271091],2025-09-16T23:09:25.525453,2025-09-16T23:19:03.352141,577.826688,0.04974303413229082,0.2,0.05299396823714586,50.0,4,0.2416173106386056,0.24641321196878935,0.9656719127133986,0.9369795639028828,0.7485281841955773,,,,,,,37.0,9.0,46.0,5.541003518431047,gradient,"[0.0850406605715872, 0.33326694090971465, 0.32336480832233655, 0.2583275901963616]"
45,COMPLETE,[0.31881478273167263],2025-09-16T23:19:03.368156,2025-09-16T23:31:14.665305,731.297149,0.05174149146961345,0.2,0.03344597507538921,50.0,8,2.319680164420793,0.9460770218531717,0.5344343015571498,0.5971038892643087,0.19891971415552576,0.9865663173918867,0.32475784625669935,0.6831205798260008,0.17443190019742172,,,24.0,9.0,33.0,5.161550923375209,gradient,"[0.2128210193474393, 0.12022155723520078, 0.13431914678641518, 0.044747198544105846, 0.22192912888838362, 0.073054618477095, 0.15366869163676422, 0.039238639084596044]"
46,COMPLETE,[0.19927723698675284],2025-09-16T23:31:14.681319,2025-09-16T23:45:00.265695,825.584376,0.049146025088907065,0.2,0.049604072110546876,50.0,10,0.6055777520231295,0.514307241443208,0.16470907805389043,0.7152002638992091,0.6821194512126538,0.03016502089215302,0.3420101970697966,0.5470997374147228,0.7815017758083954,0.9543498074315016,0.6940099044186538,32.0,9.0,41.0,5.560586085836593,gradient,"[0.09479492220491871, 0.0303584763783392, 0.13182266924147387, 0.12572535461627474, 0.005559888289259388, 0.06303786416373125, 0.10083909552007922, 0.14404308178294073, 0.17590169544936912, 0.12791695235361375]"
47,COMPLETE,[0.27484757126613635],2025-09-16T23:45:00.282711,2025-09-16T23:58:47.681215,827.398504,0.05064227255576173,0.2,0.033138933759562166,50.0,10,2.47344631881854,0.2594834772799345,0.5829138502172773,0.503983448635966,0.456332976426272,0.30544916002105194,0.8284613765013755,0.8773566362766069,0.15374116119671485,0.34421253400289575,0.48294295484099736,22.0,8.0,30.0,5.336473631071065,gradient,"[0.054116809699429475, 0.12157012166650773, 0.10510872086114063, 0.09517093382478906, 0.06370322395470722, 0.1727805065872657, 0.18297790141254686, 0.03206362597983922, 0.07178755423682447, 0.10072060177694955]"
48,COMPLETE,[0.20179112306638852],2025-09-16T23:58:47.699231,2025-09-17T00:11:42.847342,775.148111,0.04809330060029102,0.2,0.04803346675090066,50.0,9,1.5270991007278631,0.7628288825037257,0.3479828696744035,0.4873988180131653,0.7580886461636416,0.8468414856516301,0.4832995260857144,0.4807760821934585,0.4138759616164694,0.8134900064446163,,30.0,6.0,36.0,5.159562421290227,gradient,"[0.1414064784155068, 0.06450598984673253, 0.09034968656785956, 0.1405277752841984, 0.15697999251040168, 0.0895897960488281, 0.08912202231546885, 0.07672066904563038, 0.1507975899653738]"
49,COMPLETE,[0.19359987732609607],2025-09-17T00:11:42.861355,2025-09-17T00:21:46.473222,603.611867,0.05014690867477177,0.2,0.03800265561394708,50.0,5,1.9557068631553394,0.9827619679190213,0.38798461148235064,0.9457010247576554,0.882510990113617,0.9252580390484817,,,,,,26.0,7.0,33.0,5.266680003774812,gradient,"[0.23829057862259487, 0.09407474096963636, 0.22930440101447983, 0.2139826950367914, 0.22434758435649757]"
50,COMPLETE,[0.14582209659098078],2025-09-17T00:21:46.489236,2025-09-17T00:35:31.673755,825.184519,0.046053823931645976,0.2,0.05351023726602348,50.0,10,1.1237527716114082,0.09791249839529949,0.5371514604265384,0.09866246171084478,0.974040063834769,0.5852921500917121,0.8912098001963915,0.36304100595799876,0.48554377555742834,0.9953263938313371,0.871688312987446,31.0,6.0,37.0,5.399472153507897,gradient,"[0.016595710221540383, 0.09104465853098898, 0.016722825493498072, 0.16509523205413942, 0.0992042801180394, 0.15105589003503825, 0.061533751381679616, 0.08229739748332847, 0.16870316536288735, 0.14774708931886]"
51,COMPLETE,[0.2513898622250401],2025-09-17T00:35:31.689769,2025-09-17T00:47:43.848201,732.158432,0.04580512636007099,0.2,0.03467071362328383,50.0,8,2.0983582982620357,0.0858897686152798,0.7661438662390733,0.2066318086837732,0.6504600297889398,0.06419949948339573,0.05770112401876549,0.9668141875375755,0.03133760301366478,,,22.0,6.0,28.0,5.6155689039314085,gradient,"[0.030358560696515633, 0.2708008816470868, 0.07303599028023414, 0.22991132254013194, 0.022691927492349363, 0.020395014493836187, 0.34172972715856603, 0.011076575691279783]"
52,COMPLETE,[0.32816816537256427],2025-09-17T00:47:43.864216,2025-09-17T00:56:58.822646,554.95843,0.0515302126008889,0.2,0.041506340332130034,50.0,3,1.8253585097195457,0.5166434925322946,0.08283971745512404,0.18844862080304964,,,,,,,,40.0,10.0,50.0,5.285863880900784,gradient,"[0.6556956735889042, 0.1051356401885905, 0.23916868622250528]"
53,COMPLETE,[0.26784415330356315],2025-09-17T00:56:58.838661,2025-09-17T01:07:28.962227,630.123566,0.04760485041029581,0.2,0.03702436156553694,50.0,6,0.45179619529620985,0.4979866421158922,0.9521655432343473,0.996286066675928,0.9976763919162829,0.5114295286396437,0.9707074777165378,,,,,26.0,9.0,35.0,5.9032857311408655,gradient,"[0.10108834819384512, 0.1932839836098561, 0.20224018937715713, 0.20252241719235015, 0.10381717479021614, 0.19704788683657545]"
