number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,attr_CQ,attr_GR,attr_KR,attr_MC,attr_morph_type,attr_weights
89,COMPLETE,[0.144049543084366],2025-09-20T14:18:11.446047,2025-09-20T14:26:39.283067,507.83702,0.04857648722001646,0.2,0.05101145203218726,50.0,2,0.1175373131533638,0.7429001523834551,0.3095471524191489,47.0,10.0,57.0,5.564985905022174,random,"[0.7058787162011809, 0.294121283798819]"
90,COMPLETE,[0.09717773330199493],2025-09-20T14:26:39.298099,2025-09-20T14:35:06.618344,507.320245,0.05070497565659459,0.2,0.04426338255878593,50.0,2,0.49733798240096827,0.5683416985664849,0.928641832779146,36.0,12.0,48.0,5.655115654791026,random,"[0.37965794991452273, 0.6203420500854774]"
91,COMPLETE,[0.0910242950827626],2025-09-20T14:35:06.634333,2025-09-20T14:43:33.152006,506.517673,0.05181409384057213,0.2,0.04277462093131965,50.0,2,0.1685480080946058,0.13328178406719485,0.11650646422496705,37.0,12.0,49.0,5.66529503447585,random,"[0.5335790813957884, 0.46642091860421164]"
92,COMPLETE,[0.11355849175018622],2025-09-20T14:43:33.166873,2025-09-20T14:52:00.017073,506.8502,0.04765571355854562,0.2,0.054293516097285215,50.0,2,1.12045776390074,0.16903743456046283,0.29694208732616323,41.0,7.0,48.0,5.433384335146736,random,"[0.36275721704695435, 0.6372427829530456]"
93,COMPLETE,[0.145404759675088],2025-09-20T14:52:00.031085,2025-09-20T15:00:27.822959,507.791874,0.04977353170457087,0.2,0.05353580726526695,50.0,2,0.6183514502869327,0.18400527693876723,0.7344815963612548,48.0,10.0,58.0,5.502637054037688,random,"[0.2003352277400074, 0.7996647722599926]"
94,COMPLETE,[0.11390221871661535],2025-09-20T15:00:27.838469,2025-09-20T15:08:56.202531,508.364062,0.04947751883404366,0.2,0.04010811108797091,50.0,2,1.7027265658133368,0.03197420398399463,0.023507677291811982,34.0,9.0,43.0,5.484084707038146,random,"[0.5762999243851754, 0.4237000756148246]"
95,COMPLETE,[0.10568421566592426],2025-09-20T15:08:56.217933,2025-09-20T15:17:23.472023,507.25409,0.047116837098493396,0.2,0.05158889013290949,50.0,2,1.1021921163496984,0.9366036239950083,0.6608675633991025,40.0,7.0,47.0,5.39546733235615,random,"[0.5863039229664301, 0.4136960770335699]"
96,COMPLETE,[0.08264020239172137],2025-09-20T15:17:23.486855,2025-09-20T15:25:51.987391,508.500536,0.04725364004232811,0.2,0.035497237414121384,50.0,2,2.352209325128988,0.8924259085902516,0.5503376804508612,34.0,8.0,42.0,5.550897834968083,random,"[0.6185531124911284, 0.38144688750887157]"
97,COMPLETE,[0.10974831439542435],2025-09-20T15:25:52.002404,2025-09-20T15:34:19.378164,507.37576,0.05204512789863116,0.2,0.04463990606434289,50.0,2,2.1773427218546892,0.14610551846651168,0.06271964668011372,43.0,12.0,55.0,5.3720186737716835,random,"[0.6996547488130778, 0.3003452511869222]"
98,COMPLETE,[0.09427004742240032],2025-09-20T15:34:19.393698,2025-09-20T15:42:48.128393,508.734695,0.04644163571305571,0.2,0.04171430377150502,50.0,2,0.864709742697209,0.6773384910082537,0.32390765696158325,38.0,7.0,45.0,5.69635920444089,random,"[0.6764954775423105, 0.3235045224576895]"
99,COMPLETE,[0.1037414589237045],2025-09-20T15:42:48.144407,2025-09-20T15:51:14.723036,506.578629,0.04700677032875903,0.2,0.03973324543799191,50.0,2,0.7387815243642053,0.5788199336923382,0.7771366201832471,32.0,9.0,41.0,5.762512680543841,random,"[0.4268720351238092, 0.5731279648761908]"
100,COMPLETE,[0.35434252645902287],2025-09-20T15:51:14.738049,2025-09-20T15:59:41.100095,506.362046,0.05052006034366556,0.2,0.047623757286421514,50.0,2,2.4368771843312644,0.3822593277760428,0.027978993907564684,64.0,9.0,73.0,5.245695661828144,random,"[0.9317981952716177, 0.0682018047283823]"
101,COMPLETE,[0.09712908606298565],2025-09-20T15:59:41.115096,2025-09-20T16:08:09.078662,507.963566,0.04758576428905253,0.2,0.05416030726403016,50.0,2,1.5826977755358527,0.17742453121309584,0.6123824424054491,44.0,9.0,53.0,5.50198177825914,random,"[0.2246429028098035, 0.7753570971901965]"
102,COMPLETE,[0.08539415165923575],2025-09-20T16:08:09.093675,2025-09-20T16:16:38.474760,509.381085,0.05032333658930844,0.2,0.04748985615129957,50.0,2,1.6953377332466817,0.18779682492535926,0.5976678550508925,40.0,11.0,51.0,5.5134844827144125,random,"[0.23909009496268788, 0.7609099050373122]"
103,COMPLETE,[0.11230007181891971],2025-09-20T16:16:38.489774,2025-09-20T16:25:05.779057,507.289283,0.0450649565224973,0.2,0.054474297870034896,50.0,2,1.4122017299535323,0.23123362447767384,0.2665026056961166,38.0,6.0,44.0,5.308732763393207,random,"[0.464570610817171, 0.535429389182829]"
104,COMPLETE,[0.17904785688407998],2025-09-20T16:25:05.793571,2025-09-20T16:33:35.410327,509.616756,0.0454405392060529,0.2,0.03448113573470981,50.0,2,1.2783804096909268,0.09150007434637103,0.7119128758423564,46.0,8.0,54.0,5.825640774017975,random,"[0.11388922013875555, 0.8861107798612444]"
105,COMPLETE,[0.10127293732525175],2025-09-20T16:33:35.425341,2025-09-20T16:42:02.352457,506.927116,0.04853557924089404,0.2,0.0364277749477633,50.0,2,2.617562229977776,0.22176502261695044,0.718549169192906,34.0,11.0,45.0,5.872720932252986,random,"[0.235841407636432, 0.7641585923635681]"
106,COMPLETE,[0.10033806796590687],2025-09-20T16:42:02.367822,2025-09-20T16:50:30.340513,507.972691,0.04799651434616102,0.2,0.052121797411448435,50.0,2,1.2559818635104014,0.6244629158883127,0.2851090993044053,43.0,7.0,50.0,5.345181669826292,random,"[0.6865458759260562, 0.3134541240739438]"
107,COMPLETE,[0.2379759453254098],2025-09-20T16:50:30.355494,2025-09-20T16:58:58.330415,507.974921,0.050250998028973044,0.2,0.03691805097492951,50.0,2,0.021398820789688577,0.3141534700189566,0.08237078302910063,55.0,13.0,68.0,5.773709934705554,random,"[0.7922679826116018, 0.2077320173883982]"
108,COMPLETE,[0.07062114210114115],2025-09-20T16:58:58.345175,2025-09-20T17:07:25.185105,506.83993,0.050941196492065965,0.2,0.04209587755825806,50.0,2,0.9942068492752094,0.6486777329008545,0.7907632665429972,35.0,11.0,46.0,5.560778311078677,random,"[0.45064558613481226, 0.5493544138651878]"
109,COMPLETE,[0.06502116832335417],2025-09-20T17:07:25.199847,2025-09-20T17:15:54.152257,508.95241,0.045284561602321714,0.2,0.04292409429198539,50.0,2,1.579503007428574,0.7306345808310074,0.5257414186318623,35.0,6.0,41.0,5.580374788932583,random,"[0.5815413388534729, 0.41845866114652713]"
110,COMPLETE,[0.09349689959499023],2025-09-20T17:15:54.167270,2025-09-20T17:24:22.336027,508.168757,0.048199484036183245,0.2,0.03742759787353222,50.0,2,0.7983217892095943,0.5159640374385998,0.3063791094254485,32.0,10.0,42.0,5.762874488555074,random,"[0.6274315526385729, 0.3725684473614271]"
111,COMPLETE,[0.12309941255071924],2025-09-20T17:24:22.350779,2025-09-20T17:32:49.422666,507.071887,0.05175309826210482,0.2,0.03488308724195087,50.0,2,0.4264729134160482,0.8080749353079753,0.16768181670612664,42.0,14.0,56.0,5.755522408301695,random,"[0.8281520303497697, 0.17184796965023025]"
112,COMPLETE,[0.09175735842441238],2025-09-20T17:32:49.441685,2025-09-20T17:41:17.706057,508.264372,0.05200437816191015,0.2,0.05035378194593272,50.0,2,1.7174380616053817,0.34420973385688874,0.639810232745439,38.0,12.0,50.0,5.325246313106815,random,"[0.3497995422241207, 0.6502004577758794]"
113,COMPLETE,[0.22004544606224669],2025-09-20T17:41:17.721070,2025-09-20T17:49:43.911239,506.190169,0.04538351172848937,0.2,0.030159255489785628,50.0,2,0.5324742431258991,0.08056357479006376,0.48993452178126345,43.0,8.0,51.0,5.919574595907202,random,"[0.14121620260303744, 0.8587837973969625]"
114,COMPLETE,[0.28277946414399097],2025-09-20T17:49:43.927229,2025-09-20T17:58:12.073481,508.146252,0.050107967008423224,0.2,0.05353894957000965,50.0,2,2.7998108236160992,0.574262366337794,0.541470475485256,43.0,9.0,52.0,5.092706118102737,random,"[0.5146952252471828, 0.4853047747528173]"
115,COMPLETE,[0.1782269568100284],2025-09-20T17:58:12.088495,2025-09-20T18:06:38.716083,506.627588,0.046025103929668916,0.2,0.036031035215157076,50.0,2,0.08589354824960926,0.09008061936973363,0.46800990540884546,51.0,9.0,60.0,5.830816133182891,random,"[0.16140861629118838, 0.8385913837088116]"
116,COMPLETE,[0.08842351350629842],2025-09-20T18:06:38.731943,2025-09-20T18:15:05.246691,506.514748,0.0522316236358634,0.2,0.03797329893965028,50.0,2,0.21083058425431822,0.4584592099855136,0.6862457234507859,33.0,14.0,47.0,5.737455821438821,random,"[0.4005042667277243, 0.5994957332722757]"
117,COMPLETE,[0.08423754318166829],2025-09-20T18:15:05.261693,2025-09-20T18:23:33.581283,508.31959,0.04753988411758547,0.2,0.03160220939631994,50.0,2,1.5270712416062509,0.815556203186485,0.40118091621413365,34.0,8.0,42.0,5.65915535443818,random,"[0.6702813534514663, 0.3297186465485337]"
118,COMPLETE,[0.08409562233013794],2025-09-20T18:23:33.596658,2025-09-20T18:32:00.349362,506.752704,0.05198995050650175,0.2,0.04424949826736725,50.0,2,2.4486038019987837,0.636849512128617,0.4598471218346598,41.0,11.0,52.0,5.315863615455996,random,"[0.5806979728087158, 0.41930202719128434]"
119,COMPLETE,[0.08633373394768892],2025-09-20T18:32:00.363355,2025-09-20T18:40:27.234661,506.871306,0.05002250089534134,0.2,0.047075853397884476,50.0,2,1.5622997690693832,0.48894240917088405,0.4626788670305992,37.0,9.0,46.0,5.368989805823084,random,"[0.5137993668264328, 0.48620063317356715]"
120,COMPLETE,[0.07229331786554215],2025-09-20T18:40:27.249692,2025-09-20T18:48:55.244214,507.994522,0.045540538105461305,0.2,0.05088547318339749,50.0,2,1.3784371953073842,0.6180666110380644,0.4260565881166843,41.0,5.0,46.0,5.340903171929212,random,"[0.5919479727472862, 0.4080520272527139]"
121,COMPLETE,[0.11472854294216876],2025-09-20T18:48:55.259023,2025-09-20T18:57:21.855157,506.596134,0.048915906393099506,0.2,0.03854527349340586,50.0,2,2.232248338745345,0.8100912828570147,0.20508656601483807,46.0,10.0,56.0,5.582893591561145,random,"[0.7979796680525025, 0.2020203319474974]"
122,COMPLETE,[0.0687352740935909],2025-09-20T18:57:21.870170,2025-09-20T19:05:48.929577,507.059407,0.047071761642486346,0.2,0.038600145435083916,50.0,2,1.6685410189869372,0.7206040929170832,0.3623177163523518,39.0,7.0,46.0,5.5953698347373875,random,"[0.6654257830518899, 0.33457421694811007]"
123,COMPLETE,[0.17337377776669874],2025-09-20T19:05:48.944590,2025-09-20T19:14:15.853481,506.908891,0.04523314214343139,0.2,0.04160745538685813,50.0,2,2.158462759134447,0.9045370993990194,0.1300561954517589,53.0,6.0,59.0,5.48551471858536,random,"[0.8742924431280823, 0.12570755687191765]"
124,COMPLETE,[0.1752663137724742],2025-09-20T19:14:15.868494,2025-09-20T19:22:42.539984,506.67149,0.052244414212192745,0.2,0.03135505702089876,50.0,2,1.489009701716007,0.6285517805740279,0.7267335128265159,26.0,14.0,40.0,5.6338050515037414,random,"[0.46377820495412436, 0.5362217950458757]"
125,COMPLETE,[0.07808762462886325],2025-09-20T19:22:42.554997,2025-09-20T19:31:09.923400,507.368403,0.05121030250351461,0.2,0.04332119412707661,50.0,2,1.6386283922005966,0.5186970102835825,0.39596132004651846,38.0,10.0,48.0,5.522476329792009,random,"[0.5670937366266421, 0.43290626337335786]"
126,COMPLETE,[0.16622139348376702],2025-09-20T19:31:09.938413,2025-09-20T19:39:37.849990,507.911577,0.05081810088851011,0.2,0.03868996311599597,50.0,2,0.029427897992456598,0.6532978108063711,0.17721060279900372,54.0,13.0,67.0,5.747840355342964,random,"[0.7866239523935669, 0.21337604760643317]"
127,COMPLETE,[0.07614857598838443],2025-09-20T19:39:37.864695,2025-09-20T19:48:04.421493,506.556798,0.05053343803811844,0.2,0.047174038422823555,50.0,2,1.2493780618976218,0.9069123406195051,0.9778869568415907,39.0,9.0,48.0,5.393422336594448,random,"[0.48117183715059436, 0.5188281628494056]"
128,COMPLETE,[0.07173821430128823],2025-09-20T19:48:04.436478,2025-09-20T19:56:31.506033,507.069555,0.04564163690334825,0.2,0.0461165920200662,50.0,2,1.5272134404418622,0.5941893750282847,0.749024124677639,36.0,6.0,42.0,5.5090727040562095,random,"[0.44236405840052495, 0.557635941599475]"
129,COMPLETE,[0.11407480789396583],2025-09-20T19:56:31.522012,2025-09-20T20:04:58.931916,507.409904,0.04676530986434791,0.2,0.04564054527172843,50.0,2,2.865286091788387,0.9290297043389362,0.5673118677029894,40.0,7.0,47.0,5.241744932433208,random,"[0.6208674020004478, 0.37913259799955223]"
130,COMPLETE,[0.09602797495803657],2025-09-20T20:04:58.946870,2025-09-20T20:13:26.075290,507.12842,0.04761953710879504,0.2,0.036718000223051925,50.0,2,0.48483270586107696,0.17145445885909602,0.27879801320265585,31.0,10.0,41.0,5.912552274078456,random,"[0.38079626320315046, 0.6192037367968495]"
131,COMPLETE,[0.10918112764475098],2025-09-20T20:13:26.090303,2025-09-20T20:21:52.264300,506.173997,0.051443209955889344,0.2,0.03487560509832361,50.0,2,2.5833394373573797,0.9428275363551363,0.17173493628334305,48.0,13.0,61.0,5.508418505532914,random,"[0.8459171733309855, 0.15408282666901452]"
132,COMPLETE,[0.08215315566866457],2025-09-20T20:21:52.280314,2025-09-20T20:30:18.885892,506.605578,0.0526336994390258,0.2,0.040840667604840585,50.0,2,2.70297406441997,0.5198099883111724,0.3697520380665073,38.0,13.0,51.0,5.282260667850895,random,"[0.5843437252238076, 0.4156562747761923]"
133,COMPLETE,[0.0700182962284336],2025-09-20T20:30:18.901034,2025-09-20T20:38:44.843059,505.942025,0.05167050710550356,0.2,0.04213156137156096,50.0,2,1.2067721064767158,0.1269993710502263,0.053107765090652764,42.0,11.0,53.0,5.4948284002850745,random,"[0.7051323660539909, 0.2948676339460092]"
134,COMPLETE,[0.06350886264436126],2025-09-20T20:38:44.858030,2025-09-20T20:47:11.741683,506.883653,0.04546124783723374,0.2,0.045885884075382605,50.0,2,0.8243775924272305,0.13483676673721726,0.20697679147517414,36.0,7.0,43.0,5.642637096683396,random,"[0.39447460025396136, 0.6055253997460386]"
135,COMPLETE,[0.07834095181952268],2025-09-20T20:47:11.756481,2025-09-20T20:55:38.936804,507.180323,0.04996423486253325,0.2,0.0530504620059632,50.0,2,1.829196739051834,0.9642969438144466,0.7892053724113383,40.0,9.0,49.0,5.271191114174675,random,"[0.549926244688394, 0.45007375531160604]"
136,COMPLETE,[0.05806048081011975],2025-09-20T20:55:38.951837,2025-09-20T21:04:07.319592,508.367755,0.04903111645717904,0.2,0.04472935332227568,50.0,2,0.9353067099836,0.3184703511121036,0.2537073717620271,36.0,9.0,45.0,5.54582623302424,random,"[0.5565934121174473, 0.4434065878825527]"
137,COMPLETE,[0.06446109252336714],2025-09-20T21:04:07.334450,2025-09-20T21:12:33.172817,505.838367,0.04625771634932176,0.2,0.03107072882730977,50.0,2,2.8990045561917537,0.3549161007608471,0.12302385714341915,40.0,8.0,48.0,5.540912332415512,random,"[0.7425955810791166, 0.25740441892088345]"
138,COMPLETE,[0.07918943349260936],2025-09-20T21:12:33.188104,2025-09-20T21:21:00.097728,506.909624,0.04971094391958023,0.2,0.047930487792540846,50.0,2,2.4002949319836477,0.7695485682063669,0.8655462356897344,38.0,9.0,47.0,5.264973496726514,random,"[0.4706446172862196, 0.5293553827137805]"
139,COMPLETE,[0.18765548869997642],2025-09-20T21:21:00.113743,2025-09-20T21:29:27.014762,506.901019,0.04816446465508584,0.2,0.04818051601410934,50.0,2,2.5728250968991784,0.561904686298158,0.11490845386990385,54.0,8.0,62.0,5.300000636465355,random,"[0.8302213017888947, 0.16977869821110522]"
140,COMPLETE,[0.08097966730701238],2025-09-20T21:29:27.029345,2025-09-20T21:37:53.095431,506.066086,0.051028308441598155,0.2,0.05275637978792545,50.0,2,1.804992935611425,0.6383264405700171,0.5195514293669907,42.0,10.0,52.0,5.27730606738083,random,"[0.5512899565173864, 0.44871004348261356]"
141,COMPLETE,[0.06403217774396448],2025-09-20T21:37:53.110417,2025-09-20T21:46:20.419061,507.308644,0.050038902076482455,0.2,0.04334104878391615,50.0,2,0.5562622521394064,0.9104945362776706,0.9337739736996152,35.0,11.0,46.0,5.646200962057774,random,"[0.4936887071226328, 0.5063112928773672]"
142,COMPLETE,[0.05297744221146532],2025-09-20T21:46:20.433548,2025-09-20T21:54:47.872615,507.439067,0.050351033682060835,0.2,0.042520478072620535,50.0,2,1.7731155639829017,0.1293752368992521,0.23625012775970958,34.0,11.0,45.0,5.545024572152193,random,"[0.3538464488642009, 0.6461535511357991]"
143,COMPLETE,[0.05322514373941509],2025-09-20T21:54:47.887350,2025-09-20T22:03:14.891196,507.003846,0.049936623152321745,0.2,0.04089660348592719,50.0,2,0.8581717962504689,0.7757771696934526,0.7076841961800681,35.0,11.0,46.0,5.602107939152633,random,"[0.5229507067321867, 0.47704929326781337]"
144,COMPLETE,[0.05252018136004478],2025-09-20T22:03:14.906226,2025-09-20T22:11:42.393990,507.487764,0.050364661866160204,0.2,0.050780215093177115,50.0,2,1.7579638430552205,0.9496870129352489,0.8717212046464443,39.0,10.0,49.0,5.317725072774068,random,"[0.5214026179129467, 0.47859738208705327]"
145,COMPLETE,[0.3261746507776064],2025-09-20T22:11:42.409003,2025-09-20T22:20:08.628938,506.219935,0.04996100357418424,0.2,0.044076882833269354,50.0,2,2.886909667403563,0.7850227725306402,0.019326045832196215,67.0,9.0,76.0,5.257823876382541,random,"[0.9759730537411216, 0.0240269462588784]"
146,COMPLETE,[0.09018149719805588],2025-09-20T22:20:08.643915,2025-09-20T22:28:35.873706,507.229791,0.04986301500174641,0.2,0.032935328016171536,50.0,2,0.3346934460770128,0.2707328343284506,0.9187915641647192,35.0,12.0,47.0,5.835997404749487,random,"[0.22759754627261233, 0.7724024537273876]"
147,COMPLETE,[0.07217670305857442],2025-09-20T22:28:35.888782,2025-09-20T22:37:02.296689,506.407907,0.04862064426130684,0.2,0.048860934157352966,50.0,2,2.5814454256245503,0.27817239758801754,0.5424832669078928,38.0,9.0,47.0,5.491825042531691,random,"[0.3389635990130959, 0.6610364009869041]"
148,COMPLETE,[0.14833821893277604],2025-09-20T22:37:02.311182,2025-09-20T22:45:29.176176,506.864994,0.047202579012636456,0.2,0.04196231948139651,50.0,2,0.0710498235854965,0.12189428487431143,0.9364250703237829,54.0,10.0,64.0,5.723302731525084,random,"[0.11517722346814255, 0.8848227765318575]"
149,COMPLETE,[0.09504147955232174],2025-09-20T22:45:29.190848,2025-09-20T22:53:56.552198,507.36135,0.05205149563818647,0.2,0.03138206549728287,50.0,2,2.6120920784189394,0.20508845602436926,0.04202877844154155,46.0,13.0,59.0,5.470126510939729,random,"[0.8299237261521745, 0.1700762738478255]"
150,COMPLETE,[0.07309975493266682],2025-09-20T22:53:56.567212,2025-09-20T23:02:23.830838,507.263626,0.051744798411816985,0.2,0.04036688253476033,50.0,2,2.285647305276849,0.23214652134277064,0.5772401448765638,34.0,13.0,47.0,5.709561691733454,random,"[0.28681782271893963, 0.7131821772810604]"
151,COMPLETE,[0.09237504377287979],2025-09-20T23:02:23.845355,2025-09-20T23:10:50.563983,506.718628,0.04740557564658093,0.2,0.036744288558823446,50.0,2,2.254847362792018,0.9619841286211283,0.29255664184255503,43.0,8.0,51.0,5.612296050070281,random,"[0.7668018061027821, 0.2331981938972178]"
152,COMPLETE,[0.1214676812348776],2025-09-20T23:10:50.579015,2025-09-20T23:19:19.095183,508.516168,0.046100494376106506,0.2,0.042563017551506675,50.0,2,0.4833596296841165,0.6665091432274821,0.1000452817409658,48.0,8.0,56.0,5.704135616287447,random,"[0.8694870468654802, 0.13051295313451977]"
153,COMPLETE,[0.1363598259979585],2025-09-20T23:19:19.110197,2025-09-20T23:27:46.451518,507.341321,0.05191290968458143,0.2,0.05477420679307882,50.0,2,1.8142518541020234,0.8862043885745142,0.878453580083274,41.0,11.0,52.0,5.176910152252763,random,"[0.5021961220329669, 0.497803877967033]"
154,COMPLETE,[0.05804913408184328],2025-09-20T23:27:46.466452,2025-09-20T23:36:13.212804,506.746352,0.045433884600048234,0.2,0.04142469546039815,50.0,2,1.3623264017767227,0.8570620546226325,0.443854284004605,39.0,6.0,45.0,5.569010119109828,random,"[0.6588141213808013, 0.3411858786191987]"
155,COMPLETE,[0.09314750253909322],2025-09-20T23:36:13.228299,2025-09-20T23:44:39.586274,506.357975,0.05108157356981869,0.2,0.03387431997146561,50.0,2,2.7862623136338365,0.3449266892838333,0.6256345651051518,31.0,12.0,43.0,5.62179123335353,random,"[0.35538889248260913, 0.6446111075173908]"
156,COMPLETE,[0.08508062104247127],2025-09-20T23:44:39.601621,2025-09-20T23:53:05.754651,506.15303,0.05062709901053552,0.2,0.030251983642022313,50.0,2,1.9951475417386981,0.6957346079586569,0.4849272312296033,31.0,11.0,42.0,5.638132685531529,random,"[0.5892750869605432, 0.4107249130394568]"
157,COMPLETE,[0.04298677670810588],2025-09-20T23:53:05.769482,2025-09-21T00:01:32.607108,506.837626,0.046268670810330335,0.2,0.04424116030152685,50.0,2,1.5649471763225333,0.2877001042883861,0.5469398103416377,35.0,8.0,43.0,5.549029065667851,random,"[0.34469967137375257, 0.6553003286262474]"
158,COMPLETE,[0.08705321865541849],2025-09-21T00:01:32.622576,2025-09-21T00:09:59.608367,506.985791,0.047439003582205895,0.2,0.032732338905721095,50.0,2,0.3630097322189897,0.0940509382812684,0.29023592635417067,35.0,11.0,46.0,5.867984442672427,random,"[0.2447414859482423, 0.7552585140517578]"
159,COMPLETE,[0.1400473550158349],2025-09-21T00:09:59.623051,2025-09-21T00:18:25.558745,505.935694,0.05082941439008016,0.2,0.049946149616487884,50.0,2,1.6984647112317213,0.06922428159405683,0.6759263562757943,52.0,13.0,65.0,5.552606278824527,random,"[0.0928997146026031, 0.907100285397397]"
160,COMPLETE,[0.12102317822634316],2025-09-21T00:18:25.574214,2025-09-21T00:26:51.480939,505.906725,0.045961063019022294,0.2,0.04724521448063393,50.0,2,1.7400122186960791,0.45042363097825683,0.12266664273996741,50.0,5.0,55.0,5.439189811971973,random,"[0.7859558112125982, 0.21404418878740192]"
161,COMPLETE,[0.07838077702711978],2025-09-21T00:26:51.495952,2025-09-21T00:35:18.099286,506.603334,0.05084767121172119,0.2,0.04796929099919588,50.0,2,1.1955227074362442,0.33865084764966535,0.42799233376600443,40.0,9.0,49.0,5.419751190275864,random,"[0.4417320284833404, 0.5582679715166596]"
162,COMPLETE,[0.07584001645896168],2025-09-21T00:35:18.114885,2025-09-21T00:43:43.775535,505.66065,0.05254458288371168,0.2,0.03422933641443333,50.0,2,0.5752444898219141,0.46874063784607756,0.7944087768860398,31.0,14.0,45.0,5.754887529224707,random,"[0.3710888295392084, 0.6289111704607916]"
163,COMPLETE,[0.0696202031475366],2025-09-21T00:43:43.790499,2025-09-21T00:52:09.871921,506.081422,0.05288477760472949,0.2,0.03238647600494185,50.0,2,2.2848708127662203,0.7934698562566753,0.3970085258781263,34.0,14.0,48.0,5.483741707070027,random,"[0.6665134522088517, 0.33348654779114817]"
164,COMPLETE,[0.09772514384396659],2025-09-21T00:52:09.886890,2025-09-21T01:00:35.080488,505.193598,0.047156925164002314,0.2,0.04923424892358085,50.0,2,0.9747830594614859,0.12937663008130112,0.6685307501282416,47.0,9.0,56.0,5.576220610984739,random,"[0.16214492219300547, 0.8378550778069946]"
165,COMPLETE,[0.07294469241386865],2025-09-21T01:00:35.095967,2025-09-21T01:09:03.238492,508.142525,0.04893311260917276,0.2,0.04217887639161791,50.0,2,0.2728072591010612,0.17644683435269445,0.17551331117882923,34.0,10.0,44.0,5.750118329756068,random,"[0.5013261773892829, 0.4986738226107172]"
166,COMPLETE,[0.05178367102560508],2025-09-21T01:09:03.254054,2025-09-21T01:17:28.858259,505.604205,0.04776542855900446,0.2,0.04836456733652577,50.0,2,0.5408816199546097,0.6006414749606959,0.6414414864811241,38.0,8.0,46.0,5.617305520317897,random,"[0.4835759716593056, 0.5164240283406945]"
167,COMPLETE,[0.18832665356098252],2025-09-21T01:17:28.873133,2025-09-21T01:25:55.362516,506.489383,0.046307573616029676,0.2,0.05328702862861189,50.0,2,2.876558673340671,0.8866912870577092,0.3493585089282444,49.0,5.0,54.0,5.197365997360941,random,"[0.7173588717357674, 0.28264112826423254]"
168,COMPLETE,[0.0595510759928212],2025-09-21T01:25:55.377770,2025-09-21T01:34:21.672273,506.294503,0.05027747050767382,0.2,0.05073552122527292,50.0,2,1.5376051758980773,0.12668698002246623,0.09072707850605065,40.0,10.0,50.0,5.270112120948967,random,"[0.5826991174347149, 0.41730088256528514]"
169,COMPLETE,[0.060266227079940345],2025-09-21T01:34:21.687734,2025-09-21T01:42:47.115260,505.427526,0.04725455432354457,0.2,0.038586791053786255,50.0,2,0.28720920757327284,0.897896438128365,0.8820676489450353,32.0,9.0,41.0,5.801326703469419,random,"[0.504446378805697, 0.49555362119430313]"
170,COMPLETE,[0.13629580799323618],2025-09-21T01:42:47.130274,2025-09-21T01:51:13.656798,506.526524,0.04955977054119733,0.2,0.032156925721015625,50.0,2,2.69914541071632,0.4283981872376053,0.04173670026808187,54.0,10.0,64.0,5.49949725260419,random,"[0.9112239883121268, 0.08877601168787327]"
171,COMPLETE,[0.09449267578469103],2025-09-21T01:51:13.671711,2025-09-21T01:59:39.811817,506.140106,0.0492612410792518,0.2,0.04912278482034155,50.0,2,1.3111909761300118,0.6622171763597988,0.3116615706955051,45.0,7.0,52.0,5.403652598984829,random,"[0.6799790819566919, 0.32002091804330823]"
172,COMPLETE,[0.16068187619932844],2025-09-21T01:59:39.826829,2025-09-21T02:08:05.657916,505.831087,0.04962944873679214,0.2,0.030319011946308337,50.0,2,0.681041224873695,0.8126688626327955,0.22364771831745248,39.0,11.0,50.0,5.929947727571458,random,"[0.7841897713222158, 0.2158102286777842]"
173,COMPLETE,[0.05420331238849612],2025-09-21T02:08:05.671928,2025-09-21T02:16:31.038234,505.366306,0.05168257647288992,0.2,0.034496673177194,50.0,2,0.1597684479395377,0.5540500353203527,0.6606698342670713,32.0,13.0,45.0,5.79865650090901,random,"[0.4561134210379996, 0.5438865789620004]"
174,COMPLETE,[0.10016329895751572],2025-09-21T02:16:31.054247,2025-09-21T02:24:56.798882,505.744635,0.05162698376299476,0.2,0.036861385362503524,50.0,2,2.3601918677958587,0.5359105493272278,0.4966186933411939,32.0,12.0,44.0,5.463313832942058,random,"[0.519026994278869, 0.4809730057211311]"
175,COMPLETE,[0.20888985741248517],2025-09-21T02:24:56.813935,2025-09-21T02:33:23.179795,506.36586,0.04873632151189204,0.2,0.04944181832553278,50.0,2,0.06519507268581681,0.9678963594217648,0.017523472600392095,61.0,10.0,71.0,5.574011698711055,random,"[0.9822172519458711, 0.01778274805412896]"
176,COMPLETE,[0.22891849817197393],2025-09-21T02:33:23.194650,2025-09-21T02:41:49.989077,506.794427,0.048361965256611184,0.2,0.051871047549113106,50.0,2,2.0697946684480035,0.2962730204544683,0.024213725715358184,63.0,7.0,70.0,5.296113268614268,random,"[0.9244470293865841, 0.07555297061341591]"
177,COMPLETE,[0.07286679957405054],2025-09-21T02:41:50.004091,2025-09-21T02:50:14.915367,504.911276,0.04776313678846872,0.2,0.043678145631012605,50.0,2,2.0305054024566997,0.9911635082388539,0.609884236349492,38.0,8.0,46.0,5.466999793379406,random,"[0.6190717994444928, 0.38092820055550725]"
