number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,param_weight_2,param_weight_3,param_weight_4,param_weight_5,param_weight_6,attr_GR,attr_KR,attr_morph_type,attr_weights
14,COMPLETE,"[104.0, 2.657585287829054]",2025-07-23T23:32:04.643441,2025-07-23T23:41:19.367444,554.724003,0.01,0.2386230326839903,0.008,28.399272414914936,3,1.9595973900330774,0.6466504665162949,0.6910378923004435,0.01,,,,,1.0,105.0,random,"[0.47982195756595375, 0.5127579293681592, 0.007420113065887084]"
15,COMPLETE,"[102.0, 2.7786063278209796]",2025-07-23T23:41:19.379455,2025-07-23T23:50:35.992392,556.612937,0.01,0.19372343260260244,0.005346674709780218,27.066316327581923,3,2.2040497046630767,0.01,0.7090791830911695,0.01,,,,,1.0,103.0,random,"[0.013715931317091968, 0.972568137365816, 0.013715931317091968]"
16,COMPLETE,"[111.0, 2.823465964348276]",2025-07-23T23:50:36.003402,2025-07-24T00:00:39.746585,603.743183,0.01,0.26795557965703337,0.008,28.98439567171204,5,3.8107237548464887,0.07095844181594606,0.5802744770537442,0.01,0.68842296347257,0.997775384984188,,,1.0,112.0,random,"[0.030228123312322795, 0.2471955132959587, 0.004259975633446028, 0.29326650498978535, 0.42504988276848715]"
17,COMPLETE,"[104.0, 2.8623973300695713]",2025-07-24T00:00:39.756594,2025-07-24T00:11:11.484361,631.727767,0.01,0.05626488730944874,0.008,28.41943217856609,6,1.57946455143312,0.12555168679102055,0.5424516868527999,0.01,0.8746040429285822,0.7888000181026433,0.20391680338006157,,1.0,105.0,random,"[0.04932640208029257, 0.21311692975795074, 0.003928772551052687, 0.3436120356897519, 0.30990158593915273, 0.08011427398179935]"
18,COMPLETE,"[105.0, 2.2815200706919367]",2025-07-24T00:11:11.495370,2025-07-24T00:21:17.527453,606.032083,0.01,0.03843322483379117,0.008,26.68211279363964,5,3.674155418838029,0.22602353996603028,0.7006925506222191,0.5124720073813578,0.514003685306313,0.5941309585272739,,,1.0,106.0,random,"[0.08872984025810296, 0.2750701900169172, 0.20118063524945803, 0.20178192455599914, 0.23323740991952263]"
19,COMPLETE,"[71.0, 2.363868506018062]",2025-07-24T00:21:17.537462,2025-07-24T00:30:32.329105,554.791643,0.01,0.016982536094136094,0.008,34.33151172668696,3,3.429742002305952,0.0313209745057287,0.5926083616755246,0.01,,,,,1.0,72.0,random,"[0.049407674827614226, 0.9348176963151076, 0.015774628857278185]"
20,COMPLETE,"[95.0, 2.8126379184428285]",2025-07-24T00:30:32.341116,2025-07-24T00:41:04.159313,631.818197,0.01,0.24938282869411407,0.005992307224220663,26.1773630949123,6,2.0464590195754027,0.380789491367308,0.8185149153320643,0.01,0.5946991177523089,0.6517388519348527,0.460423833418101,,1.0,96.0,random,"[0.13057880243143566, 0.2806818461101707, 0.003429159821679004, 0.20393183205841686, 0.22349166852821983, 0.15788669105007788]"
21,COMPLETE,"[109.0, 2.8182232227293382]",2025-07-24T00:41:04.171323,2025-07-24T00:51:08.198995,604.027672,0.01,0.22784968010271653,0.008,29.2194322180698,5,1.076851857586724,0.01,0.5982589388027728,0.01,0.1811049521788279,0.8577720477800781,,,1.0,110.0,random,"[0.006034507951998591, 0.361019832355957, 0.006034507951998591, 0.10928792740694615, 0.5176232243330996]"
22,COMPLETE,"[99.0, 2.748638658012209]",2025-07-24T00:51:08.210005,2025-07-24T01:01:14.671598,606.461593,0.01,0.22418230384250562,0.005167536856502971,27.672481730580067,5,2.4752823034273295,0.40643985814635775,0.3241786140873739,0.01,0.5359496578250825,0.05476998555178584,,,1.0,100.0,random,"[0.30528672872852414, 0.24349833471018278, 0.007511239919254949, 0.40256464645667905, 0.04113905018535906]"
23,COMPLETE,"[76.0, 2.0]",2025-07-24T01:01:14.683608,2025-07-24T01:11:46.240146,631.556538,0.01,0.02848802754791751,0.008,20.0,6,2.2196152759514356,0.01,1.0,0.01,0.4623261102594415,0.3777874447899851,0.16540455993528552,,1.0,77.0,random,"[0.004937008425656799, 0.4937008425656799, 0.004937008425656799, 0.2282507901751997, 0.18651397980355092, 0.08166037060425596]"
24,COMPLETE,"[107.0, 2.824841814137268]",2025-07-24T01:11:46.251156,2025-07-24T01:21:52.332517,606.081361,0.01,0.2780227202380626,0.0061500029144963666,30.185906880428803,5,2.3362368057276597,0.2808163902268006,0.6249393451633305,0.01,0.8000032823523253,0.7225802030002214,,,1.0,108.0,random,"[0.11516707266894086, 0.25629713037752977, 0.004101152093577105, 0.3280935136287795, 0.2963411312311727]"
