number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,param_n_instances,param_beta_range_delta,param_weight_0,param_weight_1,param_weight_2,param_weight_3,param_weight_4,param_weight_5,param_weight_6,attr_GR,attr_KR,attr_morph_type,attr_weights
65,COMPLETE,"[131.0, 3.3276287257464308]",2025-07-24T08:12:07.975684,2025-07-24T08:21:23.482028,555.506344,0.01,0.10305672356870592,0.008,50.0,3,0.0,0.01,0.01,0.5021381447513872,,,,,1.0,132.0,random,"[0.019152019634117015, 0.019152019634117015, 0.9616959607317659]"
66,COMPLETE,"[128.0, 3.2927883886682854]",2025-07-24T08:21:23.494038,2025-07-24T08:30:40.698764,557.204726,0.01,0.09524371791309727,0.008,50.0,3,0.0,0.01,0.01,0.13142916801838933,,,,,1.0,129.0,random,"[0.06603747567830272, 0.06603747567830272, 0.8679250486433946]"
67,COMPLETE,"[127.0, 3.1500118352428585]",2025-07-24T08:30:40.710775,2025-07-24T08:39:57.182236,556.471461,0.01,0.03574607751079174,0.008,50.0,3,0.0,0.01,0.01,0.4972282811870689,,,,,1.0,128.0,random,"[0.019333822924472385, 0.019333822924472385, 0.9613323541510553]"
68,COMPLETE,"[119.0, 3.3661162767492065]",2025-07-24T08:39:57.194246,2025-07-24T08:49:36.861707,579.667461,0.01,0.16289226118157174,0.006433346494318977,50.0,4,0.0,0.01,0.18902621960959526,0.3834616158470976,0.7357855073890146,,,,1.0,120.0,random,"[0.007585680203783363, 0.14338924520885132, 0.2908817188242109, 0.5581433557631545]"
69,COMPLETE,"[118.0, 3.1968826400437003]",2025-07-24T08:49:36.874719,2025-07-24T08:58:54.417629,557.54291,0.01,0.20139624084944988,0.008,50.0,3,0.0,0.01,0.20139155940101838,1.0,,,,,1.0,119.0,random,"[0.008254969190097853, 0.16624811180011687, 0.8254969190097854]"
70,COMPLETE,"[121.0, 3.379442185064099]",2025-07-24T08:58:54.428639,2025-07-24T09:08:59.503818,605.075179,0.01,0.15402213361804643,0.006358305892905404,50.0,5,0.0,0.015257609588449454,0.23496525486599149,0.22088662434098263,0.5610462839372259,0.40826179049816863,,,1.0,122.0,random,"[0.010592490662379208, 0.16312301437020157, 0.1533490218249907, 0.3895025291685656, 0.2834329439738629]"
71,COMPLETE,"[115.0, 2.712540249411252]",2025-07-24T09:08:59.515829,2025-07-24T09:18:15.859556,556.343727,0.01,0.05993631558172882,0.008,22.773440495779738,3,4.0,0.01,0.01,0.01,,,,,1.0,116.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
72,COMPLETE,"[116.0, 3.1063810187489396]",2025-07-24T09:18:15.870565,2025-07-24T09:29:21.362003,665.491438,0.01,0.29169620934034685,0.006062189539674669,50.0,7,0.0,0.01,0.8432705363586567,0.01,0.42476227463420463,0.7773218953114414,0.7065171714713933,0.26305373062309195,1.0,117.0,random,"[0.00329497367985766, 0.27785542223012255, 0.00329497367985766, 0.1399580515116175, 0.25612551858282706, 0.23279554843657219, 0.08667551187914549]"
73,COMPLETE,"[198.0, 0.5144052789053796]",2025-07-24T09:29:21.374013,2025-07-24T09:38:37.906136,556.532123,0.5,0.01,0.008,20.0,3,0.0,0.01,1.0,1.0,,,,,1.0,199.0,random,"[0.0049751243781094535, 0.49751243781094534, 0.49751243781094534]"
74,COMPLETE,"[198.0, 0.5144037641164624]",2025-07-24T09:38:37.916144,2025-07-24T09:47:52.962941,555.046797,0.5,0.01,0.008,20.0,3,0.0,1.0,1.0,1.0,,,,,1.0,199.0,random,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
75,COMPLETE,"[198.0, 0.5144048386729998]",2025-07-24T09:47:52.974952,2025-07-24T09:57:08.935932,555.96098,0.5,0.01,0.008,20.0,3,0.0,0.01,0.01,1.0,,,,,1.0,199.0,random,"[0.00980392156862745, 0.00980392156862745, 0.9803921568627451]"
76,COMPLETE,"[198.0, 0.5144060128109051]",2025-07-24T09:57:08.945941,2025-07-24T10:06:23.446950,554.501009,0.49999999999999994,0.01,0.008,20.0,3,0.0,1.0,0.01,1.0,,,,,1.0,199.0,random,"[0.49751243781094534, 0.0049751243781094535, 0.49751243781094534]"
77,COMPLETE,"[198.0, 0.5144034792454246]",2025-07-24T10:06:23.456959,2025-07-24T10:17:30.076921,666.619962,0.5,0.01,0.008,20.0,7,0.0,0.01,0.5013250985425187,1.0,0.6869690215348332,0.9655501026723579,0.6438746545035197,0.3787536043139784,1.0,199.0,random,"[0.0023886458215190503, 0.11974881018562135, 0.23886458215190504, 0.16409256828022098, 0.23063572182156175, 0.15379885030618545, 0.09047082143298643]"
78,COMPLETE,"[198.0, 0.5144061174865009]",2025-07-24T10:17:30.087930,2025-07-24T10:26:48.980262,558.892332,0.5,0.01,0.008,20.0,3,0.0,0.01,0.9999999999999999,0.01,,,,,1.0,199.0,random,"[0.009803921568627453, 0.9803921568627452, 0.009803921568627453]"
79,COMPLETE,"[198.0, 0.5144045988270843]",2025-07-24T10:26:48.992273,2025-07-24T10:37:54.420861,665.428588,0.5,0.01,0.008,20.0,7,0.0,0.01,0.01,0.01,0.6174866167229915,0.9531853650641638,0.919636862719899,0.48977895805051375,1.0,199.0,random,"[0.0033221622277939352, 0.0033221622277939352, 0.0033221622277939352, 0.20513907142453933, 0.31666364159021376, 0.30551828486149646, 0.1627125154403687]"
80,COMPLETE,"[198.0, 0.5144074424459303]",2025-07-24T10:37:54.431871,2025-07-24T10:48:59.810199,665.378328,0.5,0.01,0.008,20.0,7,0.0,1.0,1.0,0.01,0.5319001543110246,0.38579087543587537,0.1856502202578464,0.35847691327186276,1.0,199.0,random,"[0.2880335181656596, 0.2880335181656596, 0.002880335181656596, 0.15320507275906162, 0.11112070312800491, 0.0534734860890971, 0.10325336651086066]"
81,COMPLETE,"[198.0, 0.5144046190347428]",2025-07-24T10:48:59.822209,2025-07-24T10:58:17.490016,557.667807,0.5,0.01,0.008,20.0,3,0.0,1.0,0.36479554094733246,0.01,,,,,1.0,199.0,random,"[0.7273808869869686, 0.2653453041431617, 0.007273808869869686]"
82,COMPLETE,"[80.0, 0.36867141222632105]",2025-07-24T10:58:17.502027,2025-07-24T11:09:21.896750,664.394723,0.5,0.01,0.0027406805730595413,20.0,7,0.0,0.01,1.0,1.0,0.3774027870569838,0.6335400158779064,0.39538773263719085,0.28158076783446734,2.0,82.0,random,"[0.0027042292741818637, 0.27042292741818635, 0.27042292741818635, 0.10205836649173199, 0.17132374573026773, 0.10692190812498835, 0.07614589554245735]"
83,COMPLETE,"[196.0, 0.9840126770118911]",2025-07-24T11:09:21.909761,2025-07-24T11:20:30.371984,668.462223,0.5,0.01,0.008,20.0,7,2.8550869883211045,1.0,0.01,1.0,0.8276409253951768,0.3019093188056946,0.4789130282248556,0.7620457961487264,2.0,198.0,random,"[0.2282839698184735, 0.002282839698184735, 0.2282839698184735, 0.188937156033446, 0.06892105782215507, 0.10932816728095668, 0.17396283952831046]"
84,COMPLETE,"[198.0, 0.8192396924977385]",2025-07-24T11:20:30.382993,2025-07-24T11:29:47.740595,557.357602,0.5,0.01,0.008,20.0,3,4.0,0.01,0.01,1.0,,,,,1.0,199.0,random,"[0.00980392156862745, 0.00980392156862745, 0.9803921568627451]"
85,COMPLETE,"[197.0, 0.90119826166445]",2025-07-24T11:29:47.750603,2025-07-24T11:40:53.359939,665.609336,0.5,0.01,0.008,20.0,7,4.0,1.0,1.0,1.0,0.25934484045019623,0.6286421492036942,0.46518093659671483,0.05818122323886772,2.0,199.0,random,"[0.22668801904191382, 0.22668801904191382, 0.22668801904191382, 0.05879036813039619, 0.14250564348923667, 0.1054509450131714, 0.013188986241454285]"
86,COMPLETE,"[198.0, 0.8605604000692173]",2025-07-24T11:40:53.372950,2025-07-24T11:50:35.835432,582.462482,0.5,0.01,0.008,20.0,4,2.5927872350536245,0.4431908214207726,0.5939955612190325,0.5784821633673379,0.6455399492127726,,,,1.0,199.0,random,"[0.19599732725118288, 0.26268942579806775, 0.2558287590862236, 0.2854844878645258]"
87,COMPLETE,"[196.0, 1.0066999935620844]",2025-07-24T11:50:35.846442,2025-07-24T12:02:39.018268,723.171826,0.5,0.01,0.008,20.0,7,4.0,1.0,0.01,0.01,0.8873782220341907,0.5431164434373884,0.7600051029166098,0.20676889180856206,2.0,198.0,random,"[0.29263136716398075, 0.0029263136716398074, 0.0029263136716398074, 0.2596747023054077, 0.1589329073723218, 0.22240133231808942, 0.060507063496920734]"
88,COMPLETE,"[125.0, 2.855423269742727]",2025-07-24T12:02:39.029278,2025-07-24T12:12:00.714439,561.685161,0.01,0.14181547408410608,0.008,32.68869389453844,3,0.0,0.01,0.01,0.01,,,,,1.0,126.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
89,COMPLETE,"[198.0, 0.9253045516002544]",2025-07-24T12:12:00.724447,2025-07-24T12:21:17.862544,557.138097,0.5,0.01,0.008,20.0,3,3.9999999999999996,1.0,0.01,1.0,,,,,1.0,199.0,random,"[0.49751243781094534, 0.0049751243781094535, 0.49751243781094534]"
90,COMPLETE,"[80.0, 2.206143138599806]",2025-07-24T12:21:17.874555,2025-07-24T12:32:23.713076,665.838521,0.01,0.6,0.008,20.0,7,4.0,0.01,1.0,0.01,0.5786941878031224,0.7374570548030631,0.7613043694335349,0.6360566634537833,1.0,81.0,random,"[0.0026784430482897446, 0.2678443048289744, 0.0026784430482897446, 0.15499994244069532, 0.19752367218494934, 0.20391103959418588, 0.17036415485461553]"
91,COMPLETE,"[196.0, 0.9216297590082817]",2025-07-24T12:32:23.724086,2025-07-24T12:43:29.723992,665.999906,0.5,0.01,0.008,20.0,7,4.0,1.0,0.01,1.0,0.9449900106438948,0.8709612946365151,0.5883635737115614,0.6886813232842748,2.0,198.0,random,"[0.19596330476474574, 0.0019596330476474573, 0.19596330476474574, 0.18518336545544986, 0.1706764536191529, 0.11529767030771366, 0.13495626804054472]"
92,COMPLETE,"[198.0, 0.8703313358276418]",2025-07-24T12:43:29.736002,2025-07-24T12:52:47.833582,558.09758,0.5,0.01,0.008,20.0,3,4.0,1.0,1.0,0.01,,,,,1.0,199.0,random,"[0.49751243781094534, 0.49751243781094534, 0.0049751243781094535]"
93,COMPLETE,"[195.0, 0.9034291251233809]",2025-07-24T12:52:47.845592,2025-07-24T13:02:06.029978,558.184386,0.5,0.01,0.008,20.0,3,4.0,1.0,0.01,0.01,,,,,1.0,196.0,random,"[0.9803921568627451, 0.00980392156862745, 0.00980392156862745]"
94,COMPLETE,"[108.0, 2.8092685967726467]",2025-07-24T13:02:06.040987,2025-07-24T13:11:24.172872,558.131885,0.01,0.11724129412801298,0.008,27.49732585175242,3,3.9999999999999996,0.01,0.01,0.01,,,,,1.0,109.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
95,COMPLETE,"[197.0, 0.8012754365762468]",2025-07-24T13:11:24.185884,2025-07-24T13:20:42.463684,558.2778,0.49999999999999994,0.01,0.008,20.0,3,4.0,0.01,1.0,1.0,,,,,1.0,198.0,random,"[0.0049751243781094535, 0.49751243781094534, 0.49751243781094534]"
96,COMPLETE,"[198.0, 0.9097266735998453]",2025-07-24T13:20:42.475695,2025-07-24T13:29:58.943673,556.467978,0.5,0.01,0.008,20.0,3,4.0,1.0,0.6112371395455986,1.0,,,,,1.0,199.0,random,"[0.38296023936532153, 0.23407952126935685, 0.38296023936532153]"
97,COMPLETE,"[196.0, 0.8653245845522627]",2025-07-24T13:29:58.953682,2025-07-24T13:41:06.284997,667.331315,0.49999999999999994,0.01,0.008,20.0,7,4.0,0.01,0.7466559615367424,0.01,0.924578751102055,0.20162230005825132,0.8439239464592508,0.34007085854254454,2.0,198.0,random,"[0.0032500752692987763, 0.24266880752650646, 0.0032500752692987763, 0.30049505334759374, 0.06552876511584599, 0.27428163475562356, 0.11052558871583265]"
98,COMPLETE,"[197.0, 1.157109401564651]",2025-07-24T13:41:06.297008,2025-07-24T13:50:23.866710,557.569702,0.42612928631584457,0.01,0.008,20.0,3,4.0,1.0,0.01,1.0,,,,,1.0,198.0,random,"[0.49751243781094534, 0.0049751243781094535, 0.49751243781094534]"
99,COMPLETE,"[115.0, 1.2791971389622554]",2025-07-24T13:50:23.877719,2025-07-24T14:01:36.537747,672.660028,0.40042033886528616,0.01,0.008,20.0,7,4.0,1.0,0.01,1.0,0.9045667567768239,0.7229231655999149,0.5276540246978504,0.7109627572297078,83.0,198.0,random,"[0.20508164825787503, 0.0020508164825787504, 0.20508164825787503, 0.18551004143907138, 0.14825827436503128, 0.10821215709493666, 0.14580541410263193]"
100,COMPLETE,"[197.0, 1.1243264113525029]",2025-07-24T14:01:36.548756,2025-07-24T14:10:54.384311,557.835555,0.45344686216007696,0.01,0.008,20.0,3,3.9999999999999996,1.0,0.457789225867539,1.0,,,,,1.0,198.0,random,"[0.40686971424371215, 0.18626057151257577, 0.40686971424371215]"
101,COMPLETE,"[196.0, 1.2834946258961764]",2025-07-24T14:10:54.394321,2025-07-24T14:20:12.961565,558.567244,0.3960504787042642,0.01,0.008,20.0,3,3.9999999999999996,1.0,0.01,1.0,,,,,2.0,198.0,random,"[0.49751243781094534, 0.0049751243781094535, 0.49751243781094534]"
102,COMPLETE,"[197.0, 0.8786784848268234]",2025-07-24T14:20:12.972575,2025-07-24T14:29:30.695076,557.722501,0.4018442938649716,0.01,0.008,20.0,3,1.5317846917222397,0.01,0.01,1.0,,,,,2.0,199.0,random,"[0.00980392156862745, 0.00980392156862745, 0.9803921568627451]"
103,COMPLETE,"[197.0, 1.346333417268581]",2025-07-24T14:29:30.706085,2025-07-24T14:38:47.072095,556.36601,0.4019859500853785,0.01,0.008,20.0,3,4.0,1.0,1.0,0.01,,,,,2.0,199.0,random,"[0.49751243781094534, 0.49751243781094534, 0.0049751243781094535]"
104,COMPLETE,"[190.0, 1.5623883902230002]",2025-07-24T14:38:47.083104,2025-07-24T14:48:04.753188,557.670084,0.38583778576754374,0.01,0.008,20.0,3,4.0,1.0,0.11648732358186566,0.01,,,,,7.0,197.0,random,"[0.8877152712383155, 0.10340757604930129, 0.008877152712383155]"
105,COMPLETE,"[114.0, 3.3487803713930147]",2025-07-24T14:48:04.764198,2025-07-24T14:57:21.392507,556.628309,0.01,0.13491737584317734,0.0055921053605248365,50.0,3,0.3914668496375751,0.01,0.01,0.024650252951028025,,,,,1.0,115.0,random,"[0.22396289693964122, 0.22396289693964122, 0.5520742061207177]"
106,COMPLETE,"[196.0, 1.089851222255001]",2025-07-24T14:57:21.405518,2025-07-24T15:06:38.082774,556.677256,0.4123802679037327,0.01,0.008,20.0,3,1.2324908696149863,1.0,1.0,0.42986122481247335,,,,,3.0,199.0,random,"[0.4115461367869582, 0.4115461367869582, 0.17690772642608354]"
107,COMPLETE,"[197.0, 1.2455900688620376]",2025-07-24T15:06:38.094784,2025-07-24T15:15:55.922590,557.827806,0.4012670098589406,0.01,0.008,20.0,3,4.0,0.01,0.8924052286340136,0.7419809126320964,,,,,2.0,199.0,random,"[0.006081296691238476, 0.5426980964135942, 0.45122060689516724]"
108,COMPLETE,"[197.0, 0.8457222185306322]",2025-07-24T15:15:55.934601,2025-07-24T15:26:30.470662,634.536061,0.5,0.01,0.008,20.0,6,2.333173457926404,0.8448821467855838,0.5571862543288167,0.3552184422776315,0.0611919361079914,0.13088684791495625,0.43341695106973144,,1.0,198.0,random,"[0.3545779436254196, 0.23383847916294134, 0.14907715268907432, 0.025680872716009762, 0.05493025217524943, 0.1818952996313056]"
109,COMPLETE,"[196.0, 0.855117901370802]",2025-07-24T15:26:30.482672,2025-07-24T15:35:47.505753,557.023081,0.43598134181145626,0.01,0.008,20.0,3,3.109168860460405,0.23491535985466508,1.0,0.01,,,,,2.0,198.0,random,"[0.1886998646093416, 0.8032674607828301, 0.0080326746078283]"
110,COMPLETE,"[69.0, 2.8052400347537914]",2025-07-24T15:35:47.516763,2025-07-24T15:46:59.022384,671.505621,0.01,0.6,0.001,50.0,7,0.0,0.01,0.01,0.01,0.6314741678531621,0.9735807215509527,0.1136466647907248,0.3393551560203624,1.0,70.0,random,"[0.004789141957245676, 0.004789141957245676, 0.004789141957245676, 0.30242194321823773, 0.46626162823451867, 0.0544270010650295, 0.16252200161047703]"
111,COMPLETE,"[194.0, 1.4087317208755523]",2025-07-24T15:46:59.035395,2025-07-24T15:56:17.628950,558.593555,0.37038035943799813,0.01,0.008,20.0,3,4.0,1.0,1.0,1.0,,,,,4.0,198.0,random,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
112,COMPLETE,"[187.0, 1.7721525057788252]",2025-07-24T15:56:17.640961,2025-07-24T16:05:34.157951,556.51699,0.35120434992115634,0.01,0.008,20.0,3,4.0,1.0,0.01,0.01,,,,,10.0,197.0,random,"[0.9803921568627451, 0.00980392156862745, 0.00980392156862745]"
113,COMPLETE,"[127.0, 3.3410674111760015]",2025-07-24T16:05:34.167961,2025-07-24T16:15:15.743973,581.576012,0.01,0.10725506728154299,0.008,50.0,4,0.0,0.01,0.01,1.0,0.11278909029099887,,,,1.0,128.0,random,"[0.00882776863381614, 0.00882776863381614, 0.882776863381614, 0.09956759935075364]"
114,COMPLETE,"[123.0, 3.3563341978843977]",2025-07-24T16:15:15.755984,2025-07-24T16:24:33.080110,557.324126,0.01,0.12797576485132864,0.006007832914396578,50.0,3,0.0,0.01,0.01,0.7415238223297808,,,,,1.0,124.0,random,"[0.013131565562067817, 0.013131565562067817, 0.9737368688758643]"
115,COMPLETE,"[197.0, 0.8395704029162074]",2025-07-24T16:24:33.092121,2025-07-24T16:35:06.852667,633.760546,0.5,0.01,0.008,20.0,6,3.440837636989318,0.01,0.01,1.0,0.4985238904029646,0.8125635195781172,0.9080596259924537,,2.0,199.0,random,"[0.0030872324994640045, 0.0030872324994640045, 0.30872324994640044, 0.15390591562112638, 0.25085725055204194, 0.2803391188815032]"
116,COMPLETE,"[158.0, 0.8867252433985121]",2025-07-24T16:35:06.863676,2025-07-24T16:44:31.183146,564.31947,0.3410717123674256,0.01,0.008,20.0,3,4.0,0.01,1.0,0.01,,,,,41.0,199.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
117,COMPLETE,"[195.0, 1.1229280537014192]",2025-07-24T16:44:31.194156,2025-07-24T16:53:49.833853,558.639697,0.41396076644845986,0.01,0.008,20.0,3,4.0,1.0,1.0,1.0,,,,,2.0,197.0,random,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
118,COMPLETE,"[197.0, 0.9139728128265815]",2025-07-24T16:53:49.845864,2025-07-24T17:03:05.312119,555.466255,0.42802344674724757,0.01,0.008,20.0,3,3.9999999999999996,0.01,0.41125848922338804,1.0,,,,,2.0,199.0,random,"[0.007036017779893267, 0.28936220423078013, 0.7036017779893267]"
119,COMPLETE,"[195.0, 1.0934911546829469]",2025-07-24T17:03:05.324130,2025-07-24T17:12:21.344726,556.020596,0.36177844518697,0.01,0.008,20.0,3,0.0,1.0,0.01,0.9999999999999999,,,,,4.0,199.0,random,"[0.49751243781094534, 0.0049751243781094535, 0.4975124378109453]"
120,COMPLETE,"[196.0, 1.3393342856999744]",2025-07-24T17:12:21.356737,2025-07-24T17:21:38.676766,557.320029,0.3896778882194341,0.01,0.008,20.0,3,2.322827639677712,1.0,0.446021869666414,0.9999999999999999,,,,,2.0,198.0,random,"[0.4088270887522273, 0.1823458224955454, 0.4088270887522273]"
121,COMPLETE,"[11.0, 0.0]",2025-07-24T17:21:38.688776,2025-07-24T17:32:44.896773,666.207997,0.5,0.1455710200315838,0.008,20.0,7,4.0,1.0,1.0,0.1284178972419559,0.8932689330624967,0.5716502253476452,0.5491829173924363,0.7328624582262436,73.0,84.0,random,"[0.20511211460786843, 0.20511211460786843, 0.026340066456793532, 0.18322027977396318, 0.11725238653712003, 0.11264406949288094, 0.1503189685235055]"
122,COMPLETE,"[134.0, 3.2831079893824087]",2025-07-24T17:32:44.907783,2025-07-24T17:42:03.166332,558.258549,0.01,0.06316797447600697,0.008,50.0,3,0.0,0.01,0.01,1.0,,,,,1.0,135.0,random,"[0.00980392156862745, 0.00980392156862745, 0.9803921568627451]"
123,COMPLETE,"[133.0, 5.900568576247939]",2025-07-24T17:42:03.177342,2025-07-24T17:51:21.040448,557.863106,0.0460460416469754,0.07353618962155528,0.008,50.0,3,0.0,0.01,0.01,0.760801698957333,,,,,34.0,167.0,random,"[0.01280734918142955, 0.01280734918142955, 0.9743853016371409]"
124,COMPLETE,"[22.0, 5.028470902312101]",2025-07-24T17:51:21.051458,2025-07-24T18:00:39.046348,557.99489,0.06260050198766517,0.07960168935850011,0.008,50.0,3,0.0,0.01,0.01,0.9683309135618894,,,,,150.0,172.0,random,"[0.010118068617281796, 0.010118068617281796, 0.9797638627654364]"
125,COMPLETE,"[163.0, 5.289106498618509]",2025-07-24T18:00:39.058359,2025-07-24T18:09:55.052549,555.99419,0.032806044186267494,0.0667983506818438,0.008,50.0,3,0.0,0.01,0.01,0.568564725657907,,,,,3.0,166.0,random,"[0.016990484757342262, 0.016990484757342262, 0.9660190304853155]"
126,COMPLETE,"[17.0, 0.9229601143756057]",2025-07-24T18:09:55.064559,2025-07-24T18:19:10.164280,555.099721,0.5,0.6,0.008,50.0,3,0.0,0.01,0.01,1.0,,,,,28.0,45.0,random,"[0.00980392156862745, 0.00980392156862745, 0.9803921568627451]"
127,COMPLETE,"[19.0, 1.3325522468907864]",2025-07-24T18:19:10.175290,2025-07-24T18:28:27.114427,556.939137,0.36812893798262397,0.01,0.001,20.0,3,4.0,1.0,0.01,0.01,,,,,22.0,41.0,random,"[0.9803921568627451, 0.00980392156862745, 0.00980392156862745]"
128,COMPLETE,"[160.0, 5.815703129417098]",2025-07-24T18:28:27.126437,2025-07-24T18:37:44.689309,557.562872,0.039231867789868445,0.0760326921350765,0.008,50.0,3,0.0,0.01,0.01,0.5887850366523288,,,,,8.0,168.0,random,"[0.016426159313949928, 0.016426159313949928, 0.9671476813721002]"
129,COMPLETE,"[160.0, 5.487425118871289]",2025-07-24T18:37:44.701320,2025-07-24T18:47:00.037429,555.336109,0.03342385789317148,0.09196580010220391,0.008,50.0,3,0.0,0.01,0.01,0.33710893514632967,,,,,4.0,164.0,random,"[0.028002659737153816, 0.028002659737153816, 0.9439946805256924]"
130,COMPLETE,"[145.0, 5.984645206392427]",2025-07-24T18:47:00.050441,2025-07-24T18:56:15.172505,555.122064,0.04495383251630634,0.1000703659649386,0.00750867833826508,50.0,3,0.0,0.01,0.01,0.3057225362409398,,,,,20.0,165.0,random,"[0.030700976712900552, 0.030700976712900552, 0.9385980465741989]"
131,COMPLETE,"[163.0, 5.455893037665275]",2025-07-24T18:56:15.184516,2025-07-24T19:05:31.698306,556.51379,0.03571529758335503,0.0753124288179639,0.006710585132434742,50.0,3,0.0,0.01,0.01,0.21703854787135807,,,,,5.0,168.0,random,"[0.04218723110566408, 0.04218723110566408, 0.9156255377886718]"
132,COMPLETE,"[158.0, 5.623506771982992]",2025-07-24T19:05:31.709316,2025-07-24T19:15:37.055740,605.346424,0.03624029038102677,0.07513189952590864,0.00799055889875713,50.0,5,0.0,0.01,0.01,0.01,0.3387754463966737,0.967892393130336,,,10.0,168.0,random,"[0.007481290193634476, 0.007481290193634476, 0.007481290193634476, 0.2534477424971577, 0.7241083869219388]"
133,COMPLETE,"[142.0, 6.045977913788578]",2025-07-24T19:15:37.065748,2025-07-24T19:25:44.662567,607.596819,0.04548336575583549,0.10706086548395258,0.008,50.0,5,0.0,0.01,0.01,0.2722379572701899,0.2831404112272208,0.4196195632945315,,,21.0,163.0,random,"[0.010050272146787777, 0.010050272146787777, 0.273606555925099, 0.2845638188586974, 0.421729080922628]"
134,COMPLETE,"[163.0, 5.416124416281951]",2025-07-24T19:25:44.674578,2025-07-24T19:35:28.301025,583.626447,0.03400848472706411,0.08041374946443838,0.007035324878103451,50.0,4,0.0,0.01,0.01,0.6646056280631758,0.9837865309049396,,,,4.0,167.0,random,"[0.00599379465208282, 0.00599379465208282, 0.3983509659229207, 0.5896614447729137]"
135,COMPLETE,"[84.0, 0.0]",2025-07-24T19:35:28.313035,2025-07-24T19:44:44.287047,555.974012,0.08999334325758113,0.6,0.008,50.0,3,0.0,0.01,1.0,0.01,,,,,37.0,121.0,random,"[0.00980392156862745, 0.9803921568627451, 0.00980392156862745]"
136,COMPLETE,"[165.0, 5.386404771133803]",2025-07-24T19:44:44.299058,2025-07-24T19:54:00.197120,555.898062,0.033869417708498085,0.0751826335491147,0.007347402723799694,50.0,3,0.0,0.01,0.01,0.4582642284003998,,,,,3.0,168.0,random,"[0.020908944065179097, 0.020908944065179097, 0.9581821118696418]"
137,COMPLETE,"[12.0, 0.0]",2025-07-24T19:54:00.208129,2025-07-24T20:05:04.409974,664.201845,0.21934202928747543,0.6,0.008,50.0,7,3.9999999999999996,1.0,1.0,0.01,0.8350753751881415,0.7618198810479118,0.41614922003292015,0.6528167504151382,98.0,110.0,random,"[0.21386434530888554, 0.21386434530888554, 0.0021386434530888555, 0.17859284839818385, 0.16292611010360472, 0.08899948049314382, 0.13961422693420766]"
138,COMPLETE,"[1.0, 3.325627488052728]",2025-07-24T20:05:04.420983,2025-07-24T20:14:22.033438,557.612455,0.22290060107713616,0.01,0.008,20.0,3,4.0,1.0,0.01,0.5568113155798604,,,,,193.0,194.0,random,"[0.6382389443172425, 0.0063823894431724254, 0.3553786662395851]"
139,COMPLETE,"[192.0, 1.6442108634937518]",2025-07-24T20:14:22.046449,2025-07-24T20:23:41.651484,559.605035,0.36139638991881723,0.01,0.008,20.0,3,4.0,1.0,0.01,1.0,,,,,5.0,197.0,random,"[0.49751243781094534, 0.0049751243781094535, 0.49751243781094534]"
140,COMPLETE,"[159.0, 4.705230152726666]",2025-07-24T20:23:41.663495,2025-07-24T20:32:57.222852,555.559357,0.0415288554268808,0.3420845120540829,0.001,50.0,3,0.0,0.01,0.01,0.01,,,,,18.0,177.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
141,COMPLETE,"[140.0, 4.809788555002414]",2025-07-24T20:32:57.233862,2025-07-24T20:44:04.912695,667.678833,0.04625910650234974,0.40547945156802834,0.001,50.0,7,0.0,0.01,0.01,0.01,0.6745894295398375,0.8210288046995796,0.8653039495730382,0.022919315064239998,39.0,179.0,random,"[0.004142774082164714, 0.004142774082164714, 0.004142774082164714, 0.27946716047999187, 0.3401336852820094, 0.3584758775485946, 0.009494954442910078]"
142,COMPLETE,"[141.0, 2.9283054125317203]",2025-07-24T20:44:04.923705,2025-07-24T20:53:24.357957,559.434252,0.04625448008242649,0.3547249849380874,0.001,20.0,3,4.0,0.01,0.01,0.01,,,,,1.0,142.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
143,COMPLETE,"[143.0, 5.025615035289072]",2025-07-24T20:53:24.368967,2025-07-24T21:04:30.733446,666.364479,0.04822098450968446,0.2932269356579721,0.001,50.0,7,0.0,0.01,0.01,0.01,0.8015587638262969,0.6333854904137477,0.6523659981798906,0.12747591232449515,40.0,183.0,random,"[0.004454767299021777, 0.004454767299021777, 0.004454767299021777, 0.3570757769337707, 0.28215849703700346, 0.2906138715685477, 0.05678755256361281]"
144,COMPLETE,"[135.0, 3.5572046705459277]",2025-07-24T21:04:30.744455,2025-07-24T21:13:47.104530,556.360075,0.022853434532527556,0.35187848465262456,0.001,50.0,3,4.0,0.01,0.01,0.01,,,,,1.0,136.0,random,"[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
