number,state,values,datetime_start,datetime_complete,duration,param_gamma,param_theta,param_m0,param_beta_prime,attr_gating_status,attr_narma10_nrmse,attr_CQ,attr_GR,attr_KR,attr_MC
51,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:08:11.794624,2025-08-28T23:08:50.053154,38.25853,0.37587409895214957,0.19614990626113613,0.003916313833125816,20.0,penalized,1.0052534445879633,,,,
52,COMPLETE,"[178.0, 5.299638429637752]",2025-08-28T23:08:50.062638,2025-08-28T23:17:07.672272,497.609634,0.10462306585341291,0.0789185261398854,0.005880406191813636,20.0,passed,0.7978793337990221,178.0,10.0,188.0,5.299638429637752
53,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:17:07.683647,2025-08-28T23:17:46.285274,38.601627,0.3158756807931509,0.45424690240309656,0.0022884470467110594,20.0,penalized,1.0062384215711724,,,,
54,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:17:46.295282,2025-08-28T23:18:24.488158,38.192876,0.4863932504790426,0.11897460553940546,0.0012432737970257484,20.0,penalized,1.0050849130279704,,,,
55,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:18:24.500168,2025-08-28T23:19:02.868809,38.368641,0.3158756807931509,0.45424690240309656,0.00553009366598763,20.0,penalized,1.261960127740108,,,,
56,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:19:02.880288,2025-08-28T23:19:41.528994,38.648706,0.3697582496145967,0.20702321729915082,0.007415738502779766,20.0,penalized,1.0062263699659921,,,,
57,COMPLETE,"[164.0, 3.2488603194751455]",2025-08-28T23:19:41.539003,2025-08-28T23:28:01.757881,500.218878,0.03582409186224689,0.2955836671315545,0.006559296494868466,20.0,passed,0.8590757674262588,164.0,1.0,165.0,3.2488603194751455
58,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:28:01.768399,2025-08-28T23:28:41.036211,39.267812,0.39020979606200784,0.02557411935900749,0.006436420908062513,20.0,penalized,1.0059883174687765,,,,
59,COMPLETE,"[141.0, 4.59059720082478]",2025-08-28T23:28:41.047083,2025-08-28T23:37:12.562383,511.5153,0.10462306585341291,0.5858379442846219,0.006055032407599301,20.0,passed,0.758741475015095,141.0,34.0,175.0,4.59059720082478
60,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:37:12.573318,2025-08-28T23:37:51.942145,39.368827,0.1327246523368315,0.23295508400580542,0.007430388671837394,20.0,penalized,1.0098721381580478,,,,
61,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:37:51.954156,2025-08-28T23:38:31.181552,39.227396,0.007770469449989714,0.3777614083957454,0.006668161247122654,20.0,penalized,0.8926796535505298,,,,
62,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:38:31.192562,2025-08-28T23:39:10.102697,38.910135,0.4945679976284607,0.49021233710987117,0.005880406191813636,20.0,penalized,1.009313295284037,,,,
63,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:39:10.113707,2025-08-28T23:39:49.065627,38.95192,0.372196466874298,0.17155019271744706,0.00638463288036349,20.0,penalized,1.0055603604259225,,,,
64,COMPLETE,"[177.0, 3.6651610417846094]",2025-08-28T23:39:49.076637,2025-08-28T23:48:20.763726,511.687089,0.08073710687705715,0.5606281979145721,0.0025324256297853277,20.0,passed,0.8362935413009402,177.0,7.0,184.0,3.6651610417846094
65,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:48:20.774108,2025-08-28T23:48:59.893156,39.119048,0.0010574786169222916,0.33458412837215845,0.00657265011868851,20.0,penalized,0.9047975679506218,,,,
66,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:48:59.905166,2025-08-28T23:49:39.160843,39.255677,0.4832716072450519,0.582497334748566,0.004500376360730778,20.0,penalized,1.0081007304577967,,,,
67,COMPLETE,"[67.0, 5.812191996375554]",2025-08-28T23:49:39.171861,2025-08-28T23:58:13.922241,514.75038,0.1327246523368315,0.16004889905257413,0.007868777052548386,20.0,passed,0.7579962749584224,67.0,116.0,183.0,5.812191996375554
68,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:58:13.932249,2025-08-28T23:58:53.531256,39.599007,0.20029728000029107,0.10970257460903858,0.004267590011505423,20.0,penalized,6.413904272778281,,,,
69,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:58:53.541264,2025-08-28T23:59:33.284817,39.743553,0.4768477542227135,0.3512765099009515,0.006797741187591862,20.0,penalized,1.009464115793088,,,,
70,COMPLETE,"[-5.0, -5.0]",2025-08-28T23:59:33.295724,2025-08-29T00:00:13.090009,39.794285,0.3527572448274813,0.02354341083308182,0.004029732933365256,20.0,penalized,1.0096130883423469,,,,
71,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:00:13.100381,2025-08-29T00:00:52.753118,39.652737,0.28814045922648895,0.0212070805373806,0.005102819718406483,20.0,penalized,1.4963945923527708,,,,
72,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:00:52.763994,2025-08-29T00:01:32.481701,39.717707,0.4804640276166176,0.5483574235193361,0.002944889755209009,20.0,penalized,1.0369723577421401,,,,
73,COMPLETE,"[177.0, 3.9862901581267116]",2025-08-29T00:01:32.492960,2025-08-29T00:10:06.994413,514.501453,0.0707559779961009,0.4105288699966501,0.004172293117241041,20.0,passed,0.8410494280732068,177.0,2.0,179.0,3.9862901581267116
74,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:10:07.004881,2025-08-29T00:10:46.633939,39.629058,0.3527572448274813,0.11897460553940546,0.0040456786515065644,20.0,penalized,1.0046895745321245,,,,
75,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:10:46.644371,2025-08-29T00:11:25.837330,39.192959,0.39020979606200784,0.02557411935900749,0.007727680678429474,20.0,penalized,1.0133202690446248,,,,
76,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:11:25.848340,2025-08-29T00:12:05.279399,39.431059,0.29877683313532394,0.22318797878653923,0.00638463288036349,20.0,penalized,3.8080842938055754,,,,
77,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:12:05.290412,2025-08-29T00:12:44.541580,39.251168,0.20029728000029107,0.4607580534812705,0.003934234407709017,20.0,penalized,15.513959877024366,,,,
78,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:12:44.551543,2025-08-29T00:13:23.608900,39.057357,0.4945679976284607,0.35845217953270425,0.0043864387560814695,20.0,penalized,1.0116782485660354,,,,
79,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:13:23.619389,2025-08-29T00:14:02.673634,39.054245,0.4799043327233372,0.15755059951439818,0.0017201079968410097,20.0,penalized,1.0053064455012328,,,,
80,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:14:02.684646,2025-08-29T00:14:41.680235,38.995589,0.2726715852437339,0.21034837032008816,0.005243679686222788,20.0,penalized,8.826330669427172,,,,
81,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:14:41.690184,2025-08-29T00:15:21.010146,39.319962,0.1327246523368315,0.5327115369964902,0.007868777052548386,20.0,penalized,1.112032187797942,,,,
82,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:15:21.022159,2025-08-29T00:16:00.298399,39.27624,0.277534530867234,0.1651442809252678,0.006257245197252471,20.0,penalized,4.4288785038288445,,,,
83,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:16:00.309409,2025-08-29T00:16:39.406185,39.096776,0.10462306585341291,0.4205908492204839,0.0026405789372915406,20.0,penalized,0.9931463801553195,,,,
84,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:16:39.417195,2025-08-29T00:17:18.465543,39.048348,0.22165183416767287,0.16004889905257413,0.005209015622076433,20.0,penalized,9.945847495661502,,,,
85,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:17:18.477019,2025-08-29T00:17:57.021842,38.544823,0.4832716072450519,0.02557411935900749,0.0053297696426492765,20.0,penalized,1.027101096366801,,,,
86,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:17:57.033065,2025-08-29T00:18:35.920624,38.887559,0.30556446243602386,0.5610007755324787,0.005080297405465028,20.0,penalized,48.696118792140176,,,,
87,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:18:35.931634,2025-08-29T00:19:14.877623,38.945989,0.3158756807931509,0.45424690240309656,0.0025324256297853277,20.0,penalized,1.0066062364563368,,,,
88,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:19:14.888977,2025-08-29T00:19:54.109336,39.220359,0.21684574620537972,0.5643843885132431,0.0072464767327006935,20.0,penalized,1.154132293235914,,,,
89,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:19:54.120346,2025-08-29T00:20:33.144459,39.024113,0.22830135820205905,0.5470565653237873,0.00638463288036349,20.0,penalized,1.2206925625126464,,,,
90,COMPLETE,"[167.0, 3.9270949936983555]",2025-08-29T00:20:33.154444,2025-08-29T00:29:04.884499,511.730055,0.09850553553724839,0.5550156220873965,0.0014293835940078171,20.0,passed,0.7958331860237192,167.0,21.0,188.0,3.9270949936983555
91,COMPLETE,"[179.0, 4.3272386984926285]",2025-08-29T00:29:04.895470,2025-08-29T00:37:36.494218,511.598748,0.0707559779961009,0.21034837032008816,0.00489781284025968,20.0,passed,0.8404381043848456,179.0,3.0,182.0,4.3272386984926285
92,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:37:36.505255,2025-08-29T00:38:16.053903,39.548648,0.3918922175988608,0.3557912486914319,0.0023337738189395116,20.0,penalized,1.0102394279969344,,,,
93,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:38:16.064418,2025-08-29T00:38:54.917446,38.853028,0.3918922175988608,0.023574908109482193,0.005880406191813636,20.0,penalized,1.0086592461709878,,,,
94,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:38:54.928455,2025-08-29T00:39:34.177876,39.249421,0.29877683313532394,0.5800810627590747,0.001431081209649347,20.0,penalized,1.3987801833640205,,,,
95,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:39:34.188041,2025-08-29T00:40:12.964875,38.776834,0.22820228390973957,0.16004889905257413,0.005924522120454992,20.0,penalized,9.186518131253932,,,,
96,COMPLETE,"[-5.0, -5.0]",2025-08-29T00:40:12.976234,2025-08-29T00:40:52.220548,39.244314,0.3416927419044376,0.01564231605816506,0.002092646986578123,20.0,penalized,1.0712411478225994,,,,
97,COMPLETE,"[70.0, 4.875697657399843]",2025-08-29T00:40:52.231653,2025-08-29T00:49:26.780521,514.548868,0.12548785219547737,0.5470565653237873,0.006433880367707662,20.0,passed,0.6576170913443564,70.0,106.0,176.0,4.875697657399843
98,COMPLETE,"[39.0, 4.947207629637556]",2025-08-29T00:49:26.790530,2025-08-29T00:58:01.213017,514.422487,0.13543616435191969,0.48403021127626533,0.006436420908062513,20.0,passed,0.876429154608737,39.0,139.0,178.0,4.947207629637556
99,COMPLETE,"[168.0, 3.241418075949899]",2025-08-29T00:58:01.223391,2025-08-29T01:06:36.129258,514.905867,0.047712094288659024,0.5550156220873965,0.003779957730835859,20.0,passed,0.851156194324729,168.0,1.0,169.0,3.241418075949899
100,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:06:36.139092,2025-08-29T01:07:15.962486,39.823394,0.37587409895214957,0.3715065812275361,0.0015652477849988364,20.0,penalized,1.0163923574616074,,,,
101,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:07:15.973320,2025-08-29T01:07:55.355824,39.382504,0.34437306139023854,0.5858379442846219,0.002747575860501987,20.0,penalized,1.0054099810110348,,,,
102,COMPLETE,"[179.0, 3.8674064846734364]",2025-08-29T01:07:55.366834,2025-08-29T01:16:32.048895,516.682061,0.08073710687705715,0.505136690883986,0.0025324256297853277,20.0,passed,0.8366671985615859,179.0,4.0,183.0,3.8674064846734364
103,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:16:32.059003,2025-08-29T01:17:11.497974,39.438971,0.16555895745854515,0.3871608643847768,0.007886990844031699,20.0,penalized,1.00946830624957,,,,
104,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:17:11.509434,2025-08-29T01:17:50.927405,39.417971,0.3697582496145967,0.20702321729915082,0.0013168713861170462,20.0,penalized,2.1421741407896677,,,,
105,COMPLETE,"[100.0, 5.003787021600043]",2025-08-29T01:17:50.939416,2025-08-29T01:26:25.000125,514.060709,0.12132584464973706,0.32401433711929273,0.003712272503850565,20.0,passed,0.7108324248997335,100.0,88.0,188.0,5.003787021600043
106,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:26:25.010461,2025-08-29T01:27:04.441031,39.43057,0.1327246523368315,0.16004889905257413,0.004145434978627981,20.0,penalized,0.9237771014877222,,,,
107,COMPLETE,"[181.0, 3.5874360903924365]",2025-08-29T01:27:04.452040,2025-08-29T01:35:38.833993,514.381953,0.0707559779961009,0.4125779254857521,0.0022884470467110594,20.0,passed,0.8420908483449644,181.0,2.0,183.0,3.5874360903924365
108,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:35:38.845003,2025-08-29T01:36:18.189976,39.344973,0.3966304991497071,0.32602749657454627,0.0034220568156301165,20.0,penalized,1.1172310852024734,,,,
109,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:36:18.200986,2025-08-29T01:36:57.421599,39.220613,0.22165183416767287,0.21728781004598788,0.003779957730835859,20.0,penalized,8.066285144378424,,,,
110,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:36:57.432329,2025-08-29T01:37:36.690139,39.25781,0.2235427352030197,0.4105288699966501,0.004172293117241041,20.0,penalized,1.5233806544642654,,,,
111,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:37:36.702150,2025-08-29T01:38:16.114675,39.412525,0.22820228390973957,0.33407104773794877,0.007886990844031699,20.0,penalized,1.6102495090359563,,,,
112,COMPLETE,"[176.0, 5.2535890725345515]",2025-08-29T01:38:16.126343,2025-08-29T01:46:49.305576,513.179233,0.10462306585341291,0.08783987093908809,0.005880406191813636,20.0,passed,0.7994356389166236,176.0,11.0,187.0,5.2535890725345515
113,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:46:49.316085,2025-08-29T01:47:28.849794,39.533709,0.20613349389549013,0.10220030209645715,0.007868777052548386,20.0,penalized,5.704186076510056,,,,
114,COMPLETE,"[-5.0, -5.0]",2025-08-29T01:47:28.859803,2025-08-29T01:48:08.116721,39.256918,0.10462306585341291,0.5233155817096938,0.006055032407599301,20.0,penalized,0.9114931213130211,,,,
115,COMPLETE,"[148.0, 4.948934344414412]",2025-08-29T01:48:08.127204,2025-08-29T01:56:41.654072,513.526868,0.10462306585341291,0.4205908492204839,0.006360957715096779,20.0,passed,0.7516062179409757,148.0,32.0,180.0,4.948934344414412
116,COMPLETE,"[156.0, 2.9837822194373196]",2025-08-29T01:56:41.665009,2025-08-29T02:05:14.473409,512.8084,0.031385974624295154,0.3445661780328456,0.003428849271013967,20.0,passed,0.8656170489806412,156.0,1.0,157.0,2.9837822194373196
117,COMPLETE,"[-5.0, -5.0]",2025-08-29T02:05:14.483358,2025-08-29T02:05:53.652825,39.169467,0.2128896635335512,0.05361092499233519,0.006609903945205455,20.0,penalized,7.597865587172756,,,,
118,COMPLETE,"[-5.0, -5.0]",2025-08-29T02:05:53.663309,2025-08-29T02:06:32.621233,38.957924,0.4768477542227135,0.4756214308638901,0.006797741187591862,20.0,penalized,1.0059077788567532,,,,
119,COMPLETE,"[-5.0, -5.0]",2025-08-29T02:06:32.631983,2025-08-29T02:07:11.726900,39.094917,0.4229846546500173,0.0789185261398854,0.004322213025510862,20.0,penalized,1.1807890794999722,,,,
120,COMPLETE,"[-5.0, -5.0]",2025-08-29T02:07:11.737910,2025-08-29T02:07:50.883023,39.145113,0.3502529709257123,0.10262020933320865,0.003202911643151226,20.0,penalized,2.2062711644924415,,,,
121,COMPLETE,"[-5.0, -5.0]",2025-08-29T02:07:50.894926,2025-08-29T02:08:29.931195,39.036269,0.4768477542227135,0.14089718762630138,0.0015652477849988364,20.0,penalized,1.0052569429281988,,,,
122,COMPLETE,"[-5.0, -5.0]",2025-08-29T02:08:29.942205,2025-08-29T02:09:08.966253,39.024048,0.4804640276166176,0.592263479942395,0.004885720320641492,20.0,penalized,1.00604024959342,,,,
123,COMPLETE,"[168.0, 3.241418075949899]",2025-08-29T02:09:08.976427,2025-08-29T02:17:44.055779,515.079352,0.047712094288659024,0.5550156220873965,0.003779957730835859,20.0,passed,0.851156194324729,168.0,1.0,169.0,3.241418075949899
124,COMPLETE,"[-5.0, -5.0]",2025-08-29T02:17:44.066581,2025-08-29T02:18:23.324555,39.257974,0.4597308029425938,0.3906555521277077,0.005102819718406483,20.0,penalized,1.0112105178565478,,,,
