trial_number,gamma,theta,m0,beta_prime,narma10_nrmse,ti46_accuracy
26,0.0589882353806757,0.01,0.008,50.0,0.8410793592501089,0.30566037735849055
38,0.01,0.4932000184564715,0.001,50.0,0.8248587901499317,0.9371069182389937
138,0.1172260326884624,0.6,0.008,20.0,0.6559528874434097,0.9761006289308176
203,0.5,0.6,0.008,43.45746905374847,4.918104079780548,0.09937106918238994
228,0.4336138658100633,0.01,0.001,20.0,1.0084286467095005,0.9522012578616352
